Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg00502442	0.0155772953386863	ZDHHC14	6	157801893
cg00503458	0.0292990640892818	KIAA0907	1	155904439
cg00503840	0.762174001558889	DLX5	7	96650509
cg00504595	0.071902118597686	TNFRSF19	13	24144985
cg00509616	0.0340164503519951	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0266087957041506	C6orf211;RMND1	6	151772946
cg00510956	0.467979114577573	KHDRBS1	1	32478440
cg00511475	0.29083726604905	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.136123988806504	SLC18A2	10	119000991
cg00512374	0.0145223646714398	IGFBP4	17	38599682
cg00513220	0.0130553080023573	MOSC2	1	220922123
cg00513467	0.0223628398369121	KLHL9	9	21335551
cg00514407	0.178940663310234	SERPINE2	2	224904626
cg00514895	0.0302471599707477	CPZ	4	8594413
cg00515905	0.964855274437423	EPS8L3	1	110306507
cg00516481	0.585594683080381	PDE9A	21	44073202
cg00518911	0.880287904622479	NA	NA	0
cg00518989	0.0190437060100857	LIMK2	22	31608519
cg00519208	0.88704838508763	EVI5	1	93258319
cg00519627	0.0136576403802162	CORO7	16	4466650
cg00520135	0.597267649411477	TPM1	15	63333846
cg00520708	0.0758446319352654	C5orf24	5	134181266
cg00521434	0.944321101481124	GPR61	1	110081965
cg00521598	0.0337937231003898	MYCBP	1	39339413
cg00522034	0.0080918877643315	CBLB	3	105587721
cg00522316	0.0217520901818384	KHSRP	19	6425042
cg00524288	0.0215523996420731	UPP1	7	48128452
cg00528052	0.0125000296482904	KDM5B	1	202777295
cg00528967	0.0129530725126064	STK24	13	99228955
cg00532335	0.605753177300162	LGI1	10	95516861
cg00532890	0.0188472329743225	PBX1	1	164528682
cg00534274	0.092720428133306	SLC7A11	4	139163341
cg00534856	0.823268043574585	NA	NA	0
cg00536175	0.703266579270532	GATA1	X	48645024
cg00537910	0.853736123673055	ATG9A;ABCB6	2	220084611
cg00539322	0.820239998889786	SAG	2	234216360
cg00539716	0.0308786255980593	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0122719107540518	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0229294841477765	NA	NA	0
cg00544557	0.918742015459283	DSCR10	21	39578742
cg00545573	0.0564991139083664	TAOK3	12	118810436
cg00546491	0.555439245855606	PDE1C	7	32111062
cg00546897	0.282874224641608	LOC284837	21	45232232
cg00547018	0.0989709715716199	ALG1	16	5121709
cg00547789	0.29602074745895	RAB39B	X	154493750
cg00547829	0.0252530446919731	TUBD1;RPS6KB1	17	57970161
cg00548060	0.84148831876133	NPL	1	182761905
cg00548268	0.718205578432514	NPTX2	7	98245830
cg00550617	0.413981326087589	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.75380409289012	NR1H3	11	47281370
cg00554682	0.0293213141190946	ZNF804A	2	185463132
cg00554702	0.0884084533233315	CHEK1	11	125496645
cg00556408	0.803634985765661	TMPRSS6	22	37500588
cg00557354	0.0238049179656593	ARHGEF7	13	111767899
cg00559473	0.0287399280292465	AAAS	12	53715592
cg00560119	0.0303573200941186	STXBP1	9	130374109
cg00563229	0.0169227268512591	XKR8	1	28286146
cg00563845	0.0446815759488634	PXK	3	58318305
cg00563926	0.233999597440596	TGFBR3	1	92352481
cg00563932	0.753328340313183	PTGDS	9	139871049
cg00564163	0.0288995067083459	STEAP4	7	87935979
cg00565075	0.0333364039715376	MIR659;EIF3L	22	38244893
cg00565688	0.0189757192684748	TP73	1	3568212
cg00566759	0.0162828698530306	DSC2	18	28682345
cg00567479	0.0325318100886784	FARP2	2	242295999
cg00567749	0.141727831858774	VCAN	5	82767908
cg00568128	0.0476673470110003	MIR2110;C10orf118	10	115934100
cg00568792	0.0248706991796746	STT3A	11	125462554
cg00569620	0.0215796563266099	ABHD10	3	111697653
cg00571634	0.154386688542683	WDR5B	3	122134820
cg00572797	0.989195953007855	NA	NA	0
cg00573606	0.572266652713706	COL6A3	2	238322680
cg00575744	0.0413931068397568	HLA-DMB	6	32908642
cg00576250	0.033917082244636		20	45087765
cg00577167	0.542241138694493	ALDOB	9	104197675
cg00577464	0.0205699959170796	SHH	7	155604780
cg00578575	0.0583687104774058	NA	NA	0
cg00579393	0.792042610185335	REG1B	2	79316004
cg00579402	0.809990838217421	FUT6	19	5838999
cg00581156	0.0161511053035442	DIMT1L	5	61699416
cg00582372	0.754876802731621	NA	NA	0
cg00582628	0.0321701735932783	RGS20	8	54764515
cg00584022	0.0173347612484359	KRAS	12	25403167
cg00585790	0.697599122043452	LIMS1	2	109204845
cg00585846	0.0200475390457704	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0771830592924446	CDKAL1	6	20534671
cg00587613	0.288407922001519	GPR152	11	67220223
cg00592315	0.90943781073466	C14orf86;FAM181A	14	94384611
cg00594118	0.0370867011285957	COBRA1	9	140150000
cg00594952	0.61379569047794	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.332517398473279	MYO1C	17	1395880
cg00598858	0.0206989538985812	PRKCSH;CCDC151	19	11545966
cg00600110	0.967977843049028	FAM9A	X	8769528
cg00600684	0.945250748758619	WDR11	10	122610158
cg00601486	0.959856424848984	H1FNT	12	48723148
cg00602891	0.031325330281141	C17orf62	17	80408864
cg00603172	0.249361863313074	NA	NA	0
cg00605270	0.0174065082620572	SMPDL3B	1	28261552
cg00609097	0.0120321747869688	TESK2	1	45956974
cg00611397	0.912812344895417	GTPBP5	20	60768026
cg00612467	0.0271630877401356	HADH	4	108911077
cg00613255	0.814955027851957	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.437014941345319	RBM9	22	36236649
cg00615915	0.134281675519112	SERPINB8	18	61637299
cg00616129	0.0282427492884044	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00859723195130491	NCL	2	232329096
cg00617305	0.0132977566314285	SHISA4	1	201857940
cg00618396	0.527179065235891	VBP1	X	154444551
cg00619207	0.315703141873014	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0231969873858902	CENPF	1	214776904
cg00620629	0.0199185608588162	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0266631379137133	ODF3L1	15	76016335
cg00622677	0.0199572093416911	TSPAN5	4	99579248
cg00623593	0.865169084719977	DOCK1	10	128767610
cg00625425	0.496990470316901	KANK4	1	62785512
cg00625653	0.0222586138617829	WNT7A	3	13921227
cg00626119	0.614832389007755	SH2D2A;NTRK1	1	156785288
cg00626466	0.263001640577338	GNS	12	65153982
cg00627233	0.164994599537769	NA	NA	0
cg00627286	0.042855760117626	NA	NA	0
cg00629217	0.849405584705407	LNX1	4	54425349
cg00629585	0.109301137096838	GFI1B	9	135853992
cg00630164	0.0351030277477681	KCNQ4	1	41250062
cg00630249	0.0127095537962689	CYB561D1	1	110036889
cg00630583	0.0103916651088728	PXMP2;POLE	12	133264314
cg00631230	0.0201271755520423	VPS33A	12	122750916
cg00633969	0.718466805763611	PARP9;DTX3L	3	122284550
cg00634577	0.288472434432333	NA	NA	0
cg00635481	0.0105934895044082	ZNF76	6	35226917
cg00636639	0.015643919520857	RBM18;MRRF	9	125027249
cg00638514	0.0215051509788541	OTOP3	17	72932048
cg00642303	0.00891408533010585	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.827538473712176		7	100544704
cg00645224	0.0138719553732336	NA	NA	0
cg00645579	0.597756267599528	IRF7;MUPCDH	11	617140
cg00645922	0.0118926721426805	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0184178786024395	ARSD	X	2847561
cg00646492	0.0918341395773684	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.032590939249459	SLC17A5	6	74364149
cg00648883	0.401227149735265	EEF1DP3	13	32524761
cg00650762	0.0124316952671172	EPHB2	1	23037368
cg00650876	0.00999578120580037	YBX1	1	43148058
cg00651216	0.0124206843512868	HSP90AB1	6	44213720
cg00653387	0.20812231762532	PTN	7	137028535
cg00654814	0.0804073986305445	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0370310474287213	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0303543743695009	PPARD	6	35310123
cg00657582	0.0236836197161968	CHD8	14	21904906
cg00658007	0.624718027289661	RD3	1	211666129
cg00658626	0.0354713302427427	CCDC63	12	111284979
cg00659129	0.928177729332559	ASAP1	8	131414614
cg00659953	0.00946539397883098	FAM173A	16	770731
cg00660989	0.0329625794066769	KLHL28;FAM179B	14	45432516
cg00661202	0.014501763206332	TMEM43;CHCHD4	3	14166502
cg00661485	0.826243053043051	FOXI1	5	169533372
cg00662556	0.038896058652826	GALR1	18	74963364
cg00662775	0.676033725529199	NA	NA	0
cg00665395	0.0147140626941251	TTLL4	2	219575490
cg00666446	0.032108887437981	ZNF670	1	247242273
cg00666746	0.0369469564620714	SYDE1	19	15217781
cg00668685	0.864878166218867	SLC39A5	12	56624552
cg00669623	0.0343997154773138	CDK11B;CDK11A	1	1655867
cg00669856	0.0531005390661726	SPRY1	4	124317779
cg00671161	0.0110835595551457	ALG11;ATP7B	13	52586367
cg00672638	0.0859672827748344	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.062185030766428	DOPEY2	21	37536923
cg00674922	0.0127510483419087	NA	NA	0
cg00676660	0.0196892684891088	ADAMTS9	3	64672609
cg00677811	0.0202525481026407	CCM2	7	45040321
cg00678539	0.396091450453329	MNS1	15	56757625
cg00679556	0.603045172399987	TRIM31	6	30080782
cg00679738	0.0155476648050711	FAM89A	1	231175246
cg00682653	0.0149893289283079	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.268599864688156	PPFIA2	12	82153256
cg00686022	0.891357377540038	C12orf40	12	40020078
cg00686623	0.0194632449374893	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0145133223806164	NDRG4	16	58497236
cg00688421	0.0220507696042204	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0497983129054141	RTKN	2	74668672
cg00690049	0.386900577251544	MAGED2	X	54834244
cg00690280	0.710759847937246	WFDC10B;WFDC13	20	44332733
cg00690893	0.329467890188414	NA	NA	0
cg00691625	0.9105688900515	NR5A1	9	127269807
cg00691822	0.297381148670683	NA	NA	0
cg00692549	0.0427081068314606	TARDBP	1	11072455
cg00693307	0.884480990932114	NA	NA	0
cg00695416	0.632255185927744	CBR1	21	37442476
cg00696900	0.0127738251639312	NA	NA	0
cg00698688	0.361924585978289	SULT2B1	19	49055432
cg00702231	0.771676484903505	PLAGL1;HYMAI	6	144329473
cg00702729	0.949391162323783	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0198095469728275	KCTD15	19	34288103
cg00704909	0.0144848989868773	COPB1	11	14521319
cg00705255	0.182565637724396	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0141172240552177	NMNAT2	1	183387564
cg00708598	0.540885503184648	LECT1	13	53313895
cg00708642	0.017594744401468	EIF5	14	103800518
cg00711916	0.0319310416942696	CNNM4	2	97426274
cg00712898	0.0118713802274042	PRPF38B	1	109235208
cg00714377	0.413761140203837	SLA2	20	35274715
cg00717862	0.0227493694233431	TBCCD1;DNAJB11	3	186288771
cg00718440	0.00722976722801001	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.251244922566252		2	89215272
cg00718748	0.0160738487883029	ZNF624	17	16556871
cg00720072	0.013157811010948	MARCH5;CPEB3	10	94051159
cg00720137	0.0139359885802831	DYNLRB2	16	80575018
cg00720723	0.0228161669668283	NOP58	2	203130645
cg00722300	0.836139856622724	RLN3	19	14138639
cg00724662	0.0360166754488076	NXF1	11	62573193
cg00725143	0.0184456182647233	NA	NA	0
cg00725635	0.0557790737372049	B3GALT2;CDC73	1	193155806
cg00725777	0.659255931028187	NGFRAP1	X	102630411
cg00727590	0.25830367540573	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0532763498850882	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0161826227965075	C6orf27	6	31744927
cg00729275	0.659530643593109	AQP4;C18orf16	18	24445134
cg00729541	0.0169501016477945	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0342196329919359	PALMD	1	100111713
cg00730260	0.925142103310256	C12orf67	12	24736888
cg00731459	0.0125060369281791	HDAC4	2	240323091
cg00733682	0.0131444397042232	ZNF44	19	12405568
cg00734993	0.0135853471447509	MTCH1	6	36953694
cg00736326	0.0295200894283552	ARPC1A	7	98923878
cg00737514	0.0200492483447093	TBC1D1	4	37893313
cg00739120	0.058331079202255	GAPDHS;TMEM147	19	36035875
cg00741717	0.704727758162633	TLR8;LOC349408	X	12924184
cg00743372	0.0176427472257582	ZNF192	6	28109648
cg00744433	0.168341034164136	CXADR	21	18884067
cg00745543	0.928632834350741	H1FNT	12	48722754
cg00745735	0.811652342065616	MYPN	10	69868860
cg00746083	0.0154276005152673	CHD8	14	21905454
cg00746130	0.0314897051547105	BAT5	6	31671271
cg00746981	0.057154036158189	HDGF	1	156721141
cg00747849	0.0849231132194128	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.010673724852203	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.84506057784058	FAM83E;SPACA4	19	49109288
cg00755043	0.0211942696372133	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00876134215256561	DZIP1	13	96296844
cg00756887	0.289438642971298	PVRL4	1	161059654
cg00757070	0.329027201320339	UPK2	11	118827082
cg00757952	0.871639807016044	CRYBB1	22	27014415
cg00761755	0.00700250659424577	SLC43A2	17	1531579
cg00762512	0.0226728130374624	RPL9;LIAS	4	39460606
cg00763679	0.0269896896241063	SEPT2;HDLBP	2	242254198
cg00763889	0.835490116771239	HRASLS2	11	63330544
cg00766729	0.0116704170571838	ZNF784	19	56136136
cg00766889	0.0245660054010725	SEPHS1	10	13390384
cg00767581	0.941912215159242	HOXD4;MIR10B	2	177015125
cg00768439	0.250290918225917	FAM133A;NAP1L3	X	92928711
cg00769470	0.567191795285066	DEFB129	20	207338
cg00769520	0.0125509040870524	ST8SIA1	12	22488465
cg00770279	0.0147871788435175	CDKN2D	19	10679308
cg00770871	0.0106508761492492	TULP3	12	2999840
cg00772000	0.0358871026709883	NHLRC1	6	18123049
cg00775197	0.0186400601685538	TCTE1	6	44265054
cg00777121	0.718527930673641	RASSF1	3	50378191
cg00777555	0.0127725296385624	ARF4	3	57583074
cg00778920	0.0263094510989835	PRPF19	11	60674370
cg00779924	0.0611342110940706	FLJ45983	10	8094641
cg00782174	0.0343591666929394	SLC1A5	19	47291626
cg00782854	0.0182137827167644	BCL2L1	20	30310858
cg00783759	0.0125028801805604	LARP1B	4	128983441
cg00784357	0.00948714255723815	RAC1	7	6413877
cg00791249	0.0379153960447219	FDX1L	19	10426722
cg00792687	0.0213168507434228	C8orf41	8	33370099
cg00792740	0.0380084391639483	UBE3A	15	25684488
cg00792849	0.540126647475139	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0120240565330052	TRIM8	10	104403707
cg00795268	0.94001235301305	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0161769057771219	FUT4	11	94276898
cg00798206	0.0308462051835194	OXSR1	3	38207110
cg00799727	0.797701690216533	NA	NA	0
cg00800095	0.783620707568012	PNMA3	X	152224090
cg00804048	0.0453650110132424	EIF5A	17	7210539
cg00804392	0.644708929664664	RHOH	4	40198595
cg00806490	0.147318367748631	CDH13	16	82660873
cg00807586	0.0232145924661571	DLEC1	3	38080790
cg00808492	0.893944049824777	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.047490957305045	RPF1	1	84944867
cg00811081	0.0499068161906528	RPAP3	12	48099724
cg00812502	0.0115620643013642	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00865487284892432	UQCRFS1	19	29704028
cg00815583	0.0399188957119208	FBXO16	8	28348123
cg00815605	0.0265031216280012	NA	NA	0
cg00816620	0.0747982553266004	C1orf25;C1orf26	1	185127501
cg00818693	0.0136655942729001	TTC14	3	180319964
cg00818872	0.0206728500839644	CHRNB2	1	154540271
cg00819310	0.77215390235738	VANGL1	1	116193783
cg00819362	0.670585412740907	CLIP3	19	36524208
cg00819696	0.0111117270712628	TIMELESS	12	56843016
cg00821764	0.0150968436119281	UMPS	3	124449680
cg00822607	0.0394114987971624	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0168946241593935	CHD4	12	6716566
cg00825031	0.0130405265645349	VPS37A;CNOT7	8	17104503
cg00826384	0.0199565537384904	PTPRZ1	7	121513065
cg00827369	0.0147021047461568	EIF4H	7	73588253
cg00828602	0.0202724747549396	WNT5A	3	55520834
cg00830029	0.138949692627591	NRIP2	12	2943902
cg00830393	0.0162126502531389	LRIG1	3	66552063
cg00831028	0.0317317893289173	C20orf43	20	55043745
cg00832517	0.0446236818155922	C14orf126	14	31926792
cg00832994	0.0156788244610413	NA	NA	0
cg00833393	0.0156083723363187	TLN1;CREB3	9	35731638
cg00833777	0.742837167718095	ITGAM	16	31271642
cg00834796	0.0362112953319907	JAKMIP2	5	147161924
cg00834958	0.0282085699698717	TSC22D4	7	100077147
cg00836605	0.0117438877806661	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0191704076384819	MITF	3	69788442
cg00839584	0.612607907238007	IL1A	2	113542091
cg00839802	0.0352378265780141	MAN1A1	6	119671238
cg00840403	0.223726873658964	CHST4	16	71560205
cg00840516	0.607640104168892	HYAL2	3	50360097
cg00841581	0.0219553269226779	STAG1	3	136471162
cg00842351	0.178123383579148	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.109143412558867	DLG2	11	84634126
cg00848394	0.0206798207295414	WDR51A	3	52188768
cg00848397	0.0197927612963426	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.353636501669158	DAB1	1	58716018
cg00849368	0.0266168617540059	ARSK;TTC37	5	94890411
cg00850538	0.19542329186598	CRIM1	2	36582038
cg00852964	0.684112081979168	VNN1	6	133035150
cg00853068	0.126417574408737	FMNL1	17	43298592
cg00854637	0.0262614070865629	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0185736486528316	SKP1	5	133512930
cg00856375	0.0337904295121392	PSMD14	2	162164676
cg00858899	0.0263572449687462	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.75587901276717	CYB5R2	11	7694524
cg00861635	0.016465364681965	ZNF200	16	3285425
cg00862041	0.618434959010018	GPRASP2	X	101967017
cg00862290	0.939608105214149	KCNMB3	3	178984973
cg00862770	0.0217169663589743	FKBP5	6	35655764
cg00864867	0.0161252298591884	PAWR	12	80085268
cg00870662	0.0141003559668702	PARD6G	18	78005665
cg00871453	0.0220916915192278	WDR67	8	124084640
cg00873037	0.0452688445075587	NEIL2	8	11626984
cg00873937	0.0232553688671844	ATOH7	10	69991564
cg00874863	0.784853314962538	LHFPL1	X	111924370
cg00875272	0.270307335866958	TAL1	1	47695321
cg00876704	0.0202276209623146	PKN1	19	14544684
cg00877887	0.0381030664940653	DUOXA2;DUOX2	15	45406654
cg00877964	0.0185696780792893	SLC1A4	2	65215638
cg00881086	0.019467636281657	NCRNA00119;NPHP3	3	132441942
cg00881370	0.923484326531282	LOC55908;DOCK6	19	11348439
cg00882451	0.965949495431966	ZP2	16	21222863
cg00882832	0.0278033653851534	SPRY1	4	124317983
cg00884221	0.0424041797956668	IGFBP7	4	57976915
cg00884529	0.0673718697028951	BZW2;ANKMY2	7	16685823
cg00885506	0.0338516523235764	WDR31	9	116102792
cg00886554	0.0189195990312365	NMU	4	56502598
cg00887101	0.0583613408890453	INTS5	11	62420578
cg00887547	0.0248591414969275	TAOK3	12	118811020
cg00887700	0.0223319729113534	EIF2B1;GTF2H3	12	124118360
cg00888007	0.369932024285787	CCND2	12	4382184
cg00888479	0.0308323527676044	SLC24A3	20	19193824
cg00888561	0.0161762041651326	WDFY2	13	52157910
cg00890257	0.02319201879905	DEGS2	14	100625756
cg00891278	0.779214460955887	CCDC37	3	126113784
cg00891541	0.170866961259995	SMPD3	16	68481487
cg00892393	0.844867258300241	C16orf73	16	1911525
cg00892798	0.012960500322545	NGFR	17	47572909
cg00893242	0.0553902756587715	SND1	7	127291580
cg00893636	0.029610682721175	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0204147553749742	RPL7L1	6	42847415
cg00894577	0.393790824294408	NA	NA	0
cg00895324	0.813649928976984	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0241557551474519	LACE1	6	108616288
cg00899086	0.0211451695855963	SEPT11	4	77871294
cg00899641	0.0166972963940127	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0235544944600871	YBX2	17	7197375
cg00901652	0.0626994816111817	CTR9	11	10772434
cg00901683	0.0132774043414437	PTCD1;CPSF4	7	99036756
cg00901704	0.0221423411057934	SLC25A19	17	73285325
cg00901766	0.0414895199794081	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.488853971518196	CHL1	3	238161
cg00903375	0.013948369529255	SBDS;TYW1	7	66460591
cg00904483	0.965893262777195	MGMT	10	131354873
cg00904574	0.0219966022452409	PLK3	1	45265678
cg00905170	0.0084388018609099	RRS1	8	67341306
cg00906183	0.0111525513494068	HGS;ARL16	17	79650926
cg00908551	0.0275252554059309	FANCF	11	22646931
cg00910067	0.0385884264980044	SLC7A10	19	33717545
cg00910168	0.435952126770309	DHX37	12	125474021
cg00911351	0.278414890484911	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.848149036270709	PRPS1L1	7	18067463
cg00912191	0.0960492056195194	UBTD2	5	171709917
cg00912942	0.934758276802209	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0117199693886089	SHC1;CKS1B	1	154946946
cg00916199	0.0166889661683039	TMCO6	5	140019287
cg00916635	0.715440640043427	PTPN22	1	114414312
cg00917893	0.0146599670745501	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0274088755840418	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.132402418947167	XIAP	X	122993419
cg00922727	0.0278729723735236	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.286018791839685	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0211309118676558	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0262486179683743	FBXO28	1	224301953
cg00930194	0.67455040106677	PROP1	5	177423598
cg00930873	0.198489563910128	ALDH1A2	15	58357973
cg00931491	0.0974738972827886	SULT1A2	16	28608288
