Hybridization REF	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05
cg00503458	0.0977218468077498	KIAA0907	1	155904439
cg00503840	0.903779689527139	DLX5	7	96650509
cg00504595	0.0702097972446686	TNFRSF19	13	24144985
cg00509616	0.0243797787477951	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.510247780051079	C6orf211;RMND1	6	151772946
cg00510956	0.933527769440828	KHDRBS1	1	32478440
cg00511475	0.117913857422417	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.00835366122476998	SLC18A2	10	119000991
cg00512374	0.0121683291466299	IGFBP4	17	38599682
cg00513220	0.0115470808753512	MOSC2	1	220922123
cg00513467	0.0176418861126903	KLHL9	9	21335551
cg00514407	0.0566781368598876	SERPINE2	2	224904626
cg00514895	0.0180291122207105	CPZ	4	8594413
cg00515905	0.956596903296325	EPS8L3	1	110306507
cg00516481	0.367600677976455	PDE9A	21	44073202
cg00518911	0.893929520923776	NA	NA	0
cg00518989	0.0245818537930623	LIMK2	22	31608519
cg00519208	0.888514457210856	EVI5	1	93258319
cg00519627	0.0145997376139976	CORO7	16	4466650
cg00520135	0.89124255159446	TPM1	15	63333846
cg00520708	0.141970628452131	C5orf24	5	134181266
cg00521434	0.946976764646231	GPR61	1	110081965
cg00521598	0.0803782376885169	MYCBP	1	39339413
cg00522034	0.00766862320656692	CBLB	3	105587721
cg00522316	0.022818007975852	KHSRP	19	6425042
cg00524288	0.0245234608546416	UPP1	7	48128452
cg00528052	0.00464486605462723	KDM5B	1	202777295
cg00528967	0.00723031882103878	STK24	13	99228955
cg00532335	0.5974503165331	LGI1	10	95516861
cg00532890	0.0243814101994844	PBX1	1	164528682
cg00534274	0.0433051038650765	SLC7A11	4	139163341
cg00534856	0.905543933275525	NA	NA	0
cg00536175	0.968140501867323	GATA1	X	48645024
cg00537910	0.891476863097389	ATG9A;ABCB6	2	220084611
cg00539322	0.816228653297738	SAG	2	234216360
cg00539716	0.0299818609393928	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0175858123952574	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.257404501793373	NA	NA	0
cg00544557	0.904858881017452	DSCR10	21	39578742
cg00545573	0.0468206414116007	TAOK3	12	118810436
cg00546491	0.343285963537828	PDE1C	7	32111062
cg00546897	0.0633365017899843	LOC284837	21	45232232
cg00547018	0.150724583855076	ALG1	16	5121709
cg00547789	0.455402859944214	RAB39B	X	154493750
cg00547829	0.0355610606586065	TUBD1;RPS6KB1	17	57970161
cg00548060	0.840165805715759	NPL	1	182761905
cg00548268	0.910813001224517	NPTX2	7	98245830
cg00550617	0.673255211782743	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.883393724223531	NR1H3	11	47281370
cg00554682	0.0219823925896733	ZNF804A	2	185463132
cg00554702	0.169041403545275	CHEK1	11	125496645
cg00556408	0.81106416249885	TMPRSS6	22	37500588
cg00557354	0.0651031991235467	ARHGEF7	13	111767899
cg00559473	0.123379148738491	AAAS	12	53715592
cg00560119	0.0230639292312127	STXBP1	9	130374109
cg00563229	0.0202166702586987	XKR8	1	28286146
cg00563845	0.0721265654103911	PXK	3	58318305
cg00563926	0.0834610581861518	TGFBR3	1	92352481
cg00563932	0.786500343434213	PTGDS	9	139871049
cg00564163	0.0276274140040206	STEAP4	7	87935979
cg00565075	0.689406708195692	MIR659;EIF3L	22	38244893
cg00565688	0.0165508034554887	TP73	1	3568212
cg00566759	0.0241675274658586	DSC2	18	28682345
cg00567479	0.0328430550696111	FARP2	2	242295999
cg00567749	0.0732515174390785	VCAN	5	82767908
cg00568128	0.0585199531667056	MIR2110;C10orf118	10	115934100
cg00568792	0.0511230642008383	STT3A	11	125462554
cg00569620	0.0366920836025418	ABHD10	3	111697653
cg00571634	0.202943972822432	WDR5B	3	122134820
cg00572797	0.993650867008392	NA	NA	0
cg00573606	0.728589797045749	COL6A3	2	238322680
cg00575744	0.0221656569839853	HLA-DMB	6	32908642
cg00576250	0.853474055887099		20	45087765
cg00577167	0.151771222568076	ALDOB	9	104197675
cg00577464	0.014337759488946	SHH	7	155604780
cg00578575	0.0632890487629415	NA	NA	0
cg00579393	0.850543777311299	REG1B	2	79316004
cg00579402	0.938078337114475	FUT6	19	5838999
cg00581156	0.0182047083711298	DIMT1L	5	61699416
cg00582372	0.576885233589209	NA	NA	0
cg00582628	0.103730564929877	RGS20	8	54764515
cg00584022	0.0243940884424426	KRAS	12	25403167
cg00585790	0.9380662900175	LIMS1	2	109204845
cg00585846	0.0179748034304371	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0370592708579537	CDKAL1	6	20534671
cg00587613	0.840496351808376	GPR152	11	67220223
cg00592315	0.867511077685882	C14orf86;FAM181A	14	94384611
cg00594118	0.14155570656399	COBRA1	9	140150000
cg00594952	0.687211952098873	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.930787703495138	MYO1C	17	1395880
cg00598858	0.015796261246712	PRKCSH;CCDC151	19	11545966
cg00600110	0.968414031068278	FAM9A	X	8769528
cg00600684	0.82612867884879	WDR11	10	122610158
cg00601486	0.936921256513174	H1FNT	12	48723148
cg00602891	0.0454750787276219	C17orf62	17	80408864
cg00603172	0.547550017612124	NA	NA	0
cg00605270	0.0119201349957419	SMPDL3B	1	28261552
cg00609097	0.0196377231828345	TESK2	1	45956974
cg00611397	0.940605612403022	GTPBP5	20	60768026
cg00612467	0.0207279221208981	HADH	4	108911077
cg00613255	0.814317285735238	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0255930567863505	RBM9	22	36236649
cg00615915	0.0865903798256647	SERPINB8	18	61637299
cg00616129	0.0277433233623924	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0121408260740842	NCL	2	232329096
cg00617305	0.0140848613765897	SHISA4	1	201857940
cg00618396	0.505834147965872	VBP1	X	154444551
cg00619207	0.888115354591522	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0283015810255215	CENPF	1	214776904
cg00620629	0.0366798037462799	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.39248357765687	ODF3L1	15	76016335
cg00622677	0.154240931522084	TSPAN5	4	99579248
cg00623593	0.896906416640192	DOCK1	10	128767610
cg00625425	0.820368499299812	KANK4	1	62785512
cg00625653	0.0190964116876547	WNT7A	3	13921227
cg00626119	0.79372002646149	SH2D2A;NTRK1	1	156785288
cg00626466	0.0899462320897948	GNS	12	65153982
cg00627233	0.684922268191871	NA	NA	0
cg00627286	0.0792114534465217	NA	NA	0
cg00629217	0.902516885351453	LNX1	4	54425349
cg00629585	0.327539205375906	GFI1B	9	135853992
cg00630164	0.0199434553838361	KCNQ4	1	41250062
cg00630249	0.0151962476969178	CYB561D1	1	110036889
cg00630583	0.00970721469024568	PXMP2;POLE	12	133264314
cg00631230	0.0232912165706229	VPS33A	12	122750916
cg00633969	0.678249513108516	PARP9;DTX3L	3	122284550
cg00634577	0.15190868512087	NA	NA	0
cg00635481	0.0153777403321806	ZNF76	6	35226917
cg00636639	0.0109460066652059	RBM18;MRRF	9	125027249
cg00638514	0.0125763526224908	OTOP3	17	72932048
cg00642303	0.00965139786863127	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.959182121175681		7	100544704
cg00645224	0.0127249064742969	NA	NA	0
cg00645579	0.418998471894163	IRF7;MUPCDH	11	617140
cg00645922	0.0504870973309294	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0116327521717149	ARSD	X	2847561
cg00646492	0.0532775417414599	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0817551440170472	SLC17A5	6	74364149
cg00648883	0.35901680995497	EEF1DP3	13	32524761
cg00650762	0.0069448934962778	EPHB2	1	23037368
cg00650876	0.0102218353449781	YBX1	1	43148058
cg00651216	0.0231243225584577	HSP90AB1	6	44213720
cg00653387	0.77110880609988	PTN	7	137028535
cg00654814	0.159338945802517	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0433043983311222	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0263164844146914	PPARD	6	35310123
cg00657582	0.0326639860765158	CHD8	14	21904906
cg00658007	0.785639121773596	RD3	1	211666129
cg00658626	0.211606050255297	CCDC63	12	111284979
cg00659129	0.954370799005927	ASAP1	8	131414614
cg00659953	0.00877652849011666	FAM173A	16	770731
cg00660989	0.0465001053796179	KLHL28;FAM179B	14	45432516
cg00661202	0.00945659891069222	TMEM43;CHCHD4	3	14166502
cg00661485	0.574356870215832	FOXI1	5	169533372
cg00662556	0.819850062331083	GALR1	18	74963364
cg00662775	0.468435446184686	NA	NA	0
cg00665395	0.0447475699540407	TTLL4	2	219575490
cg00666446	0.0347760063381521	ZNF670	1	247242273
cg00666746	0.0180872475090841	SYDE1	19	15217781
cg00668685	0.911205290888185	SLC39A5	12	56624552
cg00669623	0.0808600116311359	CDK11B;CDK11A	1	1655867
cg00669856	0.0377871300855209	SPRY1	4	124317779
cg00671161	0.0045248473280516	ALG11;ATP7B	13	52586367
cg00672638	0.0486222884380643	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.480432866216924	DOPEY2	21	37536923
cg00674922	0.203650045431514	NA	NA	0
cg00676660	0.0277741247131315	ADAMTS9	3	64672609
cg00677811	0.0272065097045266	CCM2	7	45040321
cg00678539	0.21293605003231	MNS1	15	56757625
cg00679556	0.667917573208438	TRIM31	6	30080782
cg00679738	0.0104134572908085	FAM89A	1	231175246
cg00682653	0.0226447891565877	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0782059782427893	PPFIA2	12	82153256
cg00686022	0.893055644493046	C12orf40	12	40020078
cg00686623	0.0207690786732421	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0176757948273054	NDRG4	16	58497236
cg00688421	0.0385135239930817	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0284946732003434	RTKN	2	74668672
cg00690049	0.404140360555403	MAGED2	X	54834244
cg00690280	0.755947855744523	WFDC10B;WFDC13	20	44332733
cg00690893	0.0260048338796728	NA	NA	0
cg00691625	0.864466864842324	NR5A1	9	127269807
cg00691822	0.0960521877461242	NA	NA	0
cg00692549	0.0509118047800469	TARDBP	1	11072455
cg00693307	0.851639450721219	NA	NA	0
cg00695416	0.014369012239876	CBR1	21	37442476
cg00696900	0.00982445291475684	NA	NA	0
cg00698688	0.0962930070112018	SULT2B1	19	49055432
cg00702231	0.579004249811474	PLAGL1;HYMAI	6	144329473
cg00702729	0.913019108130338	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0219486798119039	KCTD15	19	34288103
cg00704909	0.0223493385407091	COPB1	11	14521319
cg00705255	0.255422817751109	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0109917053929926	NMNAT2	1	183387564
cg00708598	0.808849676233893	LECT1	13	53313895
cg00708642	0.201674020355268	EIF5	14	103800518
cg00711916	0.0885110086482079	CNNM4	2	97426274
cg00712898	0.0060272429935123	PRPF38B	1	109235208
cg00714377	0.747375370556425	SLA2	20	35274715
cg00717862	0.0422589730493842	TBCCD1;DNAJB11	3	186288771
cg00718440	0.137202300649665	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.346738999062693		2	89215272
cg00718748	0.0129118890785535	ZNF624	17	16556871
cg00720072	0.0127954774868808	MARCH5;CPEB3	10	94051159
cg00720137	0.00926723389486929	DYNLRB2	16	80575018
cg00720723	0.0178685610821504	NOP58	2	203130645
cg00722300	0.906619604153822	RLN3	19	14138639
cg00724662	0.0385699001074011	NXF1	11	62573193
cg00725143	0.00826428255127762	NA	NA	0
cg00725635	0.12213859743082	B3GALT2;CDC73	1	193155806
cg00725777	0.908282580338848	NGFRAP1	X	102630411
cg00727590	0.0635714448389826	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.09861545976217	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0106800623462624	C6orf27	6	31744927
cg00729275	0.897103086737416	AQP4;C18orf16	18	24445134
cg00729541	0.0475379044458994	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0187024844414968	PALMD	1	100111713
cg00730260	0.95177041233969	C12orf67	12	24736888
cg00731459	0.00638557717367158	HDAC4	2	240323091
cg00733682	0.0126815729406201	ZNF44	19	12405568
cg00734993	0.0429610649298109	MTCH1	6	36953694
cg00736326	0.0164524584880646	ARPC1A	7	98923878
cg00737514	0.0373765167271242	TBC1D1	4	37893313
cg00739120	0.0976422121688062	GAPDHS;TMEM147	19	36035875
cg00741717	0.91991348517632	TLR8;LOC349408	X	12924184
cg00743372	0.0442170674300389	ZNF192	6	28109648
cg00744433	0.0532129203584019	CXADR	21	18884067
cg00745543	0.92108791229867	H1FNT	12	48722754
cg00745735	0.814670307908053	MYPN	10	69868860
cg00746083	0.0134810327302408	CHD8	14	21905454
cg00746130	0.0512721013254501	BAT5	6	31671271
cg00746981	0.0397326367596852	HDGF	1	156721141
cg00747849	0.0315649317423877	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.013272894312345	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.813080861124669	FAM83E;SPACA4	19	49109288
cg00755043	0.0736888960015593	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.010485487886233	DZIP1	13	96296844
cg00756887	0.17060390251351	PVRL4	1	161059654
cg00757070	0.361008455791846	UPK2	11	118827082
cg00757952	0.882817091170522	CRYBB1	22	27014415
cg00761755	0.0136598759787177	SLC43A2	17	1531579
cg00762512	0.0398727584971467	RPL9;LIAS	4	39460606
cg00763679	0.0259744100605899	SEPT2;HDLBP	2	242254198
cg00763889	0.854146873790062	HRASLS2	11	63330544
cg00766729	0.0172260611890296	ZNF784	19	56136136
cg00766889	0.0200026838542617	SEPHS1	10	13390384
cg00767581	0.953064403640779	HOXD4;MIR10B	2	177015125
cg00768439	0.655304410148077	FAM133A;NAP1L3	X	92928711
cg00769470	0.950740305756115	DEFB129	20	207338
cg00769520	0.0135137114008604	ST8SIA1	12	22488465
cg00770279	0.00878786333167475	CDKN2D	19	10679308
cg00770871	0.0128561254954865	TULP3	12	2999840
cg00772000	0.0874763779264204	NHLRC1	6	18123049
cg00775197	0.0232428672788493	TCTE1	6	44265054
cg00777121	0.0984190318563437	RASSF1	3	50378191
cg00777555	0.0116696483526242	ARF4	3	57583074
cg00778920	0.0287725855446102	PRPF19	11	60674370
cg00779924	0.648269185441033	FLJ45983	10	8094641
cg00782174	0.0277333853714698	SLC1A5	19	47291626
cg00782854	0.0141243063987238	BCL2L1	20	30310858
cg00783759	0.00858614288689214	LARP1B	4	128983441
cg00784357	0.0164581289461419	RAC1	7	6413877
cg00791249	0.0908681985433245	FDX1L	19	10426722
cg00792687	0.017128892434297	C8orf41	8	33370099
cg00792740	0.0222066967773625	UBE3A	15	25684488
cg00792849	0.630475480282412	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0086744545654602	TRIM8	10	104403707
cg00795268	0.955489149297807	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0205410895265837	FUT4	11	94276898
cg00798206	0.0525071779920965	OXSR1	3	38207110
cg00799727	0.522747711503591	NA	NA	0
cg00800095	0.857095961338946	PNMA3	X	152224090
cg00804048	0.0815085640500514	EIF5A	17	7210539
cg00804392	0.728498979462422	RHOH	4	40198595
cg00806490	0.413749249349998	CDH13	16	82660873
cg00807586	0.0446467141819876	DLEC1	3	38080790
cg00808492	0.9675870222171	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0266561853851362	RPF1	1	84944867
cg00811081	0.0591608115805458	RPAP3	12	48099724
cg00812502	0.00792143836634082	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00551110874777187	UQCRFS1	19	29704028
cg00815583	0.0594453217514311	FBXO16	8	28348123
cg00815605	0.0695233597572506	NA	NA	0
cg00816620	0.0784448694169766	C1orf25;C1orf26	1	185127501
cg00818693	0.0190290658437683	TTC14	3	180319964
cg00818872	0.0223000597969155	CHRNB2	1	154540271
cg00819310	0.924822026420178	VANGL1	1	116193783
cg00819362	0.922442334716243	CLIP3	19	36524208
cg00819696	0.0115669878536403	TIMELESS	12	56843016
cg00821764	0.0130864998504581	UMPS	3	124449680
cg00822607	0.0320293747951089	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0126321435228585	CHD4	12	6716566
cg00825031	0.00527658084912964	VPS37A;CNOT7	8	17104503
cg00826384	0.013475327007302	PTPRZ1	7	121513065
cg00827369	0.0108343494133139	EIF4H	7	73588253
cg00828602	0.0470506724969211	WNT5A	3	55520834
cg00830029	0.378796089017207	NRIP2	12	2943902
cg00830393	0.0274908195782155	LRIG1	3	66552063
cg00831028	0.0175509945111913	C20orf43	20	55043745
cg00832517	0.0816397841332118	C14orf126	14	31926792
cg00832994	0.0145131138870155	NA	NA	0
cg00833393	0.0215017870808463	TLN1;CREB3	9	35731638
cg00833777	0.707499526962143	ITGAM	16	31271642
cg00834796	0.174273443384509	JAKMIP2	5	147161924
cg00834958	0.0239320843664729	TSC22D4	7	100077147
cg00836605	0.0140724566474991	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0303457831233525	MITF	3	69788442
cg00839584	0.027611319588129	IL1A	2	113542091
cg00839802	0.0518848994747945	MAN1A1	6	119671238
cg00840403	0.0256311032778079	CHST4	16	71560205
cg00840516	0.835300038476962	HYAL2	3	50360097
cg00841581	0.0105356606264497	STAG1	3	136471162
cg00842351	0.172486804848691	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.137481153195583	DLG2	11	84634126
cg00848394	0.0425427252463802	WDR51A	3	52188768
cg00848397	0.0152965941628162	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.812131647429461	DAB1	1	58716018
cg00849368	0.45489465434689	ARSK;TTC37	5	94890411
cg00850538	0.41538140634881	CRIM1	2	36582038
cg00852964	0.648635970321855	VNN1	6	133035150
cg00853068	0.0647699531343992	FMNL1	17	43298592
cg00854637	0.0407962762464672	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0323895735638283	SKP1	5	133512930
cg00856375	0.0227516389082399	PSMD14	2	162164676
cg00858899	0.0340682334258636	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.509870009726434	CYB5R2	11	7694524
cg00861635	0.0281235472539094	ZNF200	16	3285425
cg00862041	0.500716110497741	GPRASP2	X	101967017
cg00862290	0.932039165859317	KCNMB3	3	178984973
cg00862770	0.020125905019646	FKBP5	6	35655764
cg00864867	0.139382850182619	PAWR	12	80085268
cg00870662	0.0298770449691395	PARD6G	18	78005665
cg00871453	0.0252932357525543	WDR67	8	124084640
cg00873037	0.0441107744631326	NEIL2	8	11626984
cg00873937	0.0653426440137253	ATOH7	10	69991564
cg00874863	0.895117893748853	LHFPL1	X	111924370
cg00875272	0.817315970312435	TAL1	1	47695321
cg00876704	0.0130531718112233	PKN1	19	14544684
cg00877887	0.025037907148822	DUOXA2;DUOX2	15	45406654
cg00877964	0.0170299718286096	SLC1A4	2	65215638
cg00881086	0.0172770768744845	NCRNA00119;NPHP3	3	132441942
cg00881370	0.975140982773828	LOC55908;DOCK6	19	11348439
cg00882451	0.952718984707228	ZP2	16	21222863
cg00882832	0.0220075025823457	SPRY1	4	124317983
cg00884221	0.0372368365979014	IGFBP7	4	57976915
cg00884529	0.0899775951125626	BZW2;ANKMY2	7	16685823
cg00885506	0.0396326844306041	WDR31	9	116102792
cg00886554	0.026894327236746	NMU	4	56502598
cg00887101	0.0776464108974998	INTS5	11	62420578
cg00887547	0.0253941236761343	TAOK3	12	118811020
cg00887700	0.0197231454820881	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0134893806681371	CCND2	12	4382184
cg00888479	0.0376902952447042	SLC24A3	20	19193824
cg00888561	0.103562276911155	WDFY2	13	52157910
cg00890257	0.0151419333062336	DEGS2	14	100625756
cg00891278	0.86576914580176	CCDC37	3	126113784
cg00891541	0.707072374385052	SMPD3	16	68481487
cg00892393	0.898851251358495	C16orf73	16	1911525
cg00892798	0.0178062511480809	NGFR	17	47572909
cg00893242	0.025791106321879	SND1	7	127291580
cg00893636	0.0133086719768654	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0147775192166613	RPL7L1	6	42847415
cg00894577	0.144613715693652	NA	NA	0
cg00895324	0.737682376080106	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0301524554361727	LACE1	6	108616288
cg00899086	0.0504255052327539	SEPT11	4	77871294
cg00899641	0.0210035336753059	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0258693738445146	YBX2	17	7197375
cg00901652	0.0740949518254833	CTR9	11	10772434
cg00901683	0.0489874501901865	PTCD1;CPSF4	7	99036756
cg00901704	0.0188357333224928	SLC25A19	17	73285325
cg00901766	0.0280653963253235	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.185337519888221	CHL1	3	238161
cg00903375	0.00973827550607497	SBDS;TYW1	7	66460591
cg00904483	0.961242151471297	MGMT	10	131354873
cg00904574	0.0130285513011007	PLK3	1	45265678
cg00905170	0.0109108877471449	RRS1	8	67341306
cg00906183	0.0249286127849772	HGS;ARL16	17	79650926
cg00908551	0.0713567791533457	FANCF	11	22646931
cg00910067	0.0270886325808886	SLC7A10	19	33717545
cg00910168	0.799669326321036	DHX37	12	125474021
cg00911351	0.360991012516903	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.601700291669657	PRPS1L1	7	18067463
cg00912191	0.0538224598194826	UBTD2	5	171709917
cg00912942	0.973513475798114	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0241230397132326	SHC1;CKS1B	1	154946946
cg00916199	0.014516869803561	TMCO6	5	140019287
cg00916635	0.0967540102373493	PTPN22	1	114414312
cg00917893	0.0320178054016331	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.047309275450414	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.4581772786063	XIAP	X	122993419
cg00922727	0.063510359046567	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0221640594577725	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.248823173234915	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0150542884823133	FBXO28	1	224301953
cg00930194	0.611728177529103	PROP1	5	177423598
cg00930873	0.071603364759896	ALDH1A2	15	58357973
cg00931491	0.260141439978476	SULT1A2	16	28608288
