Hybridization REF	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05
cg00503458	0.0352653922653658	KIAA0907	1	155904439
cg00503840	0.672942859242237	DLX5	7	96650509
cg00504595	0.135951908223966	TNFRSF19	13	24144985
cg00509616	0.0926823832367228	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0185307496546063	C6orf211;RMND1	6	151772946
cg00510956	0.860533073396908	KHDRBS1	1	32478440
cg00511475	0.34110488117749	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.219232533238116	SLC18A2	10	119000991
cg00512374	0.0174397910512938	IGFBP4	17	38599682
cg00513220	0.014498769271551	MOSC2	1	220922123
cg00513467	0.0224852749638713	KLHL9	9	21335551
cg00514407	0.274284016381381	SERPINE2	2	224904626
cg00514895	0.0404779085735234	CPZ	4	8594413
cg00515905	0.936495897216638	EPS8L3	1	110306507
cg00516481	0.631486615542386	PDE9A	21	44073202
cg00518911	0.832060396177505	NA	NA	0
cg00518989	0.0168299150047038	LIMK2	22	31608519
cg00519208	0.876908717758275	EVI5	1	93258319
cg00519627	0.0123771692589343	CORO7	16	4466650
cg00520135	0.899199080545483	TPM1	15	63333846
cg00520708	0.0936716088652579	C5orf24	5	134181266
cg00521434	0.9427596538329	GPR61	1	110081965
cg00521598	0.0352094934251724	MYCBP	1	39339413
cg00522034	0.00865274636230346	CBLB	3	105587721
cg00522316	0.0208363744211353	KHSRP	19	6425042
cg00524288	0.0233988881177356	UPP1	7	48128452
cg00528052	0.0103155503008097	KDM5B	1	202777295
cg00528967	0.00975774902132583	STK24	13	99228955
cg00532335	0.580326234932856	LGI1	10	95516861
cg00532890	0.0289443698717228	PBX1	1	164528682
cg00534274	0.0827551439677664	SLC7A11	4	139163341
cg00534856	0.909025989299892	NA	NA	0
cg00536175	0.83775425700732	GATA1	X	48645024
cg00537910	0.842980826569077	ATG9A;ABCB6	2	220084611
cg00539322	0.808584265900419	SAG	2	234216360
cg00539716	0.0449648414089687	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0118632167771879	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0316766846645717	NA	NA	0
cg00544557	0.934508613078487	DSCR10	21	39578742
cg00545573	0.0468485798103288	TAOK3	12	118810436
cg00546491	0.547553422256599	PDE1C	7	32111062
cg00546897	0.496963743521526	LOC284837	21	45232232
cg00547018	0.132279391181414	ALG1	16	5121709
cg00547789	0.232769918639076	RAB39B	X	154493750
cg00547829	0.0197070860178244	TUBD1;RPS6KB1	17	57970161
cg00548060	0.792505981075173	NPL	1	182761905
cg00548268	0.717851477107817	NPTX2	7	98245830
cg00550617	0.453784790392839	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.790381848269533	NR1H3	11	47281370
cg00554682	0.021042037043376	ZNF804A	2	185463132
cg00554702	0.111333815420341	CHEK1	11	125496645
cg00556408	0.842311084346732	TMPRSS6	22	37500588
cg00557354	0.205964955601737	ARHGEF7	13	111767899
cg00559473	0.0290479515772776	AAAS	12	53715592
cg00560119	0.023496406263842	STXBP1	9	130374109
cg00563229	0.0174861702633496	XKR8	1	28286146
cg00563845	0.0700602666890606	PXK	3	58318305
cg00563926	0.70974938736672	TGFBR3	1	92352481
cg00563932	0.818998674183352	PTGDS	9	139871049
cg00564163	0.0752791804532807	STEAP4	7	87935979
cg00565075	0.0818140877677334	MIR659;EIF3L	22	38244893
cg00565688	0.42952347930844	TP73	1	3568212
cg00566759	0.0154488216840247	DSC2	18	28682345
cg00567479	0.0468727768239613	FARP2	2	242295999
cg00567749	0.362671679129175	VCAN	5	82767908
cg00568128	0.0528848203032539	MIR2110;C10orf118	10	115934100
cg00568792	0.0311540524782665	STT3A	11	125462554
cg00569620	0.0294941959949492	ABHD10	3	111697653
cg00571634	0.102896058165203	WDR5B	3	122134820
cg00572797	0.982085222206107	NA	NA	0
cg00573606	0.76043790326524	COL6A3	2	238322680
cg00575744	0.0261811229810367	HLA-DMB	6	32908642
cg00576250	0.355006215319907		20	45087765
cg00577167	0.337096808628032	ALDOB	9	104197675
cg00577464	0.0425293368055605	SHH	7	155604780
cg00578575	0.0454313669302543	NA	NA	0
cg00579393	0.196725783371929	REG1B	2	79316004
cg00579402	0.837366110226376	FUT6	19	5838999
cg00581156	0.0121586234703313	DIMT1L	5	61699416
cg00582372	0.73711176152823	NA	NA	0
cg00582628	0.0553703651688978	RGS20	8	54764515
cg00584022	0.0236877627552561	KRAS	12	25403167
cg00585790	0.761995239956011	LIMS1	2	109204845
cg00585846	0.0177888428531572	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0615117827429669	CDKAL1	6	20534671
cg00587613	0.753994531093641	GPR152	11	67220223
cg00592315	0.93567512027187	C14orf86;FAM181A	14	94384611
cg00594118	0.0345470721518845	COBRA1	9	140150000
cg00594952	0.883761561474001	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.616058877236932	MYO1C	17	1395880
cg00598858	0.0209384158217542	PRKCSH;CCDC151	19	11545966
cg00600110	0.95262814325033	FAM9A	X	8769528
cg00600684	0.91707242798942	WDR11	10	122610158
cg00601486	0.931871687166117	H1FNT	12	48723148
cg00602891	0.0219129082195945	C17orf62	17	80408864
cg00603172	0.500269307652012	NA	NA	0
cg00605270	0.0180054188870149	SMPDL3B	1	28261552
cg00609097	0.0118888269758054	TESK2	1	45956974
cg00611397	0.895609894021554	GTPBP5	20	60768026
cg00612467	0.0206494018637674	HADH	4	108911077
cg00613255	0.858281111708652	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0525872305894307	RBM9	22	36236649
cg00615915	0.107886057295	SERPINB8	18	61637299
cg00616129	0.0202843473790462	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00841584312152912	NCL	2	232329096
cg00617305	0.0138932339729951	SHISA4	1	201857940
cg00618396	0.359833633877036	VBP1	X	154444551
cg00619207	0.286927358341048	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0152977957916729	CENPF	1	214776904
cg00620629	0.0154152722416671	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.162218495554121	ODF3L1	15	76016335
cg00622677	0.0270128066053816	TSPAN5	4	99579248
cg00623593	0.899291012599087	DOCK1	10	128767610
cg00625425	0.752282743258849	KANK4	1	62785512
cg00625653	0.745674663351445	WNT7A	3	13921227
cg00626119	0.725943233588797	SH2D2A;NTRK1	1	156785288
cg00626466	0.468549026399936	GNS	12	65153982
cg00627233	0.212886843049845	NA	NA	0
cg00627286	0.0359649060323265	NA	NA	0
cg00629217	0.838062912274096	LNX1	4	54425349
cg00629585	0.129994094419689	GFI1B	9	135853992
cg00630164	0.0573088248670006	KCNQ4	1	41250062
cg00630249	0.0163075416717097	CYB561D1	1	110036889
cg00630583	0.00938589004198301	PXMP2;POLE	12	133264314
cg00631230	0.0138106834040765	VPS33A	12	122750916
cg00633969	0.686110612588151	PARP9;DTX3L	3	122284550
cg00634577	0.386638840308572	NA	NA	0
cg00635481	0.00946953027436338	ZNF76	6	35226917
cg00636639	0.0135170346533718	RBM18;MRRF	9	125027249
cg00638514	0.0204218966396944	OTOP3	17	72932048
cg00642303	0.0144628941645842	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.821711746975361		7	100544704
cg00645224	0.0156272105227155	NA	NA	0
cg00645579	0.847241247466094	IRF7;MUPCDH	11	617140
cg00645922	0.0132216168286488	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0414314934147974	ARSD	X	2847561
cg00646492	0.06023499034467	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0238378088018921	SLC17A5	6	74364149
cg00648883	0.104413715759051	EEF1DP3	13	32524761
cg00650762	0.0115439356274924	EPHB2	1	23037368
cg00650876	0.0101234205623436	YBX1	1	43148058
cg00651216	0.0414131758554339	HSP90AB1	6	44213720
cg00653387	0.0350569352403355	PTN	7	137028535
cg00654814	0.070880671591844	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0328623042439948	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0302646619347634	PPARD	6	35310123
cg00657582	0.0321396973169847	CHD8	14	21904906
cg00658007	0.638435847060448	RD3	1	211666129
cg00658626	0.0468280157325838	CCDC63	12	111284979
cg00659129	0.931565819118173	ASAP1	8	131414614
cg00659953	0.00851438563048735	FAM173A	16	770731
cg00660989	0.0495886241594302	KLHL28;FAM179B	14	45432516
cg00661202	0.0115079084080218	TMEM43;CHCHD4	3	14166502
cg00661485	0.746028449112302	FOXI1	5	169533372
cg00662556	0.49606005632641	GALR1	18	74963364
cg00662775	0.579190463589043	NA	NA	0
cg00665395	0.0187912076635635	TTLL4	2	219575490
cg00666446	0.03510447732519	ZNF670	1	247242273
cg00666746	0.477424028880742	SYDE1	19	15217781
cg00668685	0.894078706871225	SLC39A5	12	56624552
cg00669623	0.0217563292171056	CDK11B;CDK11A	1	1655867
cg00669856	0.0561172638664677	SPRY1	4	124317779
cg00671161	0.00860556362400132	ALG11;ATP7B	13	52586367
cg00672638	0.0824738992898627	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.195789439157471	DOPEY2	21	37536923
cg00674922	0.0329338989741325	NA	NA	0
cg00676660	0.0226121159919949	ADAMTS9	3	64672609
cg00677811	0.0219649022194507	CCM2	7	45040321
cg00678539	0.147448480051888	MNS1	15	56757625
cg00679556	0.697035764125076	TRIM31	6	30080782
cg00679738	0.750126180991853	FAM89A	1	231175246
cg00682653	0.0146393144137462	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0257005508820852	PPFIA2	12	82153256
cg00686022	0.843897541361125	C12orf40	12	40020078
cg00686623	0.0152854296552402	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.38658781046318	NDRG4	16	58497236
cg00688421	0.0153484677948267	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.157307372799064	RTKN	2	74668672
cg00690049	0.255747540675684	MAGED2	X	54834244
cg00690280	0.825504364049138	WFDC10B;WFDC13	20	44332733
cg00690893	0.349074169525194	NA	NA	0
cg00691625	0.885524229921511	NR5A1	9	127269807
cg00691822	0.283418902288753	NA	NA	0
cg00692549	0.0730971843532063	TARDBP	1	11072455
cg00693307	0.887873723493127	NA	NA	0
cg00695416	0.755170939609368	CBR1	21	37442476
cg00696900	0.015388505525142	NA	NA	0
cg00698688	0.310136514757754	SULT2B1	19	49055432
cg00702231	0.69733053633475	PLAGL1;HYMAI	6	144329473
cg00702729	0.934575823439812	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0165602767924751	KCTD15	19	34288103
cg00704909	0.0124269557607988	COPB1	11	14521319
cg00705255	0.152652765147669	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0448546130117442	NMNAT2	1	183387564
cg00708598	0.451592907809704	LECT1	13	53313895
cg00708642	0.0161508702560474	EIF5	14	103800518
cg00711916	0.0337770736308779	CNNM4	2	97426274
cg00712898	0.0101840669988828	PRPF38B	1	109235208
cg00714377	0.351867748469595	SLA2	20	35274715
cg00717862	0.0132037261353094	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0184353733871215	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.176484702959198		2	89215272
cg00718748	0.017516577593895	ZNF624	17	16556871
cg00720072	0.0151348693685492	MARCH5;CPEB3	10	94051159
cg00720137	0.0121537773770221	DYNLRB2	16	80575018
cg00720723	0.0228416946016222	NOP58	2	203130645
cg00722300	0.838572850807963	RLN3	19	14138639
cg00724662	0.0407042259340203	NXF1	11	62573193
cg00725143	0.0136766198863991	NA	NA	0
cg00725635	0.0419179097542219	B3GALT2;CDC73	1	193155806
cg00725777	0.603223056931602	NGFRAP1	X	102630411
cg00727590	0.565432607178115	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0484387791703474	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0153856602211432	C6orf27	6	31744927
cg00729275	0.810405005734123	AQP4;C18orf16	18	24445134
cg00729541	0.0165942043191582	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0316982624651426	PALMD	1	100111713
cg00730260	0.946204008277766	C12orf67	12	24736888
cg00731459	0.0144676958221076	HDAC4	2	240323091
cg00733682	0.0102472631953455	ZNF44	19	12405568
cg00734993	0.015252553075461	MTCH1	6	36953694
cg00736326	0.0266076623703475	ARPC1A	7	98923878
cg00737514	0.0230916873381244	TBC1D1	4	37893313
cg00739120	0.415474574563639	GAPDHS;TMEM147	19	36035875
cg00741717	0.499350445138541	TLR8;LOC349408	X	12924184
cg00743372	0.018022057191763	ZNF192	6	28109648
cg00744433	0.824342685269267	CXADR	21	18884067
cg00745543	0.934850411361346	H1FNT	12	48722754
cg00745735	0.730480350783448	MYPN	10	69868860
cg00746083	0.0110456080848001	CHD8	14	21905454
cg00746130	0.033694933875022	BAT5	6	31671271
cg00746981	0.115529979969731	HDGF	1	156721141
cg00747849	0.226971858284664	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0102314420105552	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.877885237825993	FAM83E;SPACA4	19	49109288
cg00755043	0.0195500672532365	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.010394108841715	DZIP1	13	96296844
cg00756887	0.380920899569594	PVRL4	1	161059654
cg00757070	0.33309527252476	UPK2	11	118827082
cg00757952	0.868340334831373	CRYBB1	22	27014415
cg00761755	0.00857231270536428	SLC43A2	17	1531579
cg00762512	0.0202953488904582	RPL9;LIAS	4	39460606
cg00763679	0.0256276810604475	SEPT2;HDLBP	2	242254198
cg00763889	0.903991965046053	HRASLS2	11	63330544
cg00766729	0.0158342836051302	ZNF784	19	56136136
cg00766889	0.0145631604030249	SEPHS1	10	13390384
cg00767581	0.884082302449688	HOXD4;MIR10B	2	177015125
cg00768439	0.151340194449182	FAM133A;NAP1L3	X	92928711
cg00769470	0.622780398923098	DEFB129	20	207338
cg00769520	0.0179798438908235	ST8SIA1	12	22488465
cg00770279	0.0123785808343482	CDKN2D	19	10679308
cg00770871	0.0147065572864052	TULP3	12	2999840
cg00772000	0.0623633327622575	NHLRC1	6	18123049
cg00775197	0.0335380552950944	TCTE1	6	44265054
cg00777121	0.633317755825525	RASSF1	3	50378191
cg00777555	0.0122163576617877	ARF4	3	57583074
cg00778920	0.0240602685677483	PRPF19	11	60674370
cg00779924	0.0839176833407445	FLJ45983	10	8094641
cg00782174	0.0284637100338197	SLC1A5	19	47291626
cg00782854	0.0198840242286976	BCL2L1	20	30310858
cg00783759	0.0113563206217175	LARP1B	4	128983441
cg00784357	0.0104983223190265	RAC1	7	6413877
cg00791249	0.0426155407328829	FDX1L	19	10426722
cg00792687	0.0169258557979984	C8orf41	8	33370099
cg00792740	0.0281624386792308	UBE3A	15	25684488
cg00792849	0.310009647933715	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00801151016583041	TRIM8	10	104403707
cg00795268	0.947196341963303	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0185937589032492	FUT4	11	94276898
cg00798206	0.0276904689095523	OXSR1	3	38207110
cg00799727	0.553102562748215	NA	NA	0
cg00800095	0.905633905516468	PNMA3	X	152224090
cg00804048	0.042934099447103	EIF5A	17	7210539
cg00804392	0.0910291614791185	RHOH	4	40198595
cg00806490	0.57464312024449	CDH13	16	82660873
cg00807586	0.500532852723024	DLEC1	3	38080790
cg00808492	0.94766864178801	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0456756658103014	RPF1	1	84944867
cg00811081	0.03624488746912	RPAP3	12	48099724
cg00812502	0.0108931703546389	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00773271684556339	UQCRFS1	19	29704028
cg00815583	0.0275225990431407	FBXO16	8	28348123
cg00815605	0.0685506285471488	NA	NA	0
cg00816620	0.0640498417625952	C1orf25;C1orf26	1	185127501
cg00818693	0.0149663638154886	TTC14	3	180319964
cg00818872	0.0221702630075019	CHRNB2	1	154540271
cg00819310	0.874925098234823	VANGL1	1	116193783
cg00819362	0.796302544962056	CLIP3	19	36524208
cg00819696	0.0146518646343061	TIMELESS	12	56843016
cg00821764	0.011004242946675	UMPS	3	124449680
cg00822607	0.0422394315521654	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0153783319212113	CHD4	12	6716566
cg00825031	0.0113527324063546	VPS37A;CNOT7	8	17104503
cg00826384	0.0397231298387055	PTPRZ1	7	121513065
cg00827369	0.0150004893086675	EIF4H	7	73588253
cg00828602	0.0346268337176427	WNT5A	3	55520834
cg00830029	0.263947846549844	NRIP2	12	2943902
cg00830393	0.0242809111607835	LRIG1	3	66552063
cg00831028	0.0302957368448394	C20orf43	20	55043745
cg00832517	0.0465123095719007	C14orf126	14	31926792
cg00832994	0.0153731651226493	NA	NA	0
cg00833393	0.0145158711048317	TLN1;CREB3	9	35731638
cg00833777	0.865732088947492	ITGAM	16	31271642
cg00834796	0.026697830636017	JAKMIP2	5	147161924
cg00834958	0.0278613792062254	TSC22D4	7	100077147
cg00836605	0.0143634369459004	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0232840462952118	MITF	3	69788442
cg00839584	0.639663544009388	IL1A	2	113542091
cg00839802	0.0349345349728448	MAN1A1	6	119671238
cg00840403	0.320754673138795	CHST4	16	71560205
cg00840516	0.677745571951042	HYAL2	3	50360097
cg00841581	0.0135554708862047	STAG1	3	136471162
cg00842351	0.138677478047497	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.835773370520032	DLG2	11	84634126
cg00848394	0.0222157568749206	WDR51A	3	52188768
cg00848397	0.0148019480659975	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.504857854627858	DAB1	1	58716018
cg00849368	0.0291932636872412	ARSK;TTC37	5	94890411
cg00850538	0.232489672520529	CRIM1	2	36582038
cg00852964	0.727525032912237	VNN1	6	133035150
cg00853068	0.625508691294267	FMNL1	17	43298592
cg00854637	0.0226063637590592	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0177397925002654	SKP1	5	133512930
cg00856375	0.0149195634979181	PSMD14	2	162164676
cg00858899	0.0274260785547478	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.82087879129726	CYB5R2	11	7694524
cg00861635	0.016457014864628	ZNF200	16	3285425
cg00862041	0.660781724062408	GPRASP2	X	101967017
cg00862290	0.948543908218634	KCNMB3	3	178984973
cg00862770	0.0177454862498398	FKBP5	6	35655764
cg00864867	0.0141457953248469	PAWR	12	80085268
cg00870662	0.0165320141068937	PARD6G	18	78005665
cg00871453	0.0235196511381626	WDR67	8	124084640
cg00873037	0.030982909597391	NEIL2	8	11626984
cg00873937	0.0207541482273715	ATOH7	10	69991564
cg00874863	0.434200064682596	LHFPL1	X	111924370
cg00875272	0.166229403410922	TAL1	1	47695321
cg00876704	0.0156449112113644	PKN1	19	14544684
cg00877887	0.0384168897813158	DUOXA2;DUOX2	15	45406654
cg00877964	0.0189224205850002	SLC1A4	2	65215638
cg00881086	0.0174855200419961	NCRNA00119;NPHP3	3	132441942
cg00881370	0.956796059985731	LOC55908;DOCK6	19	11348439
cg00882451	0.955962831653429	ZP2	16	21222863
cg00882832	0.034288513790787	SPRY1	4	124317983
cg00884221	0.203944993289629	IGFBP7	4	57976915
cg00884529	0.0587671286473108	BZW2;ANKMY2	7	16685823
cg00885506	0.0434697587409712	WDR31	9	116102792
cg00886554	0.0282095047229422	NMU	4	56502598
cg00887101	0.0582626389425217	INTS5	11	62420578
cg00887547	0.021649536513271	TAOK3	12	118811020
cg00887700	0.016369043837525	EIF2B1;GTF2H3	12	124118360
cg00888007	0.483325828882448	CCND2	12	4382184
cg00888479	0.101587343914653	SLC24A3	20	19193824
cg00888561	0.0247692718748678	WDFY2	13	52157910
cg00890257	0.0223029301465803	DEGS2	14	100625756
cg00891278	0.477816731078422	CCDC37	3	126113784
cg00891541	0.755400090928904	SMPD3	16	68481487
cg00892393	0.930048797988072	C16orf73	16	1911525
cg00892798	0.0136108175239048	NGFR	17	47572909
cg00893242	0.0629358328278388	SND1	7	127291580
cg00893636	0.0227456649748359	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0172519610202741	RPL7L1	6	42847415
cg00894577	0.508169513246121	NA	NA	0
cg00895324	0.848129646538511	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0238758009061139	LACE1	6	108616288
cg00899086	0.024820039239924	SEPT11	4	77871294
cg00899641	0.018698020263137	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0339814265327868	YBX2	17	7197375
cg00901652	0.0340575130371428	CTR9	11	10772434
cg00901683	0.0115480760168312	PTCD1;CPSF4	7	99036756
cg00901704	0.0179568652787592	SLC25A19	17	73285325
cg00901766	0.036069049671769	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.709701268008705	CHL1	3	238161
cg00903375	0.0154613427122177	SBDS;TYW1	7	66460591
cg00904483	0.963904441030474	MGMT	10	131354873
cg00904574	0.0251675496288915	PLK3	1	45265678
cg00905170	0.014820425252233	RRS1	8	67341306
cg00906183	0.0203807622973777	HGS;ARL16	17	79650926
cg00908551	0.0467429241075874	FANCF	11	22646931
cg00910067	0.0665913503342445	SLC7A10	19	33717545
cg00910168	0.705410530374597	DHX37	12	125474021
cg00911351	0.397716651903824	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.882227324227816	PRPS1L1	7	18067463
cg00912191	0.0436635728418927	UBTD2	5	171709917
cg00912942	0.965123675618639	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0110581172766743	SHC1;CKS1B	1	154946946
cg00916199	0.0145055065994628	TMCO6	5	140019287
cg00916635	0.829947858844246	PTPN22	1	114414312
cg00917893	0.0175715371913751	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0260037202919387	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.104657473398749	XIAP	X	122993419
cg00922727	0.0260010204913591	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.288344765758714	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0147676023162289	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0193807962540381	FBXO28	1	224301953
cg00930194	0.658671596599262	PROP1	5	177423598
cg00930873	0.411867602480092	ALDH1A2	15	58357973
cg00931491	0.181806131945691	SULT1A2	16	28608288
cg00932276	0.241565130597744	EGFL6	X	13587976
