Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg00502442	0.0125847116337964	ZDHHC14	6	157801893
cg00503458	0.0292900917326793	KIAA0907	1	155904439
cg00503840	0.666858860768477	DLX5	7	96650509
cg00504595	0.0680518854269664	TNFRSF19	13	24144985
cg00509616	0.0385149204533991	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0229006989223098	C6orf211;RMND1	6	151772946
cg00510956	0.943180439507169	KHDRBS1	1	32478440
cg00511475	0.235860433515608	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.258679042982415	SLC18A2	10	119000991
cg00512374	0.0260241070272331	IGFBP4	17	38599682
cg00513220	0.0133029454836438	MOSC2	1	220922123
cg00513467	0.0233387727886666	KLHL9	9	21335551
cg00514407	0.202013050594702	SERPINE2	2	224904626
cg00514895	0.0156901295579518	CPZ	4	8594413
cg00515905	0.941224531850535	EPS8L3	1	110306507
cg00516481	0.64391816910776	PDE9A	21	44073202
cg00518911	0.555370453582686	NA	NA	0
cg00518989	0.0177470003551916	LIMK2	22	31608519
cg00519208	0.873249270612744	EVI5	1	93258319
cg00519627	0.0163587986006666	CORO7	16	4466650
cg00520135	0.586055065310715	TPM1	15	63333846
cg00520708	0.0501585328441339	C5orf24	5	134181266
cg00521434	0.906915006944504	GPR61	1	110081965
cg00521598	0.0324890086298368	MYCBP	1	39339413
cg00522034	0.00838085452746974	CBLB	3	105587721
cg00522316	0.0256121304497502	KHSRP	19	6425042
cg00524288	0.021314214091372	UPP1	7	48128452
cg00528052	0.0122626922516518	KDM5B	1	202777295
cg00528967	0.0111101371039953	STK24	13	99228955
cg00532335	0.193267313081093	LGI1	10	95516861
cg00532890	0.0198409719723022	PBX1	1	164528682
cg00534274	0.105753536989495	SLC7A11	4	139163341
cg00534856	0.92950438111771	NA	NA	0
cg00536175	0.924571588029839	GATA1	X	48645024
cg00537910	0.879810786656145	ATG9A;ABCB6	2	220084611
cg00539322	0.869816651765501	SAG	2	234216360
cg00539716	0.0473411897719417	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0192059023478998	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0360782549906491	NA	NA	0
cg00544557	0.670823623634302	DSCR10	21	39578742
cg00545573	0.0593219671403468	TAOK3	12	118810436
cg00546491	0.45521859560124	PDE1C	7	32111062
cg00546897	0.196660426095378	LOC284837	21	45232232
cg00547018	0.184272830447404	ALG1	16	5121709
cg00547789	0.166960877722393	RAB39B	X	154493750
cg00547829	0.0230052973778307	TUBD1;RPS6KB1	17	57970161
cg00548060	0.455678192401655	NPL	1	182761905
cg00548268	0.77579806766239	NPTX2	7	98245830
cg00550617	0.293560652278785	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.837536183313168	NR1H3	11	47281370
cg00554682	0.0310780153432713	ZNF804A	2	185463132
cg00554702	0.115767242291768	CHEK1	11	125496645
cg00556408	0.828489657670294	TMPRSS6	22	37500588
cg00557354	0.112943582634232	ARHGEF7	13	111767899
cg00559473	0.0353343546001839	AAAS	12	53715592
cg00560119	0.0191443363326346	STXBP1	9	130374109
cg00563229	0.0153859004983037	XKR8	1	28286146
cg00563845	0.0396522576725586	PXK	3	58318305
cg00563926	0.43392108478293	TGFBR3	1	92352481
cg00563932	0.714816473843511	PTGDS	9	139871049
cg00564163	0.0431183383739129	STEAP4	7	87935979
cg00565075	0.0618743545136963	MIR659;EIF3L	22	38244893
cg00565688	0.597711840790326	TP73	1	3568212
cg00566759	0.0124634895248326	DSC2	18	28682345
cg00567479	0.0309497924449185	FARP2	2	242295999
cg00567749	0.0289776254727089	VCAN	5	82767908
cg00568128	0.115544610905727	MIR2110;C10orf118	10	115934100
cg00568792	0.0293830663568723	STT3A	11	125462554
cg00569620	0.0246182479662097	ABHD10	3	111697653
cg00571634	0.213679211648438	WDR5B	3	122134820
cg00572797	0.984358959455904	NA	NA	0
cg00573606	0.694559716065105	COL6A3	2	238322680
cg00575744	0.0360645245671333	HLA-DMB	6	32908642
cg00576250	0.324025732872237		20	45087765
cg00577167	0.610705337231637	ALDOB	9	104197675
cg00577464	0.0218162284753315	SHH	7	155604780
cg00578575	0.0346825174928821	NA	NA	0
cg00579393	0.897880736732965	REG1B	2	79316004
cg00579402	0.686390052573324	FUT6	19	5838999
cg00581156	0.0169401152892135	DIMT1L	5	61699416
cg00582372	0.710658284519815	NA	NA	0
cg00582628	0.0396852518605656	RGS20	8	54764515
cg00584022	0.0150730103957138	KRAS	12	25403167
cg00585790	0.540149715950201	LIMS1	2	109204845
cg00585846	0.0193295198641413	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0650013546517045	CDKAL1	6	20534671
cg00587613	0.523842792289115	GPR152	11	67220223
cg00592315	0.924321166423495	C14orf86;FAM181A	14	94384611
cg00594118	0.0649865970907271	COBRA1	9	140150000
cg00594952	0.857240881345543	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.404365997001101	MYO1C	17	1395880
cg00598858	0.0181778264376141	PRKCSH;CCDC151	19	11545966
cg00600110	0.959418827042208	FAM9A	X	8769528
cg00600684	0.950750619949616	WDR11	10	122610158
cg00601486	0.7232451286602	H1FNT	12	48723148
cg00602891	0.0344986173062256	C17orf62	17	80408864
cg00603172	0.920557547187855	NA	NA	0
cg00605270	0.0202428603432411	SMPDL3B	1	28261552
cg00609097	0.0158542439218428	TESK2	1	45956974
cg00611397	0.923573149158802	GTPBP5	20	60768026
cg00612467	0.0409761523552196	HADH	4	108911077
cg00613255	0.912325406416269	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.033451538685538	RBM9	22	36236649
cg00615915	0.169802211358888	SERPINB8	18	61637299
cg00616129	0.0316073553975352	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0149409078451308	NCL	2	232329096
cg00617305	0.0145229289404956	SHISA4	1	201857940
cg00618396	0.568628449982027	VBP1	X	154444551
cg00619207	0.293406932533126	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0369654291375057	CENPF	1	214776904
cg00620629	0.0202374311789674	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0457799458232203	ODF3L1	15	76016335
cg00622677	0.0277755543410465	TSPAN5	4	99579248
cg00623593	0.913331358343254	DOCK1	10	128767610
cg00625425	0.766599190603103	KANK4	1	62785512
cg00625653	0.0248118788903951	WNT7A	3	13921227
cg00626119	0.788396961843597	SH2D2A;NTRK1	1	156785288
cg00626466	0.85625111068926	GNS	12	65153982
cg00627233	0.156615817339134	NA	NA	0
cg00627286	0.0337182519464017	NA	NA	0
cg00629217	0.899854176183179	LNX1	4	54425349
cg00629585	0.105846944056659	GFI1B	9	135853992
cg00630164	0.0305046493854582	KCNQ4	1	41250062
cg00630249	0.01286952535775	CYB561D1	1	110036889
cg00630583	0.0180325064067338	PXMP2;POLE	12	133264314
cg00631230	0.0156127342998787	VPS33A	12	122750916
cg00633969	0.971388599458748	PARP9;DTX3L	3	122284550
cg00634577	0.440633352931188	NA	NA	0
cg00635481	0.00858077981940546	ZNF76	6	35226917
cg00636639	0.0159003768765465	RBM18;MRRF	9	125027249
cg00638514	0.0164119873745927	OTOP3	17	72932048
cg00642303	0.0114556766183475	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.641670719505057		7	100544704
cg00645224	0.0164988923528856	NA	NA	0
cg00645579	0.872116685811483	IRF7;MUPCDH	11	617140
cg00645922	0.0123386907405981	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0142913954966341	ARSD	X	2847561
cg00646492	0.0544073617645993	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0279742597637515	SLC17A5	6	74364149
cg00648883	0.213532431254688	EEF1DP3	13	32524761
cg00650762	0.0110030973700308	EPHB2	1	23037368
cg00650876	0.0156877904946633	YBX1	1	43148058
cg00651216	0.0343286533516294	HSP90AB1	6	44213720
cg00653387	0.15412211430445	PTN	7	137028535
cg00654814	0.101042029746701	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0227764267335239	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0255646118279147	PPARD	6	35310123
cg00657582	0.0259337859655621	CHD8	14	21904906
cg00658007	0.799018228142874	RD3	1	211666129
cg00658626	0.0404485800453584	CCDC63	12	111284979
cg00659129	0.933773553207313	ASAP1	8	131414614
cg00659953	0.0110886933837752	FAM173A	16	770731
cg00660989	0.0253405619871123	KLHL28;FAM179B	14	45432516
cg00661202	0.00915425361859919	TMEM43;CHCHD4	3	14166502
cg00661485	0.557115164350479	FOXI1	5	169533372
cg00662556	0.358512847603706	GALR1	18	74963364
cg00662775	0.15683878689203	NA	NA	0
cg00665395	0.0168230936282771	TTLL4	2	219575490
cg00666446	0.0476993842387733	ZNF670	1	247242273
cg00666746	0.429042123534475	SYDE1	19	15217781
cg00668685	0.924740244801714	SLC39A5	12	56624552
cg00669623	0.0273093447418671	CDK11B;CDK11A	1	1655867
cg00669856	0.0873069474391185	SPRY1	4	124317779
cg00671161	0.0109171075720882	ALG11;ATP7B	13	52586367
cg00672638	0.0917963563374449	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.125602021496856	DOPEY2	21	37536923
cg00674922	0.0229055504398434	NA	NA	0
cg00676660	0.0230609250382893	ADAMTS9	3	64672609
cg00677811	0.0186103496499458	CCM2	7	45040321
cg00678539	0.176878672128153	MNS1	15	56757625
cg00679556	0.658680230275214	TRIM31	6	30080782
cg00679738	0.150475625848796	FAM89A	1	231175246
cg00682653	0.0246218649317347	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0336888532078761	PPFIA2	12	82153256
cg00686022	0.826473157938668	C12orf40	12	40020078
cg00686623	0.020407119287188	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0236668240539222	NDRG4	16	58497236
cg00688421	0.0259138736270944	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.112969974261513	RTKN	2	74668672
cg00690049	0.182654401904786	MAGED2	X	54834244
cg00690280	0.855548955971222	WFDC10B;WFDC13	20	44332733
cg00690893	0.0721929254331137	NA	NA	0
cg00691625	0.914042484734016	NR5A1	9	127269807
cg00691822	0.162990215824958	NA	NA	0
cg00692549	0.0488446992212331	TARDBP	1	11072455
cg00693307	0.929890637426762	NA	NA	0
cg00695416	0.0407212657988888	CBR1	21	37442476
cg00696900	0.0158388153423883	NA	NA	0
cg00698688	0.314546393011663	SULT2B1	19	49055432
cg00702231	0.715644924671595	PLAGL1;HYMAI	6	144329473
cg00702729	0.957058933167038	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0370018697983284	KCTD15	19	34288103
cg00704909	0.0154288312289854	COPB1	11	14521319
cg00705255	0.0973732295599208	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.383328318860999	NMNAT2	1	183387564
cg00708598	0.245833992584596	LECT1	13	53313895
cg00708642	0.019846984715981	EIF5	14	103800518
cg00711916	0.0303079970892972	CNNM4	2	97426274
cg00712898	0.0121999642869185	PRPF38B	1	109235208
cg00714377	0.71733896588196	SLA2	20	35274715
cg00717862	0.0201663309406502	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0250897305218362	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.333044716191471		2	89215272
cg00718748	0.0171362424391499	ZNF624	17	16556871
cg00720072	0.0160929248166427	MARCH5;CPEB3	10	94051159
cg00720137	0.0131953008842756	DYNLRB2	16	80575018
cg00720723	0.0186024176586999	NOP58	2	203130645
cg00722300	0.851202403702576	RLN3	19	14138639
cg00724662	0.0441238490441876	NXF1	11	62573193
cg00725143	0.0166145840887059	NA	NA	0
cg00725635	0.0274073351519085	B3GALT2;CDC73	1	193155806
cg00725777	0.521533084865382	NGFRAP1	X	102630411
cg00727590	0.134258446403819	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.112028250118734	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0183336433720351	C6orf27	6	31744927
cg00729275	0.878703634774694	AQP4;C18orf16	18	24445134
cg00729541	0.0208728020835479	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0359176925498858	PALMD	1	100111713
cg00730260	0.923328118787819	C12orf67	12	24736888
cg00731459	0.0153999145978528	HDAC4	2	240323091
cg00733682	0.0135566512130851	ZNF44	19	12405568
cg00734993	0.0184335774451936	MTCH1	6	36953694
cg00736326	0.0232913732587527	ARPC1A	7	98923878
cg00737514	0.0179797634162466	TBC1D1	4	37893313
cg00739120	0.390512720829594	GAPDHS;TMEM147	19	36035875
cg00741717	0.787822700092891	TLR8;LOC349408	X	12924184
cg00743372	0.0174586476194832	ZNF192	6	28109648
cg00744433	0.905659285389262	CXADR	21	18884067
cg00745543	0.939622561606086	H1FNT	12	48722754
cg00745735	0.835180504473574	MYPN	10	69868860
cg00746083	0.0180819262462942	CHD8	14	21905454
cg00746130	0.0346946087468039	BAT5	6	31671271
cg00746981	0.101498877387826	HDGF	1	156721141
cg00747849	0.146219141344439	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.012903637413941	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.939832028292644	FAM83E;SPACA4	19	49109288
cg00755043	0.022405311399049	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0104842408123692	DZIP1	13	96296844
cg00756887	0.349105211087525	PVRL4	1	161059654
cg00757070	0.205847311374478	UPK2	11	118827082
cg00757952	0.893689668429329	CRYBB1	22	27014415
cg00761755	0.0190768060765061	SLC43A2	17	1531579
cg00762512	0.0193549247673806	RPL9;LIAS	4	39460606
cg00763679	0.0242526401714557	SEPT2;HDLBP	2	242254198
cg00763889	0.948332790853589	HRASLS2	11	63330544
cg00766729	0.0138937734424437	ZNF784	19	56136136
cg00766889	0.0237709250747557	SEPHS1	10	13390384
cg00767581	0.896512006192543	HOXD4;MIR10B	2	177015125
cg00768439	0.356002279064262	FAM133A;NAP1L3	X	92928711
cg00769470	0.868080835292781	DEFB129	20	207338
cg00769520	0.0183566305232605	ST8SIA1	12	22488465
cg00770279	0.0114694990340148	CDKN2D	19	10679308
cg00770871	0.0113407012748944	TULP3	12	2999840
cg00772000	0.0715085740741522	NHLRC1	6	18123049
cg00775197	0.0212005552959678	TCTE1	6	44265054
cg00777121	0.285446798664216	RASSF1	3	50378191
cg00777555	0.0174989128550646	ARF4	3	57583074
cg00778920	0.0275256468770528	PRPF19	11	60674370
cg00779924	0.0544337566738569	FLJ45983	10	8094641
cg00782174	0.0300863677772538	SLC1A5	19	47291626
cg00782854	0.0200413931143241	BCL2L1	20	30310858
cg00783759	0.0152732355813222	LARP1B	4	128983441
cg00784357	0.00990252090415686	RAC1	7	6413877
cg00791249	0.0447144253127734	FDX1L	19	10426722
cg00792687	0.0165614926757362	C8orf41	8	33370099
cg00792740	0.0413654011997644	UBE3A	15	25684488
cg00792849	0.0297912730494598	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0167424125472151	TRIM8	10	104403707
cg00795268	0.952455072346825	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0181799371586948	FUT4	11	94276898
cg00798206	0.0291437214973301	OXSR1	3	38207110
cg00799727	0.889578528261474	NA	NA	0
cg00800095	0.729327560547622	PNMA3	X	152224090
cg00804048	0.0434118875128799	EIF5A	17	7210539
cg00804392	0.792468355087606	RHOH	4	40198595
cg00806490	0.130674055228114	CDH13	16	82660873
cg00807586	0.0268801024065134	DLEC1	3	38080790
cg00808492	0.941734122105855	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0472859452815647	RPF1	1	84944867
cg00811081	0.0327544200962797	RPAP3	12	48099724
cg00812502	0.0122671157642009	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.0065916211048155	UQCRFS1	19	29704028
cg00815583	0.0242190372152024	FBXO16	8	28348123
cg00815605	0.023690988272827	NA	NA	0
cg00816620	0.0520570348882355	C1orf25;C1orf26	1	185127501
cg00818693	0.0208131314111733	TTC14	3	180319964
cg00818872	0.017492309254434	CHRNB2	1	154540271
cg00819310	0.935263053540881	VANGL1	1	116193783
cg00819362	0.497032396034534	CLIP3	19	36524208
cg00819696	0.0118403415855153	TIMELESS	12	56843016
cg00821764	0.0141474607669054	UMPS	3	124449680
cg00822607	0.0666193751940255	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0195126007681696	CHD4	12	6716566
cg00825031	0.0107683763527319	VPS37A;CNOT7	8	17104503
cg00826384	0.0189647121650801	PTPRZ1	7	121513065
cg00827369	0.019332774784707	EIF4H	7	73588253
cg00828602	0.0262946750413796	WNT5A	3	55520834
cg00830029	0.175894693438006	NRIP2	12	2943902
cg00830393	0.0209711582545558	LRIG1	3	66552063
cg00831028	0.0307632682150065	C20orf43	20	55043745
cg00832517	0.0385260833423936	C14orf126	14	31926792
cg00832994	0.0144071551360969	NA	NA	0
cg00833393	0.0115753745960604	TLN1;CREB3	9	35731638
cg00833777	0.894093016619006	ITGAM	16	31271642
cg00834796	0.0392893349660918	JAKMIP2	5	147161924
cg00834958	0.0342413165591516	TSC22D4	7	100077147
cg00836605	0.0110690916215343	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.01805504991523	MITF	3	69788442
cg00839584	0.689614318997347	IL1A	2	113542091
cg00839802	0.0524981131016939	MAN1A1	6	119671238
cg00840403	0.597235334664131	CHST4	16	71560205
cg00840516	0.77231925365189	HYAL2	3	50360097
cg00841581	0.0217749831179165	STAG1	3	136471162
cg00842351	0.100231600668181	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.12321274718895	DLG2	11	84634126
cg00848394	0.0172611651710766	WDR51A	3	52188768
cg00848397	0.0171082189495861	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0339751346919838	DAB1	1	58716018
cg00849368	0.0260619561446759	ARSK;TTC37	5	94890411
cg00850538	0.235214059414331	CRIM1	2	36582038
cg00852964	0.464651856381133	VNN1	6	133035150
cg00853068	0.123293312781981	FMNL1	17	43298592
cg00854637	0.0565683854528248	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0291121537937054	SKP1	5	133512930
cg00856375	0.0254826184996118	PSMD14	2	162164676
cg00858899	0.0284336672409924	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.930882997993658	CYB5R2	11	7694524
cg00861635	0.0197096297199961	ZNF200	16	3285425
cg00862041	0.51272247535533	GPRASP2	X	101967017
cg00862290	0.911562677320856	KCNMB3	3	178984973
cg00862770	0.0179093896794909	FKBP5	6	35655764
cg00864867	0.0141575131036818	PAWR	12	80085268
cg00870662	0.0140418794533542	PARD6G	18	78005665
cg00871453	0.0277822443108408	WDR67	8	124084640
cg00873037	0.028332148945308	NEIL2	8	11626984
cg00873937	0.0258421454912082	ATOH7	10	69991564
cg00874863	0.553546688420526	LHFPL1	X	111924370
cg00875272	0.0662317076718474	TAL1	1	47695321
cg00876704	0.0163799840229708	PKN1	19	14544684
cg00877887	0.0236595958957922	DUOXA2;DUOX2	15	45406654
cg00877964	0.0181866568407057	SLC1A4	2	65215638
cg00881086	0.0216783465319399	NCRNA00119;NPHP3	3	132441942
cg00881370	0.97671919336733	LOC55908;DOCK6	19	11348439
cg00882451	0.967375110962925	ZP2	16	21222863
cg00882832	0.0277399042275932	SPRY1	4	124317983
cg00884221	0.0434411605103821	IGFBP7	4	57976915
cg00884529	0.0840425104749752	BZW2;ANKMY2	7	16685823
cg00885506	0.0399358199217527	WDR31	9	116102792
cg00886554	0.0214667913744125	NMU	4	56502598
cg00887101	0.0805969225844457	INTS5	11	62420578
cg00887547	0.0197575603732436	TAOK3	12	118811020
cg00887700	0.0258309977612242	EIF2B1;GTF2H3	12	124118360
cg00888007	0.569848159217889	CCND2	12	4382184
cg00888479	0.0878384727745272	SLC24A3	20	19193824
cg00888561	0.0761257003771055	WDFY2	13	52157910
cg00890257	0.016734152590153	DEGS2	14	100625756
cg00891278	0.578788626697792	CCDC37	3	126113784
cg00891541	0.666526657800424	SMPD3	16	68481487
cg00892393	0.870465882861022	C16orf73	16	1911525
cg00892798	0.0107214481446033	NGFR	17	47572909
cg00893242	0.516951303738428	SND1	7	127291580
cg00893636	0.0242379781665499	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0200578822190643	RPL7L1	6	42847415
cg00894577	0.608733482600284	NA	NA	0
cg00895324	0.77008845991845	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0254577384971701	LACE1	6	108616288
cg00899086	0.0323988972693986	SEPT11	4	77871294
cg00899641	0.0218972101173114	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0320914254970236	YBX2	17	7197375
cg00901652	0.0360679343783094	CTR9	11	10772434
cg00901683	0.0178090643371934	PTCD1;CPSF4	7	99036756
cg00901704	0.0239739088704661	SLC25A19	17	73285325
cg00901766	0.0218131425575399	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.450101203102458	CHL1	3	238161
cg00903375	0.0107388390507318	SBDS;TYW1	7	66460591
cg00904483	0.967623351447152	MGMT	10	131354873
cg00904574	0.0200369044157518	PLK3	1	45265678
cg00905170	0.00858594218700945	RRS1	8	67341306
cg00906183	0.0570491632902152	HGS;ARL16	17	79650926
cg00908551	0.0386656917695428	FANCF	11	22646931
cg00910067	0.0480101189983853	SLC7A10	19	33717545
cg00910168	0.884616850999849	DHX37	12	125474021
cg00911351	0.406082751724449	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.903961941283506	PRPS1L1	7	18067463
cg00912191	0.0845430455989191	UBTD2	5	171709917
cg00912942	0.958677141341536	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.010789131718833	SHC1;CKS1B	1	154946946
cg00916199	0.019130270672539	TMCO6	5	140019287
cg00916635	0.854668365343199	PTPN22	1	114414312
cg00917893	0.0175176237357936	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0278632306564126	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.295748533426191	XIAP	X	122993419
cg00922727	0.0246396942911206	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.619177484193811	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0326380226511963	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0197040838161247	FBXO28	1	224301953
cg00930194	0.504273215106256	PROP1	5	177423598
cg00930873	0.494122529200285	ALDH1A2	15	58357973
cg00931491	0.137603557481024	SULT1A2	16	28608288
