"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg02096520","chrX",76709500,76709500,1,"*","cg02096520","FGF16",0.697815284572837,0.90281497670913,-0.204999692136293,1.13373608231481e-10,1.67049968596929e-09,"Hypomethylated in Primary Tumor"
"cg02099418","chr2",204571146,204571146,1,"*","cg02099418","CD28",0.469919813788312,0.697678035341367,-0.227758221553055,1.21607735660371e-06,4.94084883082507e-06,"Hypomethylated in Primary Tumor"
"cg02100848","chr3",8693859,8693859,1,"*","cg02100848","C3orf32",0.453457904392772,0.717919525208912,-0.26446162081614,3.49240703379699e-13,1.44899517614019e-11,"Hypomethylated in Primary Tumor"
"cg02121427","chr3",194091192,194091192,1,"*","cg02121427","LRRC15",0.213136108123987,0.474094420940109,-0.260958312816122,2.16103580182647e-12,6.21787683005729e-11,"Hypomethylated in Primary Tumor"
"cg02126753","chr7",44143998,44143998,1,"*","cg02126753","AEBP1",0.296178485115569,0.0448649306429045,0.251313554472665,3.93136708420524e-06,1.40075548062723e-05,"Hypermethylated in Primary Tumor"
"cg02131853","chr4",39034637,39034637,1,"*","cg02131853","TMEM156",0.17515176940069,0.466838875494727,-0.291687106094037,6.08243579693105e-16,1.82708261425413e-13,"Hypomethylated in Primary Tumor"
"cg02148642","chrNA",0,0,1,"*","cg02148642",NA,0.242344022078697,0.547132921784577,-0.30478889970588,1.49244021103496e-13,7.78314479500152e-12,"Hypomethylated in Primary Tumor"
"cg02170525","chr2",87018382,87018382,1,"*","cg02170525","CD8A",0.377295490138725,0.110843944740675,0.26645154539805,6.86189607624388e-10,7.55579944778585e-09,"Hypermethylated in Primary Tumor"
"cg02184413","chr6",133035235,133035235,1,"*","cg02184413","VNN1",0.660005017508747,0.866289475664806,-0.206284458156059,2.4139301002472e-07,1.17534971317201e-06,"Hypomethylated in Primary Tumor"
"cg02192520","chr12",56114155,56114155,1,"*","cg02192520","RDH5",0.590376703195785,0.211923919266261,0.378452783929524,2.34497926806368e-09,2.15808978473066e-08,"Hypermethylated in Primary Tumor"
"cg02196655","chr2",10830764,10830764,1,"*","cg02196655","NOL10",0.443035888272466,0.228350387760626,0.21468550051184,0.00304591065255131,0.00580159968644983,"Hypermethylated in Primary Tumor"
"cg02245378","chr2",223161771,223161771,1,"*","cg02245378","PAX3;CCDC140",0.580469474573446,0.219487669300849,0.360981805272596,9.22182130554109e-16,2.25113303473903e-13,"Hypermethylated in Primary Tumor"
"cg02248486","chr7",27183196,27183196,1,"*","cg02248486","HOXA5",0.500367931997581,0.216891449727227,0.283476482270354,3.04443901119638e-09,2.68762407849699e-08,"Hypermethylated in Primary Tumor"
"cg02250594","chr18",55103353,55103353,1,"*","cg02250594","ONECUT2",0.554874310887714,0.126306342409082,0.428567968478632,1.6702588960726e-10,2.29726878324906e-09,"Hypermethylated in Primary Tumor"
"cg02254461","chr3",39195904,39195904,1,"*","cg02254461","CSRNP1",0.761161198721697,0.40801468318456,0.353146515537136,3.04900683269484e-13,1.31844673577317e-11,"Hypermethylated in Primary Tumor"
"cg02284188","chrNA",0,0,1,"*","cg02284188",NA,0.528136796772982,0.838843606449381,-0.310706809676399,1.01819693460507e-10,1.51512277012665e-09,"Hypomethylated in Primary Tumor"
"cg02305723","chr15",25093456,25093456,1,"*","cg02305723","SNRPN",0.719965476822284,0.391572704468747,0.328392772353538,5.76497310834448e-12,1.38169233146694e-10,"Hypermethylated in Primary Tumor"
"cg02309273","chr1",38412744,38412744,1,"*","cg02309273","INPP5B",0.560192948708616,0.246061525187915,0.314131423520701,4.58420479981052e-12,1.14880478236854e-10,"Hypermethylated in Primary Tumor"
"cg02330106","chr10",131264840,131264840,1,"*","cg02330106","MGMT",0.567563767431872,0.28462390529326,0.282939862138612,4.84117453562092e-10,5.67170156593883e-09,"Hypermethylated in Primary Tumor"
"cg02332525","chr3",6903153,6903153,1,"*","cg02332525","GRM7",0.510685752391815,0.163981268677304,0.346704483714511,6.88540404683097e-15,8.03737138710129e-13,"Hypermethylated in Primary Tumor"
"cg02335804","chr17",36105239,36105239,1,"*","cg02335804","HNF1B",0.366862843877383,0.111939406140467,0.254923437736916,1.71985131624872e-06,6.73150283248216e-06,"Hypermethylated in Primary Tumor"
"cg02351381","chr12",110172346,110172346,1,"*","cg02351381","MGC14436;C12orf34",0.669539287385175,0.201606106507781,0.467933180877395,4.75008146452367e-15,6.33222398309195e-13,"Hypermethylated in Primary Tumor"
"cg02399455","chr7",87855714,87855714,1,"*","cg02399455","SRI",0.613333918381838,0.915669914616691,-0.302335996234853,9.93413236752801e-09,7.42554970497806e-08,"Hypomethylated in Primary Tumor"
"cg02409351","chr12",85674022,85674022,1,"*","cg02409351","ALX1",0.354834285647067,0.0589048564597239,0.295929429187343,1.82578702113874e-09,1.7421921134788e-08,"Hypermethylated in Primary Tumor"
"cg02423618","chr15",97325725,97325725,1,"*","cg02423618","SPATA8",0.37776461381046,0.592005696266302,-0.214241082455842,1.31375192535763e-10,1.89484744727157e-09,"Hypomethylated in Primary Tumor"
"cg02431964","chr2",119700029,119700029,1,"*","cg02431964","MARCO",0.624458479609628,0.928471186716038,-0.30401270710641,5.06359397272515e-07,2.26299759197629e-06,"Hypomethylated in Primary Tumor"
"cg02442161","chrNA",0,0,1,"*","cg02442161",NA,0.640221927800664,0.850662051069943,-0.210440123269279,2.94617139783399e-05,8.59102969477116e-05,"Hypomethylated in Primary Tumor"
"cg02452985","chr14",99737548,99737548,1,"*","cg02452985","BCL11B",0.23932933815431,0.0241467882253041,0.215182549929006,2.87122850340093e-07,1.3681452401252e-06,"Hypermethylated in Primary Tumor"
"cg02477931","chr11",131532721,131532721,1,"*","cg02477931","NTM",0.461361120904064,0.880043957005023,-0.418682836100959,3.42648244118152e-14,2.4275227332509e-12,"Hypomethylated in Primary Tumor"
"cg02489552","chr19",15121531,15121531,1,"*","cg02489552","CCDC105",0.319475746687757,0.0840030857052995,0.235472660982457,2.35714780289356e-13,1.08820046826617e-11,"Hypermethylated in Primary Tumor"
"cg02498063","chr12",119772577,119772577,1,"*","cg02498063","CCDC60",0.692031130399839,0.388987501772365,0.303043628627473,1.03226384735679e-11,2.24045011725443e-10,"Hypermethylated in Primary Tumor"
"cg02504280","chrX",151904507,151904507,1,"*","cg02504280","CSAG1;MAGEA12",0.552221412392806,0.90164518195796,-0.349423769565153,2.24612617262531e-15,4.01610924945045e-13,"Hypomethylated in Primary Tumor"
"cg02506908","chr12",122297408,122297408,1,"*","cg02506908","HPD",0.616822623080693,0.36651617485519,0.250306448225503,2.61929483243545e-10,3.34714085535668e-09,"Hypermethylated in Primary Tumor"
"cg02512226","chr10",28288192,28288192,1,"*","cg02512226","ARMC4",0.621765674505376,0.40604315926189,0.215722515243485,4.08839353377331e-10,4.93608884900209e-09,"Hypermethylated in Primary Tumor"
"cg02516189","chr9",139268092,139268092,1,"*","cg02516189","CARD9",0.330167231578551,0.129958082232995,0.200209149345556,1.19136282903444e-06,4.85532076253925e-06,"Hypermethylated in Primary Tumor"
"cg02553486","chr4",47840095,47840095,1,"*","cg02553486","CORIN",0.597119130113065,0.366001429608753,0.231117700504313,1.09184505710957e-07,5.8594991166321e-07,"Hypermethylated in Primary Tumor"
"cg02554564","chr12",5603131,5603131,1,"*","cg02554564","NTF3",0.368931003820689,0.624175340029691,-0.255244336209002,2.90344079056503e-11,5.283652469357e-10,"Hypomethylated in Primary Tumor"
"cg02555579","chr22",18043043,18043043,1,"*","cg02555579","SLC25A18",0.691087724693428,0.353748023989989,0.337339700703439,1.26101061632737e-13,6.79648520938738e-12,"Hypermethylated in Primary Tumor"
"cg02586730","chr11",65639869,65639869,1,"*","cg02586730","EFEMP2",0.641350389209314,0.390142801882052,0.251207587327262,1.06170178347951e-14,1.06447749954505e-12,"Hypermethylated in Primary Tumor"
"cg02595219","chr11",74178761,74178761,1,"*","cg02595219","KCNE3",0.641735633856343,0.181666647541843,0.4600689863145,9.70966892081578e-14,5.58033497747599e-12,"Hypermethylated in Primary Tumor"
"cg02602411","chr9",104357177,104357177,1,"*","cg02602411","GRIN3A;PPP3R2",0.613643080445904,0.829172937645486,-0.215529857199582,1.58122486438596e-08,1.10907269519774e-07,"Hypomethylated in Primary Tumor"
"cg02613386","chrNA",0,0,1,"*","cg02613386",NA,0.481503065622239,0.0830716605313845,0.398431405090855,9.08479978784724e-13,3.17320084372729e-11,"Hypermethylated in Primary Tumor"
"cg02620769","chr12",49298070,49298070,1,"*","cg02620769","CCDC65",0.278373133038926,0.0214966385854338,0.256876494453492,4.20997675183976e-06,1.4887233753288e-05,"Hypermethylated in Primary Tumor"
"cg02622316","chr6",28367410,28367410,1,"*","cg02622316","ZSCAN12",0.389272905099942,0.0266315552837936,0.362641349816149,2.35825252229287e-12,6.69975675595664e-11,"Hypermethylated in Primary Tumor"
"cg02624705","chrNA",0,0,1,"*","cg02624705",NA,0.374174096970943,0.051356575242919,0.322817521728024,2.02401069201224e-11,3.92417701207778e-10,"Hypermethylated in Primary Tumor"
"cg02657438","chr14",81864899,81864899,1,"*","cg02657438","STON2",0.367439179488299,0.572362639637156,-0.204923460148857,2.49393697439317e-07,1.21038143248823e-06,"Hypomethylated in Primary Tumor"
"cg02671171","chr17",203087,203087,1,"*","cg02671171","RPH3AL",0.372907861686855,0.608685325231896,-0.235777463545041,1.70098613126182e-07,8.66218728553287e-07,"Hypomethylated in Primary Tumor"
"cg02672493","chr3",136537709,136537709,1,"*","cg02672493","TMEM22",0.479454804836254,0.0909002305710865,0.388554574265168,1.35302049802562e-12,4.35459982857417e-11,"Hypermethylated in Primary Tumor"
"cg02674804","chr19",1492043,1492043,1,"*","cg02674804","REEP6",0.449856215729316,0.672702573510465,-0.222846357781149,8.43698101222838e-08,4.67478468333726e-07,"Hypomethylated in Primary Tumor"
"cg02682905","chr19",58262242,58262242,1,"*","cg02682905","ZNF776",0.615932644258409,0.834689915413849,-0.218757271155441,0.00119638276312668,0.002485091948228,"Hypomethylated in Primary Tumor"
"cg02721374","chr17",2996177,2996177,1,"*","cg02721374","OR1D2",0.529487106761381,0.799999495175581,-0.2705123884142,1.44713594579159e-11,2.96926463777219e-10,"Hypomethylated in Primary Tumor"
"cg02724472","chr7",102553293,102553293,1,"*","cg02724472","LRRC17;FBXL13",0.553507943850193,0.310945107520685,0.242562836329508,1.22055542656425e-07,6.45338962803708e-07,"Hypermethylated in Primary Tumor"
"cg02748539","chr5",524269,524269,1,"*","cg02748539","SLC9A3",0.424397140099241,0.0947926447260236,0.329604495373217,1.20276989779979e-12,3.96737965264003e-11,"Hypermethylated in Primary Tumor"
"cg02757432","chr10",125426048,125426048,1,"*","cg02757432","GPR26",0.461918814323005,0.136333435262221,0.325585379060784,6.84149405203677e-12,1.58735344488503e-10,"Hypermethylated in Primary Tumor"
"cg02763671","chr22",20103541,20103541,1,"*","cg02763671","TRMT2A;RANBP1",0.645728136908373,0.359433008863641,0.286295128044732,1.55033667059989e-09,1.51792850290939e-08,"Hypermethylated in Primary Tumor"
"cg02765820","chr3",126278020,126278020,1,"*","cg02765820","C3orf22",0.546381218626978,0.757939641612708,-0.211558422985731,3.56139220755692e-07,1.65637087209021e-06,"Hypomethylated in Primary Tumor"
"cg02774439","chr4",174451251,174451251,1,"*","cg02774439","HAND2;NBLA00301",0.292685248997546,0.0435292535618313,0.249155995435715,8.29432605245435e-09,6.35587998761034e-08,"Hypermethylated in Primary Tumor"
"cg02780849","chr1",235814163,235814163,1,"*","cg02780849","GNG4",0.48559988301097,0.0920784625719032,0.393521420439066,8.09585036457957e-11,1.2492562524905e-09,"Hypermethylated in Primary Tumor"
"cg02805028","chr16",27899239,27899239,1,"*","cg02805028","GSG1L",0.540911966450119,0.335610558998966,0.205301407451154,1.20705123514148e-07,6.39850759447117e-07,"Hypermethylated in Primary Tumor"
"cg02806777","chrNA",0,0,1,"*","cg02806777",NA,0.764423246404514,0.55429485737714,0.210128389027374,3.37948658851379e-11,5.97148653746095e-10,"Hypermethylated in Primary Tumor"
"cg02831294","chr10",5566862,5566862,1,"*","cg02831294","CALML3",0.789973030489505,0.540647718333794,0.249325312155711,2.03764146885103e-14,1.65129585078219e-12,"Hypermethylated in Primary Tumor"
"cg02836529","chr2",182544413,182544413,1,"*","cg02836529","NEUROD1",0.277635319140883,0.0428842923721857,0.234751026768697,1.33327681399069e-12,4.32815466028763e-11,"Hypermethylated in Primary Tumor"
"cg02838492","chr9",116861288,116861288,1,"*","cg02838492","KIF12",0.376105116688212,0.611247645983675,-0.235142529295463,6.10393721391625e-12,1.44753264728757e-10,"Hypomethylated in Primary Tumor"
"cg02844545","chr6",10882043,10882043,1,"*","cg02844545","GCM2",0.546509605644717,0.169302613520946,0.377206992123771,6.65086943278184e-13,2.44034914415541e-11,"Hypermethylated in Primary Tumor"
"cg02860342","chr15",73661484,73661484,1,"*","cg02860342","HCN4",0.529240255063462,0.23285915711923,0.296381097944232,1.71083881723857e-12,5.18754881743845e-11,"Hypermethylated in Primary Tumor"
"cg02867079","chr14",100111269,100111269,1,"*","cg02867079","HHIPL1",0.254393777817101,0.0503067245466973,0.204087053270404,1.94451087194868e-05,5.87788614438907e-05,"Hypermethylated in Primary Tumor"
"cg02876062","chr10",14816654,14816654,1,"*","cg02876062","FAM107B",0.721813446439183,0.938687341147555,-0.216873894708372,2.29398165780007e-11,4.35392693922307e-10,"Hypomethylated in Primary Tumor"
"cg02879662","chr19",46800467,46800467,1,"*","cg02879662","HIF3A",0.293974289594808,0.0686910034166466,0.225283286178161,0.00033111783317603,0.000772471125983511,"Hypermethylated in Primary Tumor"
"cg02880679","chr17",49295615,49295615,1,"*","cg02880679","MBTD1",0.422654124290445,0.827669867622078,-0.405015743331633,3.88806013507031e-08,2.39393568688164e-07,"Hypomethylated in Primary Tumor"
"cg02885771","chr6",144163654,144163654,1,"*","cg02885771","LTV1",0.758544688378343,0.424082363444045,0.334462324934298,7.87979645119066e-11,1.22345922983373e-09,"Hypermethylated in Primary Tumor"
"cg02899772","chr16",84002599,84002599,1,"*","cg02899772","NECAB2",0.239861085992006,0.0281977273589904,0.211663358633016,3.53793074738413e-12,9.37718138915495e-11,"Hypermethylated in Primary Tumor"
"cg02909790","chr6",26271587,26271587,1,"*","cg02909790","HIST1H3G",0.351414692939011,0.127628621987169,0.223786070951842,0.030342419735118,0.0466196804345955,"Hypermethylated in Primary Tumor"
"cg02912041","chr3",190167563,190167563,1,"*","cg02912041","TMEM207",0.563600715692938,0.803782947316631,-0.240182231623693,5.36223417508406e-05,0.00014817340087142,"Hypomethylated in Primary Tumor"
"cg02916816","chr14",24047021,24047021,1,"*","cg02916816","JPH4",0.344251468843574,0.0988060095358402,0.245445459307734,1.61910073626277e-08,1.13176296888811e-07,"Hypermethylated in Primary Tumor"
"cg02919422","chr8",55370544,55370544,1,"*","cg02919422","SOX17",0.611773755563798,0.218132360030376,0.393641395533422,3.21538255065124e-16,1.31554200850153e-13,"Hypermethylated in Primary Tumor"
"cg02927346","chr17",34059260,34059260,1,"*","cg02927346","RASL10B",0.305601871793477,0.0946039130479239,0.210997958745553,1.73603325336601e-11,3.43984988259304e-10,"Hypermethylated in Primary Tumor"
"cg02930996","chr18",29265842,29265842,1,"*","cg02930996","B4GALT6",0.295875761005679,0.0474746908127632,0.248401070192916,1.89845325133338e-07,9.52779088868116e-07,"Hypermethylated in Primary Tumor"
"cg02936263","chr17",32596886,32596886,1,"*","cg02936263","CCL7",0.642900619548514,0.901150779108186,-0.258250159559672,1.03781842466655e-12,3.50539899389997e-11,"Hypomethylated in Primary Tumor"
"cg02946850","chr7",126882944,126882944,1,"*","cg02946850","GRM8",0.478701161819075,0.815636265588306,-0.336935103769231,2.1927431586922e-12,6.30106002833886e-11,"Hypomethylated in Primary Tumor"
"cg02983451","chr2",10183013,10183013,1,"*","cg02983451","KLF11",0.351660006303706,0.0656369324220423,0.286023073881664,1.33323369515951e-05,4.18742812188047e-05,"Hypermethylated in Primary Tumor"
"cg02989940","chr16",31539234,31539234,1,"*","cg02989940","AHSP",0.36947476651625,0.808037593418698,-0.438562826902448,6.61171263897474e-16,1.86194092554327e-13,"Hypomethylated in Primary Tumor"
"cg02992596","chr4",155702220,155702220,1,"*","cg02992596","RBM46",0.520591194015995,0.785225892896907,-0.264634698880912,8.54547681964803e-11,1.30169741223699e-09,"Hypomethylated in Primary Tumor"
"cg02994956","chr22",29876534,29876534,1,"*","cg02994956","NEFH",0.58688897678819,0.260691399769157,0.326197577019033,9.27084763240632e-14,5.3692268974417e-12,"Hypermethylated in Primary Tumor"
"cg02994974","chr11",13984544,13984544,1,"*","cg02994974","SPON1",0.316837295547693,0.0506458779341669,0.266191417613527,1.7360536279766e-12,5.2218360727216e-11,"Hypermethylated in Primary Tumor"
"cg03001305","chr17",40439492,40439492,1,"*","cg03001305","STAT5A",0.406307805748962,0.0856993392864799,0.320608466462482,5.24152931304821e-11,8.61944626961045e-10,"Hypermethylated in Primary Tumor"
"cg03003745","chr19",42948167,42948167,1,"*","cg03003745","CXCL17",0.266784337962268,0.571210633871421,-0.304426295909153,3.32065158021764e-14,2.3674354256558e-12,"Hypomethylated in Primary Tumor"
"cg03019000","chr3",51704351,51704351,1,"*","cg03019000","TEX264",0.444556544409299,0.676638911222106,-0.232082366812807,7.80239360686532e-10,8.42262221222179e-09,"Hypomethylated in Primary Tumor"
"cg03064067","chr12",85306916,85306916,1,"*","cg03064067","SLC6A15",0.409877828996566,0.151993575681216,0.25788425331535,8.16291915493714e-05,0.000216432159163915,"Hypermethylated in Primary Tumor"
"cg03104936","chr7",50849168,50849168,1,"*","cg03104936","GRB10",0.640025843538661,0.423390369826493,0.216635473712168,8.21008493905117e-07,3.4833334009771e-06,"Hypermethylated in Primary Tumor"
"cg03109316","chr3",113957903,113957903,1,"*","cg03109316","ZNF80",0.471296796553594,0.905744865568621,-0.434448069015027,9.53296487783913e-16,2.25113303473903e-13,"Hypomethylated in Primary Tumor"
"cg03127334","chr21",40033634,40033634,1,"*","cg03127334","ERG",0.44070659166677,0.0839976262973613,0.356708965369409,6.94640340636071e-07,3.00029759091067e-06,"Hypermethylated in Primary Tumor"
"cg03143849","chr11",2904951,2904951,1,"*","cg03143849","CDKN1C",0.565400199365203,0.217369671728088,0.348030527637115,1.22257900465257e-11,2.59354824819377e-10,"Hypermethylated in Primary Tumor"
