Hybridization REF	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05
cg00503840	0.586099433822456	DLX5	7	96650509
cg00504595	0.114576582387251	TNFRSF19	13	24144985
cg00509616	0.203286106030638	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0289251885870378	C6orf211;RMND1	6	151772946
cg00510956	0.937888066185653	KHDRBS1	1	32478440
cg00511475	0.317921539709679	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0173586997548369	SLC18A2	10	119000991
cg00512374	0.0248896861536623	IGFBP4	17	38599682
cg00513220	0.026690916585266	MOSC2	1	220922123
cg00513467	0.0254256582445644	KLHL9	9	21335551
cg00514407	0.360454081147046	SERPINE2	2	224904626
cg00514895	0.0200472974229336	CPZ	4	8594413
cg00515905	0.955678194909162	EPS8L3	1	110306507
cg00516481	0.387789330731471	PDE9A	21	44073202
cg00518911	0.697167071563642	NA	NA	0
cg00518989	0.018283271985975	LIMK2	22	31608519
cg00519208	0.879586347865471	EVI5	1	93258319
cg00519627	0.0119116530779324	CORO7	16	4466650
cg00520135	0.865109522072762	TPM1	15	63333846
cg00520708	0.0447155301753855	C5orf24	5	134181266
cg00521434	0.894269486688998	GPR61	1	110081965
cg00521598	0.0439300838919462	MYCBP	1	39339413
cg00522034	0.00800788837492436	CBLB	3	105587721
cg00522316	0.0263011116645306	KHSRP	19	6425042
cg00524288	0.0227596028076714	UPP1	7	48128452
cg00528052	0.0122352052532583	KDM5B	1	202777295
cg00528967	0.00875583885478104	STK24	13	99228955
cg00532335	0.512619047871757	LGI1	10	95516861
cg00532890	0.0154792091953329	PBX1	1	164528682
cg00534274	0.0780718568998622	SLC7A11	4	139163341
cg00534856	0.863802801512394	NA	NA	0
cg00536175	0.94947763932728	GATA1	X	48645024
cg00537910	0.874955602701462	ATG9A;ABCB6	2	220084611
cg00539322	0.825121180325263	SAG	2	234216360
cg00539716	0.0771516930970026	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0564518592267563	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0270939267020249	NA	NA	0
cg00544557	0.915773414930923	DSCR10	21	39578742
cg00545573	0.0848295679718254	TAOK3	12	118810436
cg00546491	0.453725471316651	PDE1C	7	32111062
cg00546897	0.403607813393755	LOC284837	21	45232232
cg00547018	0.183536672072374	ALG1	16	5121709
cg00547789	0.390586052251453	RAB39B	X	154493750
cg00547829	0.0196717929045713	TUBD1;RPS6KB1	17	57970161
cg00548060	0.661170315207591	NPL	1	182761905
cg00548268	0.640215957395624	NPTX2	7	98245830
cg00550617	0.361926651938357	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.715790755968482	NR1H3	11	47281370
cg00554682	0.0395740832794134	ZNF804A	2	185463132
cg00554702	0.0647526022961135	CHEK1	11	125496645
cg00556408	0.82157662646265	TMPRSS6	22	37500588
cg00557354	0.0759684375451969	ARHGEF7	13	111767899
cg00559473	0.0440217656664927	AAAS	12	53715592
cg00560119	0.0226413293125287	STXBP1	9	130374109
cg00563229	0.0160410436893176	XKR8	1	28286146
cg00563845	0.117811918834759	PXK	3	58318305
cg00563926	0.260567628312878	TGFBR3	1	92352481
cg00563932	0.790330722223679	PTGDS	9	139871049
cg00564163	0.703464199151646	STEAP4	7	87935979
cg00565075	0.0674619441045648	MIR659;EIF3L	22	38244893
cg00565688	0.208634403692305	TP73	1	3568212
cg00566759	0.0177106610629367	DSC2	18	28682345
cg00567479	0.0291974148480646	FARP2	2	242295999
cg00567749	0.0303528135727373	VCAN	5	82767908
cg00568128	0.117594518783045	MIR2110;C10orf118	10	115934100
cg00568792	0.0478659075530649	STT3A	11	125462554
cg00569620	0.022490424294576	ABHD10	3	111697653
cg00571634	0.154832116879208	WDR5B	3	122134820
cg00572797	0.982169817371284	NA	NA	0
cg00573606	0.581227136847079	COL6A3	2	238322680
cg00575744	0.0510512910474124	HLA-DMB	6	32908642
cg00576250	0.0924957355439552		20	45087765
cg00577167	0.5	ALDOB	9	104197675
cg00577464	0.0193163977758719	SHH	7	155604780
cg00578575	0.0485988144786009	NA	NA	0
cg00579393	0.861380473149678	REG1B	2	79316004
cg00579402	0.848096566748007	FUT6	19	5838999
cg00581156	0.0122821741549342	DIMT1L	5	61699416
cg00582372	0.72823126490464	NA	NA	0
cg00582628	0.0482881995772706	RGS20	8	54764515
cg00584022	0.0171047785009505	KRAS	12	25403167
cg00585790	0.59235129366959	LIMS1	2	109204845
cg00585846	0.0280070606778491	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0735624984107426	CDKAL1	6	20534671
cg00587613	0.537913044316585	GPR152	11	67220223
cg00592315	0.859189557741904	C14orf86;FAM181A	14	94384611
cg00594118	0.120124214201877	COBRA1	9	140150000
cg00594952	0.831985522661315	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.538833959839264	MYO1C	17	1395880
cg00598858	0.0150009787735176	PRKCSH;CCDC151	19	11545966
cg00600110	0.970548585011541	FAM9A	X	8769528
cg00600684	0.947357986377041	WDR11	10	122610158
cg00601486	0.964735678073894	H1FNT	12	48723148
cg00602891	0.0287667546834359	C17orf62	17	80408864
cg00603172	0.689053329779136	NA	NA	0
cg00605270	0.0209122863398316	SMPDL3B	1	28261552
cg00609097	0.0134111872188089	TESK2	1	45956974
cg00611397	0.944731030346978	GTPBP5	20	60768026
cg00612467	0.0477547648495215	HADH	4	108911077
cg00613255	0.861243215680111	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0366566247972436	RBM9	22	36236649
cg00615915	0.165768653751539	SERPINB8	18	61637299
cg00616129	0.031419097985088	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0103446539907511	NCL	2	232329096
cg00617305	0.0160855028735021	SHISA4	1	201857940
cg00618396	0.566005404425286	VBP1	X	154444551
cg00619207	0.434780418840141	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0281778784541508	CENPF	1	214776904
cg00620629	0.017281408478405	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.104245057727414	ODF3L1	15	76016335
cg00622677	0.0321418366104037	TSPAN5	4	99579248
cg00623593	0.891735524673093	DOCK1	10	128767610
cg00625425	0.802108563384555	KANK4	1	62785512
cg00625653	0.0245533734866003	WNT7A	3	13921227
cg00626119	0.744114406923774	SH2D2A;NTRK1	1	156785288
cg00626466	0.295400824644759	GNS	12	65153982
cg00627233	0.314163827399094	NA	NA	0
cg00627286	0.0566186648818752	NA	NA	0
cg00629217	0.676762242507365	LNX1	4	54425349
cg00629585	0.111553103185746	GFI1B	9	135853992
cg00630164	0.0380942708619352	KCNQ4	1	41250062
cg00630249	0.0131278014182128	CYB561D1	1	110036889
cg00630583	0.0131788492368709	PXMP2;POLE	12	133264314
cg00631230	0.0182967918145505	VPS33A	12	122750916
cg00633969	0.934744872357545	PARP9;DTX3L	3	122284550
cg00634577	0.0721628734019218	NA	NA	0
cg00635481	0.00945324399913194	ZNF76	6	35226917
cg00636639	0.0211538822595307	RBM18;MRRF	9	125027249
cg00638514	0.0173948688755028	OTOP3	17	72932048
cg00642303	0.0114403873053895	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.880676100483912		7	100544704
cg00645224	0.0159422768209768	NA	NA	0
cg00645579	0.664902926168447	IRF7;MUPCDH	11	617140
cg00645922	0.0110062522156758	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.057840668146325	ARSD	X	2847561
cg00646492	0.0722425376353992	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0288893175634506	SLC17A5	6	74364149
cg00648883	0.384279255294663	EEF1DP3	13	32524761
cg00650762	0.00819461788541695	EPHB2	1	23037368
cg00650876	0.00985903819804779	YBX1	1	43148058
cg00651216	0.0569004635541133	HSP90AB1	6	44213720
cg00653387	0.0856511774468008	PTN	7	137028535
cg00654814	0.0936518682474991	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0279415215367007	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0267642931886268	PPARD	6	35310123
cg00657582	0.0287073675323674	CHD8	14	21904906
cg00658007	0.615869150652375	RD3	1	211666129
cg00658626	0.29156690381867	CCDC63	12	111284979
cg00659129	0.912317466881069	ASAP1	8	131414614
cg00659953	0.00880639028825414	FAM173A	16	770731
cg00660989	0.0652638335316914	KLHL28;FAM179B	14	45432516
cg00661202	0.00928499497442127	TMEM43;CHCHD4	3	14166502
cg00661485	0.683634765339377	FOXI1	5	169533372
cg00662556	0.183758052964869	GALR1	18	74963364
cg00662775	0.650653594976907	NA	NA	0
cg00665395	0.0151430855932322	TTLL4	2	219575490
cg00666446	0.0435210606486039	ZNF670	1	247242273
cg00666746	0.164150444762264	SYDE1	19	15217781
cg00668685	0.851902035002168	SLC39A5	12	56624552
cg00669623	0.0194040818079369	CDK11B;CDK11A	1	1655867
cg00669856	0.0677431392488098	SPRY1	4	124317779
cg00671161	0.00955331127305053	ALG11;ATP7B	13	52586367
cg00672638	0.0918217974500399	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.213619212929387	DOPEY2	21	37536923
cg00674922	0.0111782560391225	NA	NA	0
cg00676660	0.0228510912042063	ADAMTS9	3	64672609
cg00677811	0.0218991596925538	CCM2	7	45040321
cg00678539	0.258615924066559	MNS1	15	56757625
cg00679556	0.57845508141219	TRIM31	6	30080782
cg00679738	0.0167980628464131	FAM89A	1	231175246
cg00682653	0.0143426136651836	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0143239796920166	PPFIA2	12	82153256
cg00686022	0.895903801480225	C12orf40	12	40020078
cg00686623	0.017122842469464	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0220219051676789	NDRG4	16	58497236
cg00688421	0.024561449171346	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.164913129710654	RTKN	2	74668672
cg00690049	0.49797510829813	MAGED2	X	54834244
cg00690280	0.731738423476028	WFDC10B;WFDC13	20	44332733
cg00690893	0.0431976548325176	NA	NA	0
cg00691625	0.847102759203646	NR5A1	9	127269807
cg00691822	0.36855577025273	NA	NA	0
cg00692549	0.052576323176433	TARDBP	1	11072455
cg00693307	0.925522749358283	NA	NA	0
cg00695416	0.0225604353467252	CBR1	21	37442476
cg00696900	0.0155469260668357	NA	NA	0
cg00698688	0.485820083595291	SULT2B1	19	49055432
cg00702231	0.723428129398594	PLAGL1;HYMAI	6	144329473
cg00702729	0.960591936532319	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0318713246321708	KCTD15	19	34288103
cg00704909	0.0189594124918572	COPB1	11	14521319
cg00705255	0.281203509531571	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0347008799890317	NMNAT2	1	183387564
cg00708598	0.481646184077544	LECT1	13	53313895
cg00708642	0.0267916573840612	EIF5	14	103800518
cg00711916	0.0412030480998822	CNNM4	2	97426274
cg00712898	0.0111059462685248	PRPF38B	1	109235208
cg00714377	0.467060622210003	SLA2	20	35274715
cg00717862	0.0225632837194032	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0143375509672406	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.339990704445354		2	89215272
cg00718748	0.0164114695428812	ZNF624	17	16556871
cg00720072	0.0170362028334113	MARCH5;CPEB3	10	94051159
cg00720137	0.0108390197337259	DYNLRB2	16	80575018
cg00720723	0.0253086613984279	NOP58	2	203130645
cg00722300	0.747264737822898	RLN3	19	14138639
cg00724662	0.0481468169605477	NXF1	11	62573193
cg00725143	0.0146111848683271	NA	NA	0
cg00725635	0.0478023128864544	B3GALT2;CDC73	1	193155806
cg00725777	0.826205002865347	NGFRAP1	X	102630411
cg00727590	0.34410624773656	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0617752103506396	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0177849791141144	C6orf27	6	31744927
cg00729275	0.506192480851904	AQP4;C18orf16	18	24445134
cg00729541	0.0168751366267716	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0920218214843625	PALMD	1	100111713
cg00730260	0.943140890092114	C12orf67	12	24736888
cg00731459	0.0143252449571775	HDAC4	2	240323091
cg00733682	0.0100518819196349	ZNF44	19	12405568
cg00734993	0.0124525278336362	MTCH1	6	36953694
cg00736326	0.022209343637406	ARPC1A	7	98923878
cg00737514	0.0161083796867366	TBC1D1	4	37893313
cg00739120	0.525380275262364	GAPDHS;TMEM147	19	36035875
cg00741717	0.818648436129336	TLR8;LOC349408	X	12924184
cg00743372	0.0189085068359739	ZNF192	6	28109648
cg00744433	0.362624517335369	CXADR	21	18884067
cg00745543	0.957194203904904	H1FNT	12	48722754
cg00745735	0.700730027233398	MYPN	10	69868860
cg00746083	0.0154180026689296	CHD8	14	21905454
cg00746130	0.0340056832857889	BAT5	6	31671271
cg00746981	0.108738295793919	HDGF	1	156721141
cg00747849	0.224762207287159	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0102253950160519	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.893835775806149	FAM83E;SPACA4	19	49109288
cg00755043	0.0169237964579887	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0130469159264552	DZIP1	13	96296844
cg00756887	0.405895702009974	PVRL4	1	161059654
cg00757070	0.353760413607153	UPK2	11	118827082
cg00757952	0.771190631842782	CRYBB1	22	27014415
cg00761755	0.00767829196646657	SLC43A2	17	1531579
cg00762512	0.0199523631916431	RPL9;LIAS	4	39460606
cg00763679	0.030619292393335	SEPT2;HDLBP	2	242254198
cg00763889	0.940987049566574	HRASLS2	11	63330544
cg00766729	0.0103176756905594	ZNF784	19	56136136
cg00766889	0.0140447100801025	SEPHS1	10	13390384
cg00767581	0.878453918172261	HOXD4;MIR10B	2	177015125
cg00768439	0.0447480041275223	FAM133A;NAP1L3	X	92928711
cg00769470	0.670483706007874	DEFB129	20	207338
cg00769520	0.0136463539240741	ST8SIA1	12	22488465
cg00770279	0.01278838078011	CDKN2D	19	10679308
cg00770871	0.011677600432742	TULP3	12	2999840
cg00772000	0.0920776727204476	NHLRC1	6	18123049
cg00775197	0.0545179739921805	TCTE1	6	44265054
cg00777121	0.611117442921643	RASSF1	3	50378191
cg00777555	0.0117880058048642	ARF4	3	57583074
cg00778920	0.0245137804384036	PRPF19	11	60674370
cg00779924	0.174035480062837	FLJ45983	10	8094641
cg00782174	0.0272586501487491	SLC1A5	19	47291626
cg00782854	0.0161942253559047	BCL2L1	20	30310858
cg00783759	0.0129105540610715	LARP1B	4	128983441
cg00784357	0.0136276124284495	RAC1	7	6413877
cg00791249	0.0487667859353474	FDX1L	19	10426722
cg00792687	0.0134726636133778	C8orf41	8	33370099
cg00792740	0.0358096770957685	UBE3A	15	25684488
cg00792849	0.356033477776786	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0121451579789834	TRIM8	10	104403707
cg00795268	0.951277026508056	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0167415201159618	FUT4	11	94276898
cg00798206	0.0361798036788933	OXSR1	3	38207110
cg00799727	0.868916900750161	NA	NA	0
cg00800095	0.913715949806228	PNMA3	X	152224090
cg00804048	0.0414862970173761	EIF5A	17	7210539
cg00804392	0.584623134040656	RHOH	4	40198595
cg00806490	0.34516567062132	CDH13	16	82660873
cg00807586	0.302909119596124	DLEC1	3	38080790
cg00808492	0.922967280233343	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0577836757990116	RPF1	1	84944867
cg00811081	0.0321613450647151	RPAP3	12	48099724
cg00812502	0.0135423364664501	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00724550393435141	UQCRFS1	19	29704028
cg00815583	0.0311827608903885	FBXO16	8	28348123
cg00815605	0.0658323844851046	NA	NA	0
cg00816620	0.0691991932090549	C1orf25;C1orf26	1	185127501
cg00818693	0.037241175469524	TTC14	3	180319964
cg00818872	0.0304801127890469	CHRNB2	1	154540271
cg00819310	0.863106351073603	VANGL1	1	116193783
cg00819362	0.629073694331295	CLIP3	19	36524208
cg00819696	0.00969723401827097	TIMELESS	12	56843016
cg00821764	0.00901570559479793	UMPS	3	124449680
cg00822607	0.0715667333114809	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.018438794387627	CHD4	12	6716566
cg00825031	0.0133252425316207	VPS37A;CNOT7	8	17104503
cg00826384	0.0315500070395802	PTPRZ1	7	121513065
cg00827369	0.0181061988012152	EIF4H	7	73588253
cg00828602	0.0398947114292569	WNT5A	3	55520834
cg00830029	0.311459245786703	NRIP2	12	2943902
cg00830393	0.0249060953426023	LRIG1	3	66552063
cg00831028	0.0443112156522464	C20orf43	20	55043745
cg00832517	0.0352906581855137	C14orf126	14	31926792
cg00832994	0.0195335629138861	NA	NA	0
cg00833393	0.013405937262114	TLN1;CREB3	9	35731638
cg00833777	0.825221585546008	ITGAM	16	31271642
cg00834796	0.0353220787572448	JAKMIP2	5	147161924
cg00834958	0.0322190758332373	TSC22D4	7	100077147
cg00836605	0.0106910117714732	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0253505092099255	MITF	3	69788442
cg00839584	0.287308464740494	IL1A	2	113542091
cg00839802	0.0410246796473328	MAN1A1	6	119671238
cg00840403	0.0565740992147793	CHST4	16	71560205
cg00840516	0.730275158385985	HYAL2	3	50360097
cg00841581	0.0164826933635401	STAG1	3	136471162
cg00842351	0.0911433129499665	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.263742343058606	DLG2	11	84634126
cg00848394	0.0180534967972187	WDR51A	3	52188768
cg00848397	0.0189706101837991	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.431988645637713	DAB1	1	58716018
cg00849368	0.0222339969205897	ARSK;TTC37	5	94890411
cg00850538	0.490244937713633	CRIM1	2	36582038
cg00852964	0.814038095373962	VNN1	6	133035150
cg00853068	0.228189541211537	FMNL1	17	43298592
cg00854637	0.0633165367524865	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0269971120812302	SKP1	5	133512930
cg00856375	0.0205470140152433	PSMD14	2	162164676
cg00858899	0.034232016487918	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.778592413065217	CYB5R2	11	7694524
cg00861635	0.0183262545455459	ZNF200	16	3285425
cg00862041	0.576258611636532	GPRASP2	X	101967017
cg00862290	0.891964724103176	KCNMB3	3	178984973
cg00862770	0.0152196375306639	FKBP5	6	35655764
cg00864867	0.0193986630498979	PAWR	12	80085268
cg00870662	0.0233423151907251	PARD6G	18	78005665
cg00871453	0.0217475379447682	WDR67	8	124084640
cg00873037	0.0314840103553259	NEIL2	8	11626984
cg00873937	0.0233235263713872	ATOH7	10	69991564
cg00874863	0.793123571428497	LHFPL1	X	111924370
cg00875272	0.287641596550771	TAL1	1	47695321
cg00876704	0.0195499159883749	PKN1	19	14544684
cg00877887	0.0183558727516137	DUOXA2;DUOX2	15	45406654
cg00877964	0.0133974249613682	SLC1A4	2	65215638
cg00881086	0.024153775795237	NCRNA00119;NPHP3	3	132441942
cg00881370	0.960171747325606	LOC55908;DOCK6	19	11348439
cg00882451	0.951072240828787	ZP2	16	21222863
cg00882832	0.0254753420147776	SPRY1	4	124317983
cg00884221	0.0295692320634127	IGFBP7	4	57976915
cg00884529	0.0836798680474919	BZW2;ANKMY2	7	16685823
cg00885506	0.0406575032080337	WDR31	9	116102792
cg00886554	0.0260788068261839	NMU	4	56502598
cg00887101	0.10960112900061	INTS5	11	62420578
cg00887547	0.02073427787874	TAOK3	12	118811020
cg00887700	0.0187017828897765	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0129206895425327	CCND2	12	4382184
cg00888479	0.188500077670172	SLC24A3	20	19193824
cg00888561	0.0211925358254569	WDFY2	13	52157910
cg00890257	0.0199515810797793	DEGS2	14	100625756
cg00891278	0.675337134856192	CCDC37	3	126113784
cg00891541	0.707641782933467	SMPD3	16	68481487
cg00892393	0.825504342548546	C16orf73	16	1911525
cg00892798	0.157090257282642	NGFR	17	47572909
cg00893242	0.0324292507353699	SND1	7	127291580
cg00893636	0.0171716824881213	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0197241346034046	RPL7L1	6	42847415
cg00894577	0.645766633329981	NA	NA	0
cg00895324	0.861000342302335	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0217120617735235	LACE1	6	108616288
cg00899086	0.0220025810624403	SEPT11	4	77871294
cg00899641	0.0187706686869711	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0370119287700906	YBX2	17	7197375
cg00901652	0.0288048690117445	CTR9	11	10772434
cg00901683	0.0163025224775826	PTCD1;CPSF4	7	99036756
cg00901704	0.0267720201588749	SLC25A19	17	73285325
cg00901766	0.0233590484966462	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0749045315051861	CHL1	3	238161
cg00903375	0.0115044709329624	SBDS;TYW1	7	66460591
cg00904483	0.970080266432532	MGMT	10	131354873
cg00904574	0.0181194171621353	PLK3	1	45265678
cg00905170	0.00850104033073832	RRS1	8	67341306
cg00906183	0.0213540225231705	HGS;ARL16	17	79650926
cg00908551	0.0543974698563968	FANCF	11	22646931
cg00910067	0.0886423255786178	SLC7A10	19	33717545
cg00910168	0.712939651034717	DHX37	12	125474021
cg00911351	0.560593581521079	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.91630039796252	PRPS1L1	7	18067463
cg00912191	0.0443540344585808	UBTD2	5	171709917
cg00912942	0.947101321496063	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0124306347241043	SHC1;CKS1B	1	154946946
cg00916199	0.0127354785451415	TMCO6	5	140019287
cg00916635	0.663251905654944	PTPN22	1	114414312
cg00917893	0.0196174249586004	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0236581976988565	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.277227392027814	XIAP	X	122993419
cg00922727	0.0260730148609429	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.153665873399194	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0398191205716131	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0204845547299133	FBXO28	1	224301953
cg00930194	0.603535138125565	PROP1	5	177423598
cg00930873	0.134050664433681	ALDH1A2	15	58357973
cg00931491	0.29505324234957	SULT1A2	16	28608288
cg00932276	0.274625892390755	EGFL6	X	13587976
