Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg00503840	0.553694468013598	DLX5	7	96650509
cg00504595	0.220238218529721	TNFRSF19	13	24144985
cg00509616	0.0233360499597331	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.437996058539461	C6orf211;RMND1	6	151772946
cg00510956	0.944395677186596	KHDRBS1	1	32478440
cg00511475	0.330714239214765	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0101962854231835	SLC18A2	10	119000991
cg00512374	0.0175537021702248	IGFBP4	17	38599682
cg00513220	0.0246923344091128	MOSC2	1	220922123
cg00513467	0.0236140045598202	KLHL9	9	21335551
cg00514407	0.109177885628595	SERPINE2	2	224904626
cg00514895	0.0199450219994545	CPZ	4	8594413
cg00515905	0.908467619573197	EPS8L3	1	110306507
cg00516481	0.120054367174105	PDE9A	21	44073202
cg00518911	0.889591853162024	NA	NA	0
cg00518989	0.0131805489363324	LIMK2	22	31608519
cg00519208	0.625054310618779	EVI5	1	93258319
cg00519627	0.00899805466253321	CORO7	16	4466650
cg00520135	0.662072263426574	TPM1	15	63333846
cg00520708	0.059979084837769	C5orf24	5	134181266
cg00521434	0.926640441452653	GPR61	1	110081965
cg00521598	0.0278812930040733	MYCBP	1	39339413
cg00522034	0.00720729479318793	CBLB	3	105587721
cg00522316	0.0573516468032849	KHSRP	19	6425042
cg00524288	0.0403341010445116	UPP1	7	48128452
cg00528052	0.00778191014918614	KDM5B	1	202777295
cg00528967	0.0101465840402882	STK24	13	99228955
cg00532335	0.544425751721237	LGI1	10	95516861
cg00532890	0.0239778001715347	PBX1	1	164528682
cg00534274	0.235888260588406	SLC7A11	4	139163341
cg00534856	0.839099120808817	NA	NA	0
cg00536175	0.911199181789117	GATA1	X	48645024
cg00537910	0.840617722282087	ATG9A;ABCB6	2	220084611
cg00539322	0.743225765761319	SAG	2	234216360
cg00539716	0.0345867125424011	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0364242911721504	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.231234561896564	NA	NA	0
cg00544557	0.837260513499286	DSCR10	21	39578742
cg00545573	0.0305841576133993	TAOK3	12	118810436
cg00546491	0.252758233697741	PDE1C	7	32111062
cg00546897	0.367730166957081	LOC284837	21	45232232
cg00547018	0.101720747220551	ALG1	16	5121709
cg00547789	0.134986808499862	RAB39B	X	154493750
cg00547829	0.0374640985505299	TUBD1;RPS6KB1	17	57970161
cg00548060	0.920382452302245	NPL	1	182761905
cg00548268	0.241384899116676	NPTX2	7	98245830
cg00550617	0.484334980679624	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.423795888705959	NR1H3	11	47281370
cg00554682	0.0201365474319775	ZNF804A	2	185463132
cg00554702	0.13834737163726	CHEK1	11	125496645
cg00556408	0.66873250522729	TMPRSS6	22	37500588
cg00557354	0.110359901917887	ARHGEF7	13	111767899
cg00559473	0.13789196314465	AAAS	12	53715592
cg00560119	0.0249808014985119	STXBP1	9	130374109
cg00563229	0.016236572611835	XKR8	1	28286146
cg00563845	0.0536568625114576	PXK	3	58318305
cg00563926	0.273391707554575	TGFBR3	1	92352481
cg00563932	0.726988961548607	PTGDS	9	139871049
cg00564163	0.0662274792181462	STEAP4	7	87935979
cg00565075	0.287315805278755	MIR659;EIF3L	22	38244893
cg00565688	0.0777348143183967	TP73	1	3568212
cg00566759	0.036129268911637	DSC2	18	28682345
cg00567479	0.0189624382788843	FARP2	2	242295999
cg00567749	0.119525300808419	VCAN	5	82767908
cg00568128	0.0635512237578854	MIR2110;C10orf118	10	115934100
cg00568792	0.0352895994829716	STT3A	11	125462554
cg00569620	0.0534617896437594	ABHD10	3	111697653
cg00571634	0.19206990702725	WDR5B	3	122134820
cg00572797	0.99068052735731	NA	NA	0
cg00573606	0.30952639911671	COL6A3	2	238322680
cg00575744	0.113378889840856	HLA-DMB	6	32908642
cg00576250	0.0818604469411233		20	45087765
cg00577167	0.600060952273265	ALDOB	9	104197675
cg00577464	0.0167415594468313	SHH	7	155604780
cg00578575	0.0508794696844495	NA	NA	0
cg00579393	0.896990287336877	REG1B	2	79316004
cg00579402	0.777449646430667	FUT6	19	5838999
cg00581156	0.0179816797925675	DIMT1L	5	61699416
cg00582372	0.560275702285593	NA	NA	0
cg00582628	0.129065991831059	RGS20	8	54764515
cg00584022	0.0176004052639999	KRAS	12	25403167
cg00585790	0.52080265717639	LIMS1	2	109204845
cg00585846	0.0120997179471227	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0677543592187467	CDKAL1	6	20534671
cg00587613	0.718068083654465	GPR152	11	67220223
cg00592315	0.883653510530072	C14orf86;FAM181A	14	94384611
cg00594118	0.192314726675524	COBRA1	9	140150000
cg00594952	0.346065551280956	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.252631710334153	MYO1C	17	1395880
cg00598858	0.0154697023614348	PRKCSH;CCDC151	19	11545966
cg00600110	0.978685608970345	FAM9A	X	8769528
cg00600684	0.943936007602582	WDR11	10	122610158
cg00601486	0.955470661394876	H1FNT	12	48723148
cg00602891	0.0403647739849045	C17orf62	17	80408864
cg00603172	0.609746014596768	NA	NA	0
cg00605270	0.0197546744293324	SMPDL3B	1	28261552
cg00609097	0.0124013087380083	TESK2	1	45956974
cg00611397	0.936570630316957	GTPBP5	20	60768026
cg00612467	0.0247638232199991	HADH	4	108911077
cg00613255	0.814655351389095	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0332431783833643	RBM9	22	36236649
cg00615915	0.122983704958223	SERPINB8	18	61637299
cg00616129	0.0777683237994099	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0119429061048916	NCL	2	232329096
cg00617305	0.0126468819424768	SHISA4	1	201857940
cg00618396	0.468115333117376	VBP1	X	154444551
cg00619207	0.726238998276149	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0479873127962718	CENPF	1	214776904
cg00620629	0.0191918585398259	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0824604085000711	ODF3L1	15	76016335
cg00622677	0.108245103276386	TSPAN5	4	99579248
cg00623593	0.916622518931306	DOCK1	10	128767610
cg00625425	0.787734163787754	KANK4	1	62785512
cg00625653	0.0182740225224064	WNT7A	3	13921227
cg00626119	0.430935818091384	SH2D2A;NTRK1	1	156785288
cg00626466	0.547417293470157	GNS	12	65153982
cg00627233	0.78875944103054	NA	NA	0
cg00627286	0.0556965020339812	NA	NA	0
cg00629217	0.838843948387318	LNX1	4	54425349
cg00629585	0.18907969736906	GFI1B	9	135853992
cg00630164	0.0252719816313072	KCNQ4	1	41250062
cg00630249	0.0113702835969283	CYB561D1	1	110036889
cg00630583	0.019036926577389	PXMP2;POLE	12	133264314
cg00631230	0.0157982769080186	VPS33A	12	122750916
cg00633969	0.939894634679337	PARP9;DTX3L	3	122284550
cg00634577	0.0599703951223178	NA	NA	0
cg00635481	0.0297119166671485	ZNF76	6	35226917
cg00636639	0.011668814685845	RBM18;MRRF	9	125027249
cg00638514	0.0173965160168759	OTOP3	17	72932048
cg00642303	0.0144517629612954	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.860171749401371		7	100544704
cg00645224	0.0157269477655503	NA	NA	0
cg00645579	0.75456494308615	IRF7;MUPCDH	11	617140
cg00645922	0.0634470587716096	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0473275548794646	ARSD	X	2847561
cg00646492	0.0385474614717075	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0658659266381123	SLC17A5	6	74364149
cg00648883	0.433106341215339	EEF1DP3	13	32524761
cg00650762	0.00770676414720237	EPHB2	1	23037368
cg00650876	0.0140085729120705	YBX1	1	43148058
cg00651216	0.0498524566719063	HSP90AB1	6	44213720
cg00653387	0.0180563821391872	PTN	7	137028535
cg00654814	0.104140464229031	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.024692077810308	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0285985162400057	PPARD	6	35310123
cg00657582	0.0339200406927269	CHD8	14	21904906
cg00658007	0.301124693198912	RD3	1	211666129
cg00658626	0.0500335445235848	CCDC63	12	111284979
cg00659129	0.925201304228691	ASAP1	8	131414614
cg00659953	0.0096673870893072	FAM173A	16	770731
cg00660989	0.159026998165927	KLHL28;FAM179B	14	45432516
cg00661202	0.0142372459296286	TMEM43;CHCHD4	3	14166502
cg00661485	0.786933013630849	FOXI1	5	169533372
cg00662556	0.0986107207247021	GALR1	18	74963364
cg00662775	0.395637303129284	NA	NA	0
cg00665395	0.0582112967112043	TTLL4	2	219575490
cg00666446	0.0280854083290252	ZNF670	1	247242273
cg00666746	0.0547667455439592	SYDE1	19	15217781
cg00668685	0.903262770622119	SLC39A5	12	56624552
cg00669623	0.134942217089699	CDK11B;CDK11A	1	1655867
cg00669856	0.0559555195450807	SPRY1	4	124317779
cg00671161	0.00957175207401025	ALG11;ATP7B	13	52586367
cg00672638	0.0610787871709187	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.272058375228745	DOPEY2	21	37536923
cg00674922	0.21064479430876	NA	NA	0
cg00676660	0.0254467641867782	ADAMTS9	3	64672609
cg00677811	0.0175089700190186	CCM2	7	45040321
cg00678539	0.221891980816311	MNS1	15	56757625
cg00679556	0.624554748145249	TRIM31	6	30080782
cg00679738	0.0250681682757881	FAM89A	1	231175246
cg00682653	0.0348427882875992	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0242930886992597	PPFIA2	12	82153256
cg00686022	0.910218674771573	C12orf40	12	40020078
cg00686623	0.0185033096031777	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0341063239918913	NDRG4	16	58497236
cg00688421	0.0792665869677088	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.248923899505998	RTKN	2	74668672
cg00690049	0.479969660917356	MAGED2	X	54834244
cg00690280	0.722105405340906	WFDC10B;WFDC13	20	44332733
cg00690893	0.0492206656284332	NA	NA	0
cg00691625	0.691140216762903	NR5A1	9	127269807
cg00691822	0.405725881008603	NA	NA	0
cg00692549	0.0565447355426867	TARDBP	1	11072455
cg00693307	0.83933623659179	NA	NA	0
cg00695416	0.0221879447213623	CBR1	21	37442476
cg00696900	0.0101228658962392	NA	NA	0
cg00698688	0.652882307874422	SULT2B1	19	49055432
cg00702231	0.716833736442249	PLAGL1;HYMAI	6	144329473
cg00702729	0.953416817404969	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0170675581683751	KCTD15	19	34288103
cg00704909	0.017919093225515	COPB1	11	14521319
cg00705255	0.410710997662665	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0105019741190838	NMNAT2	1	183387564
cg00708598	0.254456865520797	LECT1	13	53313895
cg00708642	0.018688165076845	EIF5	14	103800518
cg00711916	0.0992461159865013	CNNM4	2	97426274
cg00712898	0.00766357851410117	PRPF38B	1	109235208
cg00714377	0.171029975694445	SLA2	20	35274715
cg00717862	0.0216302223032688	TBCCD1;DNAJB11	3	186288771
cg00718440	0.137127767665897	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.607375361535686		2	89215272
cg00718748	0.0245907279225249	ZNF624	17	16556871
cg00720072	0.0219628838401151	MARCH5;CPEB3	10	94051159
cg00720137	0.0188667655378992	DYNLRB2	16	80575018
cg00720723	0.0221449153987506	NOP58	2	203130645
cg00722300	0.742850517946094	RLN3	19	14138639
cg00724662	0.0394124322403122	NXF1	11	62573193
cg00725143	0.0106118219508993	NA	NA	0
cg00725635	0.0346404401877144	B3GALT2;CDC73	1	193155806
cg00725777	0.787929499105442	NGFRAP1	X	102630411
cg00727590	0.172066868387542	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.10117530739001	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0125935676976298	C6orf27	6	31744927
cg00729275	0.539653658857755	AQP4;C18orf16	18	24445134
cg00729541	0.0361790831851622	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.037176351892423	PALMD	1	100111713
cg00730260	0.940869924947514	C12orf67	12	24736888
cg00731459	0.0129909417750223	HDAC4	2	240323091
cg00733682	0.0173380214075765	ZNF44	19	12405568
cg00734993	0.0346674586977694	MTCH1	6	36953694
cg00736326	0.0183044727929602	ARPC1A	7	98923878
cg00737514	0.0243945848026564	TBC1D1	4	37893313
cg00739120	0.172860799055077	GAPDHS;TMEM147	19	36035875
cg00741717	0.824872447480457	TLR8;LOC349408	X	12924184
cg00743372	0.00940703555783583	ZNF192	6	28109648
cg00744433	0.843485096959724	CXADR	21	18884067
cg00745543	0.959631445541942	H1FNT	12	48722754
cg00745735	0.782852339106707	MYPN	10	69868860
cg00746083	0.014585642465354	CHD8	14	21905454
cg00746130	0.0391734709825571	BAT5	6	31671271
cg00746981	0.084812532116772	HDGF	1	156721141
cg00747849	0.163737162812518	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0142191800736445	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.564273597278803	FAM83E;SPACA4	19	49109288
cg00755043	0.0175202768470014	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.008186084505636	DZIP1	13	96296844
cg00756887	0.743609945936858	PVRL4	1	161059654
cg00757070	0.444221271957966	UPK2	11	118827082
cg00757952	0.783322028757313	CRYBB1	22	27014415
cg00761755	0.0130105609931113	SLC43A2	17	1531579
cg00762512	0.0326468774676863	RPL9;LIAS	4	39460606
cg00763679	0.0258318950950437	SEPT2;HDLBP	2	242254198
cg00763889	0.813334874907283	HRASLS2	11	63330544
cg00766729	0.030463231224581	ZNF784	19	56136136
cg00766889	0.0214099969099018	SEPHS1	10	13390384
cg00767581	0.835409104254274	HOXD4;MIR10B	2	177015125
cg00768439	0.239623520372878	FAM133A;NAP1L3	X	92928711
cg00769470	0.937086888270885	DEFB129	20	207338
cg00769520	0.0121355150363238	ST8SIA1	12	22488465
cg00770279	0.00992736998257009	CDKN2D	19	10679308
cg00770871	0.0100085953267404	TULP3	12	2999840
cg00772000	0.169907746979685	NHLRC1	6	18123049
cg00775197	0.01756054125343	TCTE1	6	44265054
cg00777121	0.0409166715831288	RASSF1	3	50378191
cg00777555	0.0127532904529344	ARF4	3	57583074
cg00778920	0.0363564790131654	PRPF19	11	60674370
cg00779924	0.0893477090835724	FLJ45983	10	8094641
cg00782174	0.0293144171772918	SLC1A5	19	47291626
cg00782854	0.0172568963527495	BCL2L1	20	30310858
cg00783759	0.0103741575426693	LARP1B	4	128983441
cg00784357	0.0133757171456914	RAC1	7	6413877
cg00791249	0.0591856930980116	FDX1L	19	10426722
cg00792687	0.0248512317119484	C8orf41	8	33370099
cg00792740	0.0277114128461748	UBE3A	15	25684488
cg00792849	0.050856636167042	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00754639015651757	TRIM8	10	104403707
cg00795268	0.950991432138171	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0193967110410073	FUT4	11	94276898
cg00798206	0.0493985869206191	OXSR1	3	38207110
cg00799727	0.707829941979625	NA	NA	0
cg00800095	0.834512431548128	PNMA3	X	152224090
cg00804048	0.0331754593997598	EIF5A	17	7210539
cg00804392	0.189242207337129	RHOH	4	40198595
cg00806490	0.124845195068514	CDH13	16	82660873
cg00807586	0.0247750499101516	DLEC1	3	38080790
cg00808492	0.923488140604538	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0520104029651936	RPF1	1	84944867
cg00811081	0.033809333298682	RPAP3	12	48099724
cg00812502	0.0173906693038937	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00735545161460089	UQCRFS1	19	29704028
cg00815583	0.110864736082787	FBXO16	8	28348123
cg00815605	0.0346587748596563	NA	NA	0
cg00816620	0.0755309349685583	C1orf25;C1orf26	1	185127501
cg00818693	0.0224932225306293	TTC14	3	180319964
cg00818872	0.0214509003607959	CHRNB2	1	154540271
cg00819310	0.754677564157916	VANGL1	1	116193783
cg00819362	0.875602448412801	CLIP3	19	36524208
cg00819696	0.0138652982375541	TIMELESS	12	56843016
cg00821764	0.0158874786685633	UMPS	3	124449680
cg00822607	0.0438357179798172	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0147333426999333	CHD4	12	6716566
cg00825031	0.0208319887016598	VPS37A;CNOT7	8	17104503
cg00826384	0.0318953441414595	PTPRZ1	7	121513065
cg00827369	0.011518340082122	EIF4H	7	73588253
cg00828602	0.0240601531896104	WNT5A	3	55520834
cg00830029	0.187428700029219	NRIP2	12	2943902
cg00830393	0.0178319759547872	LRIG1	3	66552063
cg00831028	0.0179168168335557	C20orf43	20	55043745
cg00832517	0.0359130810975922	C14orf126	14	31926792
cg00832994	0.0153783922997593	NA	NA	0
cg00833393	0.0130095261323814	TLN1;CREB3	9	35731638
cg00833777	0.595095045726191	ITGAM	16	31271642
cg00834796	0.0367718875850027	JAKMIP2	5	147161924
cg00834958	0.0284829084208455	TSC22D4	7	100077147
cg00836605	0.0112635320740357	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0158117753836847	MITF	3	69788442
cg00839584	0.384163404397237	IL1A	2	113542091
cg00839802	0.0254843384683647	MAN1A1	6	119671238
cg00840403	0.0401100921048007	CHST4	16	71560205
cg00840516	0.463207876660145	HYAL2	3	50360097
cg00841581	0.0107475339344096	STAG1	3	136471162
cg00842351	0.0584219925501271	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.126022602038228	DLG2	11	84634126
cg00848394	0.031487924030929	WDR51A	3	52188768
cg00848397	0.0123382895524474	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0366852547339149	DAB1	1	58716018
cg00849368	0.0433415405588351	ARSK;TTC37	5	94890411
cg00850538	0.279804794627516	CRIM1	2	36582038
cg00852964	0.466202817229326	VNN1	6	133035150
cg00853068	0.13729237761266	FMNL1	17	43298592
cg00854637	0.0461724693275239	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0623379209640292	SKP1	5	133512930
cg00856375	0.0198437093179115	PSMD14	2	162164676
cg00858899	0.0452014907621043	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.627196684678069	CYB5R2	11	7694524
cg00861635	0.0202061985923659	ZNF200	16	3285425
cg00862041	0.360999750277388	GPRASP2	X	101967017
cg00862290	0.586172357476373	KCNMB3	3	178984973
cg00862770	0.0181582817536776	FKBP5	6	35655764
cg00864867	0.178120721259127	PAWR	12	80085268
cg00870662	0.0183053992001163	PARD6G	18	78005665
cg00871453	0.0229262940433857	WDR67	8	124084640
cg00873037	0.0200520413994075	NEIL2	8	11626984
cg00873937	0.0550300672053212	ATOH7	10	69991564
cg00874863	0.671421599486094	LHFPL1	X	111924370
cg00875272	0.0614812864995853	TAL1	1	47695321
cg00876704	0.00773007818676479	PKN1	19	14544684
cg00877887	0.0225960255273678	DUOXA2;DUOX2	15	45406654
cg00877964	0.0134791946858682	SLC1A4	2	65215638
cg00881086	0.0371344526654986	NCRNA00119;NPHP3	3	132441942
cg00881370	0.851254079006801	LOC55908;DOCK6	19	11348439
cg00882451	0.761863804845073	ZP2	16	21222863
cg00882832	0.0240664613243618	SPRY1	4	124317983
cg00884221	0.0233479259188867	IGFBP7	4	57976915
cg00884529	0.0984907319917773	BZW2;ANKMY2	7	16685823
cg00885506	0.0621353204595683	WDR31	9	116102792
cg00886554	0.0143193477449559	NMU	4	56502598
cg00887101	0.115914877267549	INTS5	11	62420578
cg00887547	0.0259178060452839	TAOK3	12	118811020
cg00887700	0.0146532299307007	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0210232017408174	CCND2	12	4382184
cg00888479	0.055867544066894	SLC24A3	20	19193824
cg00888561	0.0227456794010548	WDFY2	13	52157910
cg00890257	0.0152855077239445	DEGS2	14	100625756
cg00891278	0.224606499284634	CCDC37	3	126113784
cg00891541	0.372894819137295	SMPD3	16	68481487
cg00892393	0.760440904202415	C16orf73	16	1911525
cg00892798	0.0119707146079142	NGFR	17	47572909
cg00893242	0.0315300737600631	SND1	7	127291580
cg00893636	0.0270435417876354	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0204131273181792	RPL7L1	6	42847415
cg00894577	0.505641690584279	NA	NA	0
cg00895324	0.887020227636515	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0403648073834675	LACE1	6	108616288
cg00899086	0.0260509349905106	SEPT11	4	77871294
cg00899641	0.015617981420191	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0183827471288073	YBX2	17	7197375
cg00901652	0.0310799494011167	CTR9	11	10772434
cg00901683	0.0179087344029312	PTCD1;CPSF4	7	99036756
cg00901704	0.0217762933947011	SLC25A19	17	73285325
cg00901766	0.0236961355430719	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0923617957829591	CHL1	3	238161
cg00903375	0.0242187972952774	SBDS;TYW1	7	66460591
cg00904483	0.95820697141529	MGMT	10	131354873
cg00904574	0.0113976907245388	PLK3	1	45265678
cg00905170	0.0105088065817485	RRS1	8	67341306
cg00906183	0.0363552166548062	HGS;ARL16	17	79650926
cg00908551	0.0629173285046573	FANCF	11	22646931
cg00910067	0.104933025637452	SLC7A10	19	33717545
cg00910168	0.563475337115651	DHX37	12	125474021
cg00911351	0.0424040214121621	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.869358355093096	PRPS1L1	7	18067463
cg00912191	0.0537145015280273	UBTD2	5	171709917
cg00912942	0.930646623970622	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0134411456029056	SHC1;CKS1B	1	154946946
cg00916199	0.0219066548367255	TMCO6	5	140019287
cg00916635	0.688870367767977	PTPN22	1	114414312
cg00917893	0.0235683102457616	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0253856987687921	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0934309113886093	XIAP	X	122993419
cg00922727	0.0244502606208107	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0405565360534892	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.241812453132165	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0168067609006837	FBXO28	1	224301953
cg00930194	0.17205230112186	PROP1	5	177423598
cg00930873	0.0368268285078272	ALDH1A2	15	58357973
cg00931491	0.260291662160734	SULT1A2	16	28608288
