Hybridization REF	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05
cg00500400	0.0195380242887306	EP300;MIR1281	22	41487283
cg00501366	NA	ALOX12B	17	7992476
cg00502442	0.0190282965735306	ZDHHC14	6	157801893
cg00503458	0.0259021052089483	KIAA0907	1	155904439
cg00503840	0.229905760198829	DLX5	7	96650509
cg00504595	0.0731644403104247	TNFRSF19	13	24144985
cg00509616	0.0380377540822139	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.027164783316996	C6orf211;RMND1	6	151772946
cg00510956	0.560070647649978	KHDRBS1	1	32478440
cg00511475	0.19520187916812	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0128328581848007	SLC18A2	10	119000991
cg00512374	0.0150764334188315	IGFBP4	17	38599682
cg00513220	0.0149261073532979	MOSC2	1	220922123
cg00513467	0.0204217372862853	KLHL9	9	21335551
cg00514407	0.0545074366648678	SERPINE2	2	224904626
cg00514895	0.0160582236725639	CPZ	4	8594413
cg00515905	0.596044323218523	EPS8L3	1	110306507
cg00516481	0.15160731771831	PDE9A	21	44073202
cg00518911	0.710702459660018	NA	NA	0
cg00518989	0.0151186310274456	LIMK2	22	31608519
cg00519208	0.555269346218713	EVI5	1	93258319
cg00519627	0.00972265461285643	CORO7	16	4466650
cg00520135	0.484699027013249	TPM1	15	63333846
cg00520708	0.103228331794574	C5orf24	5	134181266
cg00521434	0.669135761119186	GPR61	1	110081965
cg00521598	0.0330832935038733	MYCBP	1	39339413
cg00522034	0.00760083570670616	CBLB	3	105587721
cg00522316	0.0291567612794718	KHSRP	19	6425042
cg00524288	0.0241837774560971	UPP1	7	48128452
cg00528052	0.0102896210086277	KDM5B	1	202777295
cg00528967	0.00906661663696912	STK24	13	99228955
cg00532335	0.0833533911548417	LGI1	10	95516861
cg00532890	0.0192567013570967	PBX1	1	164528682
cg00534274	0.084448112796972	SLC7A11	4	139163341
cg00534856	0.38778555000076	NA	NA	0
cg00536175	0.580422196046224	GATA1	X	48645024
cg00537910	0.848276043840523	ATG9A;ABCB6	2	220084611
cg00539322	0.174983062144059	SAG	2	234216360
cg00539716	0.033115492091943	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.00953658717702597	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0231296307812253	NA	NA	0
cg00544557	0.52896616814048	DSCR10	21	39578742
cg00545573	0.0505455744018471	TAOK3	12	118810436
cg00546491	0.207168782162716	PDE1C	7	32111062
cg00546897	0.150198448146002	LOC284837	21	45232232
cg00547018	0.11538111710062	ALG1	16	5121709
cg00547789	0.0570790415633022	RAB39B	X	154493750
cg00547829	0.0216186660217844	TUBD1;RPS6KB1	17	57970161
cg00548060	0.678794459419862	NPL	1	182761905
cg00548268	0.838000865717948	NPTX2	7	98245830
cg00550617	0.0833559114021734	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.455642845538534	NR1H3	11	47281370
cg00554682	0.0170020188149572	ZNF804A	2	185463132
cg00554702	0.109706942173107	CHEK1	11	125496645
cg00556408	0.256512538359574	TMPRSS6	22	37500588
cg00557354	0.0179986824996598	ARHGEF7	13	111767899
cg00559473	0.0225334665583553	AAAS	12	53715592
cg00560119	0.0250387641237165	STXBP1	9	130374109
cg00563229	0.0143218349785049	XKR8	1	28286146
cg00563845	0.0636761272524174	PXK	3	58318305
cg00563926	0.0901067931720921	TGFBR3	1	92352481
cg00563932	0.330539794852743	PTGDS	9	139871049
cg00564163	0.0295694372513615	STEAP4	7	87935979
cg00565075	0.0312645164882601	MIR659;EIF3L	22	38244893
cg00565688	0.0777596191139972	TP73	1	3568212
cg00566759	0.0158897976660203	DSC2	18	28682345
cg00567479	0.0305682511911496	FARP2	2	242295999
cg00567749	0.0337977318657511	VCAN	5	82767908
cg00568128	0.0525934860280253	MIR2110;C10orf118	10	115934100
cg00568792	0.0406718648573888	STT3A	11	125462554
cg00569620	0.0268102103324127	ABHD10	3	111697653
cg00571634	0.1726024484369	WDR5B	3	122134820
cg00572797	0.98695590221447	NA	NA	0
cg00573606	0.374757860780449	COL6A3	2	238322680
cg00575744	0.0350388939189412	HLA-DMB	6	32908642
cg00576250	0.596252729721876		20	45087765
cg00577167	0.245233314135032	ALDOB	9	104197675
cg00577464	0.0376199038744846	SHH	7	155604780
cg00578575	0.0278192594219199	NA	NA	0
cg00579393	0.198605635860724	REG1B	2	79316004
cg00579402	0.247313031140768	FUT6	19	5838999
cg00581156	0.0152091343258659	DIMT1L	5	61699416
cg00582372	0.688946760666156	NA	NA	0
cg00582628	0.0385706503975119	RGS20	8	54764515
cg00584022	0.0133305764036262	KRAS	12	25403167
cg00585790	0.607410759985259	LIMS1	2	109204845
cg00585846	0.02297700981679	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0336140732585901	CDKAL1	6	20534671
cg00587613	0.217405909458045	GPR152	11	67220223
cg00592315	0.644375590203243	C14orf86;FAM181A	14	94384611
cg00594118	0.0370890251885568	COBRA1	9	140150000
cg00594952	0.0911619857321288	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.335059333831813	MYO1C	17	1395880
cg00598858	0.0183285439613354	PRKCSH;CCDC151	19	11545966
cg00600110	0.975806919829921	FAM9A	X	8769528
cg00600684	0.668844501603392	WDR11	10	122610158
cg00601486	0.44115813101183	H1FNT	12	48723148
cg00602891	0.0323406681525742	C17orf62	17	80408864
cg00603172	0.15939882598609	NA	NA	0
cg00605270	0.0139880981084023	SMPDL3B	1	28261552
cg00609097	0.0109499040655221	TESK2	1	45956974
cg00611397	0.935850320685619	GTPBP5	20	60768026
cg00612467	0.0290126249622283	HADH	4	108911077
cg00613255	0.324383266778363	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0304242883236488	RBM9	22	36236649
cg00615915	0.121874124449232	SERPINB8	18	61637299
cg00616129	0.0129793539035128	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00885992148385432	NCL	2	232329096
cg00617305	0.0106874441962205	SHISA4	1	201857940
cg00618396	0.308456380401789	VBP1	X	154444551
cg00619207	0.751302086590096	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0196129001135132	CENPF	1	214776904
cg00620629	0.0249621083328627	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0462083494741072	ODF3L1	15	76016335
cg00622677	0.0359855705518719	TSPAN5	4	99579248
cg00623593	0.910592607682682	DOCK1	10	128767610
cg00625425	0.352360155395342	KANK4	1	62785512
cg00625653	0.0217213984953142	WNT7A	3	13921227
cg00626119	0.214950158990952	SH2D2A;NTRK1	1	156785288
cg00626466	0.184300333332065	GNS	12	65153982
cg00627233	0.0988319229620437	NA	NA	0
cg00627286	0.0442256975539301	NA	NA	0
cg00629217	0.202879881088629	LNX1	4	54425349
cg00629585	0.111086911409202	GFI1B	9	135853992
cg00630164	0.0359925969345618	KCNQ4	1	41250062
cg00630249	0.011032274554814	CYB561D1	1	110036889
cg00630583	0.0087962742725414	PXMP2;POLE	12	133264314
cg00631230	0.0140071691983193	VPS33A	12	122750916
cg00633969	0.444610039846306	PARP9;DTX3L	3	122284550
cg00634577	0.00994667250350425	NA	NA	0
cg00635481	0.00939886856032504	ZNF76	6	35226917
cg00636639	0.02201935600162	RBM18;MRRF	9	125027249
cg00638514	0.0173402737871799	OTOP3	17	72932048
cg00642303	0.0139258674368728	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.484345171650135		7	100544704
cg00645224	0.0137139252192886	NA	NA	0
cg00645579	0.393364079860119	IRF7;MUPCDH	11	617140
cg00645922	0.0152929452267418	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0253084801987584	ARSD	X	2847561
cg00646492	0.0503009919715309	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0191197668218647	SLC17A5	6	74364149
cg00648883	0.163934888003579	EEF1DP3	13	32524761
cg00650762	0.0129566918329852	EPHB2	1	23037368
cg00650876	0.00830359165221335	YBX1	1	43148058
cg00651216	0.0276354686990229	HSP90AB1	6	44213720
cg00653387	0.205105157803509	PTN	7	137028535
cg00654814	0.0851330512000555	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0212443990865245	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0233233244778394	PPARD	6	35310123
cg00657582	0.0544064250067805	CHD8	14	21904906
cg00658007	0.0360769136059975	RD3	1	211666129
cg00658626	0.0242482821674725	CCDC63	12	111284979
cg00659129	0.959408083270075	ASAP1	8	131414614
cg00659953	0.0068735582627747	FAM173A	16	770731
cg00660989	0.0439331922971813	KLHL28;FAM179B	14	45432516
cg00661202	0.0132457609948143	TMEM43;CHCHD4	3	14166502
cg00661485	0.320657939868415	FOXI1	5	169533372
cg00662556	0.436721100182109	GALR1	18	74963364
cg00662775	0.159340513689727	NA	NA	0
cg00665395	0.0178159837007921	TTLL4	2	219575490
cg00666446	0.037622947160744	ZNF670	1	247242273
cg00666746	0.107649663446778	SYDE1	19	15217781
cg00668685	0.571451574737645	SLC39A5	12	56624552
cg00669623	0.0308780952468187	CDK11B;CDK11A	1	1655867
cg00669856	0.100472001509379	SPRY1	4	124317779
cg00671161	0.00763247538594937	ALG11;ATP7B	13	52586367
cg00672638	0.0759258272242442	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.283477619566817	DOPEY2	21	37536923
cg00674922	0.00920829089601388	NA	NA	0
cg00676660	0.0335097020627208	ADAMTS9	3	64672609
cg00677811	0.0178758572950263	CCM2	7	45040321
cg00678539	0.134448149445895	MNS1	15	56757625
cg00679556	0.247496069172531	TRIM31	6	30080782
cg00679738	0.013604059803234	FAM89A	1	231175246
cg00682653	0.0176267867007849	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0126362551694891	PPFIA2	12	82153256
cg00686022	0.760101537703004	C12orf40	12	40020078
cg00686623	0.0168726469943258	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0178655395218513	NDRG4	16	58497236
cg00688421	0.0254401187499707	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.10225834895511	RTKN	2	74668672
cg00690049	0.190109887323809	MAGED2	X	54834244
cg00690280	0.182852267113066	WFDC10B;WFDC13	20	44332733
cg00690893	0.0322132181943582	NA	NA	0
cg00691625	0.487148984010713	NR5A1	9	127269807
cg00691822	0.146250502467172	NA	NA	0
cg00692549	0.0369322168026958	TARDBP	1	11072455
cg00693307	0.210558908261545	NA	NA	0
cg00695416	0.0182779822996501	CBR1	21	37442476
cg00696900	0.0129135259942998	NA	NA	0
cg00698688	0.259352679856258	SULT2B1	19	49055432
cg00702231	0.644770719550242	PLAGL1;HYMAI	6	144329473
cg00702729	0.891799827653806	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0275919674179934	KCTD15	19	34288103
cg00704909	0.0160672782343112	COPB1	11	14521319
cg00705255	0.0994048573375688	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0188875971883974	NMNAT2	1	183387564
cg00708598	0.676216070991063	LECT1	13	53313895
cg00708642	0.0143884696147767	EIF5	14	103800518
cg00711916	0.0405267884694206	CNNM4	2	97426274
cg00712898	0.0109299992907552	PRPF38B	1	109235208
cg00714377	0.0346185032456248	SLA2	20	35274715
cg00717862	0.0195318993416369	TBCCD1;DNAJB11	3	186288771
cg00718440	0.00973471827670064	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.0656992632448256		2	89215272
cg00718748	0.015320155868989	ZNF624	17	16556871
cg00720072	0.015074125873685	MARCH5;CPEB3	10	94051159
cg00720137	0.00781080499655097	DYNLRB2	16	80575018
cg00720723	0.0223611454984635	NOP58	2	203130645
cg00722300	0.0528689604927365	RLN3	19	14138639
cg00724662	0.0470928036931009	NXF1	11	62573193
cg00725143	0.0113710873369049	NA	NA	0
cg00725635	0.0984600316718234	B3GALT2;CDC73	1	193155806
cg00725777	0.171628291366155	NGFRAP1	X	102630411
cg00727590	0.0502323554669207	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0340415779876226	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0154870698434057	C6orf27	6	31744927
cg00729275	0.0705228037597281	AQP4;C18orf16	18	24445134
cg00729541	0.0155934299064298	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0297962816907231	PALMD	1	100111713
cg00730260	0.928769057314878	C12orf67	12	24736888
cg00731459	0.0167925086573932	HDAC4	2	240323091
cg00733682	0.00949000486443521	ZNF44	19	12405568
cg00734993	0.0134182753098727	MTCH1	6	36953694
cg00736326	0.0169927108316713	ARPC1A	7	98923878
cg00737514	0.0200926364723322	TBC1D1	4	37893313
cg00739120	0.0764247171177331	GAPDHS;TMEM147	19	36035875
cg00741717	0.135240701229589	TLR8;LOC349408	X	12924184
cg00743372	0.0216338276234931	ZNF192	6	28109648
cg00744433	0.127047564546744	CXADR	21	18884067
cg00745543	0.551026815881508	H1FNT	12	48722754
cg00745735	0.584557641210218	MYPN	10	69868860
cg00746083	0.0149216140964233	CHD8	14	21905454
cg00746130	0.0291136333052095	BAT5	6	31671271
cg00746981	0.0778125419266303	HDGF	1	156721141
cg00747849	0.117797828426945	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00921719023110793	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.0956239373526477	FAM83E;SPACA4	19	49109288
cg00755043	0.0220631486796946	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00904613685150301	DZIP1	13	96296844
cg00756887	0.0893878385716704	PVRL4	1	161059654
cg00757070	0.157463996090691	UPK2	11	118827082
cg00757952	0.285144826539874	CRYBB1	22	27014415
cg00761755	0.0106870787407333	SLC43A2	17	1531579
cg00762512	0.016473346518358	RPL9;LIAS	4	39460606
cg00763679	0.0190464442706452	SEPT2;HDLBP	2	242254198
cg00763889	0.861205609492075	HRASLS2	11	63330544
cg00766729	0.0114834569357209	ZNF784	19	56136136
cg00766889	0.0149913031939529	SEPHS1	10	13390384
cg00767581	0.432830374090218	HOXD4;MIR10B	2	177015125
cg00768439	0.0368796796630727	FAM133A;NAP1L3	X	92928711
cg00769470	0.458609853701492	DEFB129	20	207338
cg00769520	0.0103166106560101	ST8SIA1	12	22488465
cg00770279	0.0128274259056287	CDKN2D	19	10679308
cg00770871	0.00857347076127094	TULP3	12	2999840
cg00772000	0.0587766573077705	NHLRC1	6	18123049
cg00775197	0.0196695673758534	TCTE1	6	44265054
cg00777121	0.0186441880675896	RASSF1	3	50378191
cg00777555	0.0113203531072629	ARF4	3	57583074
cg00778920	0.0196937015798071	PRPF19	11	60674370
cg00779924	0.0437434977558371	FLJ45983	10	8094641
cg00782174	0.0268324115346039	SLC1A5	19	47291626
cg00782854	0.0166121692611362	BCL2L1	20	30310858
cg00783759	0.0124226507009619	LARP1B	4	128983441
cg00784357	0.00951579126059969	RAC1	7	6413877
cg00791249	0.0512793494021672	FDX1L	19	10426722
cg00792687	0.0132538900988477	C8orf41	8	33370099
cg00792740	0.0259690762541137	UBE3A	15	25684488
cg00792849	0.385396946213045	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00858562775612719	TRIM8	10	104403707
cg00795268	0.965963381952607	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0159236875596091	FUT4	11	94276898
cg00798206	0.0382995882715269	OXSR1	3	38207110
cg00799727	0.542156660464132	NA	NA	0
cg00800095	0.481419105773232	PNMA3	X	152224090
cg00804048	0.0460692316570592	EIF5A	17	7210539
cg00804392	0.0539674078163979	RHOH	4	40198595
cg00806490	0.202097506100057	CDH13	16	82660873
cg00807586	0.0275095106565957	DLEC1	3	38080790
cg00808492	0.707303818274572	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0490423448425168	RPF1	1	84944867
cg00811081	0.0276313348911559	RPAP3	12	48099724
cg00812502	0.008850868710717	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00663840136860816	UQCRFS1	19	29704028
cg00815583	0.0289460402941252	FBXO16	8	28348123
cg00815605	0.0810591158266415	NA	NA	0
cg00816620	0.0791312493882507	C1orf25;C1orf26	1	185127501
cg00818693	0.021436545196121	TTC14	3	180319964
cg00818872	0.0186550976682042	CHRNB2	1	154540271
cg00819310	0.760647595546756	VANGL1	1	116193783
cg00819362	0.62490324663333	CLIP3	19	36524208
cg00819696	0.0107571280624948	TIMELESS	12	56843016
cg00821764	0.0122773660720293	UMPS	3	124449680
cg00822607	0.0414185366633408	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0128465103425983	CHD4	12	6716566
cg00825031	0.0129462766526964	VPS37A;CNOT7	8	17104503
cg00826384	0.0184492969125116	PTPRZ1	7	121513065
cg00827369	0.0155466096157111	EIF4H	7	73588253
cg00828602	0.0299656428188822	WNT5A	3	55520834
cg00830029	0.185848376542721	NRIP2	12	2943902
cg00830393	0.0295136873737596	LRIG1	3	66552063
cg00831028	0.0275620792259322	C20orf43	20	55043745
cg00832517	0.0496858457361099	C14orf126	14	31926792
cg00832994	0.0140569827433354	NA	NA	0
cg00833393	0.0158311152816794	TLN1;CREB3	9	35731638
cg00833777	0.846767211398596	ITGAM	16	31271642
cg00834796	0.0474897783647077	JAKMIP2	5	147161924
cg00834958	0.023148263729629	TSC22D4	7	100077147
cg00836605	0.00999351206209796	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0238361330121216	MITF	3	69788442
cg00839584	0.0408911411727628	IL1A	2	113542091
cg00839802	0.0427203708141015	MAN1A1	6	119671238
cg00840403	0.0329902340773002	CHST4	16	71560205
cg00840516	0.41414133282496	HYAL2	3	50360097
cg00841581	0.0112788261650855	STAG1	3	136471162
cg00842351	0.112490278973001	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.131725738920186	DLG2	11	84634126
cg00848394	0.0154679356076104	WDR51A	3	52188768
cg00848397	0.0161956449034687	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0140202558931246	DAB1	1	58716018
cg00849368	0.0310255023998087	ARSK;TTC37	5	94890411
cg00850538	0.109101889522075	CRIM1	2	36582038
cg00852964	0.10577972621041	VNN1	6	133035150
cg00853068	0.102023043594661	FMNL1	17	43298592
cg00854637	0.0376269033813277	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0161287108305528	SKP1	5	133512930
cg00856375	0.0173135218161877	PSMD14	2	162164676
cg00858899	0.0311025382581109	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.334521303459833	CYB5R2	11	7694524
cg00861635	0.0200540217851226	ZNF200	16	3285425
cg00862041	0.224481088646267	GPRASP2	X	101967017
cg00862290	0.781904975113784	KCNMB3	3	178984973
cg00862770	0.0184264945024487	FKBP5	6	35655764
cg00864867	0.0164245261315394	PAWR	12	80085268
cg00870662	0.0120768444413528	PARD6G	18	78005665
cg00871453	0.0305638119641821	WDR67	8	124084640
cg00873037	0.0231131238608108	NEIL2	8	11626984
cg00873937	0.0194867073307225	ATOH7	10	69991564
cg00874863	0.21538242274055	LHFPL1	X	111924370
cg00875272	0.0361044218830578	TAL1	1	47695321
cg00876704	0.0182759556549753	PKN1	19	14544684
cg00877887	0.0194056045760112	DUOXA2;DUOX2	15	45406654
cg00877964	0.0137728943907767	SLC1A4	2	65215638
cg00881086	0.0185018561532651	NCRNA00119;NPHP3	3	132441942
cg00881370	0.229999910289635	LOC55908;DOCK6	19	11348439
cg00882451	0.270562732315766	ZP2	16	21222863
cg00882832	0.0318003351979935	SPRY1	4	124317983
cg00884221	0.0499279776447645	IGFBP7	4	57976915
cg00884529	0.0717529872555727	BZW2;ANKMY2	7	16685823
cg00885506	0.0525042478853899	WDR31	9	116102792
cg00886554	0.0249414191422945	NMU	4	56502598
cg00887101	0.0638171460430471	INTS5	11	62420578
cg00887547	0.0240140333289157	TAOK3	12	118811020
cg00887700	0.0202260938346811	EIF2B1;GTF2H3	12	124118360
cg00888007	0.00910714506091394	CCND2	12	4382184
cg00888479	0.0823757126327058	SLC24A3	20	19193824
cg00888561	0.0135964115189463	WDFY2	13	52157910
cg00890257	0.0196192898099414	DEGS2	14	100625756
cg00891278	0.713355881984797	CCDC37	3	126113784
cg00891541	0.802308770659731	SMPD3	16	68481487
cg00892393	0.464343864778627	C16orf73	16	1911525
cg00892798	0.0172441525469146	NGFR	17	47572909
cg00893242	0.0224260575188961	SND1	7	127291580
cg00893636	0.0262481911343289	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0136383244887785	RPL7L1	6	42847415
cg00894577	0.198368239368425	NA	NA	0
cg00895324	0.884409482997422	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.019079940545457	LACE1	6	108616288
cg00899086	0.0220411343102978	SEPT11	4	77871294
cg00899641	0.0138401650490242	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0242158315243732	YBX2	17	7197375
cg00901652	0.0372223944446666	CTR9	11	10772434
cg00901683	0.0102834307634696	PTCD1;CPSF4	7	99036756
cg00901704	0.0213852295551289	SLC25A19	17	73285325
cg00901766	0.0273301968255167	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0477171702804105	CHL1	3	238161
cg00903375	0.0138834952363818	SBDS;TYW1	7	66460591
cg00904483	0.955286567949345	MGMT	10	131354873
cg00904574	0.0193768366821771	PLK3	1	45265678
cg00905170	0.0077869519793041	RRS1	8	67341306
cg00906183	0.0133391484443303	HGS;ARL16	17	79650926
cg00908551	0.0435796054173536	FANCF	11	22646931
cg00910067	0.0283681526543483	SLC7A10	19	33717545
cg00910168	0.0958406508179331	DHX37	12	125474021
cg00911351	0.729472745296883	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.871005464179194	PRPS1L1	7	18067463
cg00912191	0.115779463715676	UBTD2	5	171709917
cg00912942	0.769086473536709	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0122770451304091	SHC1;CKS1B	1	154946946
cg00916199	0.0216683592666571	TMCO6	5	140019287
cg00916635	0.0729382476886829	PTPN22	1	114414312
cg00917893	0.019919806415561	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.025847651691133	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0894218946766322	XIAP	X	122993419
cg00922727	0.0382094077801987	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0340455835582115	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0191460307438447	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0192981149708738	FBXO28	1	224301953
cg00930194	0.0670462676484303	PROP1	5	177423598
