Hybridization REF	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05
cg00503458	0.034744938221926	KIAA0907	1	155904439
cg00503840	0.58708966515534	DLX5	7	96650509
cg00504595	0.236292949727685	TNFRSF19	13	24144985
cg00509616	0.307618214884271	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0235923527989816	C6orf211;RMND1	6	151772946
cg00510956	0.907195424771897	KHDRBS1	1	32478440
cg00511475	0.469905876056024	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.109927953977034	SLC18A2	10	119000991
cg00512374	0.0209478626569258	IGFBP4	17	38599682
cg00513220	0.0393733458846232	MOSC2	1	220922123
cg00513467	0.0179467054417842	KLHL9	9	21335551
cg00514407	0.24752081795613	SERPINE2	2	224904626
cg00514895	0.0159069997755808	CPZ	4	8594413
cg00515905	0.942296260522865	EPS8L3	1	110306507
cg00516481	0.56209875093956	PDE9A	21	44073202
cg00518911	0.789315490713286	NA	NA	0
cg00518989	0.017323895568532	LIMK2	22	31608519
cg00519208	0.880586916331911	EVI5	1	93258319
cg00519627	0.0114084359119706	CORO7	16	4466650
cg00520135	0.842608733213606	TPM1	15	63333846
cg00520708	0.0736441833556222	C5orf24	5	134181266
cg00521434	0.938655872642079	GPR61	1	110081965
cg00521598	0.0393389215972714	MYCBP	1	39339413
cg00522034	0.00760635830284945	CBLB	3	105587721
cg00522316	0.0231159316195971	KHSRP	19	6425042
cg00524288	0.0218747384985381	UPP1	7	48128452
cg00528052	0.0100095243783651	KDM5B	1	202777295
cg00528967	0.00982322832839431	STK24	13	99228955
cg00532335	0.580981965175714	LGI1	10	95516861
cg00532890	0.0178314416540405	PBX1	1	164528682
cg00534274	0.389877880850834	SLC7A11	4	139163341
cg00534856	0.905811570554611	NA	NA	0
cg00536175	0.941756825908289	GATA1	X	48645024
cg00537910	0.829981117635003	ATG9A;ABCB6	2	220084611
cg00539322	0.855304228426691	SAG	2	234216360
cg00539716	0.0601176149517643	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0115768441855316	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0283046437080397	NA	NA	0
cg00544557	0.903656985511781	DSCR10	21	39578742
cg00545573	0.0716308863207368	TAOK3	12	118810436
cg00546491	0.429674167799565	PDE1C	7	32111062
cg00546897	0.393963298588252	LOC284837	21	45232232
cg00547018	0.151838911429698	ALG1	16	5121709
cg00547789	0.468561131930824	RAB39B	X	154493750
cg00547829	0.022473709037015	TUBD1;RPS6KB1	17	57970161
cg00548060	0.846356322895697	NPL	1	182761905
cg00548268	0.70317669425214	NPTX2	7	98245830
cg00550617	0.511081452232272	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.661336543604656	NR1H3	11	47281370
cg00554682	0.0305483290895742	ZNF804A	2	185463132
cg00554702	0.071320761044539	CHEK1	11	125496645
cg00556408	0.780416559563039	TMPRSS6	22	37500588
cg00557354	0.158491016397749	ARHGEF7	13	111767899
cg00559473	0.0360438365032943	AAAS	12	53715592
cg00560119	0.0231837654436791	STXBP1	9	130374109
cg00563229	0.0134402197280479	XKR8	1	28286146
cg00563845	0.135036926539352	PXK	3	58318305
cg00563926	0.555677357863694	TGFBR3	1	92352481
cg00563932	0.767661131207384	PTGDS	9	139871049
cg00564163	0.662481715749356	STEAP4	7	87935979
cg00565075	0.110235774223636	MIR659;EIF3L	22	38244893
cg00565688	0.238090533828148	TP73	1	3568212
cg00566759	0.0312239373507373	DSC2	18	28682345
cg00567479	0.0225446277990371	FARP2	2	242295999
cg00567749	0.0881652081320552	VCAN	5	82767908
cg00568128	0.100606956888779	MIR2110;C10orf118	10	115934100
cg00568792	0.0467094956209189	STT3A	11	125462554
cg00569620	0.0262981537372822	ABHD10	3	111697653
cg00571634	0.111481808295965	WDR5B	3	122134820
cg00572797	0.987594170690102	NA	NA	0
cg00573606	0.696640575233961	COL6A3	2	238322680
cg00575744	0.0438909154435232	HLA-DMB	6	32908642
cg00576250	0.27678114601617		20	45087765
cg00577167	0.665218410703117	ALDOB	9	104197675
cg00577464	0.0667946133404156	SHH	7	155604780
cg00578575	0.0349060934731526	NA	NA	0
cg00579393	0.761386847444	REG1B	2	79316004
cg00579402	0.79215424957139	FUT6	19	5838999
cg00581156	0.01386569141868	DIMT1L	5	61699416
cg00582372	0.78303004427556	NA	NA	0
cg00582628	0.0863177347538615	RGS20	8	54764515
cg00584022	0.0159901119635259	KRAS	12	25403167
cg00585790	0.658043767001526	LIMS1	2	109204845
cg00585846	0.0299512431417195	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0478907443923829	CDKAL1	6	20534671
cg00587613	0.594352459569218	GPR152	11	67220223
cg00592315	0.91419148182972	C14orf86;FAM181A	14	94384611
cg00594118	0.0400441849960638	COBRA1	9	140150000
cg00594952	0.728880719128699	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.63565931895907	MYO1C	17	1395880
cg00598858	0.0154921255953928	PRKCSH;CCDC151	19	11545966
cg00600110	0.982403093260678	FAM9A	X	8769528
cg00600684	0.951838179847842	WDR11	10	122610158
cg00601486	0.968743290979129	H1FNT	12	48723148
cg00602891	0.0377367035607461	C17orf62	17	80408864
cg00603172	0.691995334160666	NA	NA	0
cg00605270	0.0264885149529263	SMPDL3B	1	28261552
cg00609097	0.0131159114204424	TESK2	1	45956974
cg00611397	0.906009330394449	GTPBP5	20	60768026
cg00612467	0.0259641587869536	HADH	4	108911077
cg00613255	0.854809651616682	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.103284371078687	RBM9	22	36236649
cg00615915	0.157792754185091	SERPINB8	18	61637299
cg00616129	0.042272626292109	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0125952722560496	NCL	2	232329096
cg00617305	0.0188081331476231	SHISA4	1	201857940
cg00618396	0.570340883597714	VBP1	X	154444551
cg00619207	0.404768216180593	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0359982891206444	CENPF	1	214776904
cg00620629	0.015407270391044	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.140343660183094	ODF3L1	15	76016335
cg00622677	0.0239640718055412	TSPAN5	4	99579248
cg00623593	0.884400345118831	DOCK1	10	128767610
cg00625425	0.727325620299849	KANK4	1	62785512
cg00625653	0.0289193074055849	WNT7A	3	13921227
cg00626119	0.665820170937473	SH2D2A;NTRK1	1	156785288
cg00626466	0.454956563560857	GNS	12	65153982
cg00627233	0.4988465979678	NA	NA	0
cg00627286	0.0267770357130702	NA	NA	0
cg00629217	0.68890808958475	LNX1	4	54425349
cg00629585	0.156007605762018	GFI1B	9	135853992
cg00630164	0.0443795360471473	KCNQ4	1	41250062
cg00630249	0.0139365783851114	CYB561D1	1	110036889
cg00630583	0.0119116731217588	PXMP2;POLE	12	133264314
cg00631230	0.01901064097812	VPS33A	12	122750916
cg00633969	0.966145959039719	PARP9;DTX3L	3	122284550
cg00634577	0.247267979796101	NA	NA	0
cg00635481	0.0115468785473402	ZNF76	6	35226917
cg00636639	0.0157055855007978	RBM18;MRRF	9	125027249
cg00638514	0.0255139379242114	OTOP3	17	72932048
cg00642303	0.0125572330182965	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.920568692462812		7	100544704
cg00645224	0.0170240242314238	NA	NA	0
cg00645579	0.717009053608246	IRF7;MUPCDH	11	617140
cg00645922	0.012592156245714	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0786007308409138	ARSD	X	2847561
cg00646492	0.0621387011832295	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0241346841506718	SLC17A5	6	74364149
cg00648883	0.226966311103591	EEF1DP3	13	32524761
cg00650762	0.0136202565177928	EPHB2	1	23037368
cg00650876	0.0144044687759752	YBX1	1	43148058
cg00651216	0.0927816832036216	HSP90AB1	6	44213720
cg00653387	0.345605191842484	PTN	7	137028535
cg00654814	0.102484321830127	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0411926845428983	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0343419581644912	PPARD	6	35310123
cg00657582	0.0742556297731017	CHD8	14	21904906
cg00658007	0.664874682582226	RD3	1	211666129
cg00658626	0.143393935396801	CCDC63	12	111284979
cg00659129	0.919750648112028	ASAP1	8	131414614
cg00659953	0.0104042838749509	FAM173A	16	770731
cg00660989	0.107581093269184	KLHL28;FAM179B	14	45432516
cg00661202	0.0107476261186305	TMEM43;CHCHD4	3	14166502
cg00661485	0.548634198689985	FOXI1	5	169533372
cg00662556	0.225168825721501	GALR1	18	74963364
cg00662775	0.570912904697649	NA	NA	0
cg00665395	0.0169620991550586	TTLL4	2	219575490
cg00666446	0.0397137607954702	ZNF670	1	247242273
cg00666746	0.417257289637753	SYDE1	19	15217781
cg00668685	0.903106513810125	SLC39A5	12	56624552
cg00669623	0.0290753935052159	CDK11B;CDK11A	1	1655867
cg00669856	0.052185467775001	SPRY1	4	124317779
cg00671161	0.00928592595651784	ALG11;ATP7B	13	52586367
cg00672638	0.0915951154409157	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.334416262430786	DOPEY2	21	37536923
cg00674922	0.0331461579037415	NA	NA	0
cg00676660	0.0237669892070367	ADAMTS9	3	64672609
cg00677811	0.0185230779270066	CCM2	7	45040321
cg00678539	0.182440681355514	MNS1	15	56757625
cg00679556	0.47278794111035	TRIM31	6	30080782
cg00679738	0.39699597757938	FAM89A	1	231175246
cg00682653	0.0140145236829002	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0351249533769347	PPFIA2	12	82153256
cg00686022	0.887496598476097	C12orf40	12	40020078
cg00686623	0.0182327027131119	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0446115074206765	NDRG4	16	58497236
cg00688421	0.0337129182647202	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.34300129398419	RTKN	2	74668672
cg00690049	0.432259628520888	MAGED2	X	54834244
cg00690280	0.784089058256467	WFDC10B;WFDC13	20	44332733
cg00690893	0.265138340860615	NA	NA	0
cg00691625	0.838939593592747	NR5A1	9	127269807
cg00691822	0.614255102763415	NA	NA	0
cg00692549	0.0457766857705058	TARDBP	1	11072455
cg00693307	0.92965796057429	NA	NA	0
cg00695416	0.53647364379617	CBR1	21	37442476
cg00696900	0.0135224923890227	NA	NA	0
cg00698688	0.471787927240104	SULT2B1	19	49055432
cg00702231	0.705550189147971	PLAGL1;HYMAI	6	144329473
cg00702729	0.934293886146281	GAL3ST4;C7orf43	7	99757654
cg00704310	0.02722253286522	KCTD15	19	34288103
cg00704909	0.0198514798625999	COPB1	11	14521319
cg00705255	0.237737848167772	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.390204525803524	NMNAT2	1	183387564
cg00708598	0.434379143490635	LECT1	13	53313895
cg00708642	0.0146917018298499	EIF5	14	103800518
cg00711916	0.0279366044725829	CNNM4	2	97426274
cg00712898	0.0110631869306527	PRPF38B	1	109235208
cg00714377	0.472573637627408	SLA2	20	35274715
cg00717862	0.0196887871946921	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0113103779809057	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.329503461171663		2	89215272
cg00718748	0.0141242695647387	ZNF624	17	16556871
cg00720072	0.0154389408851329	MARCH5;CPEB3	10	94051159
cg00720137	0.0124017342019767	DYNLRB2	16	80575018
cg00720723	0.0183664624191922	NOP58	2	203130645
cg00722300	0.865583098928282	RLN3	19	14138639
cg00724662	0.0422249048499621	NXF1	11	62573193
cg00725143	0.0183877440695537	NA	NA	0
cg00725635	0.056368684035485	B3GALT2;CDC73	1	193155806
cg00725777	0.657525952186637	NGFRAP1	X	102630411
cg00727590	0.323194638124608	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0548646803620983	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.017593306687278	C6orf27	6	31744927
cg00729275	0.718100550371875	AQP4;C18orf16	18	24445134
cg00729541	0.0204885656704685	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0606926785429853	PALMD	1	100111713
cg00730260	0.881624589861921	C12orf67	12	24736888
cg00731459	0.0129019495687009	HDAC4	2	240323091
cg00733682	0.0119232328708088	ZNF44	19	12405568
cg00734993	0.0164352615359199	MTCH1	6	36953694
cg00736326	0.0203067416404499	ARPC1A	7	98923878
cg00737514	0.0198349783298794	TBC1D1	4	37893313
cg00739120	0.332370549902604	GAPDHS;TMEM147	19	36035875
cg00741717	0.758075002215914	TLR8;LOC349408	X	12924184
cg00743372	0.0182574585332898	ZNF192	6	28109648
cg00744433	0.6256669660922	CXADR	21	18884067
cg00745543	0.952519283651971	H1FNT	12	48722754
cg00745735	0.83380585827988	MYPN	10	69868860
cg00746083	0.0144428441102095	CHD8	14	21905454
cg00746130	0.0420868458198912	BAT5	6	31671271
cg00746981	0.0913848785851912	HDGF	1	156721141
cg00747849	0.268108664866226	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0121029676938063	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.833303698157079	FAM83E;SPACA4	19	49109288
cg00755043	0.0229675280131847	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.252065671840787	DZIP1	13	96296844
cg00756887	0.430352993460291	PVRL4	1	161059654
cg00757070	0.461680842819849	UPK2	11	118827082
cg00757952	0.793480423949484	CRYBB1	22	27014415
cg00761755	0.0118765399746338	SLC43A2	17	1531579
cg00762512	0.0196700582453802	RPL9;LIAS	4	39460606
cg00763679	0.0293470884943197	SEPT2;HDLBP	2	242254198
cg00763889	0.928138487355839	HRASLS2	11	63330544
cg00766729	0.0113148783121371	ZNF784	19	56136136
cg00766889	0.0178321022769177	SEPHS1	10	13390384
cg00767581	0.697865074386621	HOXD4;MIR10B	2	177015125
cg00768439	0.364247119859544	FAM133A;NAP1L3	X	92928711
cg00769470	0.763922459031942	DEFB129	20	207338
cg00769520	0.0138946518249933	ST8SIA1	12	22488465
cg00770279	0.0118886806785257	CDKN2D	19	10679308
cg00770871	0.0119916605523241	TULP3	12	2999840
cg00772000	0.114949792595163	NHLRC1	6	18123049
cg00775197	0.0532633184797883	TCTE1	6	44265054
cg00777121	0.480794806329254	RASSF1	3	50378191
cg00777555	0.0127725411546032	ARF4	3	57583074
cg00778920	0.023714331622826	PRPF19	11	60674370
cg00779924	0.219265729034199	FLJ45983	10	8094641
cg00782174	0.0376949727374647	SLC1A5	19	47291626
cg00782854	0.0176041602393409	BCL2L1	20	30310858
cg00783759	0.0126282663736128	LARP1B	4	128983441
cg00784357	0.0117006011576343	RAC1	7	6413877
cg00791249	0.042585993156641	FDX1L	19	10426722
cg00792687	0.0205617181783813	C8orf41	8	33370099
cg00792740	0.0431019340178442	UBE3A	15	25684488
cg00792849	0.261197640324195	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00990099495182455	TRIM8	10	104403707
cg00795268	0.948932092292354	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.267396506743458	FUT4	11	94276898
cg00798206	0.0330139233577864	OXSR1	3	38207110
cg00799727	0.731682509784324	NA	NA	0
cg00800095	0.878901367858221	PNMA3	X	152224090
cg00804048	0.0420031882904179	EIF5A	17	7210539
cg00804392	0.488277109841696	RHOH	4	40198595
cg00806490	0.258869560737092	CDH13	16	82660873
cg00807586	0.204327018680775	DLEC1	3	38080790
cg00808492	0.902303739878821	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0467926879175679	RPF1	1	84944867
cg00811081	0.0316223689835132	RPAP3	12	48099724
cg00812502	0.011292393579847	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00751620524221894	UQCRFS1	19	29704028
cg00815583	0.0335392147816744	FBXO16	8	28348123
cg00815605	0.103333027453502	NA	NA	0
cg00816620	0.0811162603772993	C1orf25;C1orf26	1	185127501
cg00818693	0.0153108836461281	TTC14	3	180319964
cg00818872	0.0286444223206992	CHRNB2	1	154540271
cg00819310	0.884430208132264	VANGL1	1	116193783
cg00819362	0.847041765715661	CLIP3	19	36524208
cg00819696	0.013611266830385	TIMELESS	12	56843016
cg00821764	0.0115271501537073	UMPS	3	124449680
cg00822607	0.0483115789251869	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0170025529324382	CHD4	12	6716566
cg00825031	0.00837813607448805	VPS37A;CNOT7	8	17104503
cg00826384	0.0264472094449914	PTPRZ1	7	121513065
cg00827369	0.0205052417046336	EIF4H	7	73588253
cg00828602	0.0335841333396499	WNT5A	3	55520834
cg00830029	0.501055517886525	NRIP2	12	2943902
cg00830393	0.0185767805608759	LRIG1	3	66552063
cg00831028	0.0476760328595026	C20orf43	20	55043745
cg00832517	0.0355948347073915	C14orf126	14	31926792
cg00832994	0.0429613131087052	NA	NA	0
cg00833393	0.0197366603865396	TLN1;CREB3	9	35731638
cg00833777	0.839868512117411	ITGAM	16	31271642
cg00834796	0.126348133068524	JAKMIP2	5	147161924
cg00834958	0.0338694414316036	TSC22D4	7	100077147
cg00836605	0.0110870942449312	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0212495771594197	MITF	3	69788442
cg00839584	0.543472497164713	IL1A	2	113542091
cg00839802	0.0315152160663016	MAN1A1	6	119671238
cg00840403	0.233720099503989	CHST4	16	71560205
cg00840516	0.703924383140655	HYAL2	3	50360097
cg00841581	0.017210582014171	STAG1	3	136471162
cg00842351	0.198026688194857	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.351005338230881	DLG2	11	84634126
cg00848394	0.0195181284269203	WDR51A	3	52188768
cg00848397	0.019932667784767	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.370716966865645	DAB1	1	58716018
cg00849368	0.0280312001723076	ARSK;TTC37	5	94890411
cg00850538	0.617497915107551	CRIM1	2	36582038
cg00852964	0.650059671307248	VNN1	6	133035150
cg00853068	0.208708956861081	FMNL1	17	43298592
cg00854637	0.0444488285879814	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0327634482669865	SKP1	5	133512930
cg00856375	0.0188096917582641	PSMD14	2	162164676
cg00858899	0.0324176684913049	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.750639961064895	CYB5R2	11	7694524
cg00861635	0.0214701933333589	ZNF200	16	3285425
cg00862041	0.615329944839676	GPRASP2	X	101967017
cg00862290	0.862063196943342	KCNMB3	3	178984973
cg00862770	0.0171322740587975	FKBP5	6	35655764
cg00864867	0.0213411435814797	PAWR	12	80085268
cg00870662	0.0258861925592882	PARD6G	18	78005665
cg00871453	0.0336402272365994	WDR67	8	124084640
cg00873037	0.0234189831969886	NEIL2	8	11626984
cg00873937	0.0222236387697744	ATOH7	10	69991564
cg00874863	0.575111030183595	LHFPL1	X	111924370
cg00875272	0.114949787968748	TAL1	1	47695321
cg00876704	0.0154767078639702	PKN1	19	14544684
cg00877887	0.221416782861708	DUOXA2;DUOX2	15	45406654
cg00877964	0.0178238520667501	SLC1A4	2	65215638
cg00881086	0.027329737129631	NCRNA00119;NPHP3	3	132441942
cg00881370	0.962453849691347	LOC55908;DOCK6	19	11348439
cg00882451	0.925872645703734	ZP2	16	21222863
cg00882832	0.0293857996295477	SPRY1	4	124317983
cg00884221	0.456727262410089	IGFBP7	4	57976915
cg00884529	0.082699188475815	BZW2;ANKMY2	7	16685823
cg00885506	0.0338941528199128	WDR31	9	116102792
cg00886554	0.0208293705217524	NMU	4	56502598
cg00887101	0.0474817643885488	INTS5	11	62420578
cg00887547	0.0254220368224832	TAOK3	12	118811020
cg00887700	0.0194006760457061	EIF2B1;GTF2H3	12	124118360
cg00888007	0.117140957978917	CCND2	12	4382184
cg00888479	0.128561505098407	SLC24A3	20	19193824
cg00888561	0.0301076296859272	WDFY2	13	52157910
cg00890257	0.0177129612505839	DEGS2	14	100625756
cg00891278	0.570416604179799	CCDC37	3	126113784
cg00891541	0.71968555156173	SMPD3	16	68481487
cg00892393	0.835362454916792	C16orf73	16	1911525
cg00892798	0.0162058058031899	NGFR	17	47572909
cg00893242	0.188874799720376	SND1	7	127291580
cg00893636	0.0337221017197075	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0187394885770263	RPL7L1	6	42847415
cg00894577	0.508893353392735	NA	NA	0
cg00895324	0.749430861851769	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0243204610761519	LACE1	6	108616288
cg00899086	0.0195466848809924	SEPT11	4	77871294
cg00899641	0.0220734302530843	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0396762200923473	YBX2	17	7197375
cg00901652	0.037164501106134	CTR9	11	10772434
cg00901683	0.0139102950520754	PTCD1;CPSF4	7	99036756
cg00901704	0.0196853858622795	SLC25A19	17	73285325
cg00901766	0.0261103975621809	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.336016660320749	CHL1	3	238161
cg00903375	0.0137303088408316	SBDS;TYW1	7	66460591
cg00904483	0.975134115345162	MGMT	10	131354873
cg00904574	0.0171899257906049	PLK3	1	45265678
cg00905170	0.00871198466397661	RRS1	8	67341306
cg00906183	0.0151168123968592	HGS;ARL16	17	79650926
cg00908551	0.0505663512667712	FANCF	11	22646931
cg00910067	0.123599538190739	SLC7A10	19	33717545
cg00910168	0.708392399657209	DHX37	12	125474021
cg00911351	0.414731852481268	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.935744742491767	PRPS1L1	7	18067463
cg00912191	0.0744127991763211	UBTD2	5	171709917
cg00912942	0.950168449943541	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0126207562676232	SHC1;CKS1B	1	154946946
cg00916199	0.0145096773633198	TMCO6	5	140019287
cg00916635	0.62990213510637	PTPN22	1	114414312
cg00917893	0.0137823910221238	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0235396736248872	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0949468751516116	XIAP	X	122993419
cg00922727	0.0294289806844507	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.205168187245283	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.049081354997111	HSPA1A;HSPA1L	6	31783364
cg00930078	0.019747027844541	FBXO28	1	224301953
cg00930194	0.550849510275035	PROP1	5	177423598
cg00930873	0.449710145811521	ALDH1A2	15	58357973
cg00931491	0.291380340759884	SULT1A2	16	28608288
cg00932276	0.440845587149617	EGFL6	X	13587976
