Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg00503458	0.137360801251023	KIAA0907	1	155904439
cg00503840	0.772829188236041	DLX5	7	96650509
cg00504595	0.0330678408828054	TNFRSF19	13	24144985
cg00509616	0.0557780152218735	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.473430982631839	C6orf211;RMND1	6	151772946
cg00510956	0.910406368853874	KHDRBS1	1	32478440
cg00511475	0.641673273648248	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.529071724925897	SLC18A2	10	119000991
cg00512374	0.0181359720467929	IGFBP4	17	38599682
cg00513220	0.0125360840426691	MOSC2	1	220922123
cg00513467	0.0243786143341124	KLHL9	9	21335551
cg00514407	0.0520501254232629	SERPINE2	2	224904626
cg00514895	0.0313698643461781	CPZ	4	8594413
cg00515905	0.960592740185497	EPS8L3	1	110306507
cg00516481	0.809150247465098	PDE9A	21	44073202
cg00518911	0.27340124190075	NA	NA	0
cg00518989	0.0178947539102948	LIMK2	22	31608519
cg00519208	0.833401300025415	EVI5	1	93258319
cg00519627	0.0090179517082636	CORO7	16	4466650
cg00520135	0.869232892192667	TPM1	15	63333846
cg00520708	0.0796008034875493	C5orf24	5	134181266
cg00521434	0.920816951862159	GPR61	1	110081965
cg00521598	0.0454023355597869	MYCBP	1	39339413
cg00522034	0.00849816688127726	CBLB	3	105587721
cg00522316	0.0235989124837412	KHSRP	19	6425042
cg00524288	0.0354687697016277	UPP1	7	48128452
cg00528052	0.00652328448802366	KDM5B	1	202777295
cg00528967	0.00698483056908935	STK24	13	99228955
cg00532335	0.462015650512423	LGI1	10	95516861
cg00532890	0.0179324398796353	PBX1	1	164528682
cg00534274	0.085724541909714	SLC7A11	4	139163341
cg00534856	0.905916393625474	NA	NA	0
cg00536175	0.794341979450783	GATA1	X	48645024
cg00537910	0.884688016600477	ATG9A;ABCB6	2	220084611
cg00539322	0.838131439656173	SAG	2	234216360
cg00539716	0.023122291393977	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0172585944122618	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.229212144921997	NA	NA	0
cg00544557	0.525670686481691	DSCR10	21	39578742
cg00545573	0.0483096284476453	TAOK3	12	118810436
cg00546491	0.559471686063756	PDE1C	7	32111062
cg00546897	0.0936135176161036	LOC284837	21	45232232
cg00547018	0.111278878141085	ALG1	16	5121709
cg00547789	0.185492202222152	RAB39B	X	154493750
cg00547829	0.0383177965138191	TUBD1;RPS6KB1	17	57970161
cg00548060	0.596319951655627	NPL	1	182761905
cg00548268	0.879457482549629	NPTX2	7	98245830
cg00550617	0.225586911477391	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.821667429573461	NR1H3	11	47281370
cg00554682	0.0211074784904467	ZNF804A	2	185463132
cg00554702	0.0927570480720869	CHEK1	11	125496645
cg00556408	0.858662271695916	TMPRSS6	22	37500588
cg00557354	0.668386803809104	ARHGEF7	13	111767899
cg00559473	0.109249319292545	AAAS	12	53715592
cg00560119	0.0263035622137654	STXBP1	9	130374109
cg00563229	0.0251139208951208	XKR8	1	28286146
cg00563845	0.110728245253441	PXK	3	58318305
cg00563926	0.0951912505869148	TGFBR3	1	92352481
cg00563932	0.898920004948649	PTGDS	9	139871049
cg00564163	0.0400914664925445	STEAP4	7	87935979
cg00565075	0.185993750021268	MIR659;EIF3L	22	38244893
cg00565688	0.759497464391141	TP73	1	3568212
cg00566759	0.0352092825401311	DSC2	18	28682345
cg00567479	0.0316191239739707	FARP2	2	242295999
cg00567749	0.401058906345873	VCAN	5	82767908
cg00568128	0.0500930365589467	MIR2110;C10orf118	10	115934100
cg00568792	0.0780589488228864	STT3A	11	125462554
cg00569620	0.0498296169152962	ABHD10	3	111697653
cg00571634	0.308503572829723	WDR5B	3	122134820
cg00572797	0.991659503798582	NA	NA	0
cg00573606	0.792380646018988	COL6A3	2	238322680
cg00575744	0.0350460303863933	HLA-DMB	6	32908642
cg00576250	0.384344441514835		20	45087765
cg00577167	0.229840461839291	ALDOB	9	104197675
cg00577464	0.477533266944921	SHH	7	155604780
cg00578575	0.0725021343237586	NA	NA	0
cg00579393	0.414219200686663	REG1B	2	79316004
cg00579402	0.889955820536666	FUT6	19	5838999
cg00581156	0.0159241767060915	DIMT1L	5	61699416
cg00582372	0.530279364648167	NA	NA	0
cg00582628	0.0269222562891394	RGS20	8	54764515
cg00584022	0.0259980424401982	KRAS	12	25403167
cg00585790	0.419576941516961	LIMS1	2	109204845
cg00585846	0.0167719947717921	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0638678747233056	CDKAL1	6	20534671
cg00587613	0.913955177620371	GPR152	11	67220223
cg00592315	0.869101675401509	C14orf86;FAM181A	14	94384611
cg00594118	0.101319780851219	COBRA1	9	140150000
cg00594952	0.947892479117684	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.213880556621198	MYO1C	17	1395880
cg00598858	0.0171354487155154	PRKCSH;CCDC151	19	11545966
cg00600110	0.899275256656908	FAM9A	X	8769528
cg00600684	0.938126472505431	WDR11	10	122610158
cg00601486	0.963335819760505	H1FNT	12	48723148
cg00602891	0.0371506380803089	C17orf62	17	80408864
cg00603172	0.367769240961205	NA	NA	0
cg00605270	0.0168178406013674	SMPDL3B	1	28261552
cg00609097	0.0105015221020892	TESK2	1	45956974
cg00611397	0.933212725249279	GTPBP5	20	60768026
cg00612467	0.019124288486939	HADH	4	108911077
cg00613255	0.930441638718869	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0839998847239766	RBM9	22	36236649
cg00615915	0.086475598213062	SERPINB8	18	61637299
cg00616129	0.203917309892165	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00901894913231359	NCL	2	232329096
cg00617305	0.0128910313606489	SHISA4	1	201857940
cg00618396	0.263056981109596	VBP1	X	154444551
cg00619207	0.215856042892701	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0328451543416118	CENPF	1	214776904
cg00620629	0.0191388973626173	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0612826370693823	ODF3L1	15	76016335
cg00622677	0.146261149536836	TSPAN5	4	99579248
cg00623593	0.815791778677281	DOCK1	10	128767610
cg00625425	0.569704693709234	KANK4	1	62785512
cg00625653	0.344892536407984	WNT7A	3	13921227
cg00626119	0.767925782127161	SH2D2A;NTRK1	1	156785288
cg00626466	0.130118182161846	GNS	12	65153982
cg00627233	0.113879953704125	NA	NA	0
cg00627286	0.0552923924474978	NA	NA	0
cg00629217	0.881490487512068	LNX1	4	54425349
cg00629585	0.125500111993198	GFI1B	9	135853992
cg00630164	0.115321906366272	KCNQ4	1	41250062
cg00630249	0.0141043001404594	CYB561D1	1	110036889
cg00630583	0.00799603332154202	PXMP2;POLE	12	133264314
cg00631230	0.0214688892967219	VPS33A	12	122750916
cg00633969	0.978576291826035	PARP9;DTX3L	3	122284550
cg00634577	0.143242597003017	NA	NA	0
cg00635481	0.0107803214772946	ZNF76	6	35226917
cg00636639	0.0136861768049895	RBM18;MRRF	9	125027249
cg00638514	0.304762549653311	OTOP3	17	72932048
cg00642303	0.00829945512956733	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.913861226329447		7	100544704
cg00645224	0.0170315785289165	NA	NA	0
cg00645579	0.886354342551639	IRF7;MUPCDH	11	617140
cg00645922	0.0718653676198888	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0235949855725798	ARSD	X	2847561
cg00646492	0.0467438151973562	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0666769249744695	SLC17A5	6	74364149
cg00648883	0.387948319114395	EEF1DP3	13	32524761
cg00650762	0.00764940024230169	EPHB2	1	23037368
cg00650876	0.00824927855055759	YBX1	1	43148058
cg00651216	0.0249900003828081	HSP90AB1	6	44213720
cg00653387	0.0299176638991649	PTN	7	137028535
cg00654814	0.202912872189706	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0241933175768977	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0315939046629641	PPARD	6	35310123
cg00657582	0.0248632730312536	CHD8	14	21904906
cg00658007	0.766809360860326	RD3	1	211666129
cg00658626	0.362291141505879	CCDC63	12	111284979
cg00659129	0.367170475062681	ASAP1	8	131414614
cg00659953	0.0066840744198971	FAM173A	16	770731
cg00660989	0.129248544285084	KLHL28;FAM179B	14	45432516
cg00661202	0.0132311663378645	TMEM43;CHCHD4	3	14166502
cg00661485	0.367210121157358	FOXI1	5	169533372
cg00662556	0.649176756478612	GALR1	18	74963364
cg00662775	0.442753588517143	NA	NA	0
cg00665395	0.0456134219736233	TTLL4	2	219575490
cg00666446	0.0406070374056826	ZNF670	1	247242273
cg00666746	0.449331126208117	SYDE1	19	15217781
cg00668685	0.894116532137419	SLC39A5	12	56624552
cg00669623	0.0624990708869442	CDK11B;CDK11A	1	1655867
cg00669856	0.0587247535666584	SPRY1	4	124317779
cg00671161	0.00766580952872447	ALG11;ATP7B	13	52586367
cg00672638	0.0827609878891668	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.0857525362270506	DOPEY2	21	37536923
cg00674922	0.186551125845028	NA	NA	0
cg00676660	0.0295378962075445	ADAMTS9	3	64672609
cg00677811	0.0157071581121382	CCM2	7	45040321
cg00678539	0.303151629993921	MNS1	15	56757625
cg00679556	0.53990040429565	TRIM31	6	30080782
cg00679738	0.836293323756716	FAM89A	1	231175246
cg00682653	0.0109582423053891	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0367547850660506	PPFIA2	12	82153256
cg00686022	0.728116254908101	C12orf40	12	40020078
cg00686623	0.0129761682332831	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0201416282480817	NDRG4	16	58497236
cg00688421	0.0467445029040267	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0460579290013051	RTKN	2	74668672
cg00690049	0.273864629976534	MAGED2	X	54834244
cg00690280	0.903852512359044	WFDC10B;WFDC13	20	44332733
cg00690893	0.373035565264219	NA	NA	0
cg00691625	0.864132526001932	NR5A1	9	127269807
cg00691822	0.738476876132395	NA	NA	0
cg00692549	0.0760725528313008	TARDBP	1	11072455
cg00693307	0.839511792493781	NA	NA	0
cg00695416	0.0425948726004494	CBR1	21	37442476
cg00696900	0.00901491226841153	NA	NA	0
cg00698688	0.159346708376101	SULT2B1	19	49055432
cg00702231	0.754663718752967	PLAGL1;HYMAI	6	144329473
cg00702729	0.955908749125393	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0350560146132134	KCTD15	19	34288103
cg00704909	0.0208837604585508	COPB1	11	14521319
cg00705255	0.0867940614466434	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.261564075407585	NMNAT2	1	183387564
cg00708598	0.638701713071523	LECT1	13	53313895
cg00708642	0.0141565264360731	EIF5	14	103800518
cg00711916	0.0416124586234333	CNNM4	2	97426274
cg00712898	0.00847210728759531	PRPF38B	1	109235208
cg00714377	0.567580203524315	SLA2	20	35274715
cg00717862	0.0323970720949988	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0656260568261626	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.0905923638048926		2	89215272
cg00718748	0.0276918564306083	ZNF624	17	16556871
cg00720072	0.0321830877231317	MARCH5;CPEB3	10	94051159
cg00720137	0.010191044675114	DYNLRB2	16	80575018
cg00720723	0.0215879422917453	NOP58	2	203130645
cg00722300	0.791845699675128	RLN3	19	14138639
cg00724662	0.0261712132880276	NXF1	11	62573193
cg00725143	0.0104247015883177	NA	NA	0
cg00725635	0.0610429317533496	B3GALT2;CDC73	1	193155806
cg00725777	0.421109747895933	NGFRAP1	X	102630411
cg00727590	0.11458756269404	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0491321617168562	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0120428574119582	C6orf27	6	31744927
cg00729275	0.23919735363777	AQP4;C18orf16	18	24445134
cg00729541	0.0122892355389549	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0269700925372514	PALMD	1	100111713
cg00730260	0.873132401132903	C12orf67	12	24736888
cg00731459	0.00785493059655372	HDAC4	2	240323091
cg00733682	0.00824977241122609	ZNF44	19	12405568
cg00734993	0.0139416875420706	MTCH1	6	36953694
cg00736326	0.0185325624726579	ARPC1A	7	98923878
cg00737514	0.0196050182310219	TBC1D1	4	37893313
cg00739120	0.16545021235789	GAPDHS;TMEM147	19	36035875
cg00741717	0.607221537165342	TLR8;LOC349408	X	12924184
cg00743372	0.0184349289515862	ZNF192	6	28109648
cg00744433	0.118191178248459	CXADR	21	18884067
cg00745543	0.96248878459233	H1FNT	12	48722754
cg00745735	0.800718180151466	MYPN	10	69868860
cg00746083	0.0151334042819909	CHD8	14	21905454
cg00746130	0.0405071551572952	BAT5	6	31671271
cg00746981	0.0568588864060862	HDGF	1	156721141
cg00747849	0.0814518624152055	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0141076606041614	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.890244839294319	FAM83E;SPACA4	19	49109288
cg00755043	0.0200298715629758	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00933083911102763	DZIP1	13	96296844
cg00756887	0.481884062672877	PVRL4	1	161059654
cg00757070	0.232052713744243	UPK2	11	118827082
cg00757952	0.880774931438123	CRYBB1	22	27014415
cg00761755	0.00839356505826826	SLC43A2	17	1531579
cg00762512	0.0350574370693766	RPL9;LIAS	4	39460606
cg00763679	0.0309357880104947	SEPT2;HDLBP	2	242254198
cg00763889	0.733652543376456	HRASLS2	11	63330544
cg00766729	0.0140401860005298	ZNF784	19	56136136
cg00766889	0.0159098583058751	SEPHS1	10	13390384
cg00767581	0.808161910653166	HOXD4;MIR10B	2	177015125
cg00768439	0.419587189474328	FAM133A;NAP1L3	X	92928711
cg00769470	0.737310945025	DEFB129	20	207338
cg00769520	0.0128518260073422	ST8SIA1	12	22488465
cg00770279	0.00881699274456492	CDKN2D	19	10679308
cg00770871	0.00964836265099373	TULP3	12	2999840
cg00772000	0.0991129724125776	NHLRC1	6	18123049
cg00775197	0.0269649542518632	TCTE1	6	44265054
cg00777121	0.729902653200707	RASSF1	3	50378191
cg00777555	0.00698095120204551	ARF4	3	57583074
cg00778920	0.0343953161655925	PRPF19	11	60674370
cg00779924	0.27813347970888	FLJ45983	10	8094641
cg00782174	0.0333609479968151	SLC1A5	19	47291626
cg00782854	0.0145592474983514	BCL2L1	20	30310858
cg00783759	0.00831217707248159	LARP1B	4	128983441
cg00784357	0.0112757392454594	RAC1	7	6413877
cg00791249	0.0556098285048952	FDX1L	19	10426722
cg00792687	0.0430543177012753	C8orf41	8	33370099
cg00792740	0.0267209519562892	UBE3A	15	25684488
cg00792849	0.538217769731492	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0102373688381708	TRIM8	10	104403707
cg00795268	0.941867102813252	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0185693976490308	FUT4	11	94276898
cg00798206	0.0203186688787669	OXSR1	3	38207110
cg00799727	0.449438673248248	NA	NA	0
cg00800095	0.964827502620378	PNMA3	X	152224090
cg00804048	0.037405878313647	EIF5A	17	7210539
cg00804392	0.0535617818831303	RHOH	4	40198595
cg00806490	0.607765066156135	CDH13	16	82660873
cg00807586	0.342035175007752	DLEC1	3	38080790
cg00808492	0.728949320207136	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0750106354234343	RPF1	1	84944867
cg00811081	0.0316122167379227	RPAP3	12	48099724
cg00812502	0.0122007863000775	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00425643292968846	UQCRFS1	19	29704028
cg00815583	0.0348557047533917	FBXO16	8	28348123
cg00815605	0.106602157240319	NA	NA	0
cg00816620	0.0977109145680296	C1orf25;C1orf26	1	185127501
cg00818693	0.037810959718885	TTC14	3	180319964
cg00818872	0.0266404670226866	CHRNB2	1	154540271
cg00819310	0.850885798777205	VANGL1	1	116193783
cg00819362	0.871159655773844	CLIP3	19	36524208
cg00819696	0.0096556321387631	TIMELESS	12	56843016
cg00821764	0.019462437048464	UMPS	3	124449680
cg00822607	0.0293372570626067	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0130537514733278	CHD4	12	6716566
cg00825031	0.00607185265658524	VPS37A;CNOT7	8	17104503
cg00826384	0.0233585182342226	PTPRZ1	7	121513065
cg00827369	0.0111415671486765	EIF4H	7	73588253
cg00828602	0.104967192266534	WNT5A	3	55520834
cg00830029	0.372675641410083	NRIP2	12	2943902
cg00830393	0.0209728339288606	LRIG1	3	66552063
cg00831028	0.0163649098952276	C20orf43	20	55043745
cg00832517	0.0414380931959894	C14orf126	14	31926792
cg00832994	0.0260623107612618	NA	NA	0
cg00833393	0.0191797179697206	TLN1;CREB3	9	35731638
cg00833777	0.884493875346452	ITGAM	16	31271642
cg00834796	0.0379634021076496	JAKMIP2	5	147161924
cg00834958	0.0247232137080842	TSC22D4	7	100077147
cg00836605	0.0119096231212059	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0222422041090013	MITF	3	69788442
cg00839584	0.765569556242753	IL1A	2	113542091
cg00839802	0.0343550722304576	MAN1A1	6	119671238
cg00840403	0.383529648770533	CHST4	16	71560205
cg00840516	0.737228014191631	HYAL2	3	50360097
cg00841581	0.0138232259590025	STAG1	3	136471162
cg00842351	0.11530150127323	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.28257814699179	DLG2	11	84634126
cg00848394	0.0234346410146546	WDR51A	3	52188768
cg00848397	0.0131844250791767	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0114154265042184	DAB1	1	58716018
cg00849368	0.0555621312817214	ARSK;TTC37	5	94890411
cg00850538	0.77044814801461	CRIM1	2	36582038
cg00852964	0.135820078741663	VNN1	6	133035150
cg00853068	0.45411383494182	FMNL1	17	43298592
cg00854637	0.0416704457966285	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0311548930206887	SKP1	5	133512930
cg00856375	0.0188051890641906	PSMD14	2	162164676
cg00858899	0.0519555037211395	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.938741752592577	CYB5R2	11	7694524
cg00861635	0.0179688889573637	ZNF200	16	3285425
cg00862041	0.705075089057268	GPRASP2	X	101967017
cg00862290	0.925122811843127	KCNMB3	3	178984973
cg00862770	0.0162273190076943	FKBP5	6	35655764
cg00864867	0.121763533582421	PAWR	12	80085268
cg00870662	0.0206604762255421	PARD6G	18	78005665
cg00871453	0.0198537290928463	WDR67	8	124084640
cg00873037	0.0474926973028678	NEIL2	8	11626984
cg00873937	0.0938234295178423	ATOH7	10	69991564
cg00874863	0.579451846145682	LHFPL1	X	111924370
cg00875272	0.112841566593685	TAL1	1	47695321
cg00876704	0.0116388781578639	PKN1	19	14544684
cg00877887	0.0263218467230939	DUOXA2;DUOX2	15	45406654
cg00877964	0.0143535274762317	SLC1A4	2	65215638
cg00881086	0.0292407228638752	NCRNA00119;NPHP3	3	132441942
cg00881370	0.970663363543903	LOC55908;DOCK6	19	11348439
cg00882451	0.903223363354509	ZP2	16	21222863
cg00882832	0.0213662120616161	SPRY1	4	124317983
cg00884221	0.367661128441132	IGFBP7	4	57976915
cg00884529	0.0822063909060101	BZW2;ANKMY2	7	16685823
cg00885506	0.0560450596913257	WDR31	9	116102792
cg00886554	0.0194386105811932	NMU	4	56502598
cg00887101	0.0429662027610689	INTS5	11	62420578
cg00887547	0.0182646459725474	TAOK3	12	118811020
cg00887700	0.0191403181029407	EIF2B1;GTF2H3	12	124118360
cg00888007	0.660106193201937	CCND2	12	4382184
cg00888479	0.0831529591591833	SLC24A3	20	19193824
cg00888561	0.0256150857407703	WDFY2	13	52157910
cg00890257	0.0151994123693388	DEGS2	14	100625756
cg00891278	0.776612278388208	CCDC37	3	126113784
cg00891541	0.701053932522675	SMPD3	16	68481487
cg00892393	0.896868849732423	C16orf73	16	1911525
cg00892798	0.0100185233316637	NGFR	17	47572909
cg00893242	0.138929849126128	SND1	7	127291580
cg00893636	0.0181634196674175	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0295635440738021	RPL7L1	6	42847415
cg00894577	0.422594343869768	NA	NA	0
cg00895324	0.777104215456765	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0283794738491758	LACE1	6	108616288
cg00899086	0.019092238094743	SEPT11	4	77871294
cg00899641	0.0213620723467661	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0167626274803223	YBX2	17	7197375
cg00901652	0.035674848186308	CTR9	11	10772434
cg00901683	0.0111798464319947	PTCD1;CPSF4	7	99036756
cg00901704	0.0199796233593718	SLC25A19	17	73285325
cg00901766	0.0239528265909348	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.723667073468656	CHL1	3	238161
cg00903375	0.0231927226757305	SBDS;TYW1	7	66460591
cg00904483	0.960385749559704	MGMT	10	131354873
cg00904574	0.0143509032661411	PLK3	1	45265678
cg00905170	0.0155697415572825	RRS1	8	67341306
cg00906183	0.0140241087218978	HGS;ARL16	17	79650926
cg00908551	0.049682129574193	FANCF	11	22646931
cg00910067	0.120612622159766	SLC7A10	19	33717545
cg00910168	0.833142165252077	DHX37	12	125474021
cg00911351	0.431955318316252	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.705346249786873	PRPS1L1	7	18067463
cg00912191	0.096850578402466	UBTD2	5	171709917
cg00912942	0.957307203692978	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0184524270222803	SHC1;CKS1B	1	154946946
cg00916199	0.0117503723383481	TMCO6	5	140019287
cg00916635	0.834975394102207	PTPN22	1	114414312
cg00917893	0.020225632903899	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0254010624968202	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0733585562995041	XIAP	X	122993419
cg00922727	0.033250080384991	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0811978303985974	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.108413831521637	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0171647611087941	FBXO28	1	224301953
cg00930194	0.737889061340663	PROP1	5	177423598
cg00930873	0.555073847923552	ALDH1A2	15	58357973
