Hybridization REF	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05
cg00503458	0.0294431539514586	KIAA0907	1	155904439
cg00503840	0.464198691396877	DLX5	7	96650509
cg00504595	0.175724228840123	TNFRSF19	13	24144985
cg00509616	0.350519669520785	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0198363999672641	C6orf211;RMND1	6	151772946
cg00510956	0.91409404484606	KHDRBS1	1	32478440
cg00511475	0.330170013470641	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.014775924331557	SLC18A2	10	119000991
cg00512374	0.0141956698763809	IGFBP4	17	38599682
cg00513220	0.0354126310487276	MOSC2	1	220922123
cg00513467	0.0216294201728839	KLHL9	9	21335551
cg00514407	0.158590489904391	SERPINE2	2	224904626
cg00514895	0.376898751654011	CPZ	4	8594413
cg00515905	0.920021515736085	EPS8L3	1	110306507
cg00516481	0.635159711096908	PDE9A	21	44073202
cg00518911	0.800867919694872	NA	NA	0
cg00518989	0.0129586298586474	LIMK2	22	31608519
cg00519208	0.863610640993391	EVI5	1	93258319
cg00519627	0.0134537704825249	CORO7	16	4466650
cg00520135	0.962213643274712	TPM1	15	63333846
cg00520708	0.0870063069914182	C5orf24	5	134181266
cg00521434	0.934466069594143	GPR61	1	110081965
cg00521598	0.0283357138931893	MYCBP	1	39339413
cg00522034	0.00835903611060181	CBLB	3	105587721
cg00522316	0.0214687868425021	KHSRP	19	6425042
cg00524288	0.0249397921027265	UPP1	7	48128452
cg00528052	0.00912759745422755	KDM5B	1	202777295
cg00528967	0.0111645305130801	STK24	13	99228955
cg00532335	0.521808226434984	LGI1	10	95516861
cg00532890	0.0189366944983741	PBX1	1	164528682
cg00534274	0.130675685133369	SLC7A11	4	139163341
cg00534856	0.916617146496771	NA	NA	0
cg00536175	0.941198726117475	GATA1	X	48645024
cg00537910	0.835153337170777	ATG9A;ABCB6	2	220084611
cg00539322	0.848585783340435	SAG	2	234216360
cg00539716	0.0267470279408192	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0123891451090271	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0344408593455351	NA	NA	0
cg00544557	0.878369640158804	DSCR10	21	39578742
cg00545573	0.0463807426942569	TAOK3	12	118810436
cg00546491	0.422640831713833	PDE1C	7	32111062
cg00546897	0.331102858396038	LOC284837	21	45232232
cg00547018	0.0970171762416046	ALG1	16	5121709
cg00547789	0.270669615443903	RAB39B	X	154493750
cg00547829	0.0109043041804442	TUBD1;RPS6KB1	17	57970161
cg00548060	0.864279968767621	NPL	1	182761905
cg00548268	0.78940969868732	NPTX2	7	98245830
cg00550617	0.319588019685079	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.702182007469314	NR1H3	11	47281370
cg00554682	0.02757581207295	ZNF804A	2	185463132
cg00554702	0.0684332541671451	CHEK1	11	125496645
cg00556408	0.810684219625862	TMPRSS6	22	37500588
cg00557354	0.0345575498542839	ARHGEF7	13	111767899
cg00559473	0.0464236329562032	AAAS	12	53715592
cg00560119	0.0265463012882363	STXBP1	9	130374109
cg00563229	0.0129434766805093	XKR8	1	28286146
cg00563845	0.116380895167792	PXK	3	58318305
cg00563926	0.469495838000088	TGFBR3	1	92352481
cg00563932	0.751768667770443	PTGDS	9	139871049
cg00564163	0.0812321700626677	STEAP4	7	87935979
cg00565075	0.0576175238496211	MIR659;EIF3L	22	38244893
cg00565688	0.245783634320741	TP73	1	3568212
cg00566759	0.0314229782183254	DSC2	18	28682345
cg00567479	0.0373553005094037	FARP2	2	242295999
cg00567749	0.273491542398168	VCAN	5	82767908
cg00568128	0.05025584970743	MIR2110;C10orf118	10	115934100
cg00568792	0.0405990701993207	STT3A	11	125462554
cg00569620	0.0221247013273635	ABHD10	3	111697653
cg00571634	0.13117584288705	WDR5B	3	122134820
cg00572797	0.988893788987917	NA	NA	0
cg00573606	0.800152166009885	COL6A3	2	238322680
cg00575744	0.0280849364658163	HLA-DMB	6	32908642
cg00576250	0.0457997723491415		20	45087765
cg00577167	0.630250121446117	ALDOB	9	104197675
cg00577464	0.0190325953225003	SHH	7	155604780
cg00578575	0.0410491141612339	NA	NA	0
cg00579393	0.731256682047087	REG1B	2	79316004
cg00579402	0.796586459100498	FUT6	19	5838999
cg00581156	0.0156875192469535	DIMT1L	5	61699416
cg00582372	0.747389418823457	NA	NA	0
cg00582628	0.0541546941536901	RGS20	8	54764515
cg00584022	0.0197582857651378	KRAS	12	25403167
cg00585790	0.734107082424843	LIMS1	2	109204845
cg00585846	0.0280285464015767	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0805859253849827	CDKAL1	6	20534671
cg00587613	0.511433206104612	GPR152	11	67220223
cg00592315	0.931844723670876	C14orf86;FAM181A	14	94384611
cg00594118	0.0369738508818021	COBRA1	9	140150000
cg00594952	0.929785098587133	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.47007953892445	MYO1C	17	1395880
cg00598858	0.0227056554150007	PRKCSH;CCDC151	19	11545966
cg00600110	0.984609516200454	FAM9A	X	8769528
cg00600684	0.929233177249491	WDR11	10	122610158
cg00601486	0.896478600065999	H1FNT	12	48723148
cg00602891	0.0264906564715898	C17orf62	17	80408864
cg00603172	0.76384018483451	NA	NA	0
cg00605270	0.0207855487706467	SMPDL3B	1	28261552
cg00609097	0.0140490710835699	TESK2	1	45956974
cg00611397	0.923847607392737	GTPBP5	20	60768026
cg00612467	0.0270540627473665	HADH	4	108911077
cg00613255	0.800002172015828	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0637198320912786	RBM9	22	36236649
cg00615915	0.0769178677271826	SERPINB8	18	61637299
cg00616129	0.019588251018185	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0105708828226205	NCL	2	232329096
cg00617305	0.0180004472786409	SHISA4	1	201857940
cg00618396	0.359679569527131	VBP1	X	154444551
cg00619207	0.24673043021194	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0261695598139993	CENPF	1	214776904
cg00620629	0.0167774795841562	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.26798947149277	ODF3L1	15	76016335
cg00622677	0.0289776808326467	TSPAN5	4	99579248
cg00623593	0.884963772846407	DOCK1	10	128767610
cg00625425	0.606664371297711	KANK4	1	62785512
cg00625653	0.0350028022153182	WNT7A	3	13921227
cg00626119	0.704710045666165	SH2D2A;NTRK1	1	156785288
cg00626466	0.265794142508446	GNS	12	65153982
cg00627233	0.190796064689576	NA	NA	0
cg00627286	0.0336327653080113	NA	NA	0
cg00629217	0.720457231550362	LNX1	4	54425349
cg00629585	0.103258936017156	GFI1B	9	135853992
cg00630164	0.0294134023774454	KCNQ4	1	41250062
cg00630249	0.0113775591803505	CYB561D1	1	110036889
cg00630583	0.0101818701418648	PXMP2;POLE	12	133264314
cg00631230	0.0149099568639206	VPS33A	12	122750916
cg00633969	0.946898299058975	PARP9;DTX3L	3	122284550
cg00634577	0.0389820242999502	NA	NA	0
cg00635481	0.0123945399014203	ZNF76	6	35226917
cg00636639	0.0149422725959963	RBM18;MRRF	9	125027249
cg00638514	0.0276217812146177	OTOP3	17	72932048
cg00642303	0.0108951759107038	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.958002352923113		7	100544704
cg00645224	0.015293465585744	NA	NA	0
cg00645579	0.691984328088428	IRF7;MUPCDH	11	617140
cg00645922	0.0165173561403378	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0922559794497465	ARSD	X	2847561
cg00646492	0.10518991683874	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0237472651180786	SLC17A5	6	74364149
cg00648883	0.261048371617082	EEF1DP3	13	32524761
cg00650762	0.0123388985484402	EPHB2	1	23037368
cg00650876	0.0110848562526316	YBX1	1	43148058
cg00651216	0.0626738499332928	HSP90AB1	6	44213720
cg00653387	0.044734649124828	PTN	7	137028535
cg00654814	0.0888161912156226	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0227643612478068	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0294618344244885	PPARD	6	35310123
cg00657582	0.124885160473353	CHD8	14	21904906
cg00658007	0.644092638029166	RD3	1	211666129
cg00658626	0.0367718686319886	CCDC63	12	111284979
cg00659129	0.918911745193565	ASAP1	8	131414614
cg00659953	0.0115063031985835	FAM173A	16	770731
cg00660989	0.0494066892105067	KLHL28;FAM179B	14	45432516
cg00661202	0.00851918038462117	TMEM43;CHCHD4	3	14166502
cg00661485	0.711412888523554	FOXI1	5	169533372
cg00662556	0.203978916822701	GALR1	18	74963364
cg00662775	0.701048217957454	NA	NA	0
cg00665395	0.016659702723392	TTLL4	2	219575490
cg00666446	0.0437562282564509	ZNF670	1	247242273
cg00666746	0.327634713477869	SYDE1	19	15217781
cg00668685	0.892423427098859	SLC39A5	12	56624552
cg00669623	0.0234767277184879	CDK11B;CDK11A	1	1655867
cg00669856	0.0601036257615984	SPRY1	4	124317779
cg00671161	0.0115175625648927	ALG11;ATP7B	13	52586367
cg00672638	0.0803009750928682	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.244984294906503	DOPEY2	21	37536923
cg00674922	0.0142973471768055	NA	NA	0
cg00676660	0.0154850908998799	ADAMTS9	3	64672609
cg00677811	0.020940154181579	CCM2	7	45040321
cg00678539	0.161736820359428	MNS1	15	56757625
cg00679556	0.533092702635613	TRIM31	6	30080782
cg00679738	0.014599754855346	FAM89A	1	231175246
cg00682653	0.0143435816686657	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0240775866983273	PPFIA2	12	82153256
cg00686022	0.883522045606848	C12orf40	12	40020078
cg00686623	0.0201008702446402	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0182383024665875	NDRG4	16	58497236
cg00688421	0.0187471601847988	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.251168658233075	RTKN	2	74668672
cg00690049	0.466810111053534	MAGED2	X	54834244
cg00690280	0.782040622345184	WFDC10B;WFDC13	20	44332733
cg00690893	0.0524899177584594	NA	NA	0
cg00691625	0.873488530501125	NR5A1	9	127269807
cg00691822	0.43991439589547	NA	NA	0
cg00692549	0.0489303970782686	TARDBP	1	11072455
cg00693307	0.918435836414021	NA	NA	0
cg00695416	0.0510956409249263	CBR1	21	37442476
cg00696900	0.0141425028425301	NA	NA	0
cg00698688	0.409150644136844	SULT2B1	19	49055432
cg00702231	0.705972580767358	PLAGL1;HYMAI	6	144329473
cg00702729	0.91219580416179	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0202285172757635	KCTD15	19	34288103
cg00704909	0.0137153066342331	COPB1	11	14521319
cg00705255	0.150992276286655	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0190453957626205	NMNAT2	1	183387564
cg00708598	0.300583384662188	LECT1	13	53313895
cg00708642	0.0176388009217047	EIF5	14	103800518
cg00711916	0.043509343194538	CNNM4	2	97426274
cg00712898	0.0109234990168446	PRPF38B	1	109235208
cg00714377	0.464486154036552	SLA2	20	35274715
cg00717862	0.0213212803856774	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0122079577555511	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.0937537538926569		2	89215272
cg00718748	0.0140568056531156	ZNF624	17	16556871
cg00720072	0.0158182121430122	MARCH5;CPEB3	10	94051159
cg00720137	0.0124748458915229	DYNLRB2	16	80575018
cg00720723	0.0239608434772942	NOP58	2	203130645
cg00722300	0.829832906482682	RLN3	19	14138639
cg00724662	0.0491771283451578	NXF1	11	62573193
cg00725143	0.014038700347663	NA	NA	0
cg00725635	0.0535450432759739	B3GALT2;CDC73	1	193155806
cg00725777	0.556555109879027	NGFRAP1	X	102630411
cg00727590	0.158481277156824	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0444450616901788	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0146493012126674	C6orf27	6	31744927
cg00729275	0.421268718248202	AQP4;C18orf16	18	24445134
cg00729541	0.014170171697627	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0696012896860969	PALMD	1	100111713
cg00730260	0.929361483945069	C12orf67	12	24736888
cg00731459	0.0118410023391205	HDAC4	2	240323091
cg00733682	0.00956191693385974	ZNF44	19	12405568
cg00734993	0.0172520635504354	MTCH1	6	36953694
cg00736326	0.0196222486326077	ARPC1A	7	98923878
cg00737514	0.0306230591333799	TBC1D1	4	37893313
cg00739120	0.771535371784264	GAPDHS;TMEM147	19	36035875
cg00741717	0.627477778182799	TLR8;LOC349408	X	12924184
cg00743372	0.0201782303879226	ZNF192	6	28109648
cg00744433	0.238147644532502	CXADR	21	18884067
cg00745543	0.912009069869724	H1FNT	12	48722754
cg00745735	0.683929981233341	MYPN	10	69868860
cg00746083	0.014896318020773	CHD8	14	21905454
cg00746130	0.0292892372946128	BAT5	6	31671271
cg00746981	0.0751983622691332	HDGF	1	156721141
cg00747849	0.233521865783406	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0144316894295962	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.780489075214667	FAM83E;SPACA4	19	49109288
cg00755043	0.029554089041218	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0180897682713194	DZIP1	13	96296844
cg00756887	0.377487445553831	PVRL4	1	161059654
cg00757070	0.371030579522524	UPK2	11	118827082
cg00757952	0.719170080482515	CRYBB1	22	27014415
cg00761755	0.00935004659871073	SLC43A2	17	1531579
cg00762512	0.0265294417980121	RPL9;LIAS	4	39460606
cg00763679	0.0228184403039382	SEPT2;HDLBP	2	242254198
cg00763889	0.893820765035624	HRASLS2	11	63330544
cg00766729	0.0128466391989748	ZNF784	19	56136136
cg00766889	0.0119705847567348	SEPHS1	10	13390384
cg00767581	0.744738931743306	HOXD4;MIR10B	2	177015125
cg00768439	0.392301639411763	FAM133A;NAP1L3	X	92928711
cg00769470	0.834335160172638	DEFB129	20	207338
cg00769520	0.0117090562544982	ST8SIA1	12	22488465
cg00770279	0.0121910801964218	CDKN2D	19	10679308
cg00770871	0.0134197142872681	TULP3	12	2999840
cg00772000	0.13126618578136	NHLRC1	6	18123049
cg00775197	0.0351966619693491	TCTE1	6	44265054
cg00777121	0.50884584521793	RASSF1	3	50378191
cg00777555	0.012505195405256	ARF4	3	57583074
cg00778920	0.0226695407335276	PRPF19	11	60674370
cg00779924	0.34837815720157	FLJ45983	10	8094641
cg00782174	0.0451658007402465	SLC1A5	19	47291626
cg00782854	0.0220428785667395	BCL2L1	20	30310858
cg00783759	0.0144479298893372	LARP1B	4	128983441
cg00784357	0.0118358783614596	RAC1	7	6413877
cg00791249	0.0450257943483541	FDX1L	19	10426722
cg00792687	0.015533588692392	C8orf41	8	33370099
cg00792740	0.028537330374382	UBE3A	15	25684488
cg00792849	0.272959395385951	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0119598138216983	TRIM8	10	104403707
cg00795268	0.946750774531259	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0661322949144798	FUT4	11	94276898
cg00798206	0.0261489588697473	OXSR1	3	38207110
cg00799727	0.686603245503849	NA	NA	0
cg00800095	0.957098492418468	PNMA3	X	152224090
cg00804048	0.0475959644707918	EIF5A	17	7210539
cg00804392	0.0478070031037593	RHOH	4	40198595
cg00806490	0.142606152410572	CDH13	16	82660873
cg00807586	0.28084470406032	DLEC1	3	38080790
cg00808492	0.638613572822706	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0498759512459792	RPF1	1	84944867
cg00811081	0.0311258709427931	RPAP3	12	48099724
cg00812502	0.0112078194206732	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00625743365782302	UQCRFS1	19	29704028
cg00815583	0.0238058402514906	FBXO16	8	28348123
cg00815605	0.0274876904180125	NA	NA	0
cg00816620	0.0799358212771159	C1orf25;C1orf26	1	185127501
cg00818693	0.0157254364745785	TTC14	3	180319964
cg00818872	0.0399878631466233	CHRNB2	1	154540271
cg00819310	0.583022090807287	VANGL1	1	116193783
cg00819362	0.814130366799791	CLIP3	19	36524208
cg00819696	0.0118660370604462	TIMELESS	12	56843016
cg00821764	0.0152019976055297	UMPS	3	124449680
cg00822607	0.0325845423461105	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0162894464029488	CHD4	12	6716566
cg00825031	0.00705640065292426	VPS37A;CNOT7	8	17104503
cg00826384	0.0250605275250769	PTPRZ1	7	121513065
cg00827369	0.0130585724734578	EIF4H	7	73588253
cg00828602	0.0340371873252912	WNT5A	3	55520834
cg00830029	0.510543371354388	NRIP2	12	2943902
cg00830393	0.0202893477167384	LRIG1	3	66552063
cg00831028	0.0455569458983715	C20orf43	20	55043745
cg00832517	0.0364750348167126	C14orf126	14	31926792
cg00832994	0.0246182702189451	NA	NA	0
cg00833393	0.0184914701727686	TLN1;CREB3	9	35731638
cg00833777	0.808121000454974	ITGAM	16	31271642
cg00834796	0.13759051624316	JAKMIP2	5	147161924
cg00834958	0.0241020769568291	TSC22D4	7	100077147
cg00836605	0.0122023708395987	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0230088409669315	MITF	3	69788442
cg00839584	0.65200991122388	IL1A	2	113542091
cg00839802	0.0192944870727265	MAN1A1	6	119671238
cg00840403	0.374348269535176	CHST4	16	71560205
cg00840516	0.729402659516564	HYAL2	3	50360097
cg00841581	0.0193677742615918	STAG1	3	136471162
cg00842351	0.108965529568109	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.210747714208075	DLG2	11	84634126
cg00848394	0.0189601783870449	WDR51A	3	52188768
cg00848397	0.0158065500783644	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.239879570271932	DAB1	1	58716018
cg00849368	0.029905943991349	ARSK;TTC37	5	94890411
cg00850538	0.353729153950542	CRIM1	2	36582038
cg00852964	0.760392419016792	VNN1	6	133035150
cg00853068	0.0823757080370018	FMNL1	17	43298592
cg00854637	0.0306496928100503	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0225193197256482	SKP1	5	133512930
cg00856375	0.0232229029089393	PSMD14	2	162164676
cg00858899	0.0405768146176971	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.703623067626876	CYB5R2	11	7694524
cg00861635	0.0184025124845221	ZNF200	16	3285425
cg00862041	0.558130592279808	GPRASP2	X	101967017
cg00862290	0.865213908596875	KCNMB3	3	178984973
cg00862770	0.0195431015283692	FKBP5	6	35655764
cg00864867	0.0174068631854192	PAWR	12	80085268
cg00870662	0.0242595582540703	PARD6G	18	78005665
cg00871453	0.0293355964699477	WDR67	8	124084640
cg00873037	0.021733534634254	NEIL2	8	11626984
cg00873937	0.0254644657971559	ATOH7	10	69991564
cg00874863	0.664814826147482	LHFPL1	X	111924370
cg00875272	0.295163177775053	TAL1	1	47695321
cg00876704	0.0139554563680405	PKN1	19	14544684
cg00877887	0.0254179164754273	DUOXA2;DUOX2	15	45406654
cg00877964	0.0200429192727572	SLC1A4	2	65215638
cg00881086	0.0203858595036062	NCRNA00119;NPHP3	3	132441942
cg00881370	0.921437857792703	LOC55908;DOCK6	19	11348439
cg00882451	0.910616236119059	ZP2	16	21222863
cg00882832	0.0447741751126108	SPRY1	4	124317983
cg00884221	0.0683898535239168	IGFBP7	4	57976915
cg00884529	0.0758145020052668	BZW2;ANKMY2	7	16685823
cg00885506	0.0330752643085945	WDR31	9	116102792
cg00886554	0.0197306922489991	NMU	4	56502598
cg00887101	0.0391784273222719	INTS5	11	62420578
cg00887547	0.0216397373193879	TAOK3	12	118811020
cg00887700	0.0176977832765425	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0130029993647142	CCND2	12	4382184
cg00888479	0.124021693505534	SLC24A3	20	19193824
cg00888561	0.022424739349275	WDFY2	13	52157910
cg00890257	0.0197865164668793	DEGS2	14	100625756
cg00891278	0.664180286581345	CCDC37	3	126113784
cg00891541	0.383800556985309	SMPD3	16	68481487
cg00892393	0.80995612361647	C16orf73	16	1911525
cg00892798	0.0121116663412347	NGFR	17	47572909
cg00893242	0.0182903915934464	SND1	7	127291580
cg00893636	0.0274657461803337	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0150844664692432	RPL7L1	6	42847415
cg00894577	0.374592115401934	NA	NA	0
cg00895324	0.794082930701449	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0236845571516053	LACE1	6	108616288
cg00899086	0.0236591061410874	SEPT11	4	77871294
cg00899641	0.0165102180338932	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.041973006430348	YBX2	17	7197375
cg00901652	0.0404856932044309	CTR9	11	10772434
cg00901683	0.00992509198822208	PTCD1;CPSF4	7	99036756
cg00901704	0.0219855398291845	SLC25A19	17	73285325
cg00901766	0.0362593904070007	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.478998412113071	CHL1	3	238161
cg00903375	0.0137994437561054	SBDS;TYW1	7	66460591
cg00904483	0.968593966119337	MGMT	10	131354873
cg00904574	0.0259434596948879	PLK3	1	45265678
cg00905170	0.0105957498572896	RRS1	8	67341306
cg00906183	0.0137369360787063	HGS;ARL16	17	79650926
cg00908551	0.0425213992098089	FANCF	11	22646931
cg00910067	0.0924493569598805	SLC7A10	19	33717545
cg00910168	0.562145102327057	DHX37	12	125474021
cg00911351	0.489539296261825	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.833333480451491	PRPS1L1	7	18067463
cg00912191	0.0720281400913377	UBTD2	5	171709917
cg00912942	0.953722243103119	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0130456417588874	SHC1;CKS1B	1	154946946
cg00916199	0.0138129715358828	TMCO6	5	140019287
cg00916635	0.703779680717202	PTPN22	1	114414312
cg00917893	0.0169846108781181	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0241099844990947	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0792791460830517	XIAP	X	122993419
cg00922727	0.0286848862699655	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.421205751792437	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0261507591538453	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0195534746618098	FBXO28	1	224301953
cg00930194	0.495963331047915	PROP1	5	177423598
cg00930873	0.0479698109268158	ALDH1A2	15	58357973
cg00931491	0.304160621771997	SULT1A2	16	28608288
