Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg00503840	0.478126547563162	DLX5	7	96650509
cg00504595	0.189200042341243	TNFRSF19	13	24144985
cg00509616	0.0926452525090482	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.431445990715486	C6orf211;RMND1	6	151772946
cg00510956	0.923319807315965	KHDRBS1	1	32478440
cg00511475	0.523700083943959	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.25293782117988	SLC18A2	10	119000991
cg00512374	0.016611013467012	IGFBP4	17	38599682
cg00513220	0.110654844565362	MOSC2	1	220922123
cg00513467	0.0527766548940502	KLHL9	9	21335551
cg00514407	0.205553299303355	SERPINE2	2	224904626
cg00514895	0.431680202626557	CPZ	4	8594413
cg00515905	0.953712773650906	EPS8L3	1	110306507
cg00516481	0.414826282000778	PDE9A	21	44073202
cg00518911	0.416417163026322	NA	NA	0
cg00518989	0.0115899812151591	LIMK2	22	31608519
cg00519208	0.87720327152166	EVI5	1	93258319
cg00519627	0.0141696991891601	CORO7	16	4466650
cg00520135	0.902366748754879	TPM1	15	63333846
cg00520708	0.119322777994265	C5orf24	5	134181266
cg00521434	0.919815995515155	GPR61	1	110081965
cg00521598	0.056256257197595	MYCBP	1	39339413
cg00522034	0.0107459581914314	CBLB	3	105587721
cg00522316	0.0228979165782875	KHSRP	19	6425042
cg00524288	0.0890749698169191	UPP1	7	48128452
cg00528052	0.00552094158063157	KDM5B	1	202777295
cg00528967	0.0107058389576902	STK24	13	99228955
cg00532335	0.385124392420103	LGI1	10	95516861
cg00532890	0.024485008621962	PBX1	1	164528682
cg00534274	0.148567508325161	SLC7A11	4	139163341
cg00534856	0.926557071819024	NA	NA	0
cg00536175	0.791975624582708	GATA1	X	48645024
cg00537910	0.901350005788126	ATG9A;ABCB6	2	220084611
cg00539322	0.82226738977511	SAG	2	234216360
cg00539716	0.0270971154213011	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0472179509950564	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.249354363213093	NA	NA	0
cg00544557	0.956708219502706	DSCR10	21	39578742
cg00545573	0.0697302934578602	TAOK3	12	118810436
cg00546491	0.225492903654884	PDE1C	7	32111062
cg00546897	0.580185191224329	LOC284837	21	45232232
cg00547018	0.0950948181840786	ALG1	16	5121709
cg00547789	0.115993323010934	RAB39B	X	154493750
cg00547829	0.0338941017159731	TUBD1;RPS6KB1	17	57970161
cg00548060	0.76854292594874	NPL	1	182761905
cg00548268	0.714710425802389	NPTX2	7	98245830
cg00550617	0.751799437457172	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.63746662243709	NR1H3	11	47281370
cg00554682	0.149865179629219	ZNF804A	2	185463132
cg00554702	0.132476455963511	CHEK1	11	125496645
cg00556408	0.867041777141641	TMPRSS6	22	37500588
cg00557354	0.59145662135409	ARHGEF7	13	111767899
cg00559473	0.114249129767683	AAAS	12	53715592
cg00560119	0.0306249488057333	STXBP1	9	130374109
cg00563229	0.0249208711944741	XKR8	1	28286146
cg00563845	0.0977661409782412	PXK	3	58318305
cg00563926	0.55031693307827	TGFBR3	1	92352481
cg00563932	0.713461175360216	PTGDS	9	139871049
cg00564163	0.619468906127034	STEAP4	7	87935979
cg00565075	0.298352789504979	MIR659;EIF3L	22	38244893
cg00565688	0.650216642223834	TP73	1	3568212
cg00566759	0.0253973741974075	DSC2	18	28682345
cg00567479	0.0350510752170478	FARP2	2	242295999
cg00567749	0.255440272644465	VCAN	5	82767908
cg00568128	0.0830396329504503	MIR2110;C10orf118	10	115934100
cg00568792	0.0566561169687333	STT3A	11	125462554
cg00569620	0.0262718730088044	ABHD10	3	111697653
cg00571634	0.208398747603868	WDR5B	3	122134820
cg00572797	0.989055384195773	NA	NA	0
cg00573606	0.566394620792932	COL6A3	2	238322680
cg00575744	0.0376876737946675	HLA-DMB	6	32908642
cg00576250	0.0593637289566583		20	45087765
cg00577167	0.399575877529575	ALDOB	9	104197675
cg00577464	0.0231209926430468	SHH	7	155604780
cg00578575	0.0465558566588024	NA	NA	0
cg00579393	0.413824972140741	REG1B	2	79316004
cg00579402	0.905244212547754	FUT6	19	5838999
cg00581156	0.0187012113344237	DIMT1L	5	61699416
cg00582372	0.527504258224416	NA	NA	0
cg00582628	0.0518199522192833	RGS20	8	54764515
cg00584022	0.0323734921811035	KRAS	12	25403167
cg00585790	0.735600231947622	LIMS1	2	109204845
cg00585846	0.0240235175527922	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0619429649007074	CDKAL1	6	20534671
cg00587613	0.854673572940646	GPR152	11	67220223
cg00592315	0.867478560654994	C14orf86;FAM181A	14	94384611
cg00594118	0.0505922626195682	COBRA1	9	140150000
cg00594952	0.790986149245519	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.745054511436126	MYO1C	17	1395880
cg00598858	0.0220932142386838	PRKCSH;CCDC151	19	11545966
cg00600110	0.763093308819304	FAM9A	X	8769528
cg00600684	0.941268051224317	WDR11	10	122610158
cg00601486	0.573121991023281	H1FNT	12	48723148
cg00602891	0.0612586920531718	C17orf62	17	80408864
cg00603172	0.874052819935894	NA	NA	0
cg00605270	0.0185040147670168	SMPDL3B	1	28261552
cg00609097	0.025426680092571	TESK2	1	45956974
cg00611397	0.913913870078324	GTPBP5	20	60768026
cg00612467	0.0280334466859043	HADH	4	108911077
cg00613255	0.878766749636005	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0696113299253805	RBM9	22	36236649
cg00615915	0.0660597716679682	SERPINB8	18	61637299
cg00616129	0.0323605674359985	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0109683913802051	NCL	2	232329096
cg00617305	0.0192301667983605	SHISA4	1	201857940
cg00618396	0.308577010729271	VBP1	X	154444551
cg00619207	0.332736288937728	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0510696365685028	CENPF	1	214776904
cg00620629	0.0305318390489739	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.30759782156939	ODF3L1	15	76016335
cg00622677	0.168918032899981	TSPAN5	4	99579248
cg00623593	0.94016088021816	DOCK1	10	128767610
cg00625425	0.564463936974678	KANK4	1	62785512
cg00625653	0.38484732531182	WNT7A	3	13921227
cg00626119	0.738341400320284	SH2D2A;NTRK1	1	156785288
cg00626466	0.841836998606553	GNS	12	65153982
cg00627233	0.218799788153991	NA	NA	0
cg00627286	0.0547554817564957	NA	NA	0
cg00629217	0.894439099360413	LNX1	4	54425349
cg00629585	0.308671598988768	GFI1B	9	135853992
cg00630164	0.517418894630536	KCNQ4	1	41250062
cg00630249	0.0130924498563856	CYB561D1	1	110036889
cg00630583	0.0129578264041977	PXMP2;POLE	12	133264314
cg00631230	0.0205214450925665	VPS33A	12	122750916
cg00633969	0.964182067560939	PARP9;DTX3L	3	122284550
cg00634577	0.169642033126845	NA	NA	0
cg00635481	0.0103141426976937	ZNF76	6	35226917
cg00636639	0.0158787678422751	RBM18;MRRF	9	125027249
cg00638514	0.127559538676132	OTOP3	17	72932048
cg00642303	0.0145458383744326	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.675084575122787		7	100544704
cg00645224	0.0167881469684607	NA	NA	0
cg00645579	0.738310469430162	IRF7;MUPCDH	11	617140
cg00645922	0.0588393079877053	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.146978689170948	ARSD	X	2847561
cg00646492	0.0863375167602712	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0655310691547447	SLC17A5	6	74364149
cg00648883	0.36931126396225	EEF1DP3	13	32524761
cg00650762	0.017785910814578	EPHB2	1	23037368
cg00650876	0.00991676282601908	YBX1	1	43148058
cg00651216	0.050257588540669	HSP90AB1	6	44213720
cg00653387	0.038972171759866	PTN	7	137028535
cg00654814	0.135592310431327	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0372257133202809	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0414378985277161	PPARD	6	35310123
cg00657582	0.126510601084099	CHD8	14	21904906
cg00658007	0.524291747674782	RD3	1	211666129
cg00658626	0.0979864304840742	CCDC63	12	111284979
cg00659129	0.932322128123679	ASAP1	8	131414614
cg00659953	0.00652190170684371	FAM173A	16	770731
cg00660989	0.0808221017368831	KLHL28;FAM179B	14	45432516
cg00661202	0.0134737328669297	TMEM43;CHCHD4	3	14166502
cg00661485	0.560630001596853	FOXI1	5	169533372
cg00662556	0.467563975540857	GALR1	18	74963364
cg00662775	0.492119891258022	NA	NA	0
cg00665395	0.0772551322526902	TTLL4	2	219575490
cg00666446	0.0761499930819726	ZNF670	1	247242273
cg00666746	0.555348531501268	SYDE1	19	15217781
cg00668685	0.954448934099088	SLC39A5	12	56624552
cg00669623	0.0556672099346688	CDK11B;CDK11A	1	1655867
cg00669856	0.0719466365557265	SPRY1	4	124317779
cg00671161	0.00892826339391345	ALG11;ATP7B	13	52586367
cg00672638	0.0630487554373848	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.250380916309817	DOPEY2	21	37536923
cg00674922	0.382318436235418	NA	NA	0
cg00676660	0.0275738765637442	ADAMTS9	3	64672609
cg00677811	0.0178971554801405	CCM2	7	45040321
cg00678539	0.47466289514776	MNS1	15	56757625
cg00679556	0.402060509599114	TRIM31	6	30080782
cg00679738	0.608934204984927	FAM89A	1	231175246
cg00682653	0.0256082740800211	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0635260682986784	PPFIA2	12	82153256
cg00686022	0.749806166678137	C12orf40	12	40020078
cg00686623	0.0315962931064574	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0936656512012859	NDRG4	16	58497236
cg00688421	0.129338159897347	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0978258207867429	RTKN	2	74668672
cg00690049	0.429700688304015	MAGED2	X	54834244
cg00690280	0.853391246671704	WFDC10B;WFDC13	20	44332733
cg00690893	0.257567897611096	NA	NA	0
cg00691625	0.721734666698361	NR5A1	9	127269807
cg00691822	0.530656916110767	NA	NA	0
cg00692549	0.0780612837198102	TARDBP	1	11072455
cg00693307	0.858816205827684	NA	NA	0
cg00695416	0.561938773548551	CBR1	21	37442476
cg00696900	0.0123938014978108	NA	NA	0
cg00698688	0.312669490504186	SULT2B1	19	49055432
cg00702231	0.859851928320331	PLAGL1;HYMAI	6	144329473
cg00702729	0.957064154018199	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0460874488382158	KCTD15	19	34288103
cg00704909	0.0134835648582893	COPB1	11	14521319
cg00705255	0.1525643492413	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.150576510351869	NMNAT2	1	183387564
cg00708598	0.512121688609791	LECT1	13	53313895
cg00708642	0.0186523892069166	EIF5	14	103800518
cg00711916	0.0522610074628103	CNNM4	2	97426274
cg00712898	0.00861530269319735	PRPF38B	1	109235208
cg00714377	0.253088141834932	SLA2	20	35274715
cg00717862	0.0438376689588477	TBCCD1;DNAJB11	3	186288771
cg00718440	0.114933782241486	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.217034134652311		2	89215272
cg00718748	0.0225054061143696	ZNF624	17	16556871
cg00720072	0.038912333996886	MARCH5;CPEB3	10	94051159
cg00720137	0.0110760649527765	DYNLRB2	16	80575018
cg00720723	0.0285016105756562	NOP58	2	203130645
cg00722300	0.82282940958695	RLN3	19	14138639
cg00724662	0.0552566281411246	NXF1	11	62573193
cg00725143	0.0271019959265848	NA	NA	0
cg00725635	0.154514995194562	B3GALT2;CDC73	1	193155806
cg00725777	0.661982828684672	NGFRAP1	X	102630411
cg00727590	0.611759018045398	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.142797970049429	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0167686452339476	C6orf27	6	31744927
cg00729275	0.765328583179516	AQP4;C18orf16	18	24445134
cg00729541	0.0479027056463993	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0349514005946165	PALMD	1	100111713
cg00730260	0.962861073494884	C12orf67	12	24736888
cg00731459	0.0110850686418834	HDAC4	2	240323091
cg00733682	0.0175689740213215	ZNF44	19	12405568
cg00734993	0.0426960756117664	MTCH1	6	36953694
cg00736326	0.0316305384916397	ARPC1A	7	98923878
cg00737514	0.025779630623044	TBC1D1	4	37893313
cg00739120	0.639339206950643	GAPDHS;TMEM147	19	36035875
cg00741717	0.615720640150293	TLR8;LOC349408	X	12924184
cg00743372	0.0189583003542422	ZNF192	6	28109648
cg00744433	0.806104775580251	CXADR	21	18884067
cg00745543	0.786154695351129	H1FNT	12	48722754
cg00745735	0.562572219754396	MYPN	10	69868860
cg00746083	0.0137798184368211	CHD8	14	21905454
cg00746130	0.0506413342823228	BAT5	6	31671271
cg00746981	0.043505106285971	HDGF	1	156721141
cg00747849	0.156406977642307	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0157667676688182	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.861632099787784	FAM83E;SPACA4	19	49109288
cg00755043	0.021133580786816	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.439684990610361	DZIP1	13	96296844
cg00756887	0.42260237923847	PVRL4	1	161059654
cg00757070	0.441216826867037	UPK2	11	118827082
cg00757952	0.89762116786776	CRYBB1	22	27014415
cg00761755	0.015091925441711	SLC43A2	17	1531579
cg00762512	0.0287427138298799	RPL9;LIAS	4	39460606
cg00763679	0.0294803891312113	SEPT2;HDLBP	2	242254198
cg00763889	0.803424421180424	HRASLS2	11	63330544
cg00766729	0.087487199817045	ZNF784	19	56136136
cg00766889	0.0196596670882445	SEPHS1	10	13390384
cg00767581	0.79584517485295	HOXD4;MIR10B	2	177015125
cg00768439	0.526351548416427	FAM133A;NAP1L3	X	92928711
cg00769470	0.931405394818678	DEFB129	20	207338
cg00769520	0.148663861408609	ST8SIA1	12	22488465
cg00770279	0.0120751125664078	CDKN2D	19	10679308
cg00770871	0.0146018891216024	TULP3	12	2999840
cg00772000	0.646137484816456	NHLRC1	6	18123049
cg00775197	0.178041680228021	TCTE1	6	44265054
cg00777121	0.631196588031416	RASSF1	3	50378191
cg00777555	0.0163313360220058	ARF4	3	57583074
cg00778920	0.0416553091529947	PRPF19	11	60674370
cg00779924	0.165154228684214	FLJ45983	10	8094641
cg00782174	0.0354643422576723	SLC1A5	19	47291626
cg00782854	0.0246969003423907	BCL2L1	20	30310858
cg00783759	0.0225942650269691	LARP1B	4	128983441
cg00784357	0.0212033332196975	RAC1	7	6413877
cg00791249	0.0426684470569747	FDX1L	19	10426722
cg00792687	0.0283822031481539	C8orf41	8	33370099
cg00792740	0.0279303770014596	UBE3A	15	25684488
cg00792849	0.0445489219464019	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0122137310655266	TRIM8	10	104403707
cg00795268	0.872879763082754	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.171762923230933	FUT4	11	94276898
cg00798206	0.0229587518299986	OXSR1	3	38207110
cg00799727	0.531380012801572	NA	NA	0
cg00800095	0.927509273826804	PNMA3	X	152224090
cg00804048	0.0804875585705876	EIF5A	17	7210539
cg00804392	0.534799918906192	RHOH	4	40198595
cg00806490	0.192428884622408	CDH13	16	82660873
cg00807586	0.334638847785785	DLEC1	3	38080790
cg00808492	0.917588645254261	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0470763226332344	RPF1	1	84944867
cg00811081	0.0473662490480161	RPAP3	12	48099724
cg00812502	0.0165560289674862	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00806345415189649	UQCRFS1	19	29704028
cg00815583	0.046661044465198	FBXO16	8	28348123
cg00815605	0.111833229871951	NA	NA	0
cg00816620	0.152403702312756	C1orf25;C1orf26	1	185127501
cg00818693	0.0164043740376232	TTC14	3	180319964
cg00818872	0.0302901880376187	CHRNB2	1	154540271
cg00819310	0.923465278606597	VANGL1	1	116193783
cg00819362	0.921314578277988	CLIP3	19	36524208
cg00819696	0.0254145445107175	TIMELESS	12	56843016
cg00821764	0.0207448600169565	UMPS	3	124449680
cg00822607	0.0355382041254387	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0553626217043801	CHD4	12	6716566
cg00825031	0.00604322711176644	VPS37A;CNOT7	8	17104503
cg00826384	0.034149945026024	PTPRZ1	7	121513065
cg00827369	0.0110895777242195	EIF4H	7	73588253
cg00828602	0.0372879320908703	WNT5A	3	55520834
cg00830029	0.619468977657894	NRIP2	12	2943902
cg00830393	0.0235763181155248	LRIG1	3	66552063
cg00831028	0.0276588221272512	C20orf43	20	55043745
cg00832517	0.0667793497284417	C14orf126	14	31926792
cg00832994	0.246383743462104	NA	NA	0
cg00833393	0.0175501936805481	TLN1;CREB3	9	35731638
cg00833777	0.910725446565961	ITGAM	16	31271642
cg00834796	0.0313123975077577	JAKMIP2	5	147161924
cg00834958	0.0371759652442138	TSC22D4	7	100077147
cg00836605	0.0278372173289699	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0312689370973468	MITF	3	69788442
cg00839584	0.58184843234868	IL1A	2	113542091
cg00839802	0.0325134076348054	MAN1A1	6	119671238
cg00840403	0.30855186601821	CHST4	16	71560205
cg00840516	0.741960802164822	HYAL2	3	50360097
cg00841581	0.0237391829579774	STAG1	3	136471162
cg00842351	0.862417018382054	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.491538874212334	DLG2	11	84634126
cg00848394	0.0327936021326641	WDR51A	3	52188768
cg00848397	0.00954629986693885	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.440263436274364	DAB1	1	58716018
cg00849368	0.0283106912060816	ARSK;TTC37	5	94890411
cg00850538	0.776700519140599	CRIM1	2	36582038
cg00852964	0.554311771050343	VNN1	6	133035150
cg00853068	0.196004980773684	FMNL1	17	43298592
cg00854637	0.065848757382178	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0401779890854487	SKP1	5	133512930
cg00856375	0.0255453133627521	PSMD14	2	162164676
cg00858899	0.0529740990263009	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.904394688185685	CYB5R2	11	7694524
cg00861635	0.0356435002691697	ZNF200	16	3285425
cg00862041	0.573470590623273	GPRASP2	X	101967017
cg00862290	0.936817679558322	KCNMB3	3	178984973
cg00862770	0.0211530711139538	FKBP5	6	35655764
cg00864867	0.122940241555472	PAWR	12	80085268
cg00870662	0.0250932710755355	PARD6G	18	78005665
cg00871453	0.033635775124943	WDR67	8	124084640
cg00873037	0.0243463959022229	NEIL2	8	11626984
cg00873937	0.0979517600276514	ATOH7	10	69991564
cg00874863	0.508044352994085	LHFPL1	X	111924370
cg00875272	0.289732966181503	TAL1	1	47695321
cg00876704	0.0253286262504075	PKN1	19	14544684
cg00877887	0.117026543802679	DUOXA2;DUOX2	15	45406654
cg00877964	0.0165036598271431	SLC1A4	2	65215638
cg00881086	0.0270534588544333	NCRNA00119;NPHP3	3	132441942
cg00881370	0.980595780898469	LOC55908;DOCK6	19	11348439
cg00882451	0.727284585657045	ZP2	16	21222863
cg00882832	0.0724307546409262	SPRY1	4	124317983
cg00884221	0.0440861993808966	IGFBP7	4	57976915
cg00884529	0.0549623883228986	BZW2;ANKMY2	7	16685823
cg00885506	0.0680160221530258	WDR31	9	116102792
cg00886554	0.0210578801606105	NMU	4	56502598
cg00887101	0.05206285435011	INTS5	11	62420578
cg00887547	0.0414460042729589	TAOK3	12	118811020
cg00887700	0.0249551010738512	EIF2B1;GTF2H3	12	124118360
cg00888007	0.466686724999168	CCND2	12	4382184
cg00888479	0.097140302162661	SLC24A3	20	19193824
cg00888561	0.0789935005518551	WDFY2	13	52157910
cg00890257	0.0181048202636911	DEGS2	14	100625756
cg00891278	0.342858189453591	CCDC37	3	126113784
cg00891541	0.647586614580109	SMPD3	16	68481487
cg00892393	0.830628043126334	C16orf73	16	1911525
cg00892798	0.0254365275720898	NGFR	17	47572909
cg00893242	0.462343474515924	SND1	7	127291580
cg00893636	0.0446210722983897	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0240805954669995	RPL7L1	6	42847415
cg00894577	0.490480580202892	NA	NA	0
cg00895324	0.407819864096192	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0340925007912476	LACE1	6	108616288
cg00899086	0.0560870598276982	SEPT11	4	77871294
cg00899641	0.0320667130103872	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0271153180474302	YBX2	17	7197375
cg00901652	0.0302320145693159	CTR9	11	10772434
cg00901683	0.0122189290193722	PTCD1;CPSF4	7	99036756
cg00901704	0.0157169507740575	SLC25A19	17	73285325
cg00901766	0.0268062298222325	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.318929432457283	CHL1	3	238161
cg00903375	0.0256102505049061	SBDS;TYW1	7	66460591
cg00904483	0.568072577628646	MGMT	10	131354873
cg00904574	0.0219531209847732	PLK3	1	45265678
cg00905170	0.0169148564433199	RRS1	8	67341306
cg00906183	0.0157577413831487	HGS;ARL16	17	79650926
cg00908551	0.0307613262125379	FANCF	11	22646931
cg00910067	0.383127242158675	SLC7A10	19	33717545
cg00910168	0.775649239641674	DHX37	12	125474021
cg00911351	0.423594877398469	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.712154927906559	PRPS1L1	7	18067463
cg00912191	0.111491859096064	UBTD2	5	171709917
cg00912942	0.969458701228322	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.017890881624333	SHC1;CKS1B	1	154946946
cg00916199	0.0144105573227928	TMCO6	5	140019287
cg00916635	0.799729093338897	PTPN22	1	114414312
cg00917893	0.0266666858648715	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0284821371166245	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.10596429179012	XIAP	X	122993419
cg00922727	0.0923304328641768	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.39492190822152	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.125403163705614	HSPA1A;HSPA1L	6	31783364
cg00930078	0.021186384322409	FBXO28	1	224301953
cg00930194	0.523806318754437	PROP1	5	177423598
cg00930873	0.373389568318265	ALDH1A2	15	58357973
cg00931491	0.328020323049693	SULT1A2	16	28608288
cg00932276	0.341226323864889	EGFL6	X	13587976
cg00933411	0.1143006877049	DLC1	8	13373090
