Hybridization REF	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05
cg00503458	0.0461840441858082	KIAA0907	1	155904439
cg00503840	0.296935752868586	DLX5	7	96650509
cg00504595	0.183581439515376	TNFRSF19	13	24144985
cg00509616	0.324782786904294	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0250416615292805	C6orf211;RMND1	6	151772946
cg00510956	0.942776155968031	KHDRBS1	1	32478440
cg00511475	0.285914951786141	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.569499878396892	SLC18A2	10	119000991
cg00512374	0.0251842275291063	IGFBP4	17	38599682
cg00513220	0.495029422044405	MOSC2	1	220922123
cg00513467	0.026235956310831	KLHL9	9	21335551
cg00514407	0.695134473060341	SERPINE2	2	224904626
cg00514895	0.0271592712135721	CPZ	4	8594413
cg00515905	0.937130026962101	EPS8L3	1	110306507
cg00516481	0.646138098431574	PDE9A	21	44073202
cg00518911	0.0540239954759201	NA	NA	0
cg00518989	0.0236377978878158	LIMK2	22	31608519
cg00519208	0.797649111816992	EVI5	1	93258319
cg00519627	0.0125788625610929	CORO7	16	4466650
cg00520135	0.905485936747272	TPM1	15	63333846
cg00520708	0.144837050455878	C5orf24	5	134181266
cg00521434	0.822683136034314	GPR61	1	110081965
cg00521598	0.0475423422977738	MYCBP	1	39339413
cg00522034	0.00974565904606506	CBLB	3	105587721
cg00522316	0.0309210138100151	KHSRP	19	6425042
cg00524288	0.0272683342945219	UPP1	7	48128452
cg00528052	0.0125665157729694	KDM5B	1	202777295
cg00528967	0.0128469040511606	STK24	13	99228955
cg00532335	0.114878194938283	LGI1	10	95516861
cg00532890	0.0224434224041122	PBX1	1	164528682
cg00534274	0.0621539360293736	SLC7A11	4	139163341
cg00534856	0.857991516808331	NA	NA	0
cg00536175	0.71344359844111	GATA1	X	48645024
cg00537910	0.871543972926745	ATG9A;ABCB6	2	220084611
cg00539322	0.846116951177476	SAG	2	234216360
cg00539716	0.0453387723255003	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0144866079258345	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0301857115663993	NA	NA	0
cg00544557	0.372698508915314	DSCR10	21	39578742
cg00545573	0.0744510873792043	TAOK3	12	118810436
cg00546491	0.175475707086542	PDE1C	7	32111062
cg00546897	0.791258865616399	LOC284837	21	45232232
cg00547018	0.12587641683799	ALG1	16	5121709
cg00547789	0.0329080551949375	RAB39B	X	154493750
cg00547829	0.0158663658384621	TUBD1;RPS6KB1	17	57970161
cg00548060	0.219462863401712	NPL	1	182761905
cg00548268	0.838424989277387	NPTX2	7	98245830
cg00550617	0.540867388580888	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.616208928114218	NR1H3	11	47281370
cg00554682	0.0258629494264934	ZNF804A	2	185463132
cg00554702	0.135971138000311	CHEK1	11	125496645
cg00556408	0.800256099473505	TMPRSS6	22	37500588
cg00557354	0.65383395761528	ARHGEF7	13	111767899
cg00559473	0.033608550894452	AAAS	12	53715592
cg00560119	0.0288410181869098	STXBP1	9	130374109
cg00563229	0.017456865875368	XKR8	1	28286146
cg00563845	0.0689537703894385	PXK	3	58318305
cg00563926	0.767913547487989	TGFBR3	1	92352481
cg00563932	0.754730667348026	PTGDS	9	139871049
cg00564163	0.896492103440593	STEAP4	7	87935979
cg00565075	0.288835992570435	MIR659;EIF3L	22	38244893
cg00565688	0.753895872060315	TP73	1	3568212
cg00566759	0.0214135150822084	DSC2	18	28682345
cg00567479	0.033573063010687	FARP2	2	242295999
cg00567749	0.0545249659191139	VCAN	5	82767908
cg00568128	0.0842579960864462	MIR2110;C10orf118	10	115934100
cg00568792	0.0467528809055872	STT3A	11	125462554
cg00569620	0.0317389151559313	ABHD10	3	111697653
cg00571634	0.152896902898826	WDR5B	3	122134820
cg00572797	0.526966411981128	NA	NA	0
cg00573606	0.342216921440382	COL6A3	2	238322680
cg00575744	0.0260969719954177	HLA-DMB	6	32908642
cg00576250	0.0548225245665696		20	45087765
cg00577167	0.2807837848551	ALDOB	9	104197675
cg00577464	0.0286903314637904	SHH	7	155604780
cg00578575	0.0604412865047314	NA	NA	0
cg00579393	0.134090071605451	REG1B	2	79316004
cg00579402	0.818781833520635	FUT6	19	5838999
cg00581156	0.0149748932578315	DIMT1L	5	61699416
cg00582372	0.679508976948664	NA	NA	0
cg00582628	0.0318461066100421	RGS20	8	54764515
cg00584022	0.0135572621985016	KRAS	12	25403167
cg00585790	0.754777662988838	LIMS1	2	109204845
cg00585846	0.0307464187126821	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0918388134633846	CDKAL1	6	20534671
cg00587613	0.588037100522967	GPR152	11	67220223
cg00592315	0.442874074114006	C14orf86;FAM181A	14	94384611
cg00594118	0.0372149189565364	COBRA1	9	140150000
cg00594952	0.925552291080309	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.438357101023726	MYO1C	17	1395880
cg00598858	0.0172716961507153	PRKCSH;CCDC151	19	11545966
cg00600110	0.712082920038189	FAM9A	X	8769528
cg00600684	0.944615107112709	WDR11	10	122610158
cg00601486	0.44805395780848	H1FNT	12	48723148
cg00602891	0.0321488083437505	C17orf62	17	80408864
cg00603172	0.330934872482546	NA	NA	0
cg00605270	0.020704697545161	SMPDL3B	1	28261552
cg00609097	0.0161793215865065	TESK2	1	45956974
cg00611397	0.891306226209187	GTPBP5	20	60768026
cg00612467	0.031680956972704	HADH	4	108911077
cg00613255	0.476251614534861	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.75283373731907	RBM9	22	36236649
cg00615915	0.165303913616244	SERPINB8	18	61637299
cg00616129	0.0223743247990611	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0136624268537223	NCL	2	232329096
cg00617305	0.0223874243084984	SHISA4	1	201857940
cg00618396	0.293429055187512	VBP1	X	154444551
cg00619207	0.181277454908344	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.037561405179571	CENPF	1	214776904
cg00620629	0.027056026753563	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.109926897062684	ODF3L1	15	76016335
cg00622677	0.0254619709421464	TSPAN5	4	99579248
cg00623593	0.807537108179115	DOCK1	10	128767610
cg00625425	0.208721744001	KANK4	1	62785512
cg00625653	0.19350765802056	WNT7A	3	13921227
cg00626119	0.281244202736294	SH2D2A;NTRK1	1	156785288
cg00626466	0.803603482692995	GNS	12	65153982
cg00627233	0.123905743015497	NA	NA	0
cg00627286	0.0429692438497699	NA	NA	0
cg00629217	0.928831313345243	LNX1	4	54425349
cg00629585	0.0876911659095878	GFI1B	9	135853992
cg00630164	0.39527690679701	KCNQ4	1	41250062
cg00630249	0.0165388131012377	CYB561D1	1	110036889
cg00630583	0.0149091671279474	PXMP2;POLE	12	133264314
cg00631230	0.0173588702521361	VPS33A	12	122750916
cg00633969	0.962488544197804	PARP9;DTX3L	3	122284550
cg00634577	0.365863971585522	NA	NA	0
cg00635481	0.0151515991348592	ZNF76	6	35226917
cg00636639	0.0221713128620828	RBM18;MRRF	9	125027249
cg00638514	0.0701714042029065	OTOP3	17	72932048
cg00642303	0.0175245271476789	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.630978206427869		7	100544704
cg00645224	0.0198540624772808	NA	NA	0
cg00645579	0.895287791323536	IRF7;MUPCDH	11	617140
cg00645922	0.0145132050801073	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0424308916962766	ARSD	X	2847561
cg00646492	0.0777271459930971	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0398523291634567	SLC17A5	6	74364149
cg00648883	0.74110520097862	EEF1DP3	13	32524761
cg00650762	0.0108734371948433	EPHB2	1	23037368
cg00650876	0.0112023282359842	YBX1	1	43148058
cg00651216	0.0575705402629504	HSP90AB1	6	44213720
cg00653387	0.0283736796814713	PTN	7	137028535
cg00654814	0.0543000881210069	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0280108689447886	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.030545088161021	PPARD	6	35310123
cg00657582	0.0344444006705746	CHD8	14	21904906
cg00658007	0.562571413732317	RD3	1	211666129
cg00658626	0.057569346292693	CCDC63	12	111284979
cg00659129	0.91415787447036	ASAP1	8	131414614
cg00659953	0.0102174088050232	FAM173A	16	770731
cg00660989	0.0927313157170925	KLHL28;FAM179B	14	45432516
cg00661202	0.0124074326027826	TMEM43;CHCHD4	3	14166502
cg00661485	0.282308673055823	FOXI1	5	169533372
cg00662556	0.437562862805098	GALR1	18	74963364
cg00662775	0.299693158271688	NA	NA	0
cg00665395	0.0176943198932227	TTLL4	2	219575490
cg00666446	0.0477486086539759	ZNF670	1	247242273
cg00666746	0.594756936841717	SYDE1	19	15217781
cg00668685	0.881654072478155	SLC39A5	12	56624552
cg00669623	0.0307881234029189	CDK11B;CDK11A	1	1655867
cg00669856	0.0808195364282773	SPRY1	4	124317779
cg00671161	0.0104282179640495	ALG11;ATP7B	13	52586367
cg00672638	0.0798910818604306	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.134244842555379	DOPEY2	21	37536923
cg00674922	0.307568426916062	NA	NA	0
cg00676660	0.018196264400009	ADAMTS9	3	64672609
cg00677811	0.0192601912776285	CCM2	7	45040321
cg00678539	0.221069259974082	MNS1	15	56757625
cg00679556	0.139785755556342	TRIM31	6	30080782
cg00679738	0.702609798784837	FAM89A	1	231175246
cg00682653	0.0198455228173269	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0323662349476367	PPFIA2	12	82153256
cg00686022	0.854329533953155	C12orf40	12	40020078
cg00686623	0.0172189881245773	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.313192715289553	NDRG4	16	58497236
cg00688421	0.0200204125932179	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.193659784176321	RTKN	2	74668672
cg00690049	0.297786605473363	MAGED2	X	54834244
cg00690280	0.863916659204229	WFDC10B;WFDC13	20	44332733
cg00690893	0.620916224345322	NA	NA	0
cg00691625	0.42599659140451	NR5A1	9	127269807
cg00691822	0.478989536628352	NA	NA	0
cg00692549	0.0801428820105456	TARDBP	1	11072455
cg00693307	0.913918382078125	NA	NA	0
cg00695416	0.794065923019885	CBR1	21	37442476
cg00696900	0.0132018646891645	NA	NA	0
cg00698688	0.317319373173158	SULT2B1	19	49055432
cg00702231	0.918757115624453	PLAGL1;HYMAI	6	144329473
cg00702729	0.932236440896914	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0395099146626177	KCTD15	19	34288103
cg00704909	0.0197941738659765	COPB1	11	14521319
cg00705255	0.111009636693007	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.365140529342732	NMNAT2	1	183387564
cg00708598	0.340673334081791	LECT1	13	53313895
cg00708642	0.0218166433974988	EIF5	14	103800518
cg00711916	0.031744400824136	CNNM4	2	97426274
cg00712898	0.012070551877512	PRPF38B	1	109235208
cg00714377	0.368201352846517	SLA2	20	35274715
cg00717862	0.0236270616346503	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0126847155834833	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.116007722893629		2	89215272
cg00718748	0.0185410308791577	ZNF624	17	16556871
cg00720072	0.021384811610885	MARCH5;CPEB3	10	94051159
cg00720137	0.0141921678506636	DYNLRB2	16	80575018
cg00720723	0.0272098254837814	NOP58	2	203130645
cg00722300	0.564963952989787	RLN3	19	14138639
cg00724662	0.0380448754110922	NXF1	11	62573193
cg00725143	0.0272102852140017	NA	NA	0
cg00725635	0.0690556628367631	B3GALT2;CDC73	1	193155806
cg00725777	0.57884252391412	NGFRAP1	X	102630411
cg00727590	0.510828604419269	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0588970600787698	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0177004670720594	C6orf27	6	31744927
cg00729275	0.423816947416182	AQP4;C18orf16	18	24445134
cg00729541	0.0211507113452206	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0371307649222225	PALMD	1	100111713
cg00730260	0.921719129287675	C12orf67	12	24736888
cg00731459	0.0196438076516932	HDAC4	2	240323091
cg00733682	0.0153568516132782	ZNF44	19	12405568
cg00734993	0.0250983718072769	MTCH1	6	36953694
cg00736326	0.0216208172422072	ARPC1A	7	98923878
cg00737514	0.0176886058901755	TBC1D1	4	37893313
cg00739120	0.209006632402946	GAPDHS;TMEM147	19	36035875
cg00741717	0.160961428777852	TLR8;LOC349408	X	12924184
cg00743372	0.0205328816106925	ZNF192	6	28109648
cg00744433	0.823605754128704	CXADR	21	18884067
cg00745543	0.636901340626651	H1FNT	12	48722754
cg00745735	0.724027433658258	MYPN	10	69868860
cg00746083	0.0211240180757013	CHD8	14	21905454
cg00746130	0.044728276783104	BAT5	6	31671271
cg00746981	0.0977886523546817	HDGF	1	156721141
cg00747849	0.161867820810486	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.01430232134345	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.867187690441389	FAM83E;SPACA4	19	49109288
cg00755043	0.0224141490848292	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.674161839902304	DZIP1	13	96296844
cg00756887	0.327658091874876	PVRL4	1	161059654
cg00757070	0.251699720771489	UPK2	11	118827082
cg00757952	0.818767798028655	CRYBB1	22	27014415
cg00761755	0.012450273307162	SLC43A2	17	1531579
cg00762512	0.0219110383494533	RPL9;LIAS	4	39460606
cg00763679	0.0555246183283595	SEPT2;HDLBP	2	242254198
cg00763889	0.906935823915177	HRASLS2	11	63330544
cg00766729	0.0135979032811935	ZNF784	19	56136136
cg00766889	0.0192311040385878	SEPHS1	10	13390384
cg00767581	0.782637232926144	HOXD4;MIR10B	2	177015125
cg00768439	0.241527363993807	FAM133A;NAP1L3	X	92928711
cg00769470	0.492517668821515	DEFB129	20	207338
cg00769520	0.012831276307848	ST8SIA1	12	22488465
cg00770279	0.0150417785990581	CDKN2D	19	10679308
cg00770871	0.0105649929458933	TULP3	12	2999840
cg00772000	0.145983851226711	NHLRC1	6	18123049
cg00775197	0.106926966462152	TCTE1	6	44265054
cg00777121	0.772927096925621	RASSF1	3	50378191
cg00777555	0.0196253846490756	ARF4	3	57583074
cg00778920	0.0277455003971034	PRPF19	11	60674370
cg00779924	0.071153852917319	FLJ45983	10	8094641
cg00782174	0.0296456035687188	SLC1A5	19	47291626
cg00782854	0.0172915153861811	BCL2L1	20	30310858
cg00783759	0.0145369117175021	LARP1B	4	128983441
cg00784357	0.0160546160480579	RAC1	7	6413877
cg00791249	0.0470042859017696	FDX1L	19	10426722
cg00792687	0.015108665903567	C8orf41	8	33370099
cg00792740	0.0341083532135061	UBE3A	15	25684488
cg00792849	0.0315222606620895	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0117816843793266	TRIM8	10	104403707
cg00795268	0.942748023253167	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0209187887880217	FUT4	11	94276898
cg00798206	0.0277031163952875	OXSR1	3	38207110
cg00799727	0.621415964098247	NA	NA	0
cg00800095	0.572516648714754	PNMA3	X	152224090
cg00804048	0.0467224001178189	EIF5A	17	7210539
cg00804392	0.720886275115033	RHOH	4	40198595
cg00806490	0.151218379753229	CDH13	16	82660873
cg00807586	0.572500230500634	DLEC1	3	38080790
cg00808492	0.926687569920833	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0566491232578806	RPF1	1	84944867
cg00811081	0.0408203076123743	RPAP3	12	48099724
cg00812502	0.0131664225087533	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00897243115575141	UQCRFS1	19	29704028
cg00815583	0.0426597191561766	FBXO16	8	28348123
cg00815605	0.121448351406111	NA	NA	0
cg00816620	0.148843299231949	C1orf25;C1orf26	1	185127501
cg00818693	0.0164698721887641	TTC14	3	180319964
cg00818872	0.0459263587310724	CHRNB2	1	154540271
cg00819310	0.872481376534427	VANGL1	1	116193783
cg00819362	0.569798849555513	CLIP3	19	36524208
cg00819696	0.0152176820424989	TIMELESS	12	56843016
cg00821764	0.0130712295494477	UMPS	3	124449680
cg00822607	0.0402878817406846	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0157041084567038	CHD4	12	6716566
cg00825031	0.0118999483261474	VPS37A;CNOT7	8	17104503
cg00826384	0.219595831848358	PTPRZ1	7	121513065
cg00827369	0.0199372938240023	EIF4H	7	73588253
cg00828602	0.033965787045675	WNT5A	3	55520834
cg00830029	0.73431027391724	NRIP2	12	2943902
cg00830393	0.0186781617491277	LRIG1	3	66552063
cg00831028	0.0479871190756368	C20orf43	20	55043745
cg00832517	0.0529658151023455	C14orf126	14	31926792
cg00832994	0.030473268124723	NA	NA	0
cg00833393	0.0190914080678557	TLN1;CREB3	9	35731638
cg00833777	0.906255553087014	ITGAM	16	31271642
cg00834796	0.053467720221271	JAKMIP2	5	147161924
cg00834958	0.0320659640457833	TSC22D4	7	100077147
cg00836605	0.0119540178500056	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0259289391981918	MITF	3	69788442
cg00839584	0.810966615480673	IL1A	2	113542091
cg00839802	0.0555917488703134	MAN1A1	6	119671238
cg00840403	0.472580771853413	CHST4	16	71560205
cg00840516	0.574965443809452	HYAL2	3	50360097
cg00841581	0.0153199870545097	STAG1	3	136471162
cg00842351	0.927199339171708	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.848828326759531	DLG2	11	84634126
cg00848394	0.0169908975723967	WDR51A	3	52188768
cg00848397	0.0234197849158204	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.477390585791625	DAB1	1	58716018
cg00849368	0.035847711298432	ARSK;TTC37	5	94890411
cg00850538	0.897857652401502	CRIM1	2	36582038
cg00852964	0.130045697754245	VNN1	6	133035150
cg00853068	0.0945402138042395	FMNL1	17	43298592
cg00854637	0.0656919062682522	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0205814976074884	SKP1	5	133512930
cg00856375	0.0245241008036616	PSMD14	2	162164676
cg00858899	0.0559282976437349	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.896203687764379	CYB5R2	11	7694524
cg00861635	0.0185019342695014	ZNF200	16	3285425
cg00862041	0.771087942943309	GPRASP2	X	101967017
cg00862290	0.902811309922017	KCNMB3	3	178984973
cg00862770	0.0220768301129205	FKBP5	6	35655764
cg00864867	0.0234508647917502	PAWR	12	80085268
cg00870662	0.0197362018144673	PARD6G	18	78005665
cg00871453	0.0321212716195927	WDR67	8	124084640
cg00873037	0.0281169746962048	NEIL2	8	11626984
cg00873937	0.0325912439552169	ATOH7	10	69991564
cg00874863	0.395749092163787	LHFPL1	X	111924370
cg00875272	0.0668505022262739	TAL1	1	47695321
cg00876704	0.0291880493119707	PKN1	19	14544684
cg00877887	0.0210535723123619	DUOXA2;DUOX2	15	45406654
cg00877964	0.0177190487516216	SLC1A4	2	65215638
cg00881086	0.0235496117444086	NCRNA00119;NPHP3	3	132441942
cg00881370	0.943788039567309	LOC55908;DOCK6	19	11348439
cg00882451	0.31316650705186	ZP2	16	21222863
cg00882832	0.0364069946115543	SPRY1	4	124317983
cg00884221	0.0961344926798222	IGFBP7	4	57976915
cg00884529	0.0730866808760824	BZW2;ANKMY2	7	16685823
cg00885506	0.0412103406248883	WDR31	9	116102792
cg00886554	0.0218807898263982	NMU	4	56502598
cg00887101	0.0678236555076383	INTS5	11	62420578
cg00887547	0.0307197816686223	TAOK3	12	118811020
cg00887700	0.0286442539481334	EIF2B1;GTF2H3	12	124118360
cg00888007	0.380852977394723	CCND2	12	4382184
cg00888479	0.478839488989482	SLC24A3	20	19193824
cg00888561	0.0976676689181838	WDFY2	13	52157910
cg00890257	0.0261914607952584	DEGS2	14	100625756
cg00891278	0.0599727686248764	CCDC37	3	126113784
cg00891541	0.826419923876303	SMPD3	16	68481487
cg00892393	0.17980295181365	C16orf73	16	1911525
cg00892798	0.0180479071093004	NGFR	17	47572909
cg00893242	0.666964170198343	SND1	7	127291580
cg00893636	0.0286284306534187	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0212622480353844	RPL7L1	6	42847415
cg00894577	0.544136543567001	NA	NA	0
cg00895324	0.138458735238559	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0282713726660715	LACE1	6	108616288
cg00899086	0.029799386442608	SEPT11	4	77871294
cg00899641	0.0235650325381857	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0392015363705348	YBX2	17	7197375
cg00901652	0.0443999443316995	CTR9	11	10772434
cg00901683	0.0165048002406302	PTCD1;CPSF4	7	99036756
cg00901704	0.0263267687110844	SLC25A19	17	73285325
cg00901766	0.0278417061024098	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.772266392592903	CHL1	3	238161
cg00903375	0.0120994947050623	SBDS;TYW1	7	66460591
cg00904483	0.976976616153232	MGMT	10	131354873
cg00904574	0.0199439901192989	PLK3	1	45265678
cg00905170	0.0174272280195774	RRS1	8	67341306
cg00906183	0.0193285047639504	HGS;ARL16	17	79650926
cg00908551	0.0581997512857462	FANCF	11	22646931
cg00910067	0.111206906456562	SLC7A10	19	33717545
cg00910168	0.853016405861969	DHX37	12	125474021
cg00911351	0.561797808167646	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.856949930442635	PRPS1L1	7	18067463
cg00912191	0.154758101390543	UBTD2	5	171709917
cg00912942	0.955376054345568	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0130498372455522	SHC1;CKS1B	1	154946946
cg00916199	0.0197370685113244	TMCO6	5	140019287
cg00916635	0.797808016514379	PTPN22	1	114414312
cg00917893	0.0149978119376909	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0238545094726096	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0534264282251133	XIAP	X	122993419
cg00922727	0.0483894103421757	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.392420475690613	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0278460525994896	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0329401952885681	FBXO28	1	224301953
cg00930194	0.0699508372042253	PROP1	5	177423598
cg00930873	0.742714199090511	ALDH1A2	15	58357973
cg00931491	0.220998306024699	SULT1A2	16	28608288
cg00932276	0.213607309424921	EGFL6	X	13587976
