Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg00503458	0.0408930921147369	KIAA0907	1	155904439
cg00503840	0.693337466586861	DLX5	7	96650509
cg00504595	0.256455659264492	TNFRSF19	13	24144985
cg00509616	0.156015013441268	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0310108840386704	C6orf211;RMND1	6	151772946
cg00510956	0.923779085858304	KHDRBS1	1	32478440
cg00511475	0.375735164621775	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0187816807491198	SLC18A2	10	119000991
cg00512374	0.0316155035686386	IGFBP4	17	38599682
cg00513220	0.0296341096822348	MOSC2	1	220922123
cg00513467	0.026025038438382	KLHL9	9	21335551
cg00514407	0.335938269242634	SERPINE2	2	224904626
cg00514895	0.0667288682321096	CPZ	4	8594413
cg00515905	0.946883538843562	EPS8L3	1	110306507
cg00516481	0.473751168393089	PDE9A	21	44073202
cg00518911	0.804630500431923	NA	NA	0
cg00518989	0.0167222979002862	LIMK2	22	31608519
cg00519208	0.877299193684052	EVI5	1	93258319
cg00519627	0.0152453874651905	CORO7	16	4466650
cg00520135	0.80638421843739	TPM1	15	63333846
cg00520708	0.0692559025014122	C5orf24	5	134181266
cg00521434	0.939851952565719	GPR61	1	110081965
cg00521598	0.026664450561287	MYCBP	1	39339413
cg00522034	0.00998154998729384	CBLB	3	105587721
cg00522316	0.0206061663427973	KHSRP	19	6425042
cg00524288	0.027288542769475	UPP1	7	48128452
cg00528052	0.0134072903552291	KDM5B	1	202777295
cg00528967	0.0146241792689591	STK24	13	99228955
cg00532335	0.484033346879409	LGI1	10	95516861
cg00532890	0.0198685805995973	PBX1	1	164528682
cg00534274	0.463694313567019	SLC7A11	4	139163341
cg00534856	0.88657267339834	NA	NA	0
cg00536175	0.794118253043139	GATA1	X	48645024
cg00537910	0.881767618029728	ATG9A;ABCB6	2	220084611
cg00539322	0.855822074634234	SAG	2	234216360
cg00539716	0.0687217390565488	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0259466526503576	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0417323784242371	NA	NA	0
cg00544557	0.902953844052233	DSCR10	21	39578742
cg00545573	0.0704145566706592	TAOK3	12	118810436
cg00546491	0.392705838784784	PDE1C	7	32111062
cg00546897	0.466306202557859	LOC284837	21	45232232
cg00547018	0.150275259316878	ALG1	16	5121709
cg00547789	0.245360367654725	RAB39B	X	154493750
cg00547829	0.014675703371616	TUBD1;RPS6KB1	17	57970161
cg00548060	0.905843448465662	NPL	1	182761905
cg00548268	0.523402815049908	NPTX2	7	98245830
cg00550617	0.637133710076793	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.624671648972485	NR1H3	11	47281370
cg00554682	0.0312122934888382	ZNF804A	2	185463132
cg00554702	0.0999195949018264	CHEK1	11	125496645
cg00556408	0.785532141231247	TMPRSS6	22	37500588
cg00557354	0.0666409091011556	ARHGEF7	13	111767899
cg00559473	0.0349822777147913	AAAS	12	53715592
cg00560119	0.0202863358171733	STXBP1	9	130374109
cg00563229	0.0132949713118943	XKR8	1	28286146
cg00563845	0.112030256247048	PXK	3	58318305
cg00563926	0.402083681827668	TGFBR3	1	92352481
cg00563932	0.816538022740495	PTGDS	9	139871049
cg00564163	0.28322059361751	STEAP4	7	87935979
cg00565075	0.0696548369600734	MIR659;EIF3L	22	38244893
cg00565688	0.571827249054905	TP73	1	3568212
cg00566759	0.0173183023034786	DSC2	18	28682345
cg00567479	0.0205453523867667	FARP2	2	242295999
cg00567749	0.0315041467725435	VCAN	5	82767908
cg00568128	0.0899999132048157	MIR2110;C10orf118	10	115934100
cg00568792	0.0421019737173047	STT3A	11	125462554
cg00569620	0.0284953521557042	ABHD10	3	111697653
cg00571634	0.201775417310214	WDR5B	3	122134820
cg00572797	0.992120155808036	NA	NA	0
cg00573606	0.642997608002253	COL6A3	2	238322680
cg00575744	0.0545177551880668	HLA-DMB	6	32908642
cg00576250	0.282995940921824		20	45087765
cg00577167	0.68344738258205	ALDOB	9	104197675
cg00577464	0.0243517360200234	SHH	7	155604780
cg00578575	0.039985981473816	NA	NA	0
cg00579393	0.824358861510872	REG1B	2	79316004
cg00579402	0.81914165337149	FUT6	19	5838999
cg00581156	0.0134661874451022	DIMT1L	5	61699416
cg00582372	0.714150186321679	NA	NA	0
cg00582628	0.0761733166810283	RGS20	8	54764515
cg00584022	0.013616048396566	KRAS	12	25403167
cg00585790	0.709955026015105	LIMS1	2	109204845
cg00585846	0.0279934249632421	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0511328020515471	CDKAL1	6	20534671
cg00587613	0.69639200913038	GPR152	11	67220223
cg00592315	0.924898925971962	C14orf86;FAM181A	14	94384611
cg00594118	0.149499483088653	COBRA1	9	140150000
cg00594952	0.685314950021678	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.58640238031681	MYO1C	17	1395880
cg00598858	0.0162619618697786	PRKCSH;CCDC151	19	11545966
cg00600110	0.977141738542309	FAM9A	X	8769528
cg00600684	0.949328721822009	WDR11	10	122610158
cg00601486	0.959655397193684	H1FNT	12	48723148
cg00602891	0.0344531869247178	C17orf62	17	80408864
cg00603172	0.627647840494475	NA	NA	0
cg00605270	0.0581202784890737	SMPDL3B	1	28261552
cg00609097	0.0123790567879315	TESK2	1	45956974
cg00611397	0.949763744265337	GTPBP5	20	60768026
cg00612467	0.0422878972704482	HADH	4	108911077
cg00613255	0.841330495702832	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.063303505138987	RBM9	22	36236649
cg00615915	0.178414350578927	SERPINB8	18	61637299
cg00616129	0.062195316886047	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0113879414233258	NCL	2	232329096
cg00617305	0.0173027272560414	SHISA4	1	201857940
cg00618396	0.545517449763515	VBP1	X	154444551
cg00619207	0.526965950021962	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.029427285730431	CENPF	1	214776904
cg00620629	0.0163135787874622	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.193382138171193	ODF3L1	15	76016335
cg00622677	0.0272684836222526	TSPAN5	4	99579248
cg00623593	0.86066032066113	DOCK1	10	128767610
cg00625425	0.713499523690479	KANK4	1	62785512
cg00625653	0.029577475221079	WNT7A	3	13921227
cg00626119	0.639871371110714	SH2D2A;NTRK1	1	156785288
cg00626466	0.543622195490137	GNS	12	65153982
cg00627233	0.550373659686131	NA	NA	0
cg00627286	0.0430357238669417	NA	NA	0
cg00629217	0.778444753174595	LNX1	4	54425349
cg00629585	0.142470435421764	GFI1B	9	135853992
cg00630164	0.0469931870758814	KCNQ4	1	41250062
cg00630249	0.0121611034104508	CYB561D1	1	110036889
cg00630583	0.0186094158426488	PXMP2;POLE	12	133264314
cg00631230	0.0152177043602012	VPS33A	12	122750916
cg00633969	0.934205771839204	PARP9;DTX3L	3	122284550
cg00634577	0.34153412786579	NA	NA	0
cg00635481	0.014644510672835	ZNF76	6	35226917
cg00636639	0.0161634984446547	RBM18;MRRF	9	125027249
cg00638514	0.02429855824149	OTOP3	17	72932048
cg00642303	0.0149695569880676	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.917418446803338		7	100544704
cg00645224	0.014254075207811	NA	NA	0
cg00645579	0.838135753781464	IRF7;MUPCDH	11	617140
cg00645922	0.012961909083956	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0934259983554895	ARSD	X	2847561
cg00646492	0.0429383483342195	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0294948710055773	SLC17A5	6	74364149
cg00648883	0.692364059781573	EEF1DP3	13	32524761
cg00650762	0.00949173371786395	EPHB2	1	23037368
cg00650876	0.0116863881450178	YBX1	1	43148058
cg00651216	0.0832824362872669	HSP90AB1	6	44213720
cg00653387	0.0489512451654691	PTN	7	137028535
cg00654814	0.0984891624871742	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0264192318557022	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0337062345199671	PPARD	6	35310123
cg00657582	0.0324156068787476	CHD8	14	21904906
cg00658007	0.540758122068147	RD3	1	211666129
cg00658626	0.0479145625439629	CCDC63	12	111284979
cg00659129	0.899626953970822	ASAP1	8	131414614
cg00659953	0.0235435509247457	FAM173A	16	770731
cg00660989	0.150651436058991	KLHL28;FAM179B	14	45432516
cg00661202	0.0108759762520369	TMEM43;CHCHD4	3	14166502
cg00661485	0.761556933761866	FOXI1	5	169533372
cg00662556	0.185443296537817	GALR1	18	74963364
cg00662775	0.592811978762619	NA	NA	0
cg00665395	0.0197123762700063	TTLL4	2	219575490
cg00666446	0.03863542426913	ZNF670	1	247242273
cg00666746	0.34759432164707	SYDE1	19	15217781
cg00668685	0.90845977825151	SLC39A5	12	56624552
cg00669623	0.0267162187318932	CDK11B;CDK11A	1	1655867
cg00669856	0.0478736854911475	SPRY1	4	124317779
cg00671161	0.00941411211826249	ALG11;ATP7B	13	52586367
cg00672638	0.0840965108566122	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.332994201262	DOPEY2	21	37536923
cg00674922	0.0118518808659472	NA	NA	0
cg00676660	0.0180069166617878	ADAMTS9	3	64672609
cg00677811	0.0184268303359595	CCM2	7	45040321
cg00678539	0.230677210059568	MNS1	15	56757625
cg00679556	0.691010582019437	TRIM31	6	30080782
cg00679738	0.0180237978536458	FAM89A	1	231175246
cg00682653	0.0187576920531716	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0239213721409016	PPFIA2	12	82153256
cg00686022	0.803574285366131	C12orf40	12	40020078
cg00686623	0.017329777412942	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0226695891251285	NDRG4	16	58497236
cg00688421	0.0418150364692826	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.251920238806303	RTKN	2	74668672
cg00690049	0.423298798287485	MAGED2	X	54834244
cg00690280	0.731757155305094	WFDC10B;WFDC13	20	44332733
cg00690893	0.080792241654557	NA	NA	0
cg00691625	0.839756876182937	NR5A1	9	127269807
cg00691822	0.542813455135062	NA	NA	0
cg00692549	0.0433406531361231	TARDBP	1	11072455
cg00693307	0.907623838263792	NA	NA	0
cg00695416	0.0250862301528845	CBR1	21	37442476
cg00696900	0.0148435581811762	NA	NA	0
cg00698688	0.478769501784566	SULT2B1	19	49055432
cg00702231	0.694391424643705	PLAGL1;HYMAI	6	144329473
cg00702729	0.964332016189309	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0276571120965157	KCTD15	19	34288103
cg00704909	0.0147840862088474	COPB1	11	14521319
cg00705255	0.294742228587492	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0220228782287409	NMNAT2	1	183387564
cg00708598	0.559902228842324	LECT1	13	53313895
cg00708642	0.0146488453517185	EIF5	14	103800518
cg00711916	0.0310452961852723	CNNM4	2	97426274
cg00712898	0.0117759983369459	PRPF38B	1	109235208
cg00714377	0.457172883537131	SLA2	20	35274715
cg00717862	0.0229076266803809	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0368081311623428	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.450396983544355		2	89215272
cg00718748	0.0159827701136915	ZNF624	17	16556871
cg00720072	0.0248494674094123	MARCH5;CPEB3	10	94051159
cg00720137	0.0114461985861427	DYNLRB2	16	80575018
cg00720723	0.0225123844790871	NOP58	2	203130645
cg00722300	0.872186053042907	RLN3	19	14138639
cg00724662	0.0385836907248347	NXF1	11	62573193
cg00725143	0.0180964977407938	NA	NA	0
cg00725635	0.050010906749371	B3GALT2;CDC73	1	193155806
cg00725777	0.703265324303707	NGFRAP1	X	102630411
cg00727590	0.407578710922687	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0636414776682951	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.015016886874672	C6orf27	6	31744927
cg00729275	0.670561117342066	AQP4;C18orf16	18	24445134
cg00729541	0.0184332395123097	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0789081515663544	PALMD	1	100111713
cg00730260	0.93175563930572	C12orf67	12	24736888
cg00731459	0.0144963477975502	HDAC4	2	240323091
cg00733682	0.0124790864817946	ZNF44	19	12405568
cg00734993	0.0166296910317169	MTCH1	6	36953694
cg00736326	0.0170010704730283	ARPC1A	7	98923878
cg00737514	0.0189118791618012	TBC1D1	4	37893313
cg00739120	0.361553710192084	GAPDHS;TMEM147	19	36035875
cg00741717	0.796779904113695	TLR8;LOC349408	X	12924184
cg00743372	0.0168251084135862	ZNF192	6	28109648
cg00744433	0.626776596291971	CXADR	21	18884067
cg00745543	0.942427437621172	H1FNT	12	48722754
cg00745735	0.871480968740177	MYPN	10	69868860
cg00746083	0.0170970788311888	CHD8	14	21905454
cg00746130	0.0401757747309312	BAT5	6	31671271
cg00746981	0.105397375503203	HDGF	1	156721141
cg00747849	0.270631654451805	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0126150810016667	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.854080181791859	FAM83E;SPACA4	19	49109288
cg00755043	0.0194966735930774	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0155198087353851	DZIP1	13	96296844
cg00756887	0.532995930839212	PVRL4	1	161059654
cg00757070	0.430787189570706	UPK2	11	118827082
cg00757952	0.796606765125466	CRYBB1	22	27014415
cg00761755	0.0108201670687559	SLC43A2	17	1531579
cg00762512	0.0163584675349941	RPL9;LIAS	4	39460606
cg00763679	0.0268214094124586	SEPT2;HDLBP	2	242254198
cg00763889	0.930371381475563	HRASLS2	11	63330544
cg00766729	0.0137142593616731	ZNF784	19	56136136
cg00766889	0.0266034793191861	SEPHS1	10	13390384
cg00767581	0.782380185845171	HOXD4;MIR10B	2	177015125
cg00768439	0.104113093130388	FAM133A;NAP1L3	X	92928711
cg00769470	0.778883180409499	DEFB129	20	207338
cg00769520	0.0114302286856489	ST8SIA1	12	22488465
cg00770279	0.0110913516305359	CDKN2D	19	10679308
cg00770871	0.0101619824051098	TULP3	12	2999840
cg00772000	0.106092813482126	NHLRC1	6	18123049
cg00775197	0.039042542652587	TCTE1	6	44265054
cg00777121	0.138367754923674	RASSF1	3	50378191
cg00777555	0.0158730794439259	ARF4	3	57583074
cg00778920	0.0244677122214597	PRPF19	11	60674370
cg00779924	0.0790609748904332	FLJ45983	10	8094641
cg00782174	0.0274587073212865	SLC1A5	19	47291626
cg00782854	0.0158442856092772	BCL2L1	20	30310858
cg00783759	0.0136923842706423	LARP1B	4	128983441
cg00784357	0.0110390461133271	RAC1	7	6413877
cg00791249	0.0531329584423635	FDX1L	19	10426722
cg00792687	0.0207183821374152	C8orf41	8	33370099
cg00792740	0.0436957558771928	UBE3A	15	25684488
cg00792849	0.0683061259815583	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0199553464023881	TRIM8	10	104403707
cg00795268	0.961790943116654	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0181995766770408	FUT4	11	94276898
cg00798206	0.0378754341448086	OXSR1	3	38207110
cg00799727	0.848358717335363	NA	NA	0
cg00800095	0.824927112417956	PNMA3	X	152224090
cg00804048	0.0358632645584732	EIF5A	17	7210539
cg00804392	0.581574226513096	RHOH	4	40198595
cg00806490	0.177047497225251	CDH13	16	82660873
cg00807586	0.296356178864382	DLEC1	3	38080790
cg00808492	0.939572554530763	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0441631987353366	RPF1	1	84944867
cg00811081	0.0347207656667611	RPAP3	12	48099724
cg00812502	0.011738469749279	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00816547361677428	UQCRFS1	19	29704028
cg00815583	0.0269850673539837	FBXO16	8	28348123
cg00815605	0.093943255142867	NA	NA	0
cg00816620	0.11256598253503	C1orf25;C1orf26	1	185127501
cg00818693	0.0138731759044275	TTC14	3	180319964
cg00818872	0.0275797936037867	CHRNB2	1	154540271
cg00819310	0.904010953351448	VANGL1	1	116193783
cg00819362	0.746026126934802	CLIP3	19	36524208
cg00819696	0.0115408856826408	TIMELESS	12	56843016
cg00821764	0.0124172567453871	UMPS	3	124449680
cg00822607	0.072567866526571	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0163883482424407	CHD4	12	6716566
cg00825031	0.0108768448868257	VPS37A;CNOT7	8	17104503
cg00826384	0.0363474812902312	PTPRZ1	7	121513065
cg00827369	0.013688836557155	EIF4H	7	73588253
cg00828602	0.0313772128853837	WNT5A	3	55520834
cg00830029	0.404812525208861	NRIP2	12	2943902
cg00830393	0.0193172858484937	LRIG1	3	66552063
cg00831028	0.0355490225706566	C20orf43	20	55043745
cg00832517	0.0335527302794207	C14orf126	14	31926792
cg00832994	0.0337926214561373	NA	NA	0
cg00833393	0.0165853124911154	TLN1;CREB3	9	35731638
cg00833777	0.801547860952667	ITGAM	16	31271642
cg00834796	0.0566401600354359	JAKMIP2	5	147161924
cg00834958	0.0300211969129943	TSC22D4	7	100077147
cg00836605	0.0132672453305695	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0255553936691148	MITF	3	69788442
cg00839584	0.513320103933218	IL1A	2	113542091
cg00839802	0.039872621310074	MAN1A1	6	119671238
cg00840403	0.105356894503387	CHST4	16	71560205
cg00840516	0.635063360538736	HYAL2	3	50360097
cg00841581	0.0178674262844288	STAG1	3	136471162
cg00842351	0.0665612910039971	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.612916179755175	DLG2	11	84634126
cg00848394	0.0185557873130752	WDR51A	3	52188768
cg00848397	0.0177257132014832	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0475105232351535	DAB1	1	58716018
cg00849368	0.0240823774400169	ARSK;TTC37	5	94890411
cg00850538	0.622557997833264	CRIM1	2	36582038
cg00852964	0.691546494420594	VNN1	6	133035150
cg00853068	0.292792162941031	FMNL1	17	43298592
cg00854637	0.0378607672690484	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0217987198407596	SKP1	5	133512930
cg00856375	0.0188640683744477	PSMD14	2	162164676
cg00858899	0.0318234323431261	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.858478080577372	CYB5R2	11	7694524
cg00861635	0.0243037289110456	ZNF200	16	3285425
cg00862041	0.56866106813073	GPRASP2	X	101967017
cg00862290	0.854836444285683	KCNMB3	3	178984973
cg00862770	0.0145107154390694	FKBP5	6	35655764
cg00864867	0.0170151053978855	PAWR	12	80085268
cg00870662	0.0204244639121281	PARD6G	18	78005665
cg00871453	0.0270524953859494	WDR67	8	124084640
cg00873037	0.0253685408681471	NEIL2	8	11626984
cg00873937	0.0283121867824195	ATOH7	10	69991564
cg00874863	0.684268409395109	LHFPL1	X	111924370
cg00875272	0.233442539073027	TAL1	1	47695321
cg00876704	0.0157687640528194	PKN1	19	14544684
cg00877887	0.0224250590977381	DUOXA2;DUOX2	15	45406654
cg00877964	0.0195227226661239	SLC1A4	2	65215638
cg00881086	0.021065432813466	NCRNA00119;NPHP3	3	132441942
cg00881370	0.954696046380224	LOC55908;DOCK6	19	11348439
cg00882451	0.940136147757715	ZP2	16	21222863
cg00882832	0.0245554735327348	SPRY1	4	124317983
cg00884221	0.237556609125837	IGFBP7	4	57976915
cg00884529	0.0888131807737658	BZW2;ANKMY2	7	16685823
cg00885506	0.0314436726434352	WDR31	9	116102792
cg00886554	0.0264264369691089	NMU	4	56502598
cg00887101	0.0838553546133345	INTS5	11	62420578
cg00887547	0.0258660410180761	TAOK3	12	118811020
cg00887700	0.0210650363192169	EIF2B1;GTF2H3	12	124118360
cg00888007	0.404121448437667	CCND2	12	4382184
cg00888479	0.150561416158756	SLC24A3	20	19193824
cg00888561	0.0194105276669494	WDFY2	13	52157910
cg00890257	0.0256493782904166	DEGS2	14	100625756
cg00891278	0.593917712154516	CCDC37	3	126113784
cg00891541	0.551397786603648	SMPD3	16	68481487
cg00892393	0.874736705957575	C16orf73	16	1911525
cg00892798	0.0140789283738044	NGFR	17	47572909
cg00893242	0.0674348211101055	SND1	7	127291580
cg00893636	0.0381026147150162	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0183007790017498	RPL7L1	6	42847415
cg00894577	0.622242789674362	NA	NA	0
cg00895324	0.775068207036568	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0218352196170657	LACE1	6	108616288
cg00899086	0.0289585630980365	SEPT11	4	77871294
cg00899641	0.0195674255093288	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0584444173180023	YBX2	17	7197375
cg00901652	0.0340552904570256	CTR9	11	10772434
cg00901683	0.0158743379482431	PTCD1;CPSF4	7	99036756
cg00901704	0.0244954607108629	SLC25A19	17	73285325
cg00901766	0.0357645472723666	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.384818463377992	CHL1	3	238161
cg00903375	0.0117105094387526	SBDS;TYW1	7	66460591
cg00904483	0.977591080684279	MGMT	10	131354873
cg00904574	0.0173727004218613	PLK3	1	45265678
cg00905170	0.019343720895815	RRS1	8	67341306
cg00906183	0.0222289833609617	HGS;ARL16	17	79650926
cg00908551	0.0564278015560485	FANCF	11	22646931
cg00910067	0.144711501449871	SLC7A10	19	33717545
cg00910168	0.573233569443425	DHX37	12	125474021
cg00911351	0.198500666660157	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.927504092379924	PRPS1L1	7	18067463
cg00912191	0.0457924611589623	UBTD2	5	171709917
cg00912942	0.946049728843252	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0110814252160126	SHC1;CKS1B	1	154946946
cg00916199	0.0149326226815309	TMCO6	5	140019287
cg00916635	0.645335357714452	PTPN22	1	114414312
cg00917893	0.0181387321027113	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0280859917256244	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.113823714358736	XIAP	X	122993419
cg00922727	0.0251919486089097	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.244088727256665	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0260208988245042	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0255023666775725	FBXO28	1	224301953
cg00930194	0.566734341467422	PROP1	5	177423598
cg00930873	0.0961938569540347	ALDH1A2	15	58357973
cg00931491	0.332756715086331	SULT1A2	16	28608288
cg00932276	0.377054420834987	EGFL6	X	13587976
