Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg00503458	0.0244146885475469	KIAA0907	1	155904439
cg00503840	0.839753851628378	DLX5	7	96650509
cg00504595	0.0623191021344381	TNFRSF19	13	24144985
cg00509616	0.0162413062415989	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0344229199264414	C6orf211;RMND1	6	151772946
cg00510956	0.960911255887924	KHDRBS1	1	32478440
cg00511475	0.140756392459048	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0896207375097543	SLC18A2	10	119000991
cg00512374	0.024711257511974	IGFBP4	17	38599682
cg00513220	0.00851152334542704	MOSC2	1	220922123
cg00513467	0.0185499063222587	KLHL9	9	21335551
cg00514407	0.118373694943197	SERPINE2	2	224904626
cg00514895	0.0124903050589917	CPZ	4	8594413
cg00515905	0.923471690765699	EPS8L3	1	110306507
cg00516481	0.821296139414463	PDE9A	21	44073202
cg00518911	0.773879269258536	NA	NA	0
cg00518989	0.0205986367415282	LIMK2	22	31608519
cg00519208	0.906242002558215	EVI5	1	93258319
cg00519627	0.0128935294343168	CORO7	16	4466650
cg00520135	0.30817081823889	TPM1	15	63333846
cg00520708	0.0730063695275818	C5orf24	5	134181266
cg00521434	0.955940063358493	GPR61	1	110081965
cg00521598	0.033881836022619	MYCBP	1	39339413
cg00522034	0.00756372089898678	CBLB	3	105587721
cg00522316	0.0249265673456544	KHSRP	19	6425042
cg00524288	0.0197662964596973	UPP1	7	48128452
cg00528052	0.0114493480994174	KDM5B	1	202777295
cg00528967	0.00969660437681123	STK24	13	99228955
cg00532335	0.396952422380834	LGI1	10	95516861
cg00532890	0.0161963336586258	PBX1	1	164528682
cg00534274	0.621961610439038	SLC7A11	4	139163341
cg00534856	0.975775695075596	NA	NA	0
cg00536175	0.961410848805007	GATA1	X	48645024
cg00537910	0.885948714274332	ATG9A;ABCB6	2	220084611
cg00539322	0.862675853705019	SAG	2	234216360
cg00539716	0.0596666422176336	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0130295788375636	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0253404996639233	NA	NA	0
cg00544557	0.582456812276348	DSCR10	21	39578742
cg00545573	0.0737632383189154	TAOK3	12	118810436
cg00546491	0.484762910960187	PDE1C	7	32111062
cg00546897	0.0870802404170564	LOC284837	21	45232232
cg00547018	0.155678094610412	ALG1	16	5121709
cg00547789	0.166052425762281	RAB39B	X	154493750
cg00547829	0.0234070110894646	TUBD1;RPS6KB1	17	57970161
cg00548060	0.557980836985726	NPL	1	182761905
cg00548268	0.88893675256564	NPTX2	7	98245830
cg00550617	0.0976423938425586	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.902562354619788	NR1H3	11	47281370
cg00554682	0.0260291411600891	ZNF804A	2	185463132
cg00554702	0.106552660319719	CHEK1	11	125496645
cg00556408	0.876247141900466	TMPRSS6	22	37500588
cg00557354	0.0512872330503418	ARHGEF7	13	111767899
cg00559473	0.0329295794649551	AAAS	12	53715592
cg00560119	0.0229671241129743	STXBP1	9	130374109
cg00563229	0.0144532002945005	XKR8	1	28286146
cg00563845	0.0351342118214191	PXK	3	58318305
cg00563926	0.604609788565653	TGFBR3	1	92352481
cg00563932	0.866643892926441	PTGDS	9	139871049
cg00564163	0.0231458952192735	STEAP4	7	87935979
cg00565075	0.0562287713034364	MIR659;EIF3L	22	38244893
cg00565688	0.0158140471025457	TP73	1	3568212
cg00566759	0.0137737522938989	DSC2	18	28682345
cg00567479	0.0234734355825786	FARP2	2	242295999
cg00567749	0.0292915080356075	VCAN	5	82767908
cg00568128	0.0963933812775053	MIR2110;C10orf118	10	115934100
cg00568792	0.0348327850439105	STT3A	11	125462554
cg00569620	0.0253671171770056	ABHD10	3	111697653
cg00571634	0.142179426407387	WDR5B	3	122134820
cg00572797	0.987032477629418	NA	NA	0
cg00573606	0.87699711611174	COL6A3	2	238322680
cg00575744	0.0301672652831443	HLA-DMB	6	32908642
cg00576250	0.0204435192244203		20	45087765
cg00577167	0.579298292131603	ALDOB	9	104197675
cg00577464	0.0186916167049177	SHH	7	155604780
cg00578575	0.0412337494530828	NA	NA	0
cg00579393	0.84950886055721	REG1B	2	79316004
cg00579402	0.751334268468079	FUT6	19	5838999
cg00581156	0.0144833007972435	DIMT1L	5	61699416
cg00582372	0.690581298205897	NA	NA	0
cg00582628	0.0608286967523786	RGS20	8	54764515
cg00584022	0.0185912880919436	KRAS	12	25403167
cg00585790	0.744269205277955	LIMS1	2	109204845
cg00585846	0.0264072471818612	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0390336454234553	CDKAL1	6	20534671
cg00587613	0.485491911660164	GPR152	11	67220223
cg00592315	0.938181943054232	C14orf86;FAM181A	14	94384611
cg00594118	0.0664424943721838	COBRA1	9	140150000
cg00594952	0.934102516611901	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.313497249531951	MYO1C	17	1395880
cg00598858	0.0175630392361889	PRKCSH;CCDC151	19	11545966
cg00600110	0.965372328529044	FAM9A	X	8769528
cg00600684	0.943801427088515	WDR11	10	122610158
cg00601486	0.967657288999747	H1FNT	12	48723148
cg00602891	0.0382837905248887	C17orf62	17	80408864
cg00603172	0.360100834746938	NA	NA	0
cg00605270	0.0139706053238198	SMPDL3B	1	28261552
cg00609097	0.0171998551946601	TESK2	1	45956974
cg00611397	0.944667152428132	GTPBP5	20	60768026
cg00612467	0.0384041838549652	HADH	4	108911077
cg00613255	0.898157866919044	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0270094687330876	RBM9	22	36236649
cg00615915	0.159074523245107	SERPINB8	18	61637299
cg00616129	0.0273702555521761	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0184146609446321	NCL	2	232329096
cg00617305	0.0107891916409616	SHISA4	1	201857940
cg00618396	0.588155604636654	VBP1	X	154444551
cg00619207	0.182195819287658	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0373075966825035	CENPF	1	214776904
cg00620629	0.0299265953976391	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0555818136763414	ODF3L1	15	76016335
cg00622677	0.029207539865489	TSPAN5	4	99579248
cg00623593	0.928590259128675	DOCK1	10	128767610
cg00625425	0.397142294896329	KANK4	1	62785512
cg00625653	0.019979406891083	WNT7A	3	13921227
cg00626119	0.821146630071555	SH2D2A;NTRK1	1	156785288
cg00626466	0.538888231441489	GNS	12	65153982
cg00627233	0.116852149618745	NA	NA	0
cg00627286	0.06323237370801	NA	NA	0
cg00629217	0.893548530685956	LNX1	4	54425349
cg00629585	0.0858221540391488	GFI1B	9	135853992
cg00630164	0.0249561448093612	KCNQ4	1	41250062
cg00630249	0.0107234083062035	CYB561D1	1	110036889
cg00630583	0.0138366125586057	PXMP2;POLE	12	133264314
cg00631230	0.01595233496375	VPS33A	12	122750916
cg00633969	0.955578054086327	PARP9;DTX3L	3	122284550
cg00634577	0.024226043478728	NA	NA	0
cg00635481	0.00933823960947637	ZNF76	6	35226917
cg00636639	0.0163125252398032	RBM18;MRRF	9	125027249
cg00638514	0.0150960084606462	OTOP3	17	72932048
cg00642303	0.0127170003130712	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.967683248127036		7	100544704
cg00645224	0.0143945049385203	NA	NA	0
cg00645579	0.890009877143006	IRF7;MUPCDH	11	617140
cg00645922	0.0110706249404049	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0143567878741855	ARSD	X	2847561
cg00646492	0.0660381805470981	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.026929279141353	SLC17A5	6	74364149
cg00648883	0.0975857942565622	EEF1DP3	13	32524761
cg00650762	0.0124679358847023	EPHB2	1	23037368
cg00650876	0.0116686992849941	YBX1	1	43148058
cg00651216	0.0142380482226579	HSP90AB1	6	44213720
cg00653387	0.019503868153667	PTN	7	137028535
cg00654814	0.0941567125365443	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.018439197535684	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0242966750858582	PPARD	6	35310123
cg00657582	0.0270633301085238	CHD8	14	21904906
cg00658007	0.873830676834233	RD3	1	211666129
cg00658626	0.035303937913283	CCDC63	12	111284979
cg00659129	0.92280755767538	ASAP1	8	131414614
cg00659953	0.0147698637616463	FAM173A	16	770731
cg00660989	0.0260456402673685	KLHL28;FAM179B	14	45432516
cg00661202	0.0121850119116512	TMEM43;CHCHD4	3	14166502
cg00661485	0.187213461056428	FOXI1	5	169533372
cg00662556	0.538101436850015	GALR1	18	74963364
cg00662775	0.706698225184516	NA	NA	0
cg00665395	0.0171984095735967	TTLL4	2	219575490
cg00666446	0.0385194857195963	ZNF670	1	247242273
cg00666746	0.0729540660894287	SYDE1	19	15217781
cg00668685	0.90389672747847	SLC39A5	12	56624552
cg00669623	0.0265052105862807	CDK11B;CDK11A	1	1655867
cg00669856	0.0606679683135314	SPRY1	4	124317779
cg00671161	0.00964615965559751	ALG11;ATP7B	13	52586367
cg00672638	0.0683173478479122	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.0530762140526732	DOPEY2	21	37536923
cg00674922	0.078751310870464	NA	NA	0
cg00676660	0.016618673061713	ADAMTS9	3	64672609
cg00677811	0.0171766691929751	CCM2	7	45040321
cg00678539	0.159823225768905	MNS1	15	56757625
cg00679556	0.317622049628531	TRIM31	6	30080782
cg00679738	0.0326445024830137	FAM89A	1	231175246
cg00682653	0.0159289042689132	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0155474717246122	PPFIA2	12	82153256
cg00686022	0.911042334000088	C12orf40	12	40020078
cg00686623	0.0182619133281573	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0174176911951046	NDRG4	16	58497236
cg00688421	0.0267326549372056	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0476349690641763	RTKN	2	74668672
cg00690049	0.114818878175842	MAGED2	X	54834244
cg00690280	0.823870346907849	WFDC10B;WFDC13	20	44332733
cg00690893	0.4878418196153	NA	NA	0
cg00691625	0.955381395541666	NR5A1	9	127269807
cg00691822	0.567022986095702	NA	NA	0
cg00692549	0.0475289081431017	TARDBP	1	11072455
cg00693307	0.92143998560702	NA	NA	0
cg00695416	0.0157485449118212	CBR1	21	37442476
cg00696900	0.0195729134204106	NA	NA	0
cg00698688	0.217598089346119	SULT2B1	19	49055432
cg00702231	0.944364102096782	PLAGL1;HYMAI	6	144329473
cg00702729	0.944425595668732	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0262480476058433	KCTD15	19	34288103
cg00704909	0.0195857495847251	COPB1	11	14521319
cg00705255	0.0852647011793139	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0553151625849553	NMNAT2	1	183387564
cg00708598	0.754816642364682	LECT1	13	53313895
cg00708642	0.0226856361869681	EIF5	14	103800518
cg00711916	0.0296320164681331	CNNM4	2	97426274
cg00712898	0.0114306876266332	PRPF38B	1	109235208
cg00714377	0.491650438904213	SLA2	20	35274715
cg00717862	0.0192713181417076	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0119309546373315	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.215040503275955		2	89215272
cg00718748	0.0204126839020817	ZNF624	17	16556871
cg00720072	0.0183284266146199	MARCH5;CPEB3	10	94051159
cg00720137	0.0113197907480134	DYNLRB2	16	80575018
cg00720723	0.0244584398166218	NOP58	2	203130645
cg00722300	0.837348853752523	RLN3	19	14138639
cg00724662	0.0408506031708582	NXF1	11	62573193
cg00725143	0.0150145081805012	NA	NA	0
cg00725635	0.0258160595608191	B3GALT2;CDC73	1	193155806
cg00725777	0.553197591683468	NGFRAP1	X	102630411
cg00727590	0.123513140166723	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.049990960326841	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.016894661640982	C6orf27	6	31744927
cg00729275	0.920622989753072	AQP4;C18orf16	18	24445134
cg00729541	0.0177062699644022	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0215559486830209	PALMD	1	100111713
cg00730260	0.926582187659981	C12orf67	12	24736888
cg00731459	0.0247315897547361	HDAC4	2	240323091
cg00733682	0.011234666356727	ZNF44	19	12405568
cg00734993	0.0143060653928083	MTCH1	6	36953694
cg00736326	0.021837511444153	ARPC1A	7	98923878
cg00737514	0.0179576057828244	TBC1D1	4	37893313
cg00739120	0.776368633103173	GAPDHS;TMEM147	19	36035875
cg00741717	0.917429744707725	TLR8;LOC349408	X	12924184
cg00743372	0.0153833569512769	ZNF192	6	28109648
cg00744433	0.0593007249027709	CXADR	21	18884067
cg00745543	0.929988289903693	H1FNT	12	48722754
cg00745735	0.861169232777187	MYPN	10	69868860
cg00746083	0.0127214771435686	CHD8	14	21905454
cg00746130	0.0347408514595333	BAT5	6	31671271
cg00746981	0.105459454214411	HDGF	1	156721141
cg00747849	0.0804000691640547	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0151730189776684	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.946445596169399	FAM83E;SPACA4	19	49109288
cg00755043	0.01641389792559	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00951239054376999	DZIP1	13	96296844
cg00756887	0.189920306175163	PVRL4	1	161059654
cg00757070	0.141072331993505	UPK2	11	118827082
cg00757952	0.52222412248148	CRYBB1	22	27014415
cg00761755	0.00882064176535899	SLC43A2	17	1531579
cg00762512	0.0298383238196518	RPL9;LIAS	4	39460606
cg00763679	0.0233818416595251	SEPT2;HDLBP	2	242254198
cg00763889	0.915697312156815	HRASLS2	11	63330544
cg00766729	0.0104751779389266	ZNF784	19	56136136
cg00766889	0.0187540749302168	SEPHS1	10	13390384
cg00767581	0.958874242513932	HOXD4;MIR10B	2	177015125
cg00768439	0.0449675397426245	FAM133A;NAP1L3	X	92928711
cg00769470	0.898751415499619	DEFB129	20	207338
cg00769520	0.0124832968719489	ST8SIA1	12	22488465
cg00770279	0.0103991681929372	CDKN2D	19	10679308
cg00770871	0.0106888677078682	TULP3	12	2999840
cg00772000	0.0479956707431109	NHLRC1	6	18123049
cg00775197	0.0162762976785495	TCTE1	6	44265054
cg00777121	0.0559575045216032	RASSF1	3	50378191
cg00777555	0.0126901898713565	ARF4	3	57583074
cg00778920	0.0205513843955997	PRPF19	11	60674370
cg00779924	0.0562952029532205	FLJ45983	10	8094641
cg00782174	0.031992459509009	SLC1A5	19	47291626
cg00782854	0.0180983006913941	BCL2L1	20	30310858
cg00783759	0.0170918173268036	LARP1B	4	128983441
cg00784357	0.0123198998150264	RAC1	7	6413877
cg00791249	0.0288559791596774	FDX1L	19	10426722
cg00792687	0.0151418515153028	C8orf41	8	33370099
cg00792740	0.04741025489351	UBE3A	15	25684488
cg00792849	0.230185941857927	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.012176829867942	TRIM8	10	104403707
cg00795268	0.950217651288177	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.3042131272352	FUT4	11	94276898
cg00798206	0.0470604906940584	OXSR1	3	38207110
cg00799727	0.901643445733954	NA	NA	0
cg00800095	0.745728888257321	PNMA3	X	152224090
cg00804048	0.0397921592090563	EIF5A	17	7210539
cg00804392	0.835022387977453	RHOH	4	40198595
cg00806490	0.107765245537345	CDH13	16	82660873
cg00807586	0.395925999362498	DLEC1	3	38080790
cg00808492	0.939969225564266	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0478980276210483	RPF1	1	84944867
cg00811081	0.0351499282899883	RPAP3	12	48099724
cg00812502	0.00956438255264991	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00869618903984264	UQCRFS1	19	29704028
cg00815583	0.0432026018887093	FBXO16	8	28348123
cg00815605	0.0299226298499402	NA	NA	0
cg00816620	0.0501631434741804	C1orf25;C1orf26	1	185127501
cg00818693	0.0202817033956764	TTC14	3	180319964
cg00818872	0.0213078470978757	CHRNB2	1	154540271
cg00819310	0.947014820673165	VANGL1	1	116193783
cg00819362	0.596150408460203	CLIP3	19	36524208
cg00819696	0.0135275567961908	TIMELESS	12	56843016
cg00821764	0.010122517616221	UMPS	3	124449680
cg00822607	0.0589102496598564	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0188643968057261	CHD4	12	6716566
cg00825031	0.0127050926235169	VPS37A;CNOT7	8	17104503
cg00826384	0.0166891117112757	PTPRZ1	7	121513065
cg00827369	0.0179154214010211	EIF4H	7	73588253
cg00828602	0.0193873602732012	WNT5A	3	55520834
cg00830029	0.171819996939896	NRIP2	12	2943902
cg00830393	0.0152687146712904	LRIG1	3	66552063
cg00831028	0.029781644642265	C20orf43	20	55043745
cg00832517	0.0445861806716949	C14orf126	14	31926792
cg00832994	0.0142503803669666	NA	NA	0
cg00833393	0.0163105443523313	TLN1;CREB3	9	35731638
cg00833777	0.940899720854555	ITGAM	16	31271642
cg00834796	0.0300007795193745	JAKMIP2	5	147161924
cg00834958	0.0280151334221136	TSC22D4	7	100077147
cg00836605	0.0110293512530601	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.015730194580242	MITF	3	69788442
cg00839584	0.0993948484706614	IL1A	2	113542091
cg00839802	0.0562063621149656	MAN1A1	6	119671238
cg00840403	0.0602651098766849	CHST4	16	71560205
cg00840516	0.832145442599434	HYAL2	3	50360097
cg00841581	0.0140328834670062	STAG1	3	136471162
cg00842351	0.472271635339471	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.126719484601519	DLG2	11	84634126
cg00848394	0.0143414113148108	WDR51A	3	52188768
cg00848397	0.0185294936021134	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.03577694264595	DAB1	1	58716018
cg00849368	0.029590631143958	ARSK;TTC37	5	94890411
cg00850538	0.15364233133771	CRIM1	2	36582038
cg00852964	0.837255351705312	VNN1	6	133035150
cg00853068	0.118737687860218	FMNL1	17	43298592
cg00854637	0.0545541476631618	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0198369469657828	SKP1	5	133512930
cg00856375	0.0217889176661829	PSMD14	2	162164676
cg00858899	0.0304760166201818	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.927767143594336	CYB5R2	11	7694524
cg00861635	0.0193223398209577	ZNF200	16	3285425
cg00862041	0.615807450004378	GPRASP2	X	101967017
cg00862290	0.955507382398664	KCNMB3	3	178984973
cg00862770	0.0152149433654909	FKBP5	6	35655764
cg00864867	0.0129600553096506	PAWR	12	80085268
cg00870662	0.0161846087157789	PARD6G	18	78005665
cg00871453	0.0199317555335846	WDR67	8	124084640
cg00873037	0.0381610336270839	NEIL2	8	11626984
cg00873937	0.0297524875504328	ATOH7	10	69991564
cg00874863	0.568571680849281	LHFPL1	X	111924370
cg00875272	0.0413432071915671	TAL1	1	47695321
cg00876704	0.016281614467697	PKN1	19	14544684
cg00877887	0.244005512770666	DUOXA2;DUOX2	15	45406654
cg00877964	0.0160428529879174	SLC1A4	2	65215638
cg00881086	0.0287567692352649	NCRNA00119;NPHP3	3	132441942
cg00881370	0.976690681365188	LOC55908;DOCK6	19	11348439
cg00882451	0.956227242675577	ZP2	16	21222863
cg00882832	0.0276407176235981	SPRY1	4	124317983
cg00884221	0.0486521643919087	IGFBP7	4	57976915
cg00884529	0.0750271345615954	BZW2;ANKMY2	7	16685823
cg00885506	0.0392082976445126	WDR31	9	116102792
cg00886554	0.028728812178946	NMU	4	56502598
cg00887101	0.0832980166047158	INTS5	11	62420578
cg00887547	0.0193542720380499	TAOK3	12	118811020
cg00887700	0.0253352857382215	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0741374482181594	CCND2	12	4382184
cg00888479	0.0239761222378042	SLC24A3	20	19193824
cg00888561	0.210501176445931	WDFY2	13	52157910
cg00890257	0.0160249568323609	DEGS2	14	100625756
cg00891278	0.673590168644662	CCDC37	3	126113784
cg00891541	0.845441179007596	SMPD3	16	68481487
cg00892393	0.921941814441595	C16orf73	16	1911525
cg00892798	0.00845356764465136	NGFR	17	47572909
cg00893242	0.0414341447417144	SND1	7	127291580
cg00893636	0.0206167485904553	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0167173101009712	RPL7L1	6	42847415
cg00894577	0.14706421298597	NA	NA	0
cg00895324	0.931770341164232	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0322957969772412	LACE1	6	108616288
cg00899086	0.022155881380086	SEPT11	4	77871294
cg00899641	0.0200482714909365	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0218680269903648	YBX2	17	7197375
cg00901652	0.0328420366054841	CTR9	11	10772434
cg00901683	0.0136882691779966	PTCD1;CPSF4	7	99036756
cg00901704	0.0193918209889666	SLC25A19	17	73285325
cg00901766	0.0318848902537618	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.661385046611719	CHL1	3	238161
cg00903375	0.0148492014502897	SBDS;TYW1	7	66460591
cg00904483	0.97766015991348	MGMT	10	131354873
cg00904574	0.0152314803846954	PLK3	1	45265678
cg00905170	0.0106241004314189	RRS1	8	67341306
cg00906183	0.0172935951181196	HGS;ARL16	17	79650926
cg00908551	0.0469846116006765	FANCF	11	22646931
cg00910067	0.0306134080268519	SLC7A10	19	33717545
cg00910168	0.917455886148187	DHX37	12	125474021
cg00911351	0.420759479203746	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.90065953053165	PRPS1L1	7	18067463
cg00912191	0.0606289442779328	UBTD2	5	171709917
cg00912942	0.969076384267935	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0145304804102951	SHC1;CKS1B	1	154946946
cg00916199	0.0139505613883312	TMCO6	5	140019287
cg00916635	0.413956996237596	PTPN22	1	114414312
cg00917893	0.0162591718414758	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0304533106044864	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0557444295183894	XIAP	X	122993419
cg00922727	0.0840515088404358	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0929591415454644	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0301505193521083	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0194036248693316	FBXO28	1	224301953
cg00930194	0.0409276310775589	PROP1	5	177423598
cg00930873	0.122345784807079	ALDH1A2	15	58357973
