Hybridization REF	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05
cg00504595	0.156640465138794	TNFRSF19	13	24144985
cg00509616	0.337194893527858	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0452638952236697	C6orf211;RMND1	6	151772946
cg00510956	0.940774938707457	KHDRBS1	1	32478440
cg00511475	0.396235079614054	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.244122660928942	SLC18A2	10	119000991
cg00512374	0.0258675926527053	IGFBP4	17	38599682
cg00513220	0.0406400678176108	MOSC2	1	220922123
cg00513467	0.026870463315786	KLHL9	9	21335551
cg00514407	0.27184582720815	SERPINE2	2	224904626
cg00514895	0.0351356461358436	CPZ	4	8594413
cg00515905	0.938253031228141	EPS8L3	1	110306507
cg00516481	0.672342185153275	PDE9A	21	44073202
cg00518911	0.832678193956175	NA	NA	0
cg00518989	0.0175085186713247	LIMK2	22	31608519
cg00519208	0.887361574614003	EVI5	1	93258319
cg00519627	0.0136223682312233	CORO7	16	4466650
cg00520135	0.952336120212132	TPM1	15	63333846
cg00520708	0.0920450192822069	C5orf24	5	134181266
cg00521434	0.944995013890163	GPR61	1	110081965
cg00521598	0.0408833408110101	MYCBP	1	39339413
cg00522034	0.00818721220739892	CBLB	3	105587721
cg00522316	0.0187985192835264	KHSRP	19	6425042
cg00524288	0.0182294745427584	UPP1	7	48128452
cg00528052	0.0126891846818787	KDM5B	1	202777295
cg00528967	0.0114668113364697	STK24	13	99228955
cg00532335	0.556106244119684	LGI1	10	95516861
cg00532890	0.0202264335527995	PBX1	1	164528682
cg00534274	0.260467765218185	SLC7A11	4	139163341
cg00534856	0.884206885045829	NA	NA	0
cg00536175	0.931706848673875	GATA1	X	48645024
cg00537910	0.889892869341978	ATG9A;ABCB6	2	220084611
cg00539322	0.88231856702196	SAG	2	234216360
cg00539716	0.0447122284248696	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0988517849028602	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.175146424627283	NA	NA	0
cg00544557	0.899510399016993	DSCR10	21	39578742
cg00545573	0.0493916031706053	TAOK3	12	118810436
cg00546491	0.562175559602053	PDE1C	7	32111062
cg00546897	0.398236703098712	LOC284837	21	45232232
cg00547018	0.157337941320304	ALG1	16	5121709
cg00547789	0.355998566357459	RAB39B	X	154493750
cg00547829	0.0201026963073777	TUBD1;RPS6KB1	17	57970161
cg00548060	0.813706234019352	NPL	1	182761905
cg00548268	0.785636384997301	NPTX2	7	98245830
cg00550617	0.415056971505326	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.710461121164858	NR1H3	11	47281370
cg00554682	0.0327371602172146	ZNF804A	2	185463132
cg00554702	0.0852143492979429	CHEK1	11	125496645
cg00556408	0.845365862771165	TMPRSS6	22	37500588
cg00557354	0.605722237255732	ARHGEF7	13	111767899
cg00559473	0.0290278622096494	AAAS	12	53715592
cg00560119	0.022394405315288	STXBP1	9	130374109
cg00563229	0.0162724555467182	XKR8	1	28286146
cg00563845	0.17950846563612	PXK	3	58318305
cg00563926	0.717720186987913	TGFBR3	1	92352481
cg00563932	0.791647511376995	PTGDS	9	139871049
cg00564163	0.755661790894966	STEAP4	7	87935979
cg00565075	0.113653853976183	MIR659;EIF3L	22	38244893
cg00565688	0.713899468325486	TP73	1	3568212
cg00566759	0.59223309039768	DSC2	18	28682345
cg00567479	0.025756197343679	FARP2	2	242295999
cg00567749	0.126745078421055	VCAN	5	82767908
cg00568128	0.113871760543662	MIR2110;C10orf118	10	115934100
cg00568792	0.0391470279642717	STT3A	11	125462554
cg00569620	0.0253431302875221	ABHD10	3	111697653
cg00571634	0.154948557236754	WDR5B	3	122134820
cg00572797	0.987855773854102	NA	NA	0
cg00573606	0.780979439473831	COL6A3	2	238322680
cg00575744	0.0350728502955467	HLA-DMB	6	32908642
cg00576250	0.507446706988242		20	45087765
cg00577167	0.741188143659208	ALDOB	9	104197675
cg00577464	0.0211134392228618	SHH	7	155604780
cg00578575	0.0379728737225626	NA	NA	0
cg00579393	0.767309813624025	REG1B	2	79316004
cg00579402	0.820166336459296	FUT6	19	5838999
cg00581156	0.0148811393817311	DIMT1L	5	61699416
cg00582372	0.760081346921488	NA	NA	0
cg00582628	0.0849853497474261	RGS20	8	54764515
cg00584022	0.0155556316091508	KRAS	12	25403167
cg00585790	0.78057496442651	LIMS1	2	109204845
cg00585846	0.0301346760384799	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0579394999614251	CDKAL1	6	20534671
cg00587613	0.78852644388685	GPR152	11	67220223
cg00592315	0.71908061567179	C14orf86;FAM181A	14	94384611
cg00594118	0.0671933049722259	COBRA1	9	140150000
cg00594952	0.900046219203876	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.521719619916972	MYO1C	17	1395880
cg00598858	0.0189911685541671	PRKCSH;CCDC151	19	11545966
cg00600110	0.972747425103295	FAM9A	X	8769528
cg00600684	0.950212068037884	WDR11	10	122610158
cg00601486	0.933044496009455	H1FNT	12	48723148
cg00602891	0.0410699073802041	C17orf62	17	80408864
cg00603172	0.610650853750087	NA	NA	0
cg00605270	0.0298841160043401	SMPDL3B	1	28261552
cg00609097	0.0122616864077696	TESK2	1	45956974
cg00611397	0.945714836153802	GTPBP5	20	60768026
cg00612467	0.0401173526859439	HADH	4	108911077
cg00613255	0.827298256645531	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.189973515698076	RBM9	22	36236649
cg00615915	0.150002457200054	SERPINB8	18	61637299
cg00616129	0.0553448650382515	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0129648749391656	NCL	2	232329096
cg00617305	0.0152737237067308	SHISA4	1	201857940
cg00618396	0.511734731242826	VBP1	X	154444551
cg00619207	0.266352971645259	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0427329296790364	CENPF	1	214776904
cg00620629	0.0157364945448925	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.182867349023153	ODF3L1	15	76016335
cg00622677	0.032797408440367	TSPAN5	4	99579248
cg00623593	0.905664703911602	DOCK1	10	128767610
cg00625425	0.582369266975491	KANK4	1	62785512
cg00625653	0.664606814806068	WNT7A	3	13921227
cg00626119	0.716368841019824	SH2D2A;NTRK1	1	156785288
cg00626466	0.743853972432706	GNS	12	65153982
cg00627233	0.463393398407815	NA	NA	0
cg00627286	0.0612369984793602	NA	NA	0
cg00629217	0.681869794018181	LNX1	4	54425349
cg00629585	0.138131560545493	GFI1B	9	135853992
cg00630164	0.114786736166015	KCNQ4	1	41250062
cg00630249	0.012078877607534	CYB561D1	1	110036889
cg00630583	0.0455054829413001	PXMP2;POLE	12	133264314
cg00631230	0.0119550260083792	VPS33A	12	122750916
cg00633969	0.950800030236317	PARP9;DTX3L	3	122284550
cg00634577	0.425949621605832	NA	NA	0
cg00635481	0.0126968576565193	ZNF76	6	35226917
cg00636639	0.0180316398126464	RBM18;MRRF	9	125027249
cg00638514	0.0618366537489771	OTOP3	17	72932048
cg00642303	0.0128640432007867	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.944705929698063		7	100544704
cg00645224	0.0145532100903623	NA	NA	0
cg00645579	0.858903426963293	IRF7;MUPCDH	11	617140
cg00645922	0.0119954091822226	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0928144467803129	ARSD	X	2847561
cg00646492	0.0644500993841677	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.020503029716224	SLC17A5	6	74364149
cg00648883	0.525353109297133	EEF1DP3	13	32524761
cg00650762	0.0119948251242107	EPHB2	1	23037368
cg00650876	0.0137753165959787	YBX1	1	43148058
cg00651216	0.0938448099105991	HSP90AB1	6	44213720
cg00653387	0.463567476988228	PTN	7	137028535
cg00654814	0.117501207798537	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0570732096415628	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.027243694204811	PPARD	6	35310123
cg00657582	0.0801444125700705	CHD8	14	21904906
cg00658007	0.637028542034924	RD3	1	211666129
cg00658626	0.225023507943927	CCDC63	12	111284979
cg00659129	0.910621333348646	ASAP1	8	131414614
cg00659953	0.0104432555852481	FAM173A	16	770731
cg00660989	0.103229634629772	KLHL28;FAM179B	14	45432516
cg00661202	0.0108071143915812	TMEM43;CHCHD4	3	14166502
cg00661485	0.761056386042372	FOXI1	5	169533372
cg00662556	0.647316723212363	GALR1	18	74963364
cg00662775	0.374776105898741	NA	NA	0
cg00665395	0.0135523141814881	TTLL4	2	219575490
cg00666446	0.0410986776013544	ZNF670	1	247242273
cg00666746	0.452452623755353	SYDE1	19	15217781
cg00668685	0.924103424208145	SLC39A5	12	56624552
cg00669623	0.0254311768851697	CDK11B;CDK11A	1	1655867
cg00669856	0.0697458247369462	SPRY1	4	124317779
cg00671161	0.0138597308923917	ALG11;ATP7B	13	52586367
cg00672638	0.0838275914697155	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.304317088631792	DOPEY2	21	37536923
cg00674922	0.0571115763455239	NA	NA	0
cg00676660	0.0179042774383713	ADAMTS9	3	64672609
cg00677811	0.0168060755451045	CCM2	7	45040321
cg00678539	0.441155855846478	MNS1	15	56757625
cg00679556	0.698124927320477	TRIM31	6	30080782
cg00679738	0.681857389566849	FAM89A	1	231175246
cg00682653	0.0199833254024715	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.146384808692854	PPFIA2	12	82153256
cg00686022	0.899630304162901	C12orf40	12	40020078
cg00686623	0.0179996109161683	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.453818400380916	NDRG4	16	58497236
cg00688421	0.029137516470536	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.288646805029509	RTKN	2	74668672
cg00690049	0.558192330690261	MAGED2	X	54834244
cg00690280	0.745530579547646	WFDC10B;WFDC13	20	44332733
cg00690893	0.42317721084164	NA	NA	0
cg00691625	0.851336242002156	NR5A1	9	127269807
cg00691822	0.404867391820795	NA	NA	0
cg00692549	0.0545111564354347	TARDBP	1	11072455
cg00693307	0.92551028805891	NA	NA	0
cg00695416	0.359683321430121	CBR1	21	37442476
cg00696900	0.0171671757641985	NA	NA	0
cg00698688	0.483288037936436	SULT2B1	19	49055432
cg00702231	0.677104474548532	PLAGL1;HYMAI	6	144329473
cg00702729	0.933651386817911	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0251571202750379	KCTD15	19	34288103
cg00704909	0.0182501438091192	COPB1	11	14521319
cg00705255	0.218674852765847	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0329328285527049	NMNAT2	1	183387564
cg00708598	0.413532403911194	LECT1	13	53313895
cg00708642	0.0264828129211616	EIF5	14	103800518
cg00711916	0.0325633904722869	CNNM4	2	97426274
cg00712898	0.0127303293433792	PRPF38B	1	109235208
cg00714377	0.542883970929104	SLA2	20	35274715
cg00717862	0.0223181242731821	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0156962691755476	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.25185191416025		2	89215272
cg00718748	0.0138126851348306	ZNF624	17	16556871
cg00720072	0.019616674905601	MARCH5;CPEB3	10	94051159
cg00720137	0.0134929624189949	DYNLRB2	16	80575018
cg00720723	0.0232014019141898	NOP58	2	203130645
cg00722300	0.827559694482812	RLN3	19	14138639
cg00724662	0.0414369973606051	NXF1	11	62573193
cg00725143	0.0178853307281864	NA	NA	0
cg00725635	0.112239442764058	B3GALT2;CDC73	1	193155806
cg00725777	0.719465769013379	NGFRAP1	X	102630411
cg00727590	0.391740909893174	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0767025894684006	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0169062305979792	C6orf27	6	31744927
cg00729275	0.671106387864886	AQP4;C18orf16	18	24445134
cg00729541	0.0214809288018613	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.112907296044222	PALMD	1	100111713
cg00730260	0.927797989414148	C12orf67	12	24736888
cg00731459	0.0148328031446919	HDAC4	2	240323091
cg00733682	0.0132217370391477	ZNF44	19	12405568
cg00734993	0.0165808713575475	MTCH1	6	36953694
cg00736326	0.0238170021686708	ARPC1A	7	98923878
cg00737514	0.0190406825792927	TBC1D1	4	37893313
cg00739120	0.681617566960027	GAPDHS;TMEM147	19	36035875
cg00741717	0.654388318362214	TLR8;LOC349408	X	12924184
cg00743372	0.0225139067606408	ZNF192	6	28109648
cg00744433	0.572733396569974	CXADR	21	18884067
cg00745543	0.930776166277984	H1FNT	12	48722754
cg00745735	0.811965204851531	MYPN	10	69868860
cg00746083	0.0191406980673292	CHD8	14	21905454
cg00746130	0.0393458216881604	BAT5	6	31671271
cg00746981	0.1000836231038	HDGF	1	156721141
cg00747849	0.296148231408778	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0124021990173195	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.814550304854737	FAM83E;SPACA4	19	49109288
cg00755043	0.020236828908587	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0129193252704277	DZIP1	13	96296844
cg00756887	0.4934586928138	PVRL4	1	161059654
cg00757070	0.388612562953213	UPK2	11	118827082
cg00757952	0.783514586176133	CRYBB1	22	27014415
cg00761755	0.0102847243704178	SLC43A2	17	1531579
cg00762512	0.0199858675518144	RPL9;LIAS	4	39460606
cg00763679	0.0239214553059366	SEPT2;HDLBP	2	242254198
cg00763889	0.94976180509115	HRASLS2	11	63330544
cg00766729	0.0128849538042927	ZNF784	19	56136136
cg00766889	0.0174171175159072	SEPHS1	10	13390384
cg00767581	0.774254604463798	HOXD4;MIR10B	2	177015125
cg00768439	0.55335309568945	FAM133A;NAP1L3	X	92928711
cg00769470	0.70378808933694	DEFB129	20	207338
cg00769520	0.0235707156072542	ST8SIA1	12	22488465
cg00770279	0.0128243839415766	CDKN2D	19	10679308
cg00770871	0.0108920859651563	TULP3	12	2999840
cg00772000	0.156197076869107	NHLRC1	6	18123049
cg00775197	0.0665366502442609	TCTE1	6	44265054
cg00777121	0.678875301761877	RASSF1	3	50378191
cg00777555	0.0152580951032662	ARF4	3	57583074
cg00778920	0.0647298478878757	PRPF19	11	60674370
cg00779924	0.0865708052651334	FLJ45983	10	8094641
cg00782174	0.0243634239060068	SLC1A5	19	47291626
cg00782854	0.0194787808489123	BCL2L1	20	30310858
cg00783759	0.0127222127320682	LARP1B	4	128983441
cg00784357	0.0127952834604502	RAC1	7	6413877
cg00791249	0.0673962740491534	FDX1L	19	10426722
cg00792687	0.0170917684972814	C8orf41	8	33370099
cg00792740	0.0430024464161827	UBE3A	15	25684488
cg00792849	0.287507328881813	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0153705488199717	TRIM8	10	104403707
cg00795268	0.961814363276967	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.250429714869316	FUT4	11	94276898
cg00798206	0.0427994792095975	OXSR1	3	38207110
cg00799727	0.687317958962391	NA	NA	0
cg00800095	0.826499067424345	PNMA3	X	152224090
cg00804048	0.0360419079948866	EIF5A	17	7210539
cg00804392	0.235061633409476	RHOH	4	40198595
cg00806490	0.615268633708606	CDH13	16	82660873
cg00807586	0.460956645483859	DLEC1	3	38080790
cg00808492	0.923737945546762	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0438612286223968	RPF1	1	84944867
cg00811081	0.0297703434477715	RPAP3	12	48099724
cg00812502	0.0120062358193453	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00833760665413989	UQCRFS1	19	29704028
cg00815583	0.0281097949978418	FBXO16	8	28348123
cg00815605	0.224598358672529	NA	NA	0
cg00816620	0.149109809235422	C1orf25;C1orf26	1	185127501
cg00818693	0.0183019945617375	TTC14	3	180319964
cg00818872	0.160070224770661	CHRNB2	1	154540271
cg00819310	0.906983765061979	VANGL1	1	116193783
cg00819362	0.893675580422483	CLIP3	19	36524208
cg00819696	0.0112563568599875	TIMELESS	12	56843016
cg00821764	0.0147671636421671	UMPS	3	124449680
cg00822607	0.0507756041469952	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0157843768509326	CHD4	12	6716566
cg00825031	0.0101986806956412	VPS37A;CNOT7	8	17104503
cg00826384	0.0582960758307685	PTPRZ1	7	121513065
cg00827369	0.0223876505759994	EIF4H	7	73588253
cg00828602	0.0497413880826416	WNT5A	3	55520834
cg00830029	0.856636737499095	NRIP2	12	2943902
cg00830393	0.0211502483190706	LRIG1	3	66552063
cg00831028	0.0338579147947235	C20orf43	20	55043745
cg00832517	0.033189304937227	C14orf126	14	31926792
cg00832994	0.0530371626932611	NA	NA	0
cg00833393	0.018919033075322	TLN1;CREB3	9	35731638
cg00833777	0.801500972120383	ITGAM	16	31271642
cg00834796	0.0347194043069271	JAKMIP2	5	147161924
cg00834958	0.0331104364383516	TSC22D4	7	100077147
cg00836605	0.0127141972626045	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0181580629022957	MITF	3	69788442
cg00839584	0.723807085933513	IL1A	2	113542091
cg00839802	0.0316072524528214	MAN1A1	6	119671238
cg00840403	0.37986511881914	CHST4	16	71560205
cg00840516	0.800706871828741	HYAL2	3	50360097
cg00841581	0.0193591785339995	STAG1	3	136471162
cg00842351	0.488898610389906	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.728984552369312	DLG2	11	84634126
cg00848394	0.0238752473357842	WDR51A	3	52188768
cg00848397	0.0199588750757081	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.544444987803209	DAB1	1	58716018
cg00849368	0.0212489453190782	ARSK;TTC37	5	94890411
cg00850538	0.906910245897413	CRIM1	2	36582038
cg00852964	0.688337741565324	VNN1	6	133035150
cg00853068	0.318879058982167	FMNL1	17	43298592
cg00854637	0.0492104835573265	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0308475039975422	SKP1	5	133512930
cg00856375	0.0195960488025218	PSMD14	2	162164676
cg00858899	0.0279698788981972	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.905435310954713	CYB5R2	11	7694524
cg00861635	0.0173106791141261	ZNF200	16	3285425
cg00862041	0.65634910147307	GPRASP2	X	101967017
cg00862290	0.922534648707262	KCNMB3	3	178984973
cg00862770	0.0138494660585252	FKBP5	6	35655764
cg00864867	0.094215345765032	PAWR	12	80085268
cg00870662	0.0167473285762679	PARD6G	18	78005665
cg00871453	0.027846838065908	WDR67	8	124084640
cg00873037	0.0276592564365313	NEIL2	8	11626984
cg00873937	0.0284340100139142	ATOH7	10	69991564
cg00874863	0.540235873366061	LHFPL1	X	111924370
cg00875272	0.156391359954544	TAL1	1	47695321
cg00876704	0.0167988637258825	PKN1	19	14544684
cg00877887	0.119116684987923	DUOXA2;DUOX2	15	45406654
cg00877964	0.0162564298776113	SLC1A4	2	65215638
cg00881086	0.0186770435736902	NCRNA00119;NPHP3	3	132441942
cg00881370	0.947866735240015	LOC55908;DOCK6	19	11348439
cg00882451	0.946666263060946	ZP2	16	21222863
cg00882832	0.0356147491116764	SPRY1	4	124317983
cg00884221	0.505869820199201	IGFBP7	4	57976915
cg00884529	0.073423964418503	BZW2;ANKMY2	7	16685823
cg00885506	0.0330275080825905	WDR31	9	116102792
cg00886554	0.0197224191135672	NMU	4	56502598
cg00887101	0.0843324693667542	INTS5	11	62420578
cg00887547	0.0216040534058299	TAOK3	12	118811020
cg00887700	0.0300846788658471	EIF2B1;GTF2H3	12	124118360
cg00888007	0.404382581046633	CCND2	12	4382184
cg00888479	0.199129959976372	SLC24A3	20	19193824
cg00888561	0.35064239968667	WDFY2	13	52157910
cg00890257	0.026704396297565	DEGS2	14	100625756
cg00891278	0.677302520369539	CCDC37	3	126113784
cg00891541	0.82295828232983	SMPD3	16	68481487
cg00892393	0.834331318461918	C16orf73	16	1911525
cg00892798	0.0150820090347428	NGFR	17	47572909
cg00893242	0.065719101743288	SND1	7	127291580
cg00893636	0.0242482070549051	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0152858184120264	RPL7L1	6	42847415
cg00894577	0.478364215031496	NA	NA	0
cg00895324	0.761227679124611	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0216020645364192	LACE1	6	108616288
cg00899086	0.0240366301736863	SEPT11	4	77871294
cg00899641	0.0173645879824095	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0419951003140425	YBX2	17	7197375
cg00901652	0.0237940902432294	CTR9	11	10772434
cg00901683	0.0177351600616568	PTCD1;CPSF4	7	99036756
cg00901704	0.0206550613033994	SLC25A19	17	73285325
cg00901766	0.0260055618727733	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.556968357709893	CHL1	3	238161
cg00903375	0.0163927768357594	SBDS;TYW1	7	66460591
cg00904483	0.974952242334636	MGMT	10	131354873
cg00904574	0.0180239352150822	PLK3	1	45265678
cg00905170	0.0114191630263442	RRS1	8	67341306
cg00906183	0.0235906023114266	HGS;ARL16	17	79650926
cg00908551	0.0523291309662931	FANCF	11	22646931
cg00910067	0.131493330084487	SLC7A10	19	33717545
cg00910168	0.827282833240431	DHX37	12	125474021
cg00911351	0.436237753953171	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.9378183662659	PRPS1L1	7	18067463
cg00912191	0.0599973357158409	UBTD2	5	171709917
cg00912942	0.954568958132915	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0133488886060647	SHC1;CKS1B	1	154946946
cg00916199	0.0135643117599831	TMCO6	5	140019287
cg00916635	0.652108444107048	PTPN22	1	114414312
cg00917893	0.0168154214640695	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0220089098938468	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.139991377636457	XIAP	X	122993419
cg00922727	0.0248794693750273	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.291132489978097	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0413397026081692	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0230961511655085	FBXO28	1	224301953
cg00930194	0.38726133522841	PROP1	5	177423598
cg00930873	0.281741842835867	ALDH1A2	15	58357973
cg00931491	0.326200344978836	SULT1A2	16	28608288
cg00932276	0.365384105720751	EGFL6	X	13587976
cg00933411	0.0872949178772477	DLC1	8	13373090
