Hybridization REF	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05
cg00503840	0.42338917849709	DLX5	7	96650509
cg00504595	0.263819516424035	TNFRSF19	13	24144985
cg00509616	0.246369318867278	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.486868150968596	C6orf211;RMND1	6	151772946
cg00510956	0.946360617881652	KHDRBS1	1	32478440
cg00511475	0.447567555294864	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0509471555438947	SLC18A2	10	119000991
cg00512374	0.0222759569812462	IGFBP4	17	38599682
cg00513220	0.0439986252533048	MOSC2	1	220922123
cg00513467	0.0334882548411648	KLHL9	9	21335551
cg00514407	0.0737776454140406	SERPINE2	2	224904626
cg00514895	0.0466885847415261	CPZ	4	8594413
cg00515905	0.897927152843873	EPS8L3	1	110306507
cg00516481	0.512498877134991	PDE9A	21	44073202
cg00518911	0.845939067126377	NA	NA	0
cg00518989	0.0192969796539632	LIMK2	22	31608519
cg00519208	0.798592575883099	EVI5	1	93258319
cg00519627	0.0133894045212841	CORO7	16	4466650
cg00520135	0.880263174602635	TPM1	15	63333846
cg00520708	0.242111067567858	C5orf24	5	134181266
cg00521434	0.955140962685812	GPR61	1	110081965
cg00521598	0.0527106642126062	MYCBP	1	39339413
cg00522034	0.00775422707719066	CBLB	3	105587721
cg00522316	0.0193380311042286	KHSRP	19	6425042
cg00524288	0.0457989458259492	UPP1	7	48128452
cg00528052	0.00748268985595854	KDM5B	1	202777295
cg00528967	0.0115927557395437	STK24	13	99228955
cg00532335	0.65378402335722	LGI1	10	95516861
cg00532890	0.0217955424016962	PBX1	1	164528682
cg00534274	0.123140720881767	SLC7A11	4	139163341
cg00534856	0.915842326867078	NA	NA	0
cg00536175	0.917356224868136	GATA1	X	48645024
cg00537910	0.861880034488556	ATG9A;ABCB6	2	220084611
cg00539322	0.779824798231209	SAG	2	234216360
cg00539716	0.0470126111053517	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0172221600401973	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.310027698889154	NA	NA	0
cg00544557	0.877256429286208	DSCR10	21	39578742
cg00545573	0.0518358221001945	TAOK3	12	118810436
cg00546491	0.385350027454405	PDE1C	7	32111062
cg00546897	0.601411626069303	LOC284837	21	45232232
cg00547018	0.151899929575115	ALG1	16	5121709
cg00547789	0.195854693809087	RAB39B	X	154493750
cg00547829	0.0417112798427773	TUBD1;RPS6KB1	17	57970161
cg00548060	0.812808320717153	NPL	1	182761905
cg00548268	0.602884971467739	NPTX2	7	98245830
cg00550617	0.467874389423391	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.517054322462363	NR1H3	11	47281370
cg00554682	0.0273689363740717	ZNF804A	2	185463132
cg00554702	0.147887239920336	CHEK1	11	125496645
cg00556408	0.849277998174713	TMPRSS6	22	37500588
cg00557354	0.169213717910417	ARHGEF7	13	111767899
cg00559473	0.123814895374423	AAAS	12	53715592
cg00560119	0.0529970629979621	STXBP1	9	130374109
cg00563229	0.0193045989810301	XKR8	1	28286146
cg00563845	0.179618885804523	PXK	3	58318305
cg00563926	0.274955357303363	TGFBR3	1	92352481
cg00563932	0.739390401053182	PTGDS	9	139871049
cg00564163	0.186531013846512	STEAP4	7	87935979
cg00565075	0.189812279181188	MIR659;EIF3L	22	38244893
cg00565688	0.474431259289483	TP73	1	3568212
cg00566759	0.0827346827079298	DSC2	18	28682345
cg00567479	0.0277866653455317	FARP2	2	242295999
cg00567749	0.162345827131058	VCAN	5	82767908
cg00568128	0.0466843895373907	MIR2110;C10orf118	10	115934100
cg00568792	0.113141650140827	STT3A	11	125462554
cg00569620	0.055486022874149	ABHD10	3	111697653
cg00571634	0.322731903212239	WDR5B	3	122134820
cg00572797	0.991628866964369	NA	NA	0
cg00573606	0.834970962870069	COL6A3	2	238322680
cg00575744	0.0422209994824156	HLA-DMB	6	32908642
cg00576250	0.114921152923156		20	45087765
cg00577167	0.697624164076408	ALDOB	9	104197675
cg00577464	0.047446860520976	SHH	7	155604780
cg00578575	0.0808059397160149	NA	NA	0
cg00579393	0.842874681832908	REG1B	2	79316004
cg00579402	0.828559235715916	FUT6	19	5838999
cg00581156	0.0271477487247666	DIMT1L	5	61699416
cg00582372	0.512933638655798	NA	NA	0
cg00582628	0.0604390475196318	RGS20	8	54764515
cg00584022	0.0207700979447671	KRAS	12	25403167
cg00585790	0.54827933449066	LIMS1	2	109204845
cg00585846	0.0294087070144589	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0952978808485629	CDKAL1	6	20534671
cg00587613	0.814199685576308	GPR152	11	67220223
cg00592315	0.874373926578478	C14orf86;FAM181A	14	94384611
cg00594118	0.0790592257595432	COBRA1	9	140150000
cg00594952	0.901696898401941	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.550645694441309	MYO1C	17	1395880
cg00598858	0.0247616812495092	PRKCSH;CCDC151	19	11545966
cg00600110	0.964254801427663	FAM9A	X	8769528
cg00600684	0.930407177407192	WDR11	10	122610158
cg00601486	0.91887419082051	H1FNT	12	48723148
cg00602891	0.0595305580631855	C17orf62	17	80408864
cg00603172	0.860930917339921	NA	NA	0
cg00605270	0.0273452866403222	SMPDL3B	1	28261552
cg00609097	0.0165834568550939	TESK2	1	45956974
cg00611397	0.94017292721572	GTPBP5	20	60768026
cg00612467	0.0337123645467351	HADH	4	108911077
cg00613255	0.828270413181165	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.184078655764433	RBM9	22	36236649
cg00615915	0.083285681975765	SERPINB8	18	61637299
cg00616129	0.0710191065305896	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0113763398132807	NCL	2	232329096
cg00617305	0.0219971612658406	SHISA4	1	201857940
cg00618396	0.500881324271111	VBP1	X	154444551
cg00619207	0.45325219522245	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0629728577385116	CENPF	1	214776904
cg00620629	0.0293326956690416	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.333500606178214	ODF3L1	15	76016335
cg00622677	0.138807399033352	TSPAN5	4	99579248
cg00623593	0.889036501040611	DOCK1	10	128767610
cg00625425	0.763880399285518	KANK4	1	62785512
cg00625653	0.18713193439924	WNT7A	3	13921227
cg00626119	0.719780362994664	SH2D2A;NTRK1	1	156785288
cg00626466	0.673460913549484	GNS	12	65153982
cg00627233	0.623672567937951	NA	NA	0
cg00627286	0.0578094821059096	NA	NA	0
cg00629217	0.877453235551387	LNX1	4	54425349
cg00629585	0.168315176392009	GFI1B	9	135853992
cg00630164	0.0365468549181775	KCNQ4	1	41250062
cg00630249	0.0180414894812106	CYB561D1	1	110036889
cg00630583	0.0121827893550096	PXMP2;POLE	12	133264314
cg00631230	0.0153467862755121	VPS33A	12	122750916
cg00633969	0.965116074143621	PARP9;DTX3L	3	122284550
cg00634577	0.0311037613061783	NA	NA	0
cg00635481	0.0114676805860132	ZNF76	6	35226917
cg00636639	0.0262723466117115	RBM18;MRRF	9	125027249
cg00638514	0.030660664092323	OTOP3	17	72932048
cg00642303	0.0117753353685176	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.892527989317112		7	100544704
cg00645224	0.0153193270834412	NA	NA	0
cg00645579	0.724118539852406	IRF7;MUPCDH	11	617140
cg00645922	0.0465416169192819	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.120836774605164	ARSD	X	2847561
cg00646492	0.0640002211248784	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.198361181595079	SLC17A5	6	74364149
cg00648883	0.436024070652002	EEF1DP3	13	32524761
cg00650762	0.0116723099769613	EPHB2	1	23037368
cg00650876	0.00885408386674906	YBX1	1	43148058
cg00651216	0.105362240990219	HSP90AB1	6	44213720
cg00653387	0.0875967058427724	PTN	7	137028535
cg00654814	0.151948605053732	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0372019532442072	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0348672205381133	PPARD	6	35310123
cg00657582	0.0353243514606132	CHD8	14	21904906
cg00658007	0.224249009179008	RD3	1	211666129
cg00658626	0.0667607896494651	CCDC63	12	111284979
cg00659129	0.640257116004037	ASAP1	8	131414614
cg00659953	0.00822636909234329	FAM173A	16	770731
cg00660989	0.338654726873524	KLHL28;FAM179B	14	45432516
cg00661202	0.0244578853828417	TMEM43;CHCHD4	3	14166502
cg00661485	0.443739878507303	FOXI1	5	169533372
cg00662556	0.329110232730849	GALR1	18	74963364
cg00662775	0.482998719337607	NA	NA	0
cg00665395	0.048273350352881	TTLL4	2	219575490
cg00666446	0.0420023791701809	ZNF670	1	247242273
cg00666746	0.373870997914598	SYDE1	19	15217781
cg00668685	0.889244888103927	SLC39A5	12	56624552
cg00669623	0.129938960489549	CDK11B;CDK11A	1	1655867
cg00669856	0.083906828054523	SPRY1	4	124317779
cg00671161	0.009967551877094	ALG11;ATP7B	13	52586367
cg00672638	0.0664310998109821	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.519045069395784	DOPEY2	21	37536923
cg00674922	0.210380648962693	NA	NA	0
cg00676660	0.0301680610819605	ADAMTS9	3	64672609
cg00677811	0.0226666738098567	CCM2	7	45040321
cg00678539	0.346370963576087	MNS1	15	56757625
cg00679556	0.535392163719065	TRIM31	6	30080782
cg00679738	0.219712357149688	FAM89A	1	231175246
cg00682653	0.0240979104472002	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0403461747548852	PPFIA2	12	82153256
cg00686022	0.952258941223505	C12orf40	12	40020078
cg00686623	0.0241447150386677	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0147987895664626	NDRG4	16	58497236
cg00688421	0.061511979518868	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.363365095354019	RTKN	2	74668672
cg00690049	0.421596406861524	MAGED2	X	54834244
cg00690280	0.630736071647685	WFDC10B;WFDC13	20	44332733
cg00690893	0.145906981759422	NA	NA	0
cg00691625	0.85381655722561	NR5A1	9	127269807
cg00691822	0.709761608705965	NA	NA	0
cg00692549	0.0454005921320409	TARDBP	1	11072455
cg00693307	0.886533817643548	NA	NA	0
cg00695416	0.229128681525778	CBR1	21	37442476
cg00696900	0.0143797304850069	NA	NA	0
cg00698688	0.593364695343257	SULT2B1	19	49055432
cg00702231	0.750307282219978	PLAGL1;HYMAI	6	144329473
cg00702729	0.953656849275262	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0219175766971939	KCTD15	19	34288103
cg00704909	0.0253795019004183	COPB1	11	14521319
cg00705255	0.204566830135581	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0303130597875693	NMNAT2	1	183387564
cg00708598	0.363084252438248	LECT1	13	53313895
cg00708642	0.0370168000568594	EIF5	14	103800518
cg00711916	0.076606271888363	CNNM4	2	97426274
cg00712898	0.00883996545762528	PRPF38B	1	109235208
cg00714377	0.202303621698405	SLA2	20	35274715
cg00717862	0.0251705944886696	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0781185135503403	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.215278307250378		2	89215272
cg00718748	0.0333230148573995	ZNF624	17	16556871
cg00720072	0.0175208542298693	MARCH5;CPEB3	10	94051159
cg00720137	0.00788376075267895	DYNLRB2	16	80575018
cg00720723	0.0247207848783893	NOP58	2	203130645
cg00722300	0.748074839485858	RLN3	19	14138639
cg00724662	0.0465096640378386	NXF1	11	62573193
cg00725143	0.0125547093748836	NA	NA	0
cg00725635	0.120068886186755	B3GALT2;CDC73	1	193155806
cg00725777	0.84822542627654	NGFRAP1	X	102630411
cg00727590	0.268298597736827	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.120316864406965	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.017899165104447	C6orf27	6	31744927
cg00729275	0.68194720435848	AQP4;C18orf16	18	24445134
cg00729541	0.058455887092577	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.136162159151985	PALMD	1	100111713
cg00730260	0.950865092589378	C12orf67	12	24736888
cg00731459	0.0167425358843954	HDAC4	2	240323091
cg00733682	0.0137563848260776	ZNF44	19	12405568
cg00734993	0.0215403648951419	MTCH1	6	36953694
cg00736326	0.0354028744089136	ARPC1A	7	98923878
cg00737514	0.0384821968850728	TBC1D1	4	37893313
cg00739120	0.346181582845687	GAPDHS;TMEM147	19	36035875
cg00741717	0.842042251319256	TLR8;LOC349408	X	12924184
cg00743372	0.0340395176151538	ZNF192	6	28109648
cg00744433	0.790902061467914	CXADR	21	18884067
cg00745543	0.939870934670403	H1FNT	12	48722754
cg00745735	0.728825047064117	MYPN	10	69868860
cg00746083	0.0178729307367034	CHD8	14	21905454
cg00746130	0.0846823663616832	BAT5	6	31671271
cg00746981	0.0556378347656817	HDGF	1	156721141
cg00747849	0.215500953658941	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0152705861758215	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.583100169975302	FAM83E;SPACA4	19	49109288
cg00755043	0.0256626969417046	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0177793429218925	DZIP1	13	96296844
cg00756887	0.657679496671385	PVRL4	1	161059654
cg00757070	0.520877787110086	UPK2	11	118827082
cg00757952	0.759778946759016	CRYBB1	22	27014415
cg00761755	0.0190678509251893	SLC43A2	17	1531579
cg00762512	0.029091359222221	RPL9;LIAS	4	39460606
cg00763679	0.0351103855273975	SEPT2;HDLBP	2	242254198
cg00763889	0.869624413945976	HRASLS2	11	63330544
cg00766729	0.0568945928785303	ZNF784	19	56136136
cg00766889	0.0258052199508518	SEPHS1	10	13390384
cg00767581	0.413362031355151	HOXD4;MIR10B	2	177015125
cg00768439	0.262568714768935	FAM133A;NAP1L3	X	92928711
cg00769470	0.930434711365858	DEFB129	20	207338
cg00769520	0.018051234834915	ST8SIA1	12	22488465
cg00770279	0.0129130858222761	CDKN2D	19	10679308
cg00770871	0.00961280941835056	TULP3	12	2999840
cg00772000	0.212467906193827	NHLRC1	6	18123049
cg00775197	0.102145407888642	TCTE1	6	44265054
cg00777121	0.368194366774946	RASSF1	3	50378191
cg00777555	0.0131874285516251	ARF4	3	57583074
cg00778920	0.0429557111209166	PRPF19	11	60674370
cg00779924	0.118219409188596	FLJ45983	10	8094641
cg00782174	0.0391617277099971	SLC1A5	19	47291626
cg00782854	0.0196929054515162	BCL2L1	20	30310858
cg00783759	0.0135402323881509	LARP1B	4	128983441
cg00784357	0.0283665707807677	RAC1	7	6413877
cg00791249	0.0639024920558058	FDX1L	19	10426722
cg00792687	0.0266216983271442	C8orf41	8	33370099
cg00792740	0.0177137176186886	UBE3A	15	25684488
cg00792849	0.0948423179776098	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0149325966222994	TRIM8	10	104403707
cg00795268	0.932756962695085	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0314771252288998	FUT4	11	94276898
cg00798206	0.0325623581169951	OXSR1	3	38207110
cg00799727	0.756627707842699	NA	NA	0
cg00800095	0.904107895843258	PNMA3	X	152224090
cg00804048	0.0390107177912935	EIF5A	17	7210539
cg00804392	0.150576536380598	RHOH	4	40198595
cg00806490	0.255437874250668	CDH13	16	82660873
cg00807586	0.0337656414091249	DLEC1	3	38080790
cg00808492	0.896604514721347	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.103398123459914	RPF1	1	84944867
cg00811081	0.0755096337658811	RPAP3	12	48099724
cg00812502	0.00878906348422181	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00632159427859875	UQCRFS1	19	29704028
cg00815583	0.168501423729773	FBXO16	8	28348123
cg00815605	0.0461145765632208	NA	NA	0
cg00816620	0.25865262213919	C1orf25;C1orf26	1	185127501
cg00818693	0.0271572997455662	TTC14	3	180319964
cg00818872	0.0226140679994741	CHRNB2	1	154540271
cg00819310	0.880279925480375	VANGL1	1	116193783
cg00819362	0.88675975109531	CLIP3	19	36524208
cg00819696	0.0179290297531266	TIMELESS	12	56843016
cg00821764	0.0240524294622337	UMPS	3	124449680
cg00822607	0.0332913717738473	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0246553349453236	CHD4	12	6716566
cg00825031	0.00826839614538374	VPS37A;CNOT7	8	17104503
cg00826384	0.107985444605233	PTPRZ1	7	121513065
cg00827369	0.0102934923944409	EIF4H	7	73588253
cg00828602	0.0458129811381776	WNT5A	3	55520834
cg00830029	0.685932473938979	NRIP2	12	2943902
cg00830393	0.0231970864081785	LRIG1	3	66552063
cg00831028	0.0174974380014308	C20orf43	20	55043745
cg00832517	0.0401945661613153	C14orf126	14	31926792
cg00832994	0.0787204243868344	NA	NA	0
cg00833393	0.0420964186339894	TLN1;CREB3	9	35731638
cg00833777	0.55797615480094	ITGAM	16	31271642
cg00834796	0.0324978957069489	JAKMIP2	5	147161924
cg00834958	0.0286950242452405	TSC22D4	7	100077147
cg00836605	0.0146581981975363	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0374795745876739	MITF	3	69788442
cg00839584	0.53887930165776	IL1A	2	113542091
cg00839802	0.0314112980291881	MAN1A1	6	119671238
cg00840403	0.0748279628376314	CHST4	16	71560205
cg00840516	0.714356079392056	HYAL2	3	50360097
cg00841581	0.0184237067637562	STAG1	3	136471162
cg00842351	0.453837922239767	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.309555880599868	DLG2	11	84634126
cg00848394	0.0203538594292419	WDR51A	3	52188768
cg00848397	0.0202828861840386	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.205301593947688	DAB1	1	58716018
cg00849368	0.0354779142759056	ARSK;TTC37	5	94890411
cg00850538	0.882554619914005	CRIM1	2	36582038
cg00852964	0.441799937615728	VNN1	6	133035150
cg00853068	0.121156886290981	FMNL1	17	43298592
cg00854637	0.0378178671644767	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0377604581499635	SKP1	5	133512930
cg00856375	0.0223829457557328	PSMD14	2	162164676
cg00858899	0.0624979182712724	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.820349898552642	CYB5R2	11	7694524
cg00861635	0.0217521505677362	ZNF200	16	3285425
cg00862041	0.440102693764384	GPRASP2	X	101967017
cg00862290	0.881835908703583	KCNMB3	3	178984973
cg00862770	0.0186671112772037	FKBP5	6	35655764
cg00864867	0.150388111203334	PAWR	12	80085268
cg00870662	0.0251775673153791	PARD6G	18	78005665
cg00871453	0.0532515584843784	WDR67	8	124084640
cg00873037	0.0249675893165265	NEIL2	8	11626984
cg00873937	0.075897639523841	ATOH7	10	69991564
cg00874863	0.616045679693544	LHFPL1	X	111924370
cg00875272	0.107117251347747	TAL1	1	47695321
cg00876704	0.0223537534594018	PKN1	19	14544684
cg00877887	0.0240854131524284	DUOXA2;DUOX2	15	45406654
cg00877964	0.0199605401426074	SLC1A4	2	65215638
cg00881086	0.0236354793683235	NCRNA00119;NPHP3	3	132441942
cg00881370	0.983279594078745	LOC55908;DOCK6	19	11348439
cg00882451	0.937851353090536	ZP2	16	21222863
cg00882832	0.0403428345097487	SPRY1	4	124317983
cg00884221	0.0474110892984218	IGFBP7	4	57976915
cg00884529	0.0874479506211699	BZW2;ANKMY2	7	16685823
cg00885506	0.0571541802835583	WDR31	9	116102792
cg00886554	0.029912611159837	NMU	4	56502598
cg00887101	0.0496560886083526	INTS5	11	62420578
cg00887547	0.0437364393039738	TAOK3	12	118811020
cg00887700	0.0264786687949768	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0223439372766167	CCND2	12	4382184
cg00888479	0.160972529078192	SLC24A3	20	19193824
cg00888561	0.0524872949409855	WDFY2	13	52157910
cg00890257	0.0195860502917745	DEGS2	14	100625756
cg00891278	0.335750893068606	CCDC37	3	126113784
cg00891541	0.65086208616454	SMPD3	16	68481487
cg00892393	0.568463935179102	C16orf73	16	1911525
cg00892798	0.0231840391599462	NGFR	17	47572909
cg00893242	0.0594970587803159	SND1	7	127291580
cg00893636	0.0273343971623646	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0232171235635067	RPL7L1	6	42847415
cg00894577	0.520270596496844	NA	NA	0
cg00895324	0.646467032867104	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0319610126249252	LACE1	6	108616288
cg00899086	0.0243257775477681	SEPT11	4	77871294
cg00899641	0.0251915907474978	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0441396308387301	YBX2	17	7197375
cg00901652	0.028897177158673	CTR9	11	10772434
cg00901683	0.0179539961511429	PTCD1;CPSF4	7	99036756
cg00901704	0.0213695452642235	SLC25A19	17	73285325
cg00901766	0.0389334031255202	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.293795414158241	CHL1	3	238161
cg00903375	0.0185289038460864	SBDS;TYW1	7	66460591
cg00904483	0.959804252090607	MGMT	10	131354873
cg00904574	0.0262608407957294	PLK3	1	45265678
cg00905170	0.0107848543068603	RRS1	8	67341306
cg00906183	0.0128854179213638	HGS;ARL16	17	79650926
cg00908551	0.0625473524940323	FANCF	11	22646931
cg00910067	0.127040059158799	SLC7A10	19	33717545
cg00910168	0.68837024500685	DHX37	12	125474021
cg00911351	0.273404908882981	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.798900829383268	PRPS1L1	7	18067463
cg00912191	0.0925055822065754	UBTD2	5	171709917
cg00912942	0.962518908879494	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0279592145820464	SHC1;CKS1B	1	154946946
cg00916199	0.0168219394606248	TMCO6	5	140019287
cg00916635	0.222240185443683	PTPN22	1	114414312
cg00917893	0.0289766369581854	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0457922179376985	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.108232276298123	XIAP	X	122993419
cg00922727	0.0328121301781855	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.133545518413902	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.168326203241702	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0219789409735706	FBXO28	1	224301953
cg00930194	0.193674647579688	PROP1	5	177423598
cg00930873	0.133948392809187	ALDH1A2	15	58357973
cg00931491	0.456349318514542	SULT1A2	16	28608288
cg00932276	0.435976092526556	EGFL6	X	13587976
