Hybridization REF	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05
cg00503458	0.0430888328222312	KIAA0907	1	155904439
cg00503840	0.497249886172828	DLX5	7	96650509
cg00504595	0.087423802360876	TNFRSF19	13	24144985
cg00509616	0.0603573637085532	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.424852295489442	C6orf211;RMND1	6	151772946
cg00510956	0.949479374697887	KHDRBS1	1	32478440
cg00511475	0.374635448285549	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0125067612169037	SLC18A2	10	119000991
cg00512374	0.0229600229009385	IGFBP4	17	38599682
cg00513220	0.0151089432420742	MOSC2	1	220922123
cg00513467	0.0352343553509885	KLHL9	9	21335551
cg00514407	0.196362846904874	SERPINE2	2	224904626
cg00514895	0.0164280295991277	CPZ	4	8594413
cg00515905	0.969087682133917	EPS8L3	1	110306507
cg00516481	0.1948118365581	PDE9A	21	44073202
cg00518911	0.874183356845705	NA	NA	0
cg00518989	0.0200557455352799	LIMK2	22	31608519
cg00519208	0.804560538924899	EVI5	1	93258319
cg00519627	0.0106524116033889	CORO7	16	4466650
cg00520135	0.669851483089234	TPM1	15	63333846
cg00520708	0.0940394315731252	C5orf24	5	134181266
cg00521434	0.953708730348648	GPR61	1	110081965
cg00521598	0.0394804925263454	MYCBP	1	39339413
cg00522034	0.0101622750815762	CBLB	3	105587721
cg00522316	0.0122577289404287	KHSRP	19	6425042
cg00524288	0.0343872303860796	UPP1	7	48128452
cg00528052	0.00846214355502689	KDM5B	1	202777295
cg00528967	0.0153303688076938	STK24	13	99228955
cg00532335	0.484432937513251	LGI1	10	95516861
cg00532890	0.0333229374614935	PBX1	1	164528682
cg00534274	0.138354848265442	SLC7A11	4	139163341
cg00534856	0.849231712037744	NA	NA	0
cg00536175	0.922911566398547	GATA1	X	48645024
cg00537910	0.879863519044179	ATG9A;ABCB6	2	220084611
cg00539322	0.740899564980913	SAG	2	234216360
cg00539716	0.0379312797726275	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0308497318183378	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.252836385706876	NA	NA	0
cg00544557	0.926261771621227	DSCR10	21	39578742
cg00545573	0.0435783396989418	TAOK3	12	118810436
cg00546491	0.246132248584768	PDE1C	7	32111062
cg00546897	0.262218832628777	LOC284837	21	45232232
cg00547018	0.102383795998318	ALG1	16	5121709
cg00547789	0.227876550241245	RAB39B	X	154493750
cg00547829	0.0354609788147753	TUBD1;RPS6KB1	17	57970161
cg00548060	0.896002065522415	NPL	1	182761905
cg00548268	0.278242393712538	NPTX2	7	98245830
cg00550617	0.658839878421419	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.569923389052989	NR1H3	11	47281370
cg00554682	0.0204316780665268	ZNF804A	2	185463132
cg00554702	0.11000762807848	CHEK1	11	125496645
cg00556408	0.7984887484793	TMPRSS6	22	37500588
cg00557354	0.123205827852995	ARHGEF7	13	111767899
cg00559473	0.13371929478939	AAAS	12	53715592
cg00560119	0.0349551651120651	STXBP1	9	130374109
cg00563229	0.0148315984464992	XKR8	1	28286146
cg00563845	0.0781148762025105	PXK	3	58318305
cg00563926	0.208174519518127	TGFBR3	1	92352481
cg00563932	0.814347519990727	PTGDS	9	139871049
cg00564163	0.32900823687623	STEAP4	7	87935979
cg00565075	0.209788811374306	MIR659;EIF3L	22	38244893
cg00565688	0.137121022252759	TP73	1	3568212
cg00566759	0.0246739565849594	DSC2	18	28682345
cg00567479	0.025439689281165	FARP2	2	242295999
cg00567749	0.276008834835089	VCAN	5	82767908
cg00568128	0.0594900019282746	MIR2110;C10orf118	10	115934100
cg00568792	0.0372664798404318	STT3A	11	125462554
cg00569620	0.0383240605517556	ABHD10	3	111697653
cg00571634	0.203410781604919	WDR5B	3	122134820
cg00572797	0.991976367026494	NA	NA	0
cg00573606	0.539697635543311	COL6A3	2	238322680
cg00575744	0.045146405354156	HLA-DMB	6	32908642
cg00576250	0.0970813667119359		20	45087765
cg00577167	0.498716446754492	ALDOB	9	104197675
cg00577464	0.0157643867945784	SHH	7	155604780
cg00578575	0.0595436367686678	NA	NA	0
cg00579393	0.867843213266358	REG1B	2	79316004
cg00579402	0.845854072426822	FUT6	19	5838999
cg00581156	0.0153639942875947	DIMT1L	5	61699416
cg00582372	0.536199259989344	NA	NA	0
cg00582628	0.0347923951312321	RGS20	8	54764515
cg00584022	0.0194340328031231	KRAS	12	25403167
cg00585790	0.690253231321268	LIMS1	2	109204845
cg00585846	0.016850020978295	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0853618959454914	CDKAL1	6	20534671
cg00587613	0.608378670814892	GPR152	11	67220223
cg00592315	0.916598739491564	C14orf86;FAM181A	14	94384611
cg00594118	0.146828780884999	COBRA1	9	140150000
cg00594952	0.407166494491183	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.587432787333223	MYO1C	17	1395880
cg00598858	0.0178099276863652	PRKCSH;CCDC151	19	11545966
cg00600110	0.96037655025747	FAM9A	X	8769528
cg00600684	0.900397439266648	WDR11	10	122610158
cg00601486	0.944326730388569	H1FNT	12	48723148
cg00602891	0.0373215109377214	C17orf62	17	80408864
cg00603172	0.610601752218716	NA	NA	0
cg00605270	0.0137858773460485	SMPDL3B	1	28261552
cg00609097	0.014200253257707	TESK2	1	45956974
cg00611397	0.929826475062615	GTPBP5	20	60768026
cg00612467	0.025462826884229	HADH	4	108911077
cg00613255	0.882458801579179	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0583215023999454	RBM9	22	36236649
cg00615915	0.131813927129773	SERPINB8	18	61637299
cg00616129	0.0708879122433974	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0116896332437234	NCL	2	232329096
cg00617305	0.0156536445920244	SHISA4	1	201857940
cg00618396	0.391455055923939	VBP1	X	154444551
cg00619207	0.601342458413035	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0304112668624147	CENPF	1	214776904
cg00620629	0.0161812984963745	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0827605720908341	ODF3L1	15	76016335
cg00622677	0.184420303953203	TSPAN5	4	99579248
cg00623593	0.94236493713688	DOCK1	10	128767610
cg00625425	0.735797471618802	KANK4	1	62785512
cg00625653	0.0183135571674892	WNT7A	3	13921227
cg00626119	0.664065691675592	SH2D2A;NTRK1	1	156785288
cg00626466	0.51482142991822	GNS	12	65153982
cg00627233	0.710626427386264	NA	NA	0
cg00627286	0.0446234439237409	NA	NA	0
cg00629217	0.66480490536845	LNX1	4	54425349
cg00629585	0.2930821898541	GFI1B	9	135853992
cg00630164	0.0476308588842392	KCNQ4	1	41250062
cg00630249	0.0137233127390831	CYB561D1	1	110036889
cg00630583	0.00955675327048812	PXMP2;POLE	12	133264314
cg00631230	0.0162164570970945	VPS33A	12	122750916
cg00633969	0.958149477196852	PARP9;DTX3L	3	122284550
cg00634577	0.0452417945849807	NA	NA	0
cg00635481	0.0135061783585949	ZNF76	6	35226917
cg00636639	0.014106343834505	RBM18;MRRF	9	125027249
cg00638514	0.0163494431754552	OTOP3	17	72932048
cg00642303	0.0104280289677231	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.901605881032815		7	100544704
cg00645224	0.0260316597692376	NA	NA	0
cg00645579	0.805554132758067	IRF7;MUPCDH	11	617140
cg00645922	0.0808022512447123	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0387293272021294	ARSD	X	2847561
cg00646492	0.0546841330633404	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0401971386786464	SLC17A5	6	74364149
cg00648883	0.326100415745443	EEF1DP3	13	32524761
cg00650762	0.00744473300518934	EPHB2	1	23037368
cg00650876	0.0100391505281279	YBX1	1	43148058
cg00651216	0.0265146920527041	HSP90AB1	6	44213720
cg00653387	0.0280806356645446	PTN	7	137028535
cg00654814	0.0859812807588865	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0166625084640232	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0311202844140322	PPARD	6	35310123
cg00657582	0.0286548138355352	CHD8	14	21904906
cg00658007	0.637348599667272	RD3	1	211666129
cg00658626	0.04729337575469	CCDC63	12	111284979
cg00659129	0.932796186255875	ASAP1	8	131414614
cg00659953	0.00945511401693603	FAM173A	16	770731
cg00660989	0.143025780464861	KLHL28;FAM179B	14	45432516
cg00661202	0.0143191320107241	TMEM43;CHCHD4	3	14166502
cg00661485	0.738070657387838	FOXI1	5	169533372
cg00662556	0.107789898524847	GALR1	18	74963364
cg00662775	0.315721260490559	NA	NA	0
cg00665395	0.0629288133128238	TTLL4	2	219575490
cg00666446	0.0399930431807118	ZNF670	1	247242273
cg00666746	0.0498658534210202	SYDE1	19	15217781
cg00668685	0.926687724729279	SLC39A5	12	56624552
cg00669623	0.159627124213319	CDK11B;CDK11A	1	1655867
cg00669856	0.11108365263433	SPRY1	4	124317779
cg00671161	0.00841583574364661	ALG11;ATP7B	13	52586367
cg00672638	0.067736027278254	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.206802239285216	DOPEY2	21	37536923
cg00674922	0.230567576556532	NA	NA	0
cg00676660	0.0171190315613124	ADAMTS9	3	64672609
cg00677811	0.0169756217685485	CCM2	7	45040321
cg00678539	0.178721048831595	MNS1	15	56757625
cg00679556	0.717831797337961	TRIM31	6	30080782
cg00679738	0.0226509091239621	FAM89A	1	231175246
cg00682653	0.0133912456358978	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0231565383584578	PPFIA2	12	82153256
cg00686022	0.910316665392305	C12orf40	12	40020078
cg00686623	0.0207667698010884	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0222853539443724	NDRG4	16	58497236
cg00688421	0.0653583432898313	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0807887663590884	RTKN	2	74668672
cg00690049	0.469602877565366	MAGED2	X	54834244
cg00690280	0.818674029298814	WFDC10B;WFDC13	20	44332733
cg00690893	0.0896835794276334	NA	NA	0
cg00691625	0.866209828331096	NR5A1	9	127269807
cg00691822	0.30169980648259	NA	NA	0
cg00692549	0.0448951024243396	TARDBP	1	11072455
cg00693307	0.844394580068051	NA	NA	0
cg00695416	0.0692020393761089	CBR1	21	37442476
cg00696900	0.0155027321714461	NA	NA	0
cg00698688	0.32348805681251	SULT2B1	19	49055432
cg00702231	0.718139033860731	PLAGL1;HYMAI	6	144329473
cg00702729	0.969133643813207	GAL3ST4;C7orf43	7	99757654
cg00704310	0.025892354073909	KCTD15	19	34288103
cg00704909	0.0145655248093087	COPB1	11	14521319
cg00705255	0.255379731056271	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0171813246780558	NMNAT2	1	183387564
cg00708598	0.295634677422486	LECT1	13	53313895
cg00708642	0.0640668955873261	EIF5	14	103800518
cg00711916	0.043564795953657	CNNM4	2	97426274
cg00712898	0.0117270792005187	PRPF38B	1	109235208
cg00714377	0.420832639759751	SLA2	20	35274715
cg00717862	0.0366004974276659	TBCCD1;DNAJB11	3	186288771
cg00718440	0.12241529762061	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.592347164555781		2	89215272
cg00718748	0.0159374641605881	ZNF624	17	16556871
cg00720072	0.0243898587212765	MARCH5;CPEB3	10	94051159
cg00720137	0.00700240870043075	DYNLRB2	16	80575018
cg00720723	0.0241087339321758	NOP58	2	203130645
cg00722300	0.863840173324072	RLN3	19	14138639
cg00724662	0.0393586271583115	NXF1	11	62573193
cg00725143	0.0176650682960167	NA	NA	0
cg00725635	0.063863742693196	B3GALT2;CDC73	1	193155806
cg00725777	0.831631487551526	NGFRAP1	X	102630411
cg00727590	0.21201045953305	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0975456886706428	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0149741944526776	C6orf27	6	31744927
cg00729275	0.698928669866165	AQP4;C18orf16	18	24445134
cg00729541	0.0516951046604649	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0285352189486087	PALMD	1	100111713
cg00730260	0.948248189876321	C12orf67	12	24736888
cg00731459	0.0164758355609969	HDAC4	2	240323091
cg00733682	0.0116455959398746	ZNF44	19	12405568
cg00734993	0.0260496567523645	MTCH1	6	36953694
cg00736326	0.021650567060573	ARPC1A	7	98923878
cg00737514	0.0208113375364079	TBC1D1	4	37893313
cg00739120	0.193474903202636	GAPDHS;TMEM147	19	36035875
cg00741717	0.859682214165807	TLR8;LOC349408	X	12924184
cg00743372	0.0263462444742103	ZNF192	6	28109648
cg00744433	0.699757669407541	CXADR	21	18884067
cg00745543	0.962535315297687	H1FNT	12	48722754
cg00745735	0.765860975205027	MYPN	10	69868860
cg00746083	0.0136962712228525	CHD8	14	21905454
cg00746130	0.0412880538351778	BAT5	6	31671271
cg00746981	0.073841725186507	HDGF	1	156721141
cg00747849	0.167016421655676	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0105959804515821	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.859845434890902	FAM83E;SPACA4	19	49109288
cg00755043	0.0177625605866376	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0109860673294037	DZIP1	13	96296844
cg00756887	0.487690541205171	PVRL4	1	161059654
cg00757070	0.308912513660698	UPK2	11	118827082
cg00757952	0.864554028363672	CRYBB1	22	27014415
cg00761755	0.0338799962319201	SLC43A2	17	1531579
cg00762512	0.0230642474433794	RPL9;LIAS	4	39460606
cg00763679	0.0238464644387323	SEPT2;HDLBP	2	242254198
cg00763889	0.839794365366771	HRASLS2	11	63330544
cg00766729	0.0405288085129145	ZNF784	19	56136136
cg00766889	0.0337088749048192	SEPHS1	10	13390384
cg00767581	0.861683083145438	HOXD4;MIR10B	2	177015125
cg00768439	0.18391963708925	FAM133A;NAP1L3	X	92928711
cg00769470	0.872895665062031	DEFB129	20	207338
cg00769520	0.0277245721907786	ST8SIA1	12	22488465
cg00770279	0.0147778911224826	CDKN2D	19	10679308
cg00770871	0.0108030663393666	TULP3	12	2999840
cg00772000	0.152167291410256	NHLRC1	6	18123049
cg00775197	0.0224639612067254	TCTE1	6	44265054
cg00777121	0.148477496606254	RASSF1	3	50378191
cg00777555	0.0107183262088318	ARF4	3	57583074
cg00778920	0.0401170180923883	PRPF19	11	60674370
cg00779924	0.13786933627481	FLJ45983	10	8094641
cg00782174	0.0290517659770187	SLC1A5	19	47291626
cg00782854	0.0204317840038071	BCL2L1	20	30310858
cg00783759	0.0124638281346693	LARP1B	4	128983441
cg00784357	0.0104805215751537	RAC1	7	6413877
cg00791249	0.078417748739568	FDX1L	19	10426722
cg00792687	0.0225617218559296	C8orf41	8	33370099
cg00792740	0.0193996977387069	UBE3A	15	25684488
cg00792849	0.0287197981037967	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0121255657187475	TRIM8	10	104403707
cg00795268	0.939276383226221	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0192391899392464	FUT4	11	94276898
cg00798206	0.0288491893458917	OXSR1	3	38207110
cg00799727	0.648338214410692	NA	NA	0
cg00800095	0.724339635323484	PNMA3	X	152224090
cg00804048	0.0367983295659926	EIF5A	17	7210539
cg00804392	0.483079252310138	RHOH	4	40198595
cg00806490	0.183581833975606	CDH13	16	82660873
cg00807586	0.085074472279178	DLEC1	3	38080790
cg00808492	0.942919440951833	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.059976926475008	RPF1	1	84944867
cg00811081	0.0401531110519508	RPAP3	12	48099724
cg00812502	0.00950675104520161	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00586344796633521	UQCRFS1	19	29704028
cg00815583	0.134508338985761	FBXO16	8	28348123
cg00815605	0.0660951758879242	NA	NA	0
cg00816620	0.0938453542660582	C1orf25;C1orf26	1	185127501
cg00818693	0.0340285634236015	TTC14	3	180319964
cg00818872	0.0206371148884054	CHRNB2	1	154540271
cg00819310	0.916171627912312	VANGL1	1	116193783
cg00819362	0.788385755215141	CLIP3	19	36524208
cg00819696	0.0210020216202411	TIMELESS	12	56843016
cg00821764	0.0188357732836775	UMPS	3	124449680
cg00822607	0.0420558797353333	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0152530350929879	CHD4	12	6716566
cg00825031	0.00760663031661948	VPS37A;CNOT7	8	17104503
cg00826384	0.0325367744700529	PTPRZ1	7	121513065
cg00827369	0.012299149886946	EIF4H	7	73588253
cg00828602	0.027823478958184	WNT5A	3	55520834
cg00830029	0.221200188618703	NRIP2	12	2943902
cg00830393	0.017629148995175	LRIG1	3	66552063
cg00831028	0.0217826991415648	C20orf43	20	55043745
cg00832517	0.0444130337165806	C14orf126	14	31926792
cg00832994	0.0149458427637401	NA	NA	0
cg00833393	0.0120760232359674	TLN1;CREB3	9	35731638
cg00833777	0.802084085542304	ITGAM	16	31271642
cg00834796	0.063652550408459	JAKMIP2	5	147161924
cg00834958	0.0308783592352689	TSC22D4	7	100077147
cg00836605	0.010665845703754	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0270136107559025	MITF	3	69788442
cg00839584	0.177070666552787	IL1A	2	113542091
cg00839802	0.0279981503256132	MAN1A1	6	119671238
cg00840403	0.130480149011424	CHST4	16	71560205
cg00840516	0.52045444377614	HYAL2	3	50360097
cg00841581	0.0218562087468217	STAG1	3	136471162
cg00842351	0.0954560808867078	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.177633358658803	DLG2	11	84634126
cg00848394	0.012290807330141	WDR51A	3	52188768
cg00848397	0.0122466518744397	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.00932596691022062	DAB1	1	58716018
cg00849368	0.0347123394757785	ARSK;TTC37	5	94890411
cg00850538	0.314600781785944	CRIM1	2	36582038
cg00852964	0.716485870750091	VNN1	6	133035150
cg00853068	0.33033146821198	FMNL1	17	43298592
cg00854637	0.05008558307035	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0490800297320213	SKP1	5	133512930
cg00856375	0.0276170389331826	PSMD14	2	162164676
cg00858899	0.0491053555080756	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.803732254306398	CYB5R2	11	7694524
cg00861635	0.0283618694377738	ZNF200	16	3285425
cg00862041	0.357663281465697	GPRASP2	X	101967017
cg00862290	0.898760422895317	KCNMB3	3	178984973
cg00862770	0.0181360354602741	FKBP5	6	35655764
cg00864867	0.164575087839159	PAWR	12	80085268
cg00870662	0.0319189430202148	PARD6G	18	78005665
cg00871453	0.0302348396636936	WDR67	8	124084640
cg00873037	0.0452389372798742	NEIL2	8	11626984
cg00873937	0.0303944383070703	ATOH7	10	69991564
cg00874863	0.669295330447266	LHFPL1	X	111924370
cg00875272	0.12576320387476	TAL1	1	47695321
cg00876704	0.0107568085318868	PKN1	19	14544684
cg00877887	0.0160548216351305	DUOXA2;DUOX2	15	45406654
cg00877964	0.017533411091909	SLC1A4	2	65215638
cg00881086	0.0272777719293027	NCRNA00119;NPHP3	3	132441942
cg00881370	0.966888505837427	LOC55908;DOCK6	19	11348439
cg00882451	0.945673477394968	ZP2	16	21222863
cg00882832	0.0302502037617349	SPRY1	4	124317983
cg00884221	0.0265549793205577	IGFBP7	4	57976915
cg00884529	0.127251759257342	BZW2;ANKMY2	7	16685823
cg00885506	0.0569225666611231	WDR31	9	116102792
cg00886554	0.0187780831362411	NMU	4	56502598
cg00887101	0.0733109474373377	INTS5	11	62420578
cg00887547	0.0239183014148343	TAOK3	12	118811020
cg00887700	0.013725744882833	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0201520957694829	CCND2	12	4382184
cg00888479	0.0844145980851933	SLC24A3	20	19193824
cg00888561	0.037886624336639	WDFY2	13	52157910
cg00890257	0.0222475608086393	DEGS2	14	100625756
cg00891278	0.3422231759147	CCDC37	3	126113784
cg00891541	0.308701678121175	SMPD3	16	68481487
cg00892393	0.836816667161192	C16orf73	16	1911525
cg00892798	0.0156077702160508	NGFR	17	47572909
cg00893242	0.0399577460316711	SND1	7	127291580
cg00893636	0.0269121209323421	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0241099640643031	RPL7L1	6	42847415
cg00894577	0.638051592943146	NA	NA	0
cg00895324	0.840913578150201	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0321548941178739	LACE1	6	108616288
cg00899086	0.0324839260077451	SEPT11	4	77871294
cg00899641	0.0233182236041331	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0187568922258124	YBX2	17	7197375
cg00901652	0.0504018465659486	CTR9	11	10772434
cg00901683	0.0172684087844875	PTCD1;CPSF4	7	99036756
cg00901704	0.0222210218821798	SLC25A19	17	73285325
cg00901766	0.0278623775402932	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0976865463883489	CHL1	3	238161
cg00903375	0.0459862958978244	SBDS;TYW1	7	66460591
cg00904483	0.95395454881467	MGMT	10	131354873
cg00904574	0.0124128340577571	PLK3	1	45265678
cg00905170	0.0121550780310038	RRS1	8	67341306
cg00906183	0.0134789690627406	HGS;ARL16	17	79650926
cg00908551	0.0435592463738953	FANCF	11	22646931
cg00910067	0.116232746436656	SLC7A10	19	33717545
cg00910168	0.509905602031824	DHX37	12	125474021
cg00911351	0.0667122285963041	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.744903125492328	PRPS1L1	7	18067463
cg00912191	0.0954900220925395	UBTD2	5	171709917
cg00912942	0.938664384359977	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0192302668431534	SHC1;CKS1B	1	154946946
cg00916199	0.0132990690906638	TMCO6	5	140019287
cg00916635	0.682702438913928	PTPN22	1	114414312
cg00917893	0.0135739489815199	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0321851289000163	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.104849867905128	XIAP	X	122993419
cg00922727	0.0315894079957583	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0488864308526313	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.212284275267792	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0188993729003664	FBXO28	1	224301953
cg00930194	0.504346796007474	PROP1	5	177423598
cg00930873	0.0651757168064059	ALDH1A2	15	58357973
cg00931491	0.142140542642695	SULT1A2	16	28608288
