Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg00503458	0.0580300424057133	KIAA0907	1	155904439
cg00503840	0.517029693802561	DLX5	7	96650509
cg00504595	0.31755362922408	TNFRSF19	13	24144985
cg00509616	0.114573015963629	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.532399825264896	C6orf211;RMND1	6	151772946
cg00510956	0.807439062172866	KHDRBS1	1	32478440
cg00511475	0.391517881979394	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0171994232378623	SLC18A2	10	119000991
cg00512374	0.0147321032275135	IGFBP4	17	38599682
cg00513220	0.0396820026450839	MOSC2	1	220922123
cg00513467	0.0303540358828108	KLHL9	9	21335551
cg00514407	0.0344284213456862	SERPINE2	2	224904626
cg00514895	0.143196901024261	CPZ	4	8594413
cg00515905	0.937073592519809	EPS8L3	1	110306507
cg00516481	0.395057598181395	PDE9A	21	44073202
cg00518911	0.898244327036561	NA	NA	0
cg00518989	0.0223224749841447	LIMK2	22	31608519
cg00519208	0.908885742908784	EVI5	1	93258319
cg00519627	0.0141209888636515	CORO7	16	4466650
cg00520135	0.870218995971008	TPM1	15	63333846
cg00520708	0.140487030026465	C5orf24	5	134181266
cg00521434	0.917729426039794	GPR61	1	110081965
cg00521598	0.0846110199513682	MYCBP	1	39339413
cg00522034	0.00989220184179973	CBLB	3	105587721
cg00522316	0.0230239884104943	KHSRP	19	6425042
cg00524288	0.0310079328466823	UPP1	7	48128452
cg00528052	0.00625903407155439	KDM5B	1	202777295
cg00528967	0.00994702133264052	STK24	13	99228955
cg00532335	0.634296165420424	LGI1	10	95516861
cg00532890	0.025006647981473	PBX1	1	164528682
cg00534274	0.227771325467052	SLC7A11	4	139163341
cg00534856	0.90255230320531	NA	NA	0
cg00536175	0.925533203777969	GATA1	X	48645024
cg00537910	0.866000029073731	ATG9A;ABCB6	2	220084611
cg00539322	0.780462985959705	SAG	2	234216360
cg00539716	0.0241966087607022	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0350722429237702	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.283953266415813	NA	NA	0
cg00544557	0.880261035426656	DSCR10	21	39578742
cg00545573	0.0717338486581661	TAOK3	12	118810436
cg00546491	0.34915334944381	PDE1C	7	32111062
cg00546897	0.46522646379485	LOC284837	21	45232232
cg00547018	0.184934466399597	ALG1	16	5121709
cg00547789	0.0967904794369155	RAB39B	X	154493750
cg00547829	0.0285075610083357	TUBD1;RPS6KB1	17	57970161
cg00548060	0.879713502569969	NPL	1	182761905
cg00548268	0.563647805460041	NPTX2	7	98245830
cg00550617	0.685432879262242	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.422988069134019	NR1H3	11	47281370
cg00554682	0.0409595942448194	ZNF804A	2	185463132
cg00554702	0.13888290385853	CHEK1	11	125496645
cg00556408	0.838400466062362	TMPRSS6	22	37500588
cg00557354	0.0975058230687242	ARHGEF7	13	111767899
cg00559473	0.147005088844401	AAAS	12	53715592
cg00560119	0.0509236110615774	STXBP1	9	130374109
cg00563229	0.017869942150261	XKR8	1	28286146
cg00563845	0.261097467085675	PXK	3	58318305
cg00563926	0.290827257667665	TGFBR3	1	92352481
cg00563932	0.726130687127083	PTGDS	9	139871049
cg00564163	0.333170073909364	STEAP4	7	87935979
cg00565075	0.274383904264108	MIR659;EIF3L	22	38244893
cg00565688	0.212610884355459	TP73	1	3568212
cg00566759	0.0466698954186059	DSC2	18	28682345
cg00567479	0.0426327229060319	FARP2	2	242295999
cg00567749	0.26775829999942	VCAN	5	82767908
cg00568128	0.0299631100860174	MIR2110;C10orf118	10	115934100
cg00568792	0.0469560266648219	STT3A	11	125462554
cg00569620	0.0601628249791445	ABHD10	3	111697653
cg00571634	0.269870614164365	WDR5B	3	122134820
cg00572797	0.990203770274115	NA	NA	0
cg00573606	0.761882003714778	COL6A3	2	238322680
cg00575744	0.0339679156572364	HLA-DMB	6	32908642
cg00576250	0.0765453782924235		20	45087765
cg00577167	0.701434086615602	ALDOB	9	104197675
cg00577464	0.0336669401869366	SHH	7	155604780
cg00578575	0.0518761914749897	NA	NA	0
cg00579393	0.803219718143727	REG1B	2	79316004
cg00579402	0.755287021819866	FUT6	19	5838999
cg00581156	0.0196360399602979	DIMT1L	5	61699416
cg00582372	0.571256656744097	NA	NA	0
cg00582628	0.159538900162093	RGS20	8	54764515
cg00584022	0.0370838226965859	KRAS	12	25403167
cg00585790	0.502106474494203	LIMS1	2	109204845
cg00585846	0.0303215909017082	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0657468555258362	CDKAL1	6	20534671
cg00587613	0.780107355950131	GPR152	11	67220223
cg00592315	0.796242940746841	C14orf86;FAM181A	14	94384611
cg00594118	0.082462131728556	COBRA1	9	140150000
cg00594952	0.847430262283826	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.549939265269904	MYO1C	17	1395880
cg00598858	0.0272458917988081	PRKCSH;CCDC151	19	11545966
cg00600110	0.964156851071701	FAM9A	X	8769528
cg00600684	0.92774485314812	WDR11	10	122610158
cg00601486	0.945214467141645	H1FNT	12	48723148
cg00602891	0.0693732331365812	C17orf62	17	80408864
cg00603172	0.854955249612534	NA	NA	0
cg00605270	0.0201994165372225	SMPDL3B	1	28261552
cg00609097	0.0167477329571692	TESK2	1	45956974
cg00611397	0.928023732971781	GTPBP5	20	60768026
cg00612467	0.0343256406747082	HADH	4	108911077
cg00613255	0.875029340500008	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.29013485543668	RBM9	22	36236649
cg00615915	0.0649162615877265	SERPINB8	18	61637299
cg00616129	0.0374081672245768	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.013330718278785	NCL	2	232329096
cg00617305	0.025923912198483	SHISA4	1	201857940
cg00618396	0.299899839638881	VBP1	X	154444551
cg00619207	0.460437222007924	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0351222751381796	CENPF	1	214776904
cg00620629	0.0208838341383073	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.50564598393818	ODF3L1	15	76016335
cg00622677	0.140431344186788	TSPAN5	4	99579248
cg00623593	0.935393722724132	DOCK1	10	128767610
cg00625425	0.870105592290346	KANK4	1	62785512
cg00625653	0.038673748297663	WNT7A	3	13921227
cg00626119	0.781793357406043	SH2D2A;NTRK1	1	156785288
cg00626466	0.54814451338662	GNS	12	65153982
cg00627233	0.737736162759349	NA	NA	0
cg00627286	0.0408565421947665	NA	NA	0
cg00629217	0.895555977161979	LNX1	4	54425349
cg00629585	0.164770282827636	GFI1B	9	135853992
cg00630164	0.0253154130778133	KCNQ4	1	41250062
cg00630249	0.0147860700564392	CYB561D1	1	110036889
cg00630583	0.023444529006632	PXMP2;POLE	12	133264314
cg00631230	0.0264229293871229	VPS33A	12	122750916
cg00633969	0.955148032108105	PARP9;DTX3L	3	122284550
cg00634577	0.171828637893191	NA	NA	0
cg00635481	0.0116072804787315	ZNF76	6	35226917
cg00636639	0.0160100404201665	RBM18;MRRF	9	125027249
cg00638514	0.0306864656479636	OTOP3	17	72932048
cg00642303	0.0171363619917743	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.956953094595474		7	100544704
cg00645224	0.0170571053912562	NA	NA	0
cg00645579	0.679769413987349	IRF7;MUPCDH	11	617140
cg00645922	0.0745993076028889	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.115648633390127	ARSD	X	2847561
cg00646492	0.0765610452054069	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0573686581443258	SLC17A5	6	74364149
cg00648883	0.438012570841525	EEF1DP3	13	32524761
cg00650762	0.0116088435209165	EPHB2	1	23037368
cg00650876	0.0111131705012651	YBX1	1	43148058
cg00651216	0.115180585452192	HSP90AB1	6	44213720
cg00653387	0.0870440679517629	PTN	7	137028535
cg00654814	0.161906801021501	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.036359902061295	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0456377025718484	PPARD	6	35310123
cg00657582	0.039662597478504	CHD8	14	21904906
cg00658007	0.266061575813697	RD3	1	211666129
cg00658626	0.0555681508220616	CCDC63	12	111284979
cg00659129	0.786916541331199	ASAP1	8	131414614
cg00659953	0.0152003966208222	FAM173A	16	770731
cg00660989	0.497983508862119	KLHL28;FAM179B	14	45432516
cg00661202	0.00943112039899563	TMEM43;CHCHD4	3	14166502
cg00661485	0.368992801676744	FOXI1	5	169533372
cg00662556	0.188757772256977	GALR1	18	74963364
cg00662775	0.485539234433445	NA	NA	0
cg00665395	0.0256778200493971	TTLL4	2	219575490
cg00666446	0.0537544872121071	ZNF670	1	247242273
cg00666746	0.24908756774996	SYDE1	19	15217781
cg00668685	0.926358487886354	SLC39A5	12	56624552
cg00669623	0.0838993772376559	CDK11B;CDK11A	1	1655867
cg00669856	0.128572922241439	SPRY1	4	124317779
cg00671161	0.00833084464953911	ALG11;ATP7B	13	52586367
cg00672638	0.0487625882860789	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.566712866513809	DOPEY2	21	37536923
cg00674922	0.116752284643521	NA	NA	0
cg00676660	0.0248566730729799	ADAMTS9	3	64672609
cg00677811	0.0215165091517036	CCM2	7	45040321
cg00678539	0.302315942763284	MNS1	15	56757625
cg00679556	0.688777128522757	TRIM31	6	30080782
cg00679738	0.0211851917266946	FAM89A	1	231175246
cg00682653	0.013618612206322	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0365581396460793	PPFIA2	12	82153256
cg00686022	0.907554021205041	C12orf40	12	40020078
cg00686623	0.0221554975187703	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0164977884116876	NDRG4	16	58497236
cg00688421	0.0296635404627251	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.318111443603804	RTKN	2	74668672
cg00690049	0.421568211106167	MAGED2	X	54834244
cg00690280	0.60211505793162	WFDC10B;WFDC13	20	44332733
cg00690893	0.13452844633168	NA	NA	0
cg00691625	0.860918272152559	NR5A1	9	127269807
cg00691822	0.58825441966389	NA	NA	0
cg00692549	0.0742495349957964	TARDBP	1	11072455
cg00693307	0.881782676707919	NA	NA	0
cg00695416	0.0152091977048171	CBR1	21	37442476
cg00696900	0.0144338964500025	NA	NA	0
cg00698688	0.587500080834565	SULT2B1	19	49055432
cg00702231	0.720867939325465	PLAGL1;HYMAI	6	144329473
cg00702729	0.944903978380633	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0209222825576801	KCTD15	19	34288103
cg00704909	0.012002939840345	COPB1	11	14521319
cg00705255	0.23442469962166	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0231351214889678	NMNAT2	1	183387564
cg00708598	0.397529569969301	LECT1	13	53313895
cg00708642	0.0122801893776206	EIF5	14	103800518
cg00711916	0.0703061011415811	CNNM4	2	97426274
cg00712898	0.0100238448983094	PRPF38B	1	109235208
cg00714377	0.130776076180772	SLA2	20	35274715
cg00717862	0.0272364443228092	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0778913695266642	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.389530431220997		2	89215272
cg00718748	0.0305310498486494	ZNF624	17	16556871
cg00720072	0.0305757621978323	MARCH5;CPEB3	10	94051159
cg00720137	0.00909150665674441	DYNLRB2	16	80575018
cg00720723	0.0239108356894652	NOP58	2	203130645
cg00722300	0.646453049949975	RLN3	19	14138639
cg00724662	0.0310596833986791	NXF1	11	62573193
cg00725143	0.0177778700246737	NA	NA	0
cg00725635	0.110925625174164	B3GALT2;CDC73	1	193155806
cg00725777	0.896661138950006	NGFRAP1	X	102630411
cg00727590	0.396108735915786	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.121789436925611	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.00855691719895854	C6orf27	6	31744927
cg00729275	0.801722647599142	AQP4;C18orf16	18	24445134
cg00729541	0.018831385141263	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.115507220173274	PALMD	1	100111713
cg00730260	0.974055524133896	C12orf67	12	24736888
cg00731459	0.0154634892764224	HDAC4	2	240323091
cg00733682	0.0157672880658942	ZNF44	19	12405568
cg00734993	0.0169535039399241	MTCH1	6	36953694
cg00736326	0.0489811583864912	ARPC1A	7	98923878
cg00737514	0.0440750158292125	TBC1D1	4	37893313
cg00739120	0.267906703525452	GAPDHS;TMEM147	19	36035875
cg00741717	0.876248233571712	TLR8;LOC349408	X	12924184
cg00743372	0.0173444908644749	ZNF192	6	28109648
cg00744433	0.471816968566634	CXADR	21	18884067
cg00745543	0.946276366061623	H1FNT	12	48722754
cg00745735	0.85665240393992	MYPN	10	69868860
cg00746083	0.0178473684673627	CHD8	14	21905454
cg00746130	0.0347374196782023	BAT5	6	31671271
cg00746981	0.0604747329002471	HDGF	1	156721141
cg00747849	0.299063625209752	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0130359241000926	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.834975304427131	FAM83E;SPACA4	19	49109288
cg00755043	0.0291287626107011	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0131356498376967	DZIP1	13	96296844
cg00756887	0.49783858317764	PVRL4	1	161059654
cg00757070	0.455753435776789	UPK2	11	118827082
cg00757952	0.825500930166254	CRYBB1	22	27014415
cg00761755	0.0379552660803186	SLC43A2	17	1531579
cg00762512	0.0230940450361801	RPL9;LIAS	4	39460606
cg00763679	0.0404621936051071	SEPT2;HDLBP	2	242254198
cg00763889	0.769198394396425	HRASLS2	11	63330544
cg00766729	0.0202942769882458	ZNF784	19	56136136
cg00766889	0.019439059590657	SEPHS1	10	13390384
cg00767581	0.531286377982803	HOXD4;MIR10B	2	177015125
cg00768439	0.178853329231678	FAM133A;NAP1L3	X	92928711
cg00769470	0.948399280480836	DEFB129	20	207338
cg00769520	0.018517111240322	ST8SIA1	12	22488465
cg00770279	0.0137607110033724	CDKN2D	19	10679308
cg00770871	0.0094099264533588	TULP3	12	2999840
cg00772000	0.149839113196404	NHLRC1	6	18123049
cg00775197	0.0397848797069535	TCTE1	6	44265054
cg00777121	0.292654931147145	RASSF1	3	50378191
cg00777555	0.0199671783602103	ARF4	3	57583074
cg00778920	0.0407846939033134	PRPF19	11	60674370
cg00779924	0.327789994488237	FLJ45983	10	8094641
cg00782174	0.0358169910539158	SLC1A5	19	47291626
cg00782854	0.0197518683927342	BCL2L1	20	30310858
cg00783759	0.0168864251662432	LARP1B	4	128983441
cg00784357	0.0157148430393702	RAC1	7	6413877
cg00791249	0.0624922740248375	FDX1L	19	10426722
cg00792687	0.0476737304372195	C8orf41	8	33370099
cg00792740	0.0233613739690461	UBE3A	15	25684488
cg00792849	0.103186006516937	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00899740167805963	TRIM8	10	104403707
cg00795268	0.927872871772873	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0301892404686721	FUT4	11	94276898
cg00798206	0.0349456296903205	OXSR1	3	38207110
cg00799727	0.732638306454482	NA	NA	0
cg00800095	0.67844872618134	PNMA3	X	152224090
cg00804048	0.0548930941382468	EIF5A	17	7210539
cg00804392	0.160637040284268	RHOH	4	40198595
cg00806490	0.200341896971309	CDH13	16	82660873
cg00807586	0.0293066190787076	DLEC1	3	38080790
cg00808492	0.939276962933092	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0735082460975641	RPF1	1	84944867
cg00811081	0.0656234384267436	RPAP3	12	48099724
cg00812502	0.0102467132673064	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00844370524205703	UQCRFS1	19	29704028
cg00815583	0.0684424270239607	FBXO16	8	28348123
cg00815605	0.0688607157643828	NA	NA	0
cg00816620	0.389929560068246	C1orf25;C1orf26	1	185127501
cg00818693	0.0189975220353803	TTC14	3	180319964
cg00818872	0.0267983310221521	CHRNB2	1	154540271
cg00819310	0.865161656467521	VANGL1	1	116193783
cg00819362	0.96866461545807	CLIP3	19	36524208
cg00819696	0.0158293412866808	TIMELESS	12	56843016
cg00821764	0.0137128202712695	UMPS	3	124449680
cg00822607	0.0464810293863806	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.020089310000672	CHD4	12	6716566
cg00825031	0.00775194797438023	VPS37A;CNOT7	8	17104503
cg00826384	0.0255966110250609	PTPRZ1	7	121513065
cg00827369	0.0136506897883854	EIF4H	7	73588253
cg00828602	0.044915341537384	WNT5A	3	55520834
cg00830029	0.618953084288983	NRIP2	12	2943902
cg00830393	0.0262781191372122	LRIG1	3	66552063
cg00831028	0.0413878576753711	C20orf43	20	55043745
cg00832517	0.0498691174338818	C14orf126	14	31926792
cg00832994	0.0417780825908747	NA	NA	0
cg00833393	0.0339405949280943	TLN1;CREB3	9	35731638
cg00833777	0.490340973261993	ITGAM	16	31271642
cg00834796	0.160675666402115	JAKMIP2	5	147161924
cg00834958	0.0349187691581726	TSC22D4	7	100077147
cg00836605	0.0121265932554475	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0327116484693586	MITF	3	69788442
cg00839584	0.537620850582338	IL1A	2	113542091
cg00839802	0.0264387442638388	MAN1A1	6	119671238
cg00840403	0.197354258422794	CHST4	16	71560205
cg00840516	0.754279333730649	HYAL2	3	50360097
cg00841581	0.018368664727353	STAG1	3	136471162
cg00842351	0.106146278029221	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.685765036788891	DLG2	11	84634126
cg00848394	0.0431492031442487	WDR51A	3	52188768
cg00848397	0.0188928604571808	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0170414981229805	DAB1	1	58716018
cg00849368	0.0661477612418209	ARSK;TTC37	5	94890411
cg00850538	0.747514137539819	CRIM1	2	36582038
cg00852964	0.238938444657485	VNN1	6	133035150
cg00853068	0.16329618636406	FMNL1	17	43298592
cg00854637	0.0714464633752404	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0247584579902971	SKP1	5	133512930
cg00856375	0.0339100606692235	PSMD14	2	162164676
cg00858899	0.0545206403104348	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.826940405844616	CYB5R2	11	7694524
cg00861635	0.0469628394724779	ZNF200	16	3285425
cg00862041	0.450546346577165	GPRASP2	X	101967017
cg00862290	0.802615819861202	KCNMB3	3	178984973
cg00862770	0.0237631506087936	FKBP5	6	35655764
cg00864867	0.162651763653059	PAWR	12	80085268
cg00870662	0.0269796552120233	PARD6G	18	78005665
cg00871453	0.0491582197839602	WDR67	8	124084640
cg00873037	0.0313099889739687	NEIL2	8	11626984
cg00873937	0.0720350381129924	ATOH7	10	69991564
cg00874863	0.76080127979645	LHFPL1	X	111924370
cg00875272	0.30045085572425	TAL1	1	47695321
cg00876704	0.0306460669197924	PKN1	19	14544684
cg00877887	0.0315384918942778	DUOXA2;DUOX2	15	45406654
cg00877964	0.0174535628793255	SLC1A4	2	65215638
cg00881086	0.0356702818676928	NCRNA00119;NPHP3	3	132441942
cg00881370	0.960139480857651	LOC55908;DOCK6	19	11348439
cg00882451	0.965747770758106	ZP2	16	21222863
cg00882832	0.0369594386146533	SPRY1	4	124317983
cg00884221	0.0347578047892552	IGFBP7	4	57976915
cg00884529	0.0640119415356944	BZW2;ANKMY2	7	16685823
cg00885506	0.0583573926676736	WDR31	9	116102792
cg00886554	0.0251056107825815	NMU	4	56502598
cg00887101	0.0846874146257998	INTS5	11	62420578
cg00887547	0.0440681786065621	TAOK3	12	118811020
cg00887700	0.0285860030912018	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0676954141487352	CCND2	12	4382184
cg00888479	0.101155419596675	SLC24A3	20	19193824
cg00888561	0.0603931764589102	WDFY2	13	52157910
cg00890257	0.0277741369174724	DEGS2	14	100625756
cg00891278	0.44298863378283	CCDC37	3	126113784
cg00891541	0.712577593596055	SMPD3	16	68481487
cg00892393	0.792883635818467	C16orf73	16	1911525
cg00892798	0.012101385454185	NGFR	17	47572909
cg00893242	0.0346542918664965	SND1	7	127291580
cg00893636	0.0173049321520482	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0165547607515425	RPL7L1	6	42847415
cg00894577	0.603769180089242	NA	NA	0
cg00895324	0.810065369875886	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0249779850654334	LACE1	6	108616288
cg00899086	0.0809767095074538	SEPT11	4	77871294
cg00899641	0.0346639783972463	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0368318137850703	YBX2	17	7197375
cg00901652	0.0604107051728642	CTR9	11	10772434
cg00901683	0.012467947650227	PTCD1;CPSF4	7	99036756
cg00901704	0.0198493007431257	SLC25A19	17	73285325
cg00901766	0.0537959384281778	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.123991111851323	CHL1	3	238161
cg00903375	0.0091362896489253	SBDS;TYW1	7	66460591
cg00904483	0.960295076603847	MGMT	10	131354873
cg00904574	0.0176231871826328	PLK3	1	45265678
cg00905170	0.0122635240436726	RRS1	8	67341306
cg00906183	0.0425082674338845	HGS;ARL16	17	79650926
cg00908551	0.0363645725791939	FANCF	11	22646931
cg00910067	0.0955701043166135	SLC7A10	19	33717545
cg00910168	0.699858988176978	DHX37	12	125474021
cg00911351	0.185649264786927	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.6352325183176	PRPS1L1	7	18067463
cg00912191	0.110187726144273	UBTD2	5	171709917
cg00912942	0.970338956651628	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.012840505422268	SHC1;CKS1B	1	154946946
cg00916199	0.0172389175507444	TMCO6	5	140019287
cg00916635	0.210405653064289	PTPN22	1	114414312
cg00917893	0.021825029324468	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0346906593581617	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0888066163840596	XIAP	X	122993419
cg00922727	0.0462711113875938	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0859909978907388	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.650436563641546	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0171671168615503	FBXO28	1	224301953
cg00930194	0.207894575142053	PROP1	5	177423598
cg00930873	0.0734105293869046	ALDH1A2	15	58357973
cg00931491	0.415326120194679	SULT1A2	16	28608288
cg00932276	0.311434614440258	EGFL6	X	13587976
