Hybridization REF	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05
cg00503840	0.716018619619985	DLX5	7	96650509
cg00504595	0.0762845551964174	TNFRSF19	13	24144985
cg00509616	0.559930315363076	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.491460425173193	C6orf211;RMND1	6	151772946
cg00510956	0.911047351423131	KHDRBS1	1	32478440
cg00511475	0.297463639715818	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.448331625645547	SLC18A2	10	119000991
cg00512374	0.0224022644127124	IGFBP4	17	38599682
cg00513220	0.0105361823172341	MOSC2	1	220922123
cg00513467	0.021103968436422	KLHL9	9	21335551
cg00514407	0.762749331388634	SERPINE2	2	224904626
cg00514895	0.0203890508467654	CPZ	4	8594413
cg00515905	0.971548150605715	EPS8L3	1	110306507
cg00516481	0.652623542498366	PDE9A	21	44073202
cg00518911	0.525829729270778	NA	NA	0
cg00518989	0.0158202171052161	LIMK2	22	31608519
cg00519208	0.815790701514509	EVI5	1	93258319
cg00519627	0.00872603609970006	CORO7	16	4466650
cg00520135	0.88694275477048	TPM1	15	63333846
cg00520708	0.128660398218348	C5orf24	5	134181266
cg00521434	0.653452993493601	GPR61	1	110081965
cg00521598	0.0302159814592216	MYCBP	1	39339413
cg00522034	0.00624806307159077	CBLB	3	105587721
cg00522316	0.0203353044315991	KHSRP	19	6425042
cg00524288	0.021714140785759	UPP1	7	48128452
cg00528052	0.00593799432540532	KDM5B	1	202777295
cg00528967	0.00857844873954375	STK24	13	99228955
cg00532335	0.431202341869513	LGI1	10	95516861
cg00532890	0.0143890936753671	PBX1	1	164528682
cg00534274	0.0454654886691906	SLC7A11	4	139163341
cg00534856	0.832729745611742	NA	NA	0
cg00536175	0.691358085548744	GATA1	X	48645024
cg00537910	0.900537176683617	ATG9A;ABCB6	2	220084611
cg00539322	0.821200635871769	SAG	2	234216360
cg00539716	0.0267579810530717	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0494512911984149	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.299276407293405	NA	NA	0
cg00544557	0.342149698846182	DSCR10	21	39578742
cg00545573	0.0404741380153226	TAOK3	12	118810436
cg00546491	0.183918732460445	PDE1C	7	32111062
cg00546897	0.113452274202948	LOC284837	21	45232232
cg00547018	0.0997553030182097	ALG1	16	5121709
cg00547789	0.232893243567431	RAB39B	X	154493750
cg00547829	0.0496605027652955	TUBD1;RPS6KB1	17	57970161
cg00548060	0.401580596916421	NPL	1	182761905
cg00548268	0.811716705015223	NPTX2	7	98245830
cg00550617	0.221700217367837	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.613526071286604	NR1H3	11	47281370
cg00554682	0.0816297728896853	ZNF804A	2	185463132
cg00554702	0.169732300840695	CHEK1	11	125496645
cg00556408	0.850575231368697	TMPRSS6	22	37500588
cg00557354	0.811619657967707	ARHGEF7	13	111767899
cg00559473	0.119782254037931	AAAS	12	53715592
cg00560119	0.0301238118436023	STXBP1	9	130374109
cg00563229	0.0154003177003893	XKR8	1	28286146
cg00563845	0.0386476093468086	PXK	3	58318305
cg00563926	0.0629465940982267	TGFBR3	1	92352481
cg00563932	0.862880002789047	PTGDS	9	139871049
cg00564163	0.0323047381152046	STEAP4	7	87935979
cg00565075	0.0870835395630454	MIR659;EIF3L	22	38244893
cg00565688	0.756685394787309	TP73	1	3568212
cg00566759	0.379839381928827	DSC2	18	28682345
cg00567479	0.0361229806481729	FARP2	2	242295999
cg00567749	0.373747547426	VCAN	5	82767908
cg00568128	0.0642217950555986	MIR2110;C10orf118	10	115934100
cg00568792	0.0509724480633496	STT3A	11	125462554
cg00569620	0.0322798250958016	ABHD10	3	111697653
cg00571634	0.225180260998197	WDR5B	3	122134820
cg00572797	0.96738390564693	NA	NA	0
cg00573606	0.727044802399939	COL6A3	2	238322680
cg00575744	0.0597817076634659	HLA-DMB	6	32908642
cg00576250	0.0842873229088094		20	45087765
cg00577167	0.345172879821568	ALDOB	9	104197675
cg00577464	0.390296752916693	SHH	7	155604780
cg00578575	0.075471725739889	NA	NA	0
cg00579393	0.240741911023586	REG1B	2	79316004
cg00579402	0.849839188955445	FUT6	19	5838999
cg00581156	0.010651661061073	DIMT1L	5	61699416
cg00582372	0.552339349913538	NA	NA	0
cg00582628	0.0261975733878531	RGS20	8	54764515
cg00584022	0.0155862175497676	KRAS	12	25403167
cg00585790	0.519643072096901	LIMS1	2	109204845
cg00585846	0.0154261688510137	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0665861743640453	CDKAL1	6	20534671
cg00587613	0.784846117085468	GPR152	11	67220223
cg00592315	0.847042970465143	C14orf86;FAM181A	14	94384611
cg00594118	0.0984270068376387	COBRA1	9	140150000
cg00594952	0.909781743019379	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.637331967843734	MYO1C	17	1395880
cg00598858	0.0179718668169889	PRKCSH;CCDC151	19	11545966
cg00600110	0.725421260457494	FAM9A	X	8769528
cg00600684	0.951802934193021	WDR11	10	122610158
cg00601486	0.206416483220288	H1FNT	12	48723148
cg00602891	0.0770116973996276	C17orf62	17	80408864
cg00603172	0.893640788681038	NA	NA	0
cg00605270	0.0139891313138994	SMPDL3B	1	28261552
cg00609097	0.0136307806239498	TESK2	1	45956974
cg00611397	0.92038688360754	GTPBP5	20	60768026
cg00612467	0.0354696088004241	HADH	4	108911077
cg00613255	0.549884226477355	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0437415462339745	RBM9	22	36236649
cg00615915	0.122206724181129	SERPINB8	18	61637299
cg00616129	0.0895479432857905	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0105194012717968	NCL	2	232329096
cg00617305	0.0108008612744179	SHISA4	1	201857940
cg00618396	0.154721679367245	VBP1	X	154444551
cg00619207	0.217942392427124	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0316984187317169	CENPF	1	214776904
cg00620629	0.0141154334850706	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0802892983570568	ODF3L1	15	76016335
cg00622677	0.215127685793942	TSPAN5	4	99579248
cg00623593	0.903353939021037	DOCK1	10	128767610
cg00625425	0.84390906753639	KANK4	1	62785512
cg00625653	0.691170643476225	WNT7A	3	13921227
cg00626119	0.647994662296939	SH2D2A;NTRK1	1	156785288
cg00626466	0.896147512864557	GNS	12	65153982
cg00627233	0.237001298633661	NA	NA	0
cg00627286	0.0503182878491622	NA	NA	0
cg00629217	0.845493375820946	LNX1	4	54425349
cg00629585	0.316597294726256	GFI1B	9	135853992
cg00630164	0.0464004526923608	KCNQ4	1	41250062
cg00630249	0.0131373076999101	CYB561D1	1	110036889
cg00630583	0.0169473863895095	PXMP2;POLE	12	133264314
cg00631230	0.0140129992047557	VPS33A	12	122750916
cg00633969	0.977016136242858	PARP9;DTX3L	3	122284550
cg00634577	0.296966081564409	NA	NA	0
cg00635481	0.00882550112927357	ZNF76	6	35226917
cg00636639	0.0206965898249031	RBM18;MRRF	9	125027249
cg00638514	0.507656384723577	OTOP3	17	72932048
cg00642303	0.0172933494815962	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.538045946168178		7	100544704
cg00645224	0.0122123306056665	NA	NA	0
cg00645579	0.860906085290965	IRF7;MUPCDH	11	617140
cg00645922	0.0730926934550493	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0244474712717453	ARSD	X	2847561
cg00646492	0.0577091823529166	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.130703298799729	SLC17A5	6	74364149
cg00648883	0.217090266595862	EEF1DP3	13	32524761
cg00650762	0.00789575394427008	EPHB2	1	23037368
cg00650876	0.00964297888066713	YBX1	1	43148058
cg00651216	0.0253126650049069	HSP90AB1	6	44213720
cg00653387	0.0216040836928289	PTN	7	137028535
cg00654814	0.363204525533961	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0168666908331192	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0263377760677249	PPARD	6	35310123
cg00657582	0.0312001919532425	CHD8	14	21904906
cg00658007	0.670942216963011	RD3	1	211666129
cg00658626	0.164322362438946	CCDC63	12	111284979
cg00659129	0.908942831327037	ASAP1	8	131414614
cg00659953	0.00637062536044832	FAM173A	16	770731
cg00660989	0.0731651896734135	KLHL28;FAM179B	14	45432516
cg00661202	0.0138204395461429	TMEM43;CHCHD4	3	14166502
cg00661485	0.2348774112153	FOXI1	5	169533372
cg00662556	0.542625563714459	GALR1	18	74963364
cg00662775	0.410708467692521	NA	NA	0
cg00665395	0.0657929781422588	TTLL4	2	219575490
cg00666446	0.0338466736507044	ZNF670	1	247242273
cg00666746	0.550863267799351	SYDE1	19	15217781
cg00668685	0.928531441693236	SLC39A5	12	56624552
cg00669623	0.148903908429127	CDK11B;CDK11A	1	1655867
cg00669856	0.0864171144604378	SPRY1	4	124317779
cg00671161	0.00729445335100729	ALG11;ATP7B	13	52586367
cg00672638	0.0674524243229462	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.0806061675436375	DOPEY2	21	37536923
cg00674922	0.790900546179462	NA	NA	0
cg00676660	0.0343272704821653	ADAMTS9	3	64672609
cg00677811	0.020509859483553	CCM2	7	45040321
cg00678539	0.336618173668396	MNS1	15	56757625
cg00679556	0.454970928024609	TRIM31	6	30080782
cg00679738	0.830935811620151	FAM89A	1	231175246
cg00682653	0.0104494389121029	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.073805418709978	PPFIA2	12	82153256
cg00686022	0.637990869454515	C12orf40	12	40020078
cg00686623	0.0233827959196596	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.330265779690308	NDRG4	16	58497236
cg00688421	0.0569749187883558	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0628193041502462	RTKN	2	74668672
cg00690049	0.273281440728859	MAGED2	X	54834244
cg00690280	0.520952596342534	WFDC10B;WFDC13	20	44332733
cg00690893	0.303668683549655	NA	NA	0
cg00691625	0.792516572248002	NR5A1	9	127269807
cg00691822	0.0933615951617299	NA	NA	0
cg00692549	0.0530311604759932	TARDBP	1	11072455
cg00693307	0.851938989428783	NA	NA	0
cg00695416	0.584846149164541	CBR1	21	37442476
cg00696900	0.0113446036679601	NA	NA	0
cg00698688	0.221132137844333	SULT2B1	19	49055432
cg00702231	0.93471898140005	PLAGL1;HYMAI	6	144329473
cg00702729	0.963292688575658	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0261367004544588	KCTD15	19	34288103
cg00704909	0.0241526677545046	COPB1	11	14521319
cg00705255	0.0907752020462455	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.715194405760142	NMNAT2	1	183387564
cg00708598	0.391966979048097	LECT1	13	53313895
cg00708642	0.039155861008752	EIF5	14	103800518
cg00711916	0.0752440729990605	CNNM4	2	97426274
cg00712898	0.00786221935174501	PRPF38B	1	109235208
cg00714377	0.311832634898279	SLA2	20	35274715
cg00717862	0.025667895029211	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0880912658206376	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.126643824210146		2	89215272
cg00718748	0.0210278963524555	ZNF624	17	16556871
cg00720072	0.0193056967911637	MARCH5;CPEB3	10	94051159
cg00720137	0.235456103524885	DYNLRB2	16	80575018
cg00720723	0.0262352537661669	NOP58	2	203130645
cg00722300	0.724218903768266	RLN3	19	14138639
cg00724662	0.0278038984867325	NXF1	11	62573193
cg00725143	0.00781160060505943	NA	NA	0
cg00725635	0.035385927942296	B3GALT2;CDC73	1	193155806
cg00725777	0.767978246419491	NGFRAP1	X	102630411
cg00727590	0.0942467814721314	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0878259786354822	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0107006463908157	C6orf27	6	31744927
cg00729275	0.609480411728804	AQP4;C18orf16	18	24445134
cg00729541	0.0272073834720091	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0349021195301274	PALMD	1	100111713
cg00730260	0.89080843216162	C12orf67	12	24736888
cg00731459	0.0100708384604148	HDAC4	2	240323091
cg00733682	0.011588850863104	ZNF44	19	12405568
cg00734993	0.0289102262648227	MTCH1	6	36953694
cg00736326	0.0148543271835586	ARPC1A	7	98923878
cg00737514	0.0284912601855897	TBC1D1	4	37893313
cg00739120	0.517874626934826	GAPDHS;TMEM147	19	36035875
cg00741717	0.312055699925248	TLR8;LOC349408	X	12924184
cg00743372	0.0228098627032545	ZNF192	6	28109648
cg00744433	0.857875923950663	CXADR	21	18884067
cg00745543	0.700975891298705	H1FNT	12	48722754
cg00745735	0.710373326591608	MYPN	10	69868860
cg00746083	0.0146908211088463	CHD8	14	21905454
cg00746130	0.0372877352897483	BAT5	6	31671271
cg00746981	0.0521145146210006	HDGF	1	156721141
cg00747849	0.0878339028640161	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0189610092661572	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.892348703719539	FAM83E;SPACA4	19	49109288
cg00755043	0.0236328420280102	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0169022012686874	DZIP1	13	96296844
cg00756887	0.248719801270761	PVRL4	1	161059654
cg00757070	0.188265673411045	UPK2	11	118827082
cg00757952	0.851688366290075	CRYBB1	22	27014415
cg00761755	0.033282016583674	SLC43A2	17	1531579
cg00762512	0.0452044794391402	RPL9;LIAS	4	39460606
cg00763679	0.0248430744362927	SEPT2;HDLBP	2	242254198
cg00763889	0.887929576408601	HRASLS2	11	63330544
cg00766729	0.0260609097630856	ZNF784	19	56136136
cg00766889	0.0148430863607998	SEPHS1	10	13390384
cg00767581	0.857297982176479	HOXD4;MIR10B	2	177015125
cg00768439	0.166662401117243	FAM133A;NAP1L3	X	92928711
cg00769470	0.76019225017848	DEFB129	20	207338
cg00769520	0.0121249716562534	ST8SIA1	12	22488465
cg00770279	0.0100354530205216	CDKN2D	19	10679308
cg00770871	0.00736935098850024	TULP3	12	2999840
cg00772000	0.0745174456963389	NHLRC1	6	18123049
cg00775197	0.0797954062535814	TCTE1	6	44265054
cg00777121	0.744665128613235	RASSF1	3	50378191
cg00777555	0.0136304320898935	ARF4	3	57583074
cg00778920	0.0393371257135584	PRPF19	11	60674370
cg00779924	0.0569687125685426	FLJ45983	10	8094641
cg00782174	0.030360403812915	SLC1A5	19	47291626
cg00782854	0.0163193760636273	BCL2L1	20	30310858
cg00783759	0.0117435362196807	LARP1B	4	128983441
cg00784357	0.0113209804850915	RAC1	7	6413877
cg00791249	0.0427630018270216	FDX1L	19	10426722
cg00792687	0.0360374282215007	C8orf41	8	33370099
cg00792740	0.0235401696391035	UBE3A	15	25684488
cg00792849	0.0158194057340383	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00956841773657827	TRIM8	10	104403707
cg00795268	0.943389777714287	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0811768244072873	FUT4	11	94276898
cg00798206	0.0186065598725845	OXSR1	3	38207110
cg00799727	0.199202107686778	NA	NA	0
cg00800095	0.788602639934072	PNMA3	X	152224090
cg00804048	0.0411648725149318	EIF5A	17	7210539
cg00804392	0.0373554369708884	RHOH	4	40198595
cg00806490	0.152000224214922	CDH13	16	82660873
cg00807586	0.617042314135168	DLEC1	3	38080790
cg00808492	0.901729766980249	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0656211339015347	RPF1	1	84944867
cg00811081	0.0287846321999725	RPAP3	12	48099724
cg00812502	0.00816196688331809	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00556232173648584	UQCRFS1	19	29704028
cg00815583	0.15859190800622	FBXO16	8	28348123
cg00815605	0.0605916783377769	NA	NA	0
cg00816620	0.0863686606099994	C1orf25;C1orf26	1	185127501
cg00818693	0.055764581462282	TTC14	3	180319964
cg00818872	0.0162263069269801	CHRNB2	1	154540271
cg00819310	0.717543178457777	VANGL1	1	116193783
cg00819362	0.855597559019183	CLIP3	19	36524208
cg00819696	0.0112333885305467	TIMELESS	12	56843016
cg00821764	0.01224453189019	UMPS	3	124449680
cg00822607	0.0292723990831212	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0134359517501901	CHD4	12	6716566
cg00825031	0.00537578146795014	VPS37A;CNOT7	8	17104503
cg00826384	0.126789487225216	PTPRZ1	7	121513065
cg00827369	0.00975206243801312	EIF4H	7	73588253
cg00828602	0.0882507813633295	WNT5A	3	55520834
cg00830029	0.812858864579391	NRIP2	12	2943902
cg00830393	0.0176215163625472	LRIG1	3	66552063
cg00831028	0.0199883206663004	C20orf43	20	55043745
cg00832517	0.0447454774423006	C14orf126	14	31926792
cg00832994	0.0164925384121561	NA	NA	0
cg00833393	0.0144875651011686	TLN1;CREB3	9	35731638
cg00833777	0.880518288888599	ITGAM	16	31271642
cg00834796	0.0301106919963791	JAKMIP2	5	147161924
cg00834958	0.0226542686313027	TSC22D4	7	100077147
cg00836605	0.00902230091026638	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0177919054056407	MITF	3	69788442
cg00839584	0.656310881817215	IL1A	2	113542091
cg00839802	0.0696616410195648	MAN1A1	6	119671238
cg00840403	0.345071258405343	CHST4	16	71560205
cg00840516	0.809836415702876	HYAL2	3	50360097
cg00841581	0.0165656176409467	STAG1	3	136471162
cg00842351	0.194123519082653	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.149051471654258	DLG2	11	84634126
cg00848394	0.0600853006312384	WDR51A	3	52188768
cg00848397	0.0155266450526456	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0112086695293455	DAB1	1	58716018
cg00849368	0.0295478203304058	ARSK;TTC37	5	94890411
cg00850538	0.636727876932762	CRIM1	2	36582038
cg00852964	0.0670348958773903	VNN1	6	133035150
cg00853068	0.148156630624842	FMNL1	17	43298592
cg00854637	0.0551237697448189	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0469875396532437	SKP1	5	133512930
cg00856375	0.0218075037669657	PSMD14	2	162164676
cg00858899	0.0633595098752435	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.868220104659015	CYB5R2	11	7694524
cg00861635	0.0236894131204796	ZNF200	16	3285425
cg00862041	0.707069181155617	GPRASP2	X	101967017
cg00862290	0.956446605797981	KCNMB3	3	178984973
cg00862770	0.0175475857381852	FKBP5	6	35655764
cg00864867	0.213920333119248	PAWR	12	80085268
cg00870662	0.0206857599432409	PARD6G	18	78005665
cg00871453	0.0180745734719602	WDR67	8	124084640
cg00873037	0.0292433838920025	NEIL2	8	11626984
cg00873937	0.152295865472989	ATOH7	10	69991564
cg00874863	0.506834289311846	LHFPL1	X	111924370
cg00875272	0.433104957095218	TAL1	1	47695321
cg00876704	0.0151649409278344	PKN1	19	14544684
cg00877887	0.286432690673051	DUOXA2;DUOX2	15	45406654
cg00877964	0.0145881912252512	SLC1A4	2	65215638
cg00881086	0.030791396445588	NCRNA00119;NPHP3	3	132441942
cg00881370	0.978375512735714	LOC55908;DOCK6	19	11348439
cg00882451	0.856197131389359	ZP2	16	21222863
cg00882832	0.0361345301195979	SPRY1	4	124317983
cg00884221	0.169124504335396	IGFBP7	4	57976915
cg00884529	0.104761741173462	BZW2;ANKMY2	7	16685823
cg00885506	0.0612548182301809	WDR31	9	116102792
cg00886554	0.0416018497734317	NMU	4	56502598
cg00887101	0.0692412459009631	INTS5	11	62420578
cg00887547	0.0258740562423918	TAOK3	12	118811020
cg00887700	0.0138251524125149	EIF2B1;GTF2H3	12	124118360
cg00888007	0.745138131159405	CCND2	12	4382184
cg00888479	0.034083008885175	SLC24A3	20	19193824
cg00888561	0.0252171988492789	WDFY2	13	52157910
cg00890257	0.0112904834098974	DEGS2	14	100625756
cg00891278	0.635704395963229	CCDC37	3	126113784
cg00891541	0.328876862355101	SMPD3	16	68481487
cg00892393	0.490644827633264	C16orf73	16	1911525
cg00892798	0.0450333124539394	NGFR	17	47572909
cg00893242	0.693883472286095	SND1	7	127291580
cg00893636	0.027042212113266	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0201548553199699	RPL7L1	6	42847415
cg00894577	0.383048263013034	NA	NA	0
cg00895324	0.126743152426672	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0207314145547348	LACE1	6	108616288
cg00899086	0.0263508649866472	SEPT11	4	77871294
cg00899641	0.0217883843436829	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0192116717466099	YBX2	17	7197375
cg00901652	0.0317464067194963	CTR9	11	10772434
cg00901683	0.0189627599252299	PTCD1;CPSF4	7	99036756
cg00901704	0.0239314215548347	SLC25A19	17	73285325
cg00901766	0.0275657552649292	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.733233484332975	CHL1	3	238161
cg00903375	0.0399509010489486	SBDS;TYW1	7	66460591
cg00904483	0.955164331976261	MGMT	10	131354873
cg00904574	0.0137600280229754	PLK3	1	45265678
cg00905170	0.0103034222539981	RRS1	8	67341306
cg00906183	0.0198120286643472	HGS;ARL16	17	79650926
cg00908551	0.0512980020132215	FANCF	11	22646931
cg00910067	0.459966013443272	SLC7A10	19	33717545
cg00910168	0.787057367418908	DHX37	12	125474021
cg00911351	0.28960694006245	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.265309223532184	PRPS1L1	7	18067463
cg00912191	0.0601370713309925	UBTD2	5	171709917
cg00912942	0.967734556499801	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0741219956345138	SHC1;CKS1B	1	154946946
cg00916199	0.00989765602401276	TMCO6	5	140019287
cg00916635	0.768771221655286	PTPN22	1	114414312
cg00917893	0.0136460387670516	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0296759676095935	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0681963714644083	XIAP	X	122993419
cg00922727	0.0342498920026102	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.499954763459124	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.146078204756228	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0147147753759489	FBXO28	1	224301953
cg00930194	0.533290491248491	PROP1	5	177423598
cg00930873	0.446507788159145	ALDH1A2	15	58357973
cg00931491	0.116411553642479	SULT1A2	16	28608288
