Hybridization REF	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05
cg00503840	0.607282652543999	DLX5	7	96650509
cg00504595	0.117368524833673	TNFRSF19	13	24144985
cg00509616	0.0599097457779361	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.593692322477637	C6orf211;RMND1	6	151772946
cg00510956	0.94243685799886	KHDRBS1	1	32478440
cg00511475	0.317872947989363	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.117447270149267	SLC18A2	10	119000991
cg00512374	0.0149799422314461	IGFBP4	17	38599682
cg00513220	0.0218330164328901	MOSC2	1	220922123
cg00513467	0.0225942240782612	KLHL9	9	21335551
cg00514407	0.111165954720264	SERPINE2	2	224904626
cg00514895	0.177511432735382	CPZ	4	8594413
cg00515905	0.943570828655437	EPS8L3	1	110306507
cg00516481	0.43707198675385	PDE9A	21	44073202
cg00518911	0.933380006932938	NA	NA	0
cg00518989	0.017327709193122	LIMK2	22	31608519
cg00519208	0.901115306083935	EVI5	1	93258319
cg00519627	0.0141098114267531	CORO7	16	4466650
cg00520135	0.756177105915762	TPM1	15	63333846
cg00520708	0.152327488097704	C5orf24	5	134181266
cg00521434	0.949942077824308	GPR61	1	110081965
cg00521598	0.0679575734790591	MYCBP	1	39339413
cg00522034	0.0101726969024427	CBLB	3	105587721
cg00522316	0.0299465911951715	KHSRP	19	6425042
cg00524288	0.0263071637867725	UPP1	7	48128452
cg00528052	0.00526336743868715	KDM5B	1	202777295
cg00528967	0.00925804115229891	STK24	13	99228955
cg00532335	0.60502507963833	LGI1	10	95516861
cg00532890	0.017933247598245	PBX1	1	164528682
cg00534274	0.262307508660497	SLC7A11	4	139163341
cg00534856	0.94368816147263	NA	NA	0
cg00536175	0.947774980774166	GATA1	X	48645024
cg00537910	0.902188095733279	ATG9A;ABCB6	2	220084611
cg00539322	0.845922616392427	SAG	2	234216360
cg00539716	0.0218173897190145	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.028170980222344	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.332997827967028	NA	NA	0
cg00544557	0.948000738359338	DSCR10	21	39578742
cg00545573	0.0979755581946203	TAOK3	12	118810436
cg00546491	0.30622667123374	PDE1C	7	32111062
cg00546897	0.407793430901137	LOC284837	21	45232232
cg00547018	0.15617877951212	ALG1	16	5121709
cg00547789	0.246318541397096	RAB39B	X	154493750
cg00547829	0.052439638158234	TUBD1;RPS6KB1	17	57970161
cg00548060	0.622546030099055	NPL	1	182761905
cg00548268	0.631739613593307	NPTX2	7	98245830
cg00550617	0.416534318911459	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.709319431972386	NR1H3	11	47281370
cg00554682	0.0223783991948496	ZNF804A	2	185463132
cg00554702	0.159226127422134	CHEK1	11	125496645
cg00556408	0.865591038579577	TMPRSS6	22	37500588
cg00557354	0.0542513515514266	ARHGEF7	13	111767899
cg00559473	0.0693830983429731	AAAS	12	53715592
cg00560119	0.0230120668224803	STXBP1	9	130374109
cg00563229	0.0197295145888439	XKR8	1	28286146
cg00563845	0.12102641513981	PXK	3	58318305
cg00563926	0.266854160255679	TGFBR3	1	92352481
cg00563932	0.848728650390165	PTGDS	9	139871049
cg00564163	0.152612788556184	STEAP4	7	87935979
cg00565075	0.168119181663113	MIR659;EIF3L	22	38244893
cg00565688	0.565977048714993	TP73	1	3568212
cg00566759	0.0182829472017743	DSC2	18	28682345
cg00567479	0.025992707987991	FARP2	2	242295999
cg00567749	0.385557944941159	VCAN	5	82767908
cg00568128	0.146389404972442	MIR2110;C10orf118	10	115934100
cg00568792	0.0627315229471455	STT3A	11	125462554
cg00569620	0.024727045116472	ABHD10	3	111697653
cg00571634	0.281490556696457	WDR5B	3	122134820
cg00572797	0.992707776019276	NA	NA	0
cg00573606	0.757819576468723	COL6A3	2	238322680
cg00575744	0.0278909448007933	HLA-DMB	6	32908642
cg00576250	0.223975575445399		20	45087765
cg00577167	0.643662759569279	ALDOB	9	104197675
cg00577464	0.0185030860756547	SHH	7	155604780
cg00578575	0.0502121899404094	NA	NA	0
cg00579393	0.837535102832728	REG1B	2	79316004
cg00579402	0.900605098175654	FUT6	19	5838999
cg00581156	0.0150954526771089	DIMT1L	5	61699416
cg00582372	0.636559585512392	NA	NA	0
cg00582628	0.0471919793540816	RGS20	8	54764515
cg00584022	0.0210763382834599	KRAS	12	25403167
cg00585790	0.568601836989443	LIMS1	2	109204845
cg00585846	0.0147169466003279	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.104216825272052	CDKAL1	6	20534671
cg00587613	0.764024007870212	GPR152	11	67220223
cg00592315	0.812950312847815	C14orf86;FAM181A	14	94384611
cg00594118	0.0886557618993846	COBRA1	9	140150000
cg00594952	0.494766277968875	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.67119651647097	MYO1C	17	1395880
cg00598858	0.0214964063098934	PRKCSH;CCDC151	19	11545966
cg00600110	0.972491520311518	FAM9A	X	8769528
cg00600684	0.933955017746296	WDR11	10	122610158
cg00601486	0.960513114614968	H1FNT	12	48723148
cg00602891	0.0548446613547778	C17orf62	17	80408864
cg00603172	0.613311400680156	NA	NA	0
cg00605270	0.00951377080925152	SMPDL3B	1	28261552
cg00609097	0.0224977438353104	TESK2	1	45956974
cg00611397	0.942093374571734	GTPBP5	20	60768026
cg00612467	0.0364951558079553	HADH	4	108911077
cg00613255	0.929523892675725	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0586214968437682	RBM9	22	36236649
cg00615915	0.105987422040068	SERPINB8	18	61637299
cg00616129	0.0375712024491062	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.008799691152639	NCL	2	232329096
cg00617305	0.019441415488337	SHISA4	1	201857940
cg00618396	0.474408254700038	VBP1	X	154444551
cg00619207	0.560345197346555	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0691945078310933	CENPF	1	214776904
cg00620629	0.0425973664729059	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.197840190663698	ODF3L1	15	76016335
cg00622677	0.294484618946956	TSPAN5	4	99579248
cg00623593	0.919773103764936	DOCK1	10	128767610
cg00625425	0.83271442984353	KANK4	1	62785512
cg00625653	0.189973864714576	WNT7A	3	13921227
cg00626119	0.78343803642297	SH2D2A;NTRK1	1	156785288
cg00626466	0.510307796352797	GNS	12	65153982
cg00627233	0.764007917132633	NA	NA	0
cg00627286	0.0472107177869771	NA	NA	0
cg00629217	0.523937761237725	LNX1	4	54425349
cg00629585	0.199569258602986	GFI1B	9	135853992
cg00630164	0.0622495872206745	KCNQ4	1	41250062
cg00630249	0.0118104171675589	CYB561D1	1	110036889
cg00630583	0.0103554557512509	PXMP2;POLE	12	133264314
cg00631230	0.016657609460191	VPS33A	12	122750916
cg00633969	0.948916824955282	PARP9;DTX3L	3	122284550
cg00634577	0.232100654372884	NA	NA	0
cg00635481	0.0147959628985519	ZNF76	6	35226917
cg00636639	0.0135763886554737	RBM18;MRRF	9	125027249
cg00638514	0.0150991274224328	OTOP3	17	72932048
cg00642303	0.00998664137701902	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.958777478560271		7	100544704
cg00645224	0.011744849576321	NA	NA	0
cg00645579	0.868572991686971	IRF7;MUPCDH	11	617140
cg00645922	0.0834504312669423	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0225515482952448	ARSD	X	2847561
cg00646492	0.10513586853374	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0421684801064801	SLC17A5	6	74364149
cg00648883	0.388541420501583	EEF1DP3	13	32524761
cg00650762	0.0091676240230628	EPHB2	1	23037368
cg00650876	0.0145328904269266	YBX1	1	43148058
cg00651216	0.0360159211495571	HSP90AB1	6	44213720
cg00653387	0.143206011498519	PTN	7	137028535
cg00654814	0.0901583141402519	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0496830993118289	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0302659987736083	PPARD	6	35310123
cg00657582	0.0391315728944176	CHD8	14	21904906
cg00658007	0.75683034234204	RD3	1	211666129
cg00658626	0.0791376900486297	CCDC63	12	111284979
cg00659129	0.907339968839392	ASAP1	8	131414614
cg00659953	0.00814899605500356	FAM173A	16	770731
cg00660989	0.126893918099306	KLHL28;FAM179B	14	45432516
cg00661202	0.00773785494065244	TMEM43;CHCHD4	3	14166502
cg00661485	0.882737884526105	FOXI1	5	169533372
cg00662556	0.404486902350795	GALR1	18	74963364
cg00662775	0.635347006132493	NA	NA	0
cg00665395	0.0742656380483877	TTLL4	2	219575490
cg00666446	0.0407273056365726	ZNF670	1	247242273
cg00666746	0.298833349632433	SYDE1	19	15217781
cg00668685	0.951082862879428	SLC39A5	12	56624552
cg00669623	0.039666235504782	CDK11B;CDK11A	1	1655867
cg00669856	0.0729249876357405	SPRY1	4	124317779
cg00671161	0.00848531806331921	ALG11;ATP7B	13	52586367
cg00672638	0.0561394746112115	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.204516714253002	DOPEY2	21	37536923
cg00674922	0.278276244703257	NA	NA	0
cg00676660	0.0214863845028567	ADAMTS9	3	64672609
cg00677811	0.016825494593148	CCM2	7	45040321
cg00678539	0.345922659967914	MNS1	15	56757625
cg00679556	0.62377614931279	TRIM31	6	30080782
cg00679738	0.141535705882634	FAM89A	1	231175246
cg00682653	0.0152871425433059	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0370677918302814	PPFIA2	12	82153256
cg00686022	0.94667407992606	C12orf40	12	40020078
cg00686623	0.0228639069050987	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0712175396236779	NDRG4	16	58497236
cg00688421	0.0575784464337143	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0858410463830308	RTKN	2	74668672
cg00690049	0.453408694419644	MAGED2	X	54834244
cg00690280	0.920619048635953	WFDC10B;WFDC13	20	44332733
cg00690893	0.226501556266164	NA	NA	0
cg00691625	0.931962713597599	NR5A1	9	127269807
cg00691822	0.462687517120734	NA	NA	0
cg00692549	0.084935434772255	TARDBP	1	11072455
cg00693307	0.913708041997844	NA	NA	0
cg00695416	0.0105694063959443	CBR1	21	37442476
cg00696900	0.0119049977444584	NA	NA	0
cg00698688	0.227260504364584	SULT2B1	19	49055432
cg00702231	0.758528439717973	PLAGL1;HYMAI	6	144329473
cg00702729	0.940161663448416	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0328059468446232	KCTD15	19	34288103
cg00704909	0.0137250146649395	COPB1	11	14521319
cg00705255	0.163790378353026	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.101829944314175	NMNAT2	1	183387564
cg00708598	0.379503031898586	LECT1	13	53313895
cg00708642	0.0211240692772887	EIF5	14	103800518
cg00711916	0.0855374221196213	CNNM4	2	97426274
cg00712898	0.00936380574927721	PRPF38B	1	109235208
cg00714377	0.585261237707893	SLA2	20	35274715
cg00717862	0.0291884590879203	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0653749456564077	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.386780322841276		2	89215272
cg00718748	0.0186561881274276	ZNF624	17	16556871
cg00720072	0.0355320080032479	MARCH5;CPEB3	10	94051159
cg00720137	0.0101217519463551	DYNLRB2	16	80575018
cg00720723	0.0272494813523489	NOP58	2	203130645
cg00722300	0.67877654472115	RLN3	19	14138639
cg00724662	0.0282474743370593	NXF1	11	62573193
cg00725143	0.0177274158177972	NA	NA	0
cg00725635	0.0515403908773499	B3GALT2;CDC73	1	193155806
cg00725777	0.851579002361936	NGFRAP1	X	102630411
cg00727590	0.435804822784844	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.157505649968145	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0103621555894136	C6orf27	6	31744927
cg00729275	0.686172659026376	AQP4;C18orf16	18	24445134
cg00729541	0.0432547402663745	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0332047868983888	PALMD	1	100111713
cg00730260	0.95220421798695	C12orf67	12	24736888
cg00731459	0.0098250374914006	HDAC4	2	240323091
cg00733682	0.015006208089409	ZNF44	19	12405568
cg00734993	0.0270729213419534	MTCH1	6	36953694
cg00736326	0.0314607104570304	ARPC1A	7	98923878
cg00737514	0.0225468565646351	TBC1D1	4	37893313
cg00739120	0.179547711215358	GAPDHS;TMEM147	19	36035875
cg00741717	0.88051181344279	TLR8;LOC349408	X	12924184
cg00743372	0.0243073789459941	ZNF192	6	28109648
cg00744433	0.560822624884428	CXADR	21	18884067
cg00745543	0.947296743674373	H1FNT	12	48722754
cg00745735	0.848422879241693	MYPN	10	69868860
cg00746083	0.0426064517464886	CHD8	14	21905454
cg00746130	0.0527607826350726	BAT5	6	31671271
cg00746981	0.049479237127316	HDGF	1	156721141
cg00747849	0.108977294687043	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0133525952973015	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.900021319246573	FAM83E;SPACA4	19	49109288
cg00755043	0.0206018471880814	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0130676830077807	DZIP1	13	96296844
cg00756887	0.340876493564222	PVRL4	1	161059654
cg00757070	0.390340778141371	UPK2	11	118827082
cg00757952	0.902677789822706	CRYBB1	22	27014415
cg00761755	0.0150017830303419	SLC43A2	17	1531579
cg00762512	0.0182805226287396	RPL9;LIAS	4	39460606
cg00763679	0.0381470038978424	SEPT2;HDLBP	2	242254198
cg00763889	0.840701351613519	HRASLS2	11	63330544
cg00766729	0.0247392303779102	ZNF784	19	56136136
cg00766889	0.0125408512827384	SEPHS1	10	13390384
cg00767581	0.783238010174519	HOXD4;MIR10B	2	177015125
cg00768439	0.314142393161909	FAM133A;NAP1L3	X	92928711
cg00769470	0.907478795596092	DEFB129	20	207338
cg00769520	0.0225880024539957	ST8SIA1	12	22488465
cg00770279	0.0110250389438497	CDKN2D	19	10679308
cg00770871	0.0128892951389839	TULP3	12	2999840
cg00772000	0.100447893613226	NHLRC1	6	18123049
cg00775197	0.0387132993487625	TCTE1	6	44265054
cg00777121	0.451507540683441	RASSF1	3	50378191
cg00777555	0.00927464767404577	ARF4	3	57583074
cg00778920	0.0390038046373379	PRPF19	11	60674370
cg00779924	0.246375726337443	FLJ45983	10	8094641
cg00782174	0.0394336711485557	SLC1A5	19	47291626
cg00782854	0.0167344144244671	BCL2L1	20	30310858
cg00783759	0.0107473255161354	LARP1B	4	128983441
cg00784357	0.0197731787241082	RAC1	7	6413877
cg00791249	0.0685376099562627	FDX1L	19	10426722
cg00792687	0.0298949933324084	C8orf41	8	33370099
cg00792740	0.0254418979868803	UBE3A	15	25684488
cg00792849	0.186825579859792	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0110720505356078	TRIM8	10	104403707
cg00795268	0.946072243350936	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0274078741388368	FUT4	11	94276898
cg00798206	0.0256568956677504	OXSR1	3	38207110
cg00799727	0.655523104071953	NA	NA	0
cg00800095	0.829249374738482	PNMA3	X	152224090
cg00804048	0.0606690199547133	EIF5A	17	7210539
cg00804392	0.529852960778527	RHOH	4	40198595
cg00806490	0.361408013840965	CDH13	16	82660873
cg00807586	0.323010757888225	DLEC1	3	38080790
cg00808492	0.901636755208383	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.073399579788759	RPF1	1	84944867
cg00811081	0.0471924092442955	RPAP3	12	48099724
cg00812502	0.0111053964268974	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00575062066017423	UQCRFS1	19	29704028
cg00815583	0.0814314237117727	FBXO16	8	28348123
cg00815605	0.0398131380038851	NA	NA	0
cg00816620	0.0658197650010981	C1orf25;C1orf26	1	185127501
cg00818693	0.029876329841114	TTC14	3	180319964
cg00818872	0.0233769141076564	CHRNB2	1	154540271
cg00819310	0.937473414955162	VANGL1	1	116193783
cg00819362	0.808084146656704	CLIP3	19	36524208
cg00819696	0.0244036261346296	TIMELESS	12	56843016
cg00821764	0.0113623793423426	UMPS	3	124449680
cg00822607	0.0356903908481394	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0230961834282829	CHD4	12	6716566
cg00825031	0.00509997299442736	VPS37A;CNOT7	8	17104503
cg00826384	0.0207982498536887	PTPRZ1	7	121513065
cg00827369	0.00838095331437645	EIF4H	7	73588253
cg00828602	0.0442134386222314	WNT5A	3	55520834
cg00830029	0.496624766419428	NRIP2	12	2943902
cg00830393	0.0156525183537328	LRIG1	3	66552063
cg00831028	0.0145918573842416	C20orf43	20	55043745
cg00832517	0.0458747358732509	C14orf126	14	31926792
cg00832994	0.0207172391927857	NA	NA	0
cg00833393	0.0143978922504809	TLN1;CREB3	9	35731638
cg00833777	0.925179008949999	ITGAM	16	31271642
cg00834796	0.0294360688446543	JAKMIP2	5	147161924
cg00834958	0.0499014239024623	TSC22D4	7	100077147
cg00836605	0.0103813753021188	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0230397580875699	MITF	3	69788442
cg00839584	0.4569389585191	IL1A	2	113542091
cg00839802	0.0269174283795658	MAN1A1	6	119671238
cg00840403	0.218876546299413	CHST4	16	71560205
cg00840516	0.567551637816677	HYAL2	3	50360097
cg00841581	0.0202195268331834	STAG1	3	136471162
cg00842351	0.166624445802511	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.345195682884734	DLG2	11	84634126
cg00848394	0.0723380003304542	WDR51A	3	52188768
cg00848397	0.0120179367421615	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.215749074241663	DAB1	1	58716018
cg00849368	0.0354415971319141	ARSK;TTC37	5	94890411
cg00850538	0.423630699938341	CRIM1	2	36582038
cg00852964	0.780475871589384	VNN1	6	133035150
cg00853068	0.410466944096012	FMNL1	17	43298592
cg00854637	0.0950167515628544	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0585925237596486	SKP1	5	133512930
cg00856375	0.0203588521977349	PSMD14	2	162164676
cg00858899	0.044429637696899	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.869894678664196	CYB5R2	11	7694524
cg00861635	0.0221171207599333	ZNF200	16	3285425
cg00862041	0.450437622493205	GPRASP2	X	101967017
cg00862290	0.927667359106633	KCNMB3	3	178984973
cg00862770	0.0354189975327204	FKBP5	6	35655764
cg00864867	0.207258136901896	PAWR	12	80085268
cg00870662	0.0202657954664089	PARD6G	18	78005665
cg00871453	0.0289673694204763	WDR67	8	124084640
cg00873037	0.0300702486057077	NEIL2	8	11626984
cg00873937	0.0633573500853992	ATOH7	10	69991564
cg00874863	0.663304944022044	LHFPL1	X	111924370
cg00875272	0.229460559842531	TAL1	1	47695321
cg00876704	0.0134439493356101	PKN1	19	14544684
cg00877887	0.0491497811206314	DUOXA2;DUOX2	15	45406654
cg00877964	0.011785919972069	SLC1A4	2	65215638
cg00881086	0.0329584593372025	NCRNA00119;NPHP3	3	132441942
cg00881370	0.984284973235306	LOC55908;DOCK6	19	11348439
cg00882451	0.895604670244448	ZP2	16	21222863
cg00882832	0.047808860778078	SPRY1	4	124317983
cg00884221	0.0671105670649477	IGFBP7	4	57976915
cg00884529	0.0921947762567777	BZW2;ANKMY2	7	16685823
cg00885506	0.0430824880971208	WDR31	9	116102792
cg00886554	0.0300114984273565	NMU	4	56502598
cg00887101	0.0483020046267916	INTS5	11	62420578
cg00887547	0.0326344547539266	TAOK3	12	118811020
cg00887700	0.0208691441708922	EIF2B1;GTF2H3	12	124118360
cg00888007	0.187875599618435	CCND2	12	4382184
cg00888479	0.0660204073377325	SLC24A3	20	19193824
cg00888561	0.0877139665284377	WDFY2	13	52157910
cg00890257	0.00971600597739418	DEGS2	14	100625756
cg00891278	0.527759307618802	CCDC37	3	126113784
cg00891541	0.628427923702626	SMPD3	16	68481487
cg00892393	0.829840229602301	C16orf73	16	1911525
cg00892798	0.013401558119511	NGFR	17	47572909
cg00893242	0.108120707012412	SND1	7	127291580
cg00893636	0.018778387553063	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0189481002573677	RPL7L1	6	42847415
cg00894577	0.552599304278459	NA	NA	0
cg00895324	0.842418659796313	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0463419903420172	LACE1	6	108616288
cg00899086	0.0478845550583202	SEPT11	4	77871294
cg00899641	0.0192444841351406	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0317158775749299	YBX2	17	7197375
cg00901652	0.052703396942459	CTR9	11	10772434
cg00901683	0.008301014087934	PTCD1;CPSF4	7	99036756
cg00901704	0.0176022111121624	SLC25A19	17	73285325
cg00901766	0.0273653109077508	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.160777831883321	CHL1	3	238161
cg00903375	0.0217910581305277	SBDS;TYW1	7	66460591
cg00904483	0.952420717096473	MGMT	10	131354873
cg00904574	0.0207278319693262	PLK3	1	45265678
cg00905170	0.0121998891120683	RRS1	8	67341306
cg00906183	0.0137480692672856	HGS;ARL16	17	79650926
cg00908551	0.0487481536155315	FANCF	11	22646931
cg00910067	0.129875015106874	SLC7A10	19	33717545
cg00910168	0.627128153473481	DHX37	12	125474021
cg00911351	0.199922910777227	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.782050361126031	PRPS1L1	7	18067463
cg00912191	0.0961305456087731	UBTD2	5	171709917
cg00912942	0.969137018914705	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.016175805901729	SHC1;CKS1B	1	154946946
cg00916199	0.0100670685507122	TMCO6	5	140019287
cg00916635	0.595551759730313	PTPN22	1	114414312
cg00917893	0.0190174382517523	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0371088760891782	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.157677137059464	XIAP	X	122993419
cg00922727	0.0388376378895055	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.143078797549174	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.216565993875599	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0201803794173706	FBXO28	1	224301953
cg00930194	0.549623775430723	PROP1	5	177423598
cg00930873	0.134676364715311	ALDH1A2	15	58357973
cg00931491	0.19643255548974	SULT1A2	16	28608288
cg00932276	0.387226816342726	EGFL6	X	13587976
