Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg00503458	0.030402043878973	KIAA0907	1	155904439
cg00503840	0.273377285749018	DLX5	7	96650509
cg00504595	0.0634772449025152	TNFRSF19	13	24144985
cg00509616	0.0452127821438808	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.02713050916197	C6orf211;RMND1	6	151772946
cg00510956	0.888123067519534	KHDRBS1	1	32478440
cg00511475	0.379136066477873	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0148491583088759	SLC18A2	10	119000991
cg00512374	0.0201729599151461	IGFBP4	17	38599682
cg00513220	0.0106466719875245	MOSC2	1	220922123
cg00513467	0.021700554293514	KLHL9	9	21335551
cg00514407	0.0931876933141492	SERPINE2	2	224904626
cg00514895	0.0147702315407083	CPZ	4	8594413
cg00515905	0.972826870339065	EPS8L3	1	110306507
cg00516481	0.502768822676303	PDE9A	21	44073202
cg00518911	0.819368083622394	NA	NA	0
cg00518989	0.0175700766525726	LIMK2	22	31608519
cg00519208	0.882126412611153	EVI5	1	93258319
cg00519627	0.0149023825917336	CORO7	16	4466650
cg00520135	0.923474795089887	TPM1	15	63333846
cg00520708	0.0903437860785944	C5orf24	5	134181266
cg00521434	0.93404076582992	GPR61	1	110081965
cg00521598	0.062408709768266	MYCBP	1	39339413
cg00522034	0.0104603939708076	CBLB	3	105587721
cg00522316	0.0314630777251293	KHSRP	19	6425042
cg00524288	0.0194115874850176	UPP1	7	48128452
cg00528052	0.00987675901719631	KDM5B	1	202777295
cg00528967	0.0111201715140922	STK24	13	99228955
cg00532335	0.726916825002761	LGI1	10	95516861
cg00532890	0.0168446820130055	PBX1	1	164528682
cg00534274	0.0459788614402166	SLC7A11	4	139163341
cg00534856	0.767342975927899	NA	NA	0
cg00536175	0.827581359191086	GATA1	X	48645024
cg00537910	0.849456614635471	ATG9A;ABCB6	2	220084611
cg00539322	0.79916731767776	SAG	2	234216360
cg00539716	0.0460950284347785	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.01221331694097	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0203694892944718	NA	NA	0
cg00544557	0.650905862886144	DSCR10	21	39578742
cg00545573	0.0721834056838501	TAOK3	12	118810436
cg00546491	0.650382847777657	PDE1C	7	32111062
cg00546897	0.219788567608735	LOC284837	21	45232232
cg00547018	0.179828292745241	ALG1	16	5121709
cg00547789	0.292089869739767	RAB39B	X	154493750
cg00547829	0.0153474466725596	TUBD1;RPS6KB1	17	57970161
cg00548060	0.625456138006582	NPL	1	182761905
cg00548268	0.766731228781411	NPTX2	7	98245830
cg00550617	0.392493361406958	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.796640544767472	NR1H3	11	47281370
cg00554682	0.0211197960871159	ZNF804A	2	185463132
cg00554702	0.115186051247658	CHEK1	11	125496645
cg00556408	0.79723240825659	TMPRSS6	22	37500588
cg00557354	0.0551751512443681	ARHGEF7	13	111767899
cg00559473	0.0380735649060642	AAAS	12	53715592
cg00560119	0.0252990631503756	STXBP1	9	130374109
cg00563229	0.0155705378365265	XKR8	1	28286146
cg00563845	0.0693669496243083	PXK	3	58318305
cg00563926	0.0849759759465398	TGFBR3	1	92352481
cg00563932	0.781452038081425	PTGDS	9	139871049
cg00564163	0.0338116659540515	STEAP4	7	87935979
cg00565075	0.11522693592846	MIR659;EIF3L	22	38244893
cg00565688	0.194421901450374	TP73	1	3568212
cg00566759	0.0208992335432456	DSC2	18	28682345
cg00567479	0.0432519756356652	FARP2	2	242295999
cg00567749	0.0353934811597871	VCAN	5	82767908
cg00568128	0.114593387342348	MIR2110;C10orf118	10	115934100
cg00568792	0.0313127117557626	STT3A	11	125462554
cg00569620	0.0276052375094186	ABHD10	3	111697653
cg00571634	0.204974206726345	WDR5B	3	122134820
cg00572797	0.987356848814134	NA	NA	0
cg00573606	0.756073811667514	COL6A3	2	238322680
cg00575744	0.0333454425752743	HLA-DMB	6	32908642
cg00576250	0.199771027896668		20	45087765
cg00577167	0.619966133522887	ALDOB	9	104197675
cg00577464	0.0268069229123894	SHH	7	155604780
cg00578575	0.0669843541214733	NA	NA	0
cg00579393	0.190332788942583	REG1B	2	79316004
cg00579402	0.679316002440794	FUT6	19	5838999
cg00581156	0.0144336674122345	DIMT1L	5	61699416
cg00582372	0.694168141215364	NA	NA	0
cg00582628	0.023280630612317	RGS20	8	54764515
cg00584022	0.0156721188721312	KRAS	12	25403167
cg00585790	0.842154096830375	LIMS1	2	109204845
cg00585846	0.0290385285774939	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0654532391488222	CDKAL1	6	20534671
cg00587613	0.849133282458414	GPR152	11	67220223
cg00592315	0.950725741220711	C14orf86;FAM181A	14	94384611
cg00594118	0.0374058209406974	COBRA1	9	140150000
cg00594952	0.824661219659737	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.415041372234697	MYO1C	17	1395880
cg00598858	0.0190882920427533	PRKCSH;CCDC151	19	11545966
cg00600110	0.95756850541323	FAM9A	X	8769528
cg00600684	0.945576085993881	WDR11	10	122610158
cg00601486	0.830819844035028	H1FNT	12	48723148
cg00602891	0.0308688301525688	C17orf62	17	80408864
cg00603172	0.477775991871883	NA	NA	0
cg00605270	0.0199753904144404	SMPDL3B	1	28261552
cg00609097	0.0161537473438579	TESK2	1	45956974
cg00611397	0.922293686902298	GTPBP5	20	60768026
cg00612467	0.0438911436588797	HADH	4	108911077
cg00613255	0.922820229555959	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.558795880837252	RBM9	22	36236649
cg00615915	0.133735885373593	SERPINB8	18	61637299
cg00616129	0.0287975796505323	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0143487419845082	NCL	2	232329096
cg00617305	0.0144179444679472	SHISA4	1	201857940
cg00618396	0.51532491111318	VBP1	X	154444551
cg00619207	0.249972226416737	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0323548083018621	CENPF	1	214776904
cg00620629	0.0222696573788009	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.130309591410196	ODF3L1	15	76016335
cg00622677	0.0257563804645135	TSPAN5	4	99579248
cg00623593	0.831454268073077	DOCK1	10	128767610
cg00625425	0.424182747930719	KANK4	1	62785512
cg00625653	0.0224449910595645	WNT7A	3	13921227
cg00626119	0.640139195580731	SH2D2A;NTRK1	1	156785288
cg00626466	0.346654520318103	GNS	12	65153982
cg00627233	0.256062609155423	NA	NA	0
cg00627286	0.0376017951728143	NA	NA	0
cg00629217	0.900760884016411	LNX1	4	54425349
cg00629585	0.120488640839361	GFI1B	9	135853992
cg00630164	0.0330610538734427	KCNQ4	1	41250062
cg00630249	0.0138321692863321	CYB561D1	1	110036889
cg00630583	0.0164227687760386	PXMP2;POLE	12	133264314
cg00631230	0.015146996317548	VPS33A	12	122750916
cg00633969	0.958377472088205	PARP9;DTX3L	3	122284550
cg00634577	0.41968643670518	NA	NA	0
cg00635481	0.010554531419742	ZNF76	6	35226917
cg00636639	0.0194282253725639	RBM18;MRRF	9	125027249
cg00638514	0.015398178782396	OTOP3	17	72932048
cg00642303	0.0144224480549326	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.771613985530959		7	100544704
cg00645224	0.0188189924158461	NA	NA	0
cg00645579	0.877216529889514	IRF7;MUPCDH	11	617140
cg00645922	0.0139073030438032	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0203210308072857	ARSD	X	2847561
cg00646492	0.0636495724657019	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0349512333910049	SLC17A5	6	74364149
cg00648883	0.659155629731204	EEF1DP3	13	32524761
cg00650762	0.011650695070585	EPHB2	1	23037368
cg00650876	0.0137107393779643	YBX1	1	43148058
cg00651216	0.0233927616910554	HSP90AB1	6	44213720
cg00653387	0.0288957194538509	PTN	7	137028535
cg00654814	0.0744825957658683	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0242831338406941	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0305800373907045	PPARD	6	35310123
cg00657582	0.103906953166284	CHD8	14	21904906
cg00658007	0.717394293273983	RD3	1	211666129
cg00658626	0.02546489173739	CCDC63	12	111284979
cg00659129	0.915041658294111	ASAP1	8	131414614
cg00659953	0.00892040756973584	FAM173A	16	770731
cg00660989	0.0340099331042782	KLHL28;FAM179B	14	45432516
cg00661202	0.0101233679122634	TMEM43;CHCHD4	3	14166502
cg00661485	0.641444952566039	FOXI1	5	169533372
cg00662556	0.155168656400709	GALR1	18	74963364
cg00662775	0.302393559593798	NA	NA	0
cg00665395	0.0173681104656076	TTLL4	2	219575490
cg00666446	0.0548674614592681	ZNF670	1	247242273
cg00666746	0.0939818358401932	SYDE1	19	15217781
cg00668685	0.881986627906845	SLC39A5	12	56624552
cg00669623	0.022556540905118	CDK11B;CDK11A	1	1655867
cg00669856	0.0722388208714796	SPRY1	4	124317779
cg00671161	0.0106613643970734	ALG11;ATP7B	13	52586367
cg00672638	0.0906827802841158	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.0978658868897593	DOPEY2	21	37536923
cg00674922	0.0115042089984235	NA	NA	0
cg00676660	0.018329851104165	ADAMTS9	3	64672609
cg00677811	0.0273483693909088	CCM2	7	45040321
cg00678539	0.205908182370064	MNS1	15	56757625
cg00679556	0.495553658512063	TRIM31	6	30080782
cg00679738	0.0225839628989299	FAM89A	1	231175246
cg00682653	0.0207974072900334	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0201038711943388	PPFIA2	12	82153256
cg00686022	0.903051335138664	C12orf40	12	40020078
cg00686623	0.0190121186382048	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0233146814176592	NDRG4	16	58497236
cg00688421	0.0216198881897978	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.125805709412505	RTKN	2	74668672
cg00690049	0.349638096064686	MAGED2	X	54834244
cg00690280	0.618291854013989	WFDC10B;WFDC13	20	44332733
cg00690893	0.303920484331248	NA	NA	0
cg00691625	0.920242528991043	NR5A1	9	127269807
cg00691822	0.287634635989849	NA	NA	0
cg00692549	0.0690520230024035	TARDBP	1	11072455
cg00693307	0.904359072388187	NA	NA	0
cg00695416	0.019135367510367	CBR1	21	37442476
cg00696900	0.0169850007747855	NA	NA	0
cg00698688	0.255415199485858	SULT2B1	19	49055432
cg00702231	0.738778805124251	PLAGL1;HYMAI	6	144329473
cg00702729	0.936063522739488	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0359326431998776	KCTD15	19	34288103
cg00704909	0.023367533772951	COPB1	11	14521319
cg00705255	0.102776688120196	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0182194010624657	NMNAT2	1	183387564
cg00708598	0.60687137967234	LECT1	13	53313895
cg00708642	0.0181258664528001	EIF5	14	103800518
cg00711916	0.0264146149132313	CNNM4	2	97426274
cg00712898	0.0144129464921826	PRPF38B	1	109235208
cg00714377	0.49805988450998	SLA2	20	35274715
cg00717862	0.0214834757315444	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0134951344128981	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.12493382024908		2	89215272
cg00718748	0.0155443740022433	ZNF624	17	16556871
cg00720072	0.0141216725745014	MARCH5;CPEB3	10	94051159
cg00720137	0.0121353712569295	DYNLRB2	16	80575018
cg00720723	0.0262706724291907	NOP58	2	203130645
cg00722300	0.844053081281885	RLN3	19	14138639
cg00724662	0.0450502310883857	NXF1	11	62573193
cg00725143	0.0132580303401285	NA	NA	0
cg00725635	0.0387491853188123	B3GALT2;CDC73	1	193155806
cg00725777	0.674101386562167	NGFRAP1	X	102630411
cg00727590	0.589916896419979	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0817045170129903	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0162799402840905	C6orf27	6	31744927
cg00729275	0.435455699606597	AQP4;C18orf16	18	24445134
cg00729541	0.0198925130823331	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0401847396460532	PALMD	1	100111713
cg00730260	0.914823401099071	C12orf67	12	24736888
cg00731459	0.0124965473341489	HDAC4	2	240323091
cg00733682	0.0149232775598386	ZNF44	19	12405568
cg00734993	0.0181427499285884	MTCH1	6	36953694
cg00736326	0.0347201249261295	ARPC1A	7	98923878
cg00737514	0.022132367887716	TBC1D1	4	37893313
cg00739120	0.188552244461959	GAPDHS;TMEM147	19	36035875
cg00741717	0.550386643611129	TLR8;LOC349408	X	12924184
cg00743372	0.0172979084858569	ZNF192	6	28109648
cg00744433	0.0990597922084971	CXADR	21	18884067
cg00745543	0.809423375101632	H1FNT	12	48722754
cg00745735	0.645607217557913	MYPN	10	69868860
cg00746083	0.0137929505852168	CHD8	14	21905454
cg00746130	0.0377751640218308	BAT5	6	31671271
cg00746981	0.0856118051254529	HDGF	1	156721141
cg00747849	0.194101875878122	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00982898288809055	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.934671873596736	FAM83E;SPACA4	19	49109288
cg00755043	0.0191984820095026	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0100853555978427	DZIP1	13	96296844
cg00756887	0.466369585911656	PVRL4	1	161059654
cg00757070	0.240906048082219	UPK2	11	118827082
cg00757952	0.846841569071441	CRYBB1	22	27014415
cg00761755	0.00829222538693911	SLC43A2	17	1531579
cg00762512	0.0252937772944048	RPL9;LIAS	4	39460606
cg00763679	0.0296835680022147	SEPT2;HDLBP	2	242254198
cg00763889	0.931898607961816	HRASLS2	11	63330544
cg00766729	0.0115503058100187	ZNF784	19	56136136
cg00766889	0.0226876413919148	SEPHS1	10	13390384
cg00767581	0.925895325334579	HOXD4;MIR10B	2	177015125
cg00768439	0.301472733711968	FAM133A;NAP1L3	X	92928711
cg00769470	0.56615920695129	DEFB129	20	207338
cg00769520	0.0131644828596616	ST8SIA1	12	22488465
cg00770279	0.0153462118190275	CDKN2D	19	10679308
cg00770871	0.0102287578573148	TULP3	12	2999840
cg00772000	0.0350733326597483	NHLRC1	6	18123049
cg00775197	0.0192185585250356	TCTE1	6	44265054
cg00777121	0.747531915794295	RASSF1	3	50378191
cg00777555	0.012799515410891	ARF4	3	57583074
cg00778920	0.0261977488770978	PRPF19	11	60674370
cg00779924	0.0452810337842999	FLJ45983	10	8094641
cg00782174	0.0289316885054279	SLC1A5	19	47291626
cg00782854	0.0145860718279971	BCL2L1	20	30310858
cg00783759	0.0154345811874157	LARP1B	4	128983441
cg00784357	0.0151286612894109	RAC1	7	6413877
cg00791249	0.0386114566630828	FDX1L	19	10426722
cg00792687	0.030113919848542	C8orf41	8	33370099
cg00792740	0.0337401535441058	UBE3A	15	25684488
cg00792849	0.0247966676101555	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0120222894671082	TRIM8	10	104403707
cg00795268	0.940174200706167	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0145471150025104	FUT4	11	94276898
cg00798206	0.0331048806004696	OXSR1	3	38207110
cg00799727	0.647922322606101	NA	NA	0
cg00800095	0.691134894430706	PNMA3	X	152224090
cg00804048	0.0469085130888994	EIF5A	17	7210539
cg00804392	0.0730986109758162	RHOH	4	40198595
cg00806490	0.164202676426701	CDH13	16	82660873
cg00807586	0.0275276683616315	DLEC1	3	38080790
cg00808492	0.880141583634089	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.059973139952269	RPF1	1	84944867
cg00811081	0.0358145019533015	RPAP3	12	48099724
cg00812502	0.0107308246545712	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00800802461244168	UQCRFS1	19	29704028
cg00815583	0.0545988095677768	FBXO16	8	28348123
cg00815605	0.0550505149777294	NA	NA	0
cg00816620	0.0787907393704437	C1orf25;C1orf26	1	185127501
cg00818693	0.0166962911347732	TTC14	3	180319964
cg00818872	0.0260395606411166	CHRNB2	1	154540271
cg00819310	0.820751494540969	VANGL1	1	116193783
cg00819362	0.694409704809143	CLIP3	19	36524208
cg00819696	0.0114539460048575	TIMELESS	12	56843016
cg00821764	0.0137912019303633	UMPS	3	124449680
cg00822607	0.0477629164534327	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0143117580339578	CHD4	12	6716566
cg00825031	0.0115698888433102	VPS37A;CNOT7	8	17104503
cg00826384	0.0187183817828632	PTPRZ1	7	121513065
cg00827369	0.0167139464829297	EIF4H	7	73588253
cg00828602	0.0345864640921029	WNT5A	3	55520834
cg00830029	0.179805356183412	NRIP2	12	2943902
cg00830393	0.0194302382521889	LRIG1	3	66552063
cg00831028	0.0465696363617832	C20orf43	20	55043745
cg00832517	0.0392433923071072	C14orf126	14	31926792
cg00832994	0.0202469978144331	NA	NA	0
cg00833393	0.019829213874063	TLN1;CREB3	9	35731638
cg00833777	0.77755389741185	ITGAM	16	31271642
cg00834796	NA	JAKMIP2	5	147161924
cg00834958	0.0342020663933317	TSC22D4	7	100077147
cg00836605	0.0144204261308881	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.017594059218534	MITF	3	69788442
cg00839584	0.706279760035052	IL1A	2	113542091
cg00839802	0.057063993926425	MAN1A1	6	119671238
cg00840403	0.283417088811605	CHST4	16	71560205
cg00840516	0.795415853754181	HYAL2	3	50360097
cg00841581	0.0173394930830783	STAG1	3	136471162
cg00842351	0.096349199112798	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.271217881104121	DLG2	11	84634126
cg00848394	0.018158129441312	WDR51A	3	52188768
cg00848397	0.0187730176259825	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.685111558512653	DAB1	1	58716018
cg00849368	0.0463642497076998	ARSK;TTC37	5	94890411
cg00850538	0.584378444243374	CRIM1	2	36582038
cg00852964	0.779799394371898	VNN1	6	133035150
cg00853068	0.483180390012779	FMNL1	17	43298592
cg00854637	0.0475145561636754	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0220611754046932	SKP1	5	133512930
cg00856375	0.0249885839757083	PSMD14	2	162164676
cg00858899	0.0346155170398074	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.846089288195517	CYB5R2	11	7694524
cg00861635	0.0198773252593439	ZNF200	16	3285425
cg00862041	0.754044198459071	GPRASP2	X	101967017
cg00862290	0.939973239781747	KCNMB3	3	178984973
cg00862770	0.016912869832814	FKBP5	6	35655764
cg00864867	0.0151806865993145	PAWR	12	80085268
cg00870662	0.0164987052625282	PARD6G	18	78005665
cg00871453	0.0214177476508839	WDR67	8	124084640
cg00873037	0.0503533095996708	NEIL2	8	11626984
cg00873937	0.0200071761882866	ATOH7	10	69991564
cg00874863	0.62805627700271	LHFPL1	X	111924370
cg00875272	0.0765050972020589	TAL1	1	47695321
cg00876704	0.0160319944647935	PKN1	19	14544684
cg00877887	0.0275982051415235	DUOXA2;DUOX2	15	45406654
cg00877964	0.0211730534860041	SLC1A4	2	65215638
cg00881086	0.0229537386156231	NCRNA00119;NPHP3	3	132441942
cg00881370	0.96387471173292	LOC55908;DOCK6	19	11348439
cg00882451	0.960334012135995	ZP2	16	21222863
cg00882832	0.0372544213665456	SPRY1	4	124317983
cg00884221	0.0389489612713118	IGFBP7	4	57976915
cg00884529	0.0676003221575121	BZW2;ANKMY2	7	16685823
cg00885506	0.0313877361020642	WDR31	9	116102792
cg00886554	0.0244232386604592	NMU	4	56502598
cg00887101	0.0552958429057154	INTS5	11	62420578
cg00887547	0.0275654521729597	TAOK3	12	118811020
cg00887700	0.0210961868898254	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0173742854238488	CCND2	12	4382184
cg00888479	0.0531377024646448	SLC24A3	20	19193824
cg00888561	0.0163077487144417	WDFY2	13	52157910
cg00890257	0.0199650745811804	DEGS2	14	100625756
cg00891278	0.747089081661401	CCDC37	3	126113784
cg00891541	0.841411673694264	SMPD3	16	68481487
cg00892393	0.675642019158656	C16orf73	16	1911525
cg00892798	0.0161358344884388	NGFR	17	47572909
cg00893242	0.0435780596985886	SND1	7	127291580
cg00893636	0.0337884971612042	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0162522057682997	RPL7L1	6	42847415
cg00894577	0.513424375109206	NA	NA	0
cg00895324	0.901896083439733	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0294690232375989	LACE1	6	108616288
cg00899086	0.0310784725116025	SEPT11	4	77871294
cg00899641	0.0228435929476094	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.037142175057308	YBX2	17	7197375
cg00901652	0.0497096580108078	CTR9	11	10772434
cg00901683	0.0231719984986949	PTCD1;CPSF4	7	99036756
cg00901704	0.033242644421933	SLC25A19	17	73285325
cg00901766	0.0473165529788204	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0547193236195552	CHL1	3	238161
cg00903375	0.0122165934348356	SBDS;TYW1	7	66460591
cg00904483	0.970602358919877	MGMT	10	131354873
cg00904574	0.0221807189138345	PLK3	1	45265678
cg00905170	0.00885570892662503	RRS1	8	67341306
cg00906183	0.0157542259870493	HGS;ARL16	17	79650926
cg00908551	0.0426429758583741	FANCF	11	22646931
cg00910067	0.0500011764261306	SLC7A10	19	33717545
cg00910168	0.507966485356848	DHX37	12	125474021
cg00911351	0.69351283401881	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.895011775353249	PRPS1L1	7	18067463
cg00912191	0.0684675029583618	UBTD2	5	171709917
cg00912942	0.744903150788288	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.012097920586131	SHC1;CKS1B	1	154946946
cg00916199	0.0171753149202542	TMCO6	5	140019287
cg00916635	0.222529065716139	PTPN22	1	114414312
cg00917893	0.0190882424109992	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0407253590446952	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0757729452957923	XIAP	X	122993419
cg00922727	0.0334333900968299	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.32740273504619	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.045362616755887	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0182957539214173	FBXO28	1	224301953
cg00930194	0.631161851947079	PROP1	5	177423598
cg00930873	0.780855664920849	ALDH1A2	15	58357973
cg00931491	0.164643090786211	SULT1A2	16	28608288
