Hybridization REF	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05
cg00503840	0.737039718912214	DLX5	7	96650509
cg00504595	0.141062421569907	TNFRSF19	13	24144985
cg00509616	0.0329209354586153	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0277927081771698	C6orf211;RMND1	6	151772946
cg00510956	0.94515884244139	KHDRBS1	1	32478440
cg00511475	0.40004765917848	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.114710845748867	SLC18A2	10	119000991
cg00512374	0.0295671705787238	IGFBP4	17	38599682
cg00513220	0.0175596396433828	MOSC2	1	220922123
cg00513467	0.0207710241185097	KLHL9	9	21335551
cg00514407	0.131523244686142	SERPINE2	2	224904626
cg00514895	0.018129756798877	CPZ	4	8594413
cg00515905	0.855197307813826	EPS8L3	1	110306507
cg00516481	0.602792541155172	PDE9A	21	44073202
cg00518911	0.305546895721623	NA	NA	0
cg00518989	0.033574618316526	LIMK2	22	31608519
cg00519208	0.904120065962392	EVI5	1	93258319
cg00519627	0.0146918787785343	CORO7	16	4466650
cg00520135	0.902582602021161	TPM1	15	63333846
cg00520708	0.0684428623365813	C5orf24	5	134181266
cg00521434	0.936577565741691	GPR61	1	110081965
cg00521598	0.0374892680420464	MYCBP	1	39339413
cg00522034	0.00869056877612647	CBLB	3	105587721
cg00522316	0.0244436753640066	KHSRP	19	6425042
cg00524288	0.0204270495541479	UPP1	7	48128452
cg00528052	0.0135711071213366	KDM5B	1	202777295
cg00528967	0.0113513409474051	STK24	13	99228955
cg00532335	0.659571288816437	LGI1	10	95516861
cg00532890	0.0214912537896213	PBX1	1	164528682
cg00534274	0.110347311553213	SLC7A11	4	139163341
cg00534856	0.893745273282053	NA	NA	0
cg00536175	0.760786290047624	GATA1	X	48645024
cg00537910	0.88214585230764	ATG9A;ABCB6	2	220084611
cg00539322	0.748736145740773	SAG	2	234216360
cg00539716	0.0546322623774578	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0465434351129505	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0586643235415657	NA	NA	0
cg00544557	0.893112470422452	DSCR10	21	39578742
cg00545573	0.102976740346225	TAOK3	12	118810436
cg00546491	0.417791060831727	PDE1C	7	32111062
cg00546897	0.319012828183767	LOC284837	21	45232232
cg00547018	0.220067281914879	ALG1	16	5121709
cg00547789	0.285098611080426	RAB39B	X	154493750
cg00547829	0.0222617794805876	TUBD1;RPS6KB1	17	57970161
cg00548060	0.747425716639759	NPL	1	182761905
cg00548268	0.748649373946719	NPTX2	7	98245830
cg00550617	0.363427690563615	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.78070082781772	NR1H3	11	47281370
cg00554682	0.0286840120790436	ZNF804A	2	185463132
cg00554702	0.133334270361659	CHEK1	11	125496645
cg00556408	0.776394698608924	TMPRSS6	22	37500588
cg00557354	0.343503223317839	ARHGEF7	13	111767899
cg00559473	0.0700821374375013	AAAS	12	53715592
cg00560119	0.0222390645047963	STXBP1	9	130374109
cg00563229	0.0160641115864691	XKR8	1	28286146
cg00563845	0.065964209877724	PXK	3	58318305
cg00563926	0.597841996750621	TGFBR3	1	92352481
cg00563932	0.816254660367229	PTGDS	9	139871049
cg00564163	0.0308641687923948	STEAP4	7	87935979
cg00565075	0.0943418825861396	MIR659;EIF3L	22	38244893
cg00565688	0.667394609699456	TP73	1	3568212
cg00566759	0.0276673298618589	DSC2	18	28682345
cg00567479	0.0325331814343089	FARP2	2	242295999
cg00567749	0.030871347310356	VCAN	5	82767908
cg00568128	0.112805176682468	MIR2110;C10orf118	10	115934100
cg00568792	0.0421122497397237	STT3A	11	125462554
cg00569620	0.024856248518869	ABHD10	3	111697653
cg00571634	0.245032797346222	WDR5B	3	122134820
cg00572797	0.985903261243724	NA	NA	0
cg00573606	0.732655281861127	COL6A3	2	238322680
cg00575744	0.0817420977774281	HLA-DMB	6	32908642
cg00576250	0.516672808005062		20	45087765
cg00577167	0.391722806395191	ALDOB	9	104197675
cg00577464	0.0378984017078908	SHH	7	155604780
cg00578575	0.0427704172153967	NA	NA	0
cg00579393	0.280048279586615	REG1B	2	79316004
cg00579402	0.84385097215507	FUT6	19	5838999
cg00581156	0.0145981436697678	DIMT1L	5	61699416
cg00582372	0.737630843141253	NA	NA	0
cg00582628	0.0387041472446026	RGS20	8	54764515
cg00584022	0.0138290386157588	KRAS	12	25403167
cg00585790	0.238863349452378	LIMS1	2	109204845
cg00585846	0.028494199759506	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.105283269618363	CDKAL1	6	20534671
cg00587613	0.812296912521236	GPR152	11	67220223
cg00592315	0.951061808292136	C14orf86;FAM181A	14	94384611
cg00594118	0.237264600363894	COBRA1	9	140150000
cg00594952	0.73470369447854	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.383950470746434	MYO1C	17	1395880
cg00598858	0.0173540631386821	PRKCSH;CCDC151	19	11545966
cg00600110	0.912091329010651	FAM9A	X	8769528
cg00600684	0.950534127593565	WDR11	10	122610158
cg00601486	0.896085523001738	H1FNT	12	48723148
cg00602891	0.0327019603771426	C17orf62	17	80408864
cg00603172	0.433239969756707	NA	NA	0
cg00605270	0.019914360494427	SMPDL3B	1	28261552
cg00609097	0.0168759216969839	TESK2	1	45956974
cg00611397	0.926541254769494	GTPBP5	20	60768026
cg00612467	0.0530455860059166	HADH	4	108911077
cg00613255	0.747831909047142	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0448009515295385	RBM9	22	36236649
cg00615915	0.165475946759388	SERPINB8	18	61637299
cg00616129	0.140689140140104	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0142477181625253	NCL	2	232329096
cg00617305	0.0158504718777015	SHISA4	1	201857940
cg00618396	0.578587480453192	VBP1	X	154444551
cg00619207	0.367663144275984	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0317039114007376	CENPF	1	214776904
cg00620629	0.0245788590297286	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0874500604062078	ODF3L1	15	76016335
cg00622677	0.0282262575279794	TSPAN5	4	99579248
cg00623593	0.875774933761154	DOCK1	10	128767610
cg00625425	0.67195776261348	KANK4	1	62785512
cg00625653	0.195889300382754	WNT7A	3	13921227
cg00626119	0.720894165520226	SH2D2A;NTRK1	1	156785288
cg00626466	0.85257459529453	GNS	12	65153982
cg00627233	0.30697844071158	NA	NA	0
cg00627286	0.0769578383362006	NA	NA	0
cg00629217	0.919034017308347	LNX1	4	54425349
cg00629585	0.107725953661302	GFI1B	9	135853992
cg00630164	0.0377440034452003	KCNQ4	1	41250062
cg00630249	0.0140293434379054	CYB561D1	1	110036889
cg00630583	0.0215358367206626	PXMP2;POLE	12	133264314
cg00631230	0.0171991088564386	VPS33A	12	122750916
cg00633969	0.955883972895997	PARP9;DTX3L	3	122284550
cg00634577	0.40139134287926	NA	NA	0
cg00635481	0.0114240854592836	ZNF76	6	35226917
cg00636639	0.0142449016687671	RBM18;MRRF	9	125027249
cg00638514	0.015713016549895	OTOP3	17	72932048
cg00642303	0.0114255136276874	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.849598459183919		7	100544704
cg00645224	0.0157417007781981	NA	NA	0
cg00645579	0.8855348587685	IRF7;MUPCDH	11	617140
cg00645922	0.0143240307365941	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0284903438635647	ARSD	X	2847561
cg00646492	0.0645924535759341	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0310766366586826	SLC17A5	6	74364149
cg00648883	0.656043913833294	EEF1DP3	13	32524761
cg00650762	0.0109001904209746	EPHB2	1	23037368
cg00650876	0.0114315180028885	YBX1	1	43148058
cg00651216	0.0451375980876784	HSP90AB1	6	44213720
cg00653387	0.0797786263584694	PTN	7	137028535
cg00654814	0.127426844150074	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0222791546658046	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0331186243770979	PPARD	6	35310123
cg00657582	0.0687527138642942	CHD8	14	21904906
cg00658007	0.459781899162791	RD3	1	211666129
cg00658626	0.294730750692496	CCDC63	12	111284979
cg00659129	0.842552692966866	ASAP1	8	131414614
cg00659953	0.0103188735301193	FAM173A	16	770731
cg00660989	0.0480676618171623	KLHL28;FAM179B	14	45432516
cg00661202	0.0150325428501105	TMEM43;CHCHD4	3	14166502
cg00661485	0.786581840705935	FOXI1	5	169533372
cg00662556	0.365618524834878	GALR1	18	74963364
cg00662775	0.334956029929286	NA	NA	0
cg00665395	0.0173096189652215	TTLL4	2	219575490
cg00666446	0.0391328613728186	ZNF670	1	247242273
cg00666746	0.266819398372038	SYDE1	19	15217781
cg00668685	0.880762343903028	SLC39A5	12	56624552
cg00669623	0.0458541010102049	CDK11B;CDK11A	1	1655867
cg00669856	0.0557478453372603	SPRY1	4	124317779
cg00671161	0.0113130281251246	ALG11;ATP7B	13	52586367
cg00672638	0.097126206142997	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.151965614781696	DOPEY2	21	37536923
cg00674922	0.0112254750780475	NA	NA	0
cg00676660	0.0322139308674972	ADAMTS9	3	64672609
cg00677811	0.023309212142368	CCM2	7	45040321
cg00678539	0.498336769842838	MNS1	15	56757625
cg00679556	0.521546709311655	TRIM31	6	30080782
cg00679738	0.236317469824789	FAM89A	1	231175246
cg00682653	0.0205471028170076	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0174784333373855	PPFIA2	12	82153256
cg00686022	0.851864080446473	C12orf40	12	40020078
cg00686623	0.0177040151794856	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0212300984058278	NDRG4	16	58497236
cg00688421	0.0438767006291345	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.283940430945757	RTKN	2	74668672
cg00690049	0.357892487852808	MAGED2	X	54834244
cg00690280	0.821102896013216	WFDC10B;WFDC13	20	44332733
cg00690893	0.365270820180391	NA	NA	0
cg00691625	0.816611855421432	NR5A1	9	127269807
cg00691822	0.36759996898181	NA	NA	0
cg00692549	0.0797947409335368	TARDBP	1	11072455
cg00693307	0.84538135773904	NA	NA	0
cg00695416	0.0188026934924564	CBR1	21	37442476
cg00696900	0.0191130460940755	NA	NA	0
cg00698688	0.368722494723796	SULT2B1	19	49055432
cg00702231	0.857950725465798	PLAGL1;HYMAI	6	144329473
cg00702729	0.952810254746878	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0310774006977695	KCTD15	19	34288103
cg00704909	0.0189190239230944	COPB1	11	14521319
cg00705255	0.165325630702618	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0227471543092859	NMNAT2	1	183387564
cg00708598	0.193167210136465	LECT1	13	53313895
cg00708642	0.02967130551874	EIF5	14	103800518
cg00711916	0.0369277722159077	CNNM4	2	97426274
cg00712898	0.011150406836751	PRPF38B	1	109235208
cg00714377	0.659650076243874	SLA2	20	35274715
cg00717862	0.0221662379185882	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0165965772692538	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.257718980660728		2	89215272
cg00718748	0.0173855024948273	ZNF624	17	16556871
cg00720072	0.0314816570363006	MARCH5;CPEB3	10	94051159
cg00720137	0.014820602266348	DYNLRB2	16	80575018
cg00720723	0.0209774963784929	NOP58	2	203130645
cg00722300	0.672597024489418	RLN3	19	14138639
cg00724662	0.04909017449554	NXF1	11	62573193
cg00725143	0.0169500955657129	NA	NA	0
cg00725635	0.045384253593037	B3GALT2;CDC73	1	193155806
cg00725777	0.639203942701043	NGFRAP1	X	102630411
cg00727590	0.388010379022167	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0608178043322391	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0225958138133025	C6orf27	6	31744927
cg00729275	0.759260136512858	AQP4;C18orf16	18	24445134
cg00729541	0.0234404796734226	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0283633205856353	PALMD	1	100111713
cg00730260	0.9182269897596	C12orf67	12	24736888
cg00731459	0.0196193761485442	HDAC4	2	240323091
cg00733682	0.014731436974044	ZNF44	19	12405568
cg00734993	0.0209185502072582	MTCH1	6	36953694
cg00736326	0.0205243339088714	ARPC1A	7	98923878
cg00737514	0.0189817355670562	TBC1D1	4	37893313
cg00739120	0.293053727377148	GAPDHS;TMEM147	19	36035875
cg00741717	0.595597526114643	TLR8;LOC349408	X	12924184
cg00743372	0.0234134224241637	ZNF192	6	28109648
cg00744433	0.795739497274605	CXADR	21	18884067
cg00745543	0.932073519553171	H1FNT	12	48722754
cg00745735	0.796282513645905	MYPN	10	69868860
cg00746083	0.0190652244487816	CHD8	14	21905454
cg00746130	0.0436334733043447	BAT5	6	31671271
cg00746981	0.105960386139875	HDGF	1	156721141
cg00747849	0.196471923438515	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0110642227040093	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.897170351391447	FAM83E;SPACA4	19	49109288
cg00755043	0.0183857115567213	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0107983155712661	DZIP1	13	96296844
cg00756887	0.332397048847225	PVRL4	1	161059654
cg00757070	0.253719164783572	UPK2	11	118827082
cg00757952	0.860827311571931	CRYBB1	22	27014415
cg00761755	0.0124686835553315	SLC43A2	17	1531579
cg00762512	0.0231890606926562	RPL9;LIAS	4	39460606
cg00763679	0.0301865259760315	SEPT2;HDLBP	2	242254198
cg00763889	0.913888212524329	HRASLS2	11	63330544
cg00766729	0.0133021538494288	ZNF784	19	56136136
cg00766889	0.0276224037854429	SEPHS1	10	13390384
cg00767581	0.926472074023439	HOXD4;MIR10B	2	177015125
cg00768439	0.452480810534708	FAM133A;NAP1L3	X	92928711
cg00769470	0.859955417690592	DEFB129	20	207338
cg00769520	0.0812176635900248	ST8SIA1	12	22488465
cg00770279	0.0158737378909199	CDKN2D	19	10679308
cg00770871	0.00911891242718562	TULP3	12	2999840
cg00772000	0.0820676952704375	NHLRC1	6	18123049
cg00775197	0.0250432041508196	TCTE1	6	44265054
cg00777121	0.671567457775569	RASSF1	3	50378191
cg00777555	0.0140572358462408	ARF4	3	57583074
cg00778920	0.0268331204614697	PRPF19	11	60674370
cg00779924	0.0891384593554727	FLJ45983	10	8094641
cg00782174	0.0274125617160526	SLC1A5	19	47291626
cg00782854	0.0147025020718209	BCL2L1	20	30310858
cg00783759	0.0140241734710233	LARP1B	4	128983441
cg00784357	0.0129051027118046	RAC1	7	6413877
cg00791249	0.050151211935518	FDX1L	19	10426722
cg00792687	0.0193988145538582	C8orf41	8	33370099
cg00792740	0.0429815580923259	UBE3A	15	25684488
cg00792849	0.336989200928392	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0167811543489583	TRIM8	10	104403707
cg00795268	0.94923313417147	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0255435084904214	FUT4	11	94276898
cg00798206	0.054447714665747	OXSR1	3	38207110
cg00799727	0.74660345478147	NA	NA	0
cg00800095	0.956418619706224	PNMA3	X	152224090
cg00804048	0.0352730137926168	EIF5A	17	7210539
cg00804392	0.255078523423892	RHOH	4	40198595
cg00806490	0.28869969798047	CDH13	16	82660873
cg00807586	0.442429282038051	DLEC1	3	38080790
cg00808492	0.895266538853302	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0386850308019788	RPF1	1	84944867
cg00811081	0.0235612620179157	RPAP3	12	48099724
cg00812502	0.0104492754884069	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.0137479394991172	UQCRFS1	19	29704028
cg00815583	0.028985726762847	FBXO16	8	28348123
cg00815605	0.130942857494665	NA	NA	0
cg00816620	0.0917148072193758	C1orf25;C1orf26	1	185127501
cg00818693	0.0193620262694111	TTC14	3	180319964
cg00818872	0.0387709693459892	CHRNB2	1	154540271
cg00819310	0.825364442559275	VANGL1	1	116193783
cg00819362	0.64036659483825	CLIP3	19	36524208
cg00819696	0.0117801047470554	TIMELESS	12	56843016
cg00821764	0.0119509741386195	UMPS	3	124449680
cg00822607	0.0811936660218556	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.015584923547308	CHD4	12	6716566
cg00825031	0.0110497205497938	VPS37A;CNOT7	8	17104503
cg00826384	0.0327142357527717	PTPRZ1	7	121513065
cg00827369	0.0214705272873871	EIF4H	7	73588253
cg00828602	0.0272198097717092	WNT5A	3	55520834
cg00830029	0.609927694712517	NRIP2	12	2943902
cg00830393	0.0251437917777476	LRIG1	3	66552063
cg00831028	0.0389961530461292	C20orf43	20	55043745
cg00832517	0.0555512689256082	C14orf126	14	31926792
cg00832994	0.0199962049720361	NA	NA	0
cg00833393	0.0210040100940574	TLN1;CREB3	9	35731638
cg00833777	0.735909098305435	ITGAM	16	31271642
cg00834796	0.0460384923417216	JAKMIP2	5	147161924
cg00834958	0.0263926068693663	TSC22D4	7	100077147
cg00836605	0.0112663162544658	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0220183202932918	MITF	3	69788442
cg00839584	0.743456088888529	IL1A	2	113542091
cg00839802	0.0771782188230765	MAN1A1	6	119671238
cg00840403	0.537992137245175	CHST4	16	71560205
cg00840516	0.752202914190457	HYAL2	3	50360097
cg00841581	0.0183688115920511	STAG1	3	136471162
cg00842351	0.0758450431750949	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.246510479731731	DLG2	11	84634126
cg00848394	0.0195553498230593	WDR51A	3	52188768
cg00848397	0.0237677055890865	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0157336894097615	DAB1	1	58716018
cg00849368	0.0247352730066985	ARSK;TTC37	5	94890411
cg00850538	0.451107704679238	CRIM1	2	36582038
cg00852964	0.564530151534883	VNN1	6	133035150
cg00853068	0.432815787281035	FMNL1	17	43298592
cg00854637	0.062592114562198	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0281045010876186	SKP1	5	133512930
cg00856375	0.0273405962714671	PSMD14	2	162164676
cg00858899	0.0317639299176629	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.816439400368578	CYB5R2	11	7694524
cg00861635	0.0242240586050968	ZNF200	16	3285425
cg00862041	0.634644547621216	GPRASP2	X	101967017
cg00862290	0.859541142534454	KCNMB3	3	178984973
cg00862770	0.0223583825220339	FKBP5	6	35655764
cg00864867	0.0168039379063679	PAWR	12	80085268
cg00870662	0.0175752241877147	PARD6G	18	78005665
cg00871453	0.0243107095907429	WDR67	8	124084640
cg00873037	0.0170689732115358	NEIL2	8	11626984
cg00873937	0.0254416536051924	ATOH7	10	69991564
cg00874863	0.328119082755844	LHFPL1	X	111924370
cg00875272	0.094500203577645	TAL1	1	47695321
cg00876704	0.0187322421942335	PKN1	19	14544684
cg00877887	0.105462814244627	DUOXA2;DUOX2	15	45406654
cg00877964	0.0167579023766323	SLC1A4	2	65215638
cg00881086	0.0238833804730031	NCRNA00119;NPHP3	3	132441942
cg00881370	0.929957025344727	LOC55908;DOCK6	19	11348439
cg00882451	0.942846874088033	ZP2	16	21222863
cg00882832	0.023904101206287	SPRY1	4	124317983
cg00884221	0.0421282798030298	IGFBP7	4	57976915
cg00884529	0.0696793610515781	BZW2;ANKMY2	7	16685823
cg00885506	0.0318594019949321	WDR31	9	116102792
cg00886554	0.0253140025950471	NMU	4	56502598
cg00887101	0.111546907915994	INTS5	11	62420578
cg00887547	0.0225542151780551	TAOK3	12	118811020
cg00887700	0.0296292228505115	EIF2B1;GTF2H3	12	124118360
cg00888007	0.330546291708336	CCND2	12	4382184
cg00888479	0.556042004224213	SLC24A3	20	19193824
cg00888561	0.0449879761495892	WDFY2	13	52157910
cg00890257	0.0190322887089431	DEGS2	14	100625756
cg00891278	0.490140846870655	CCDC37	3	126113784
cg00891541	0.849356359670172	SMPD3	16	68481487
cg00892393	0.906072566304284	C16orf73	16	1911525
cg00892798	0.0126688194455778	NGFR	17	47572909
cg00893242	0.219196213032293	SND1	7	127291580
cg00893636	0.0181326537465443	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0181282571394632	RPL7L1	6	42847415
cg00894577	0.374862884246893	NA	NA	0
cg00895324	0.899368772068878	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0284520360415877	LACE1	6	108616288
cg00899086	0.0344776880433468	SEPT11	4	77871294
cg00899641	0.0210981380631556	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0371013353053478	YBX2	17	7197375
cg00901652	0.0332814058912141	CTR9	11	10772434
cg00901683	0.0251849886624937	PTCD1;CPSF4	7	99036756
cg00901704	0.0274371512820734	SLC25A19	17	73285325
cg00901766	0.0215303819572496	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.159660434147049	CHL1	3	238161
cg00903375	0.0141786982803934	SBDS;TYW1	7	66460591
cg00904483	0.97007255833835	MGMT	10	131354873
cg00904574	0.0202359118676713	PLK3	1	45265678
cg00905170	0.0137814934096722	RRS1	8	67341306
cg00906183	0.0342494597480825	HGS;ARL16	17	79650926
cg00908551	0.051073826513466	FANCF	11	22646931
cg00910067	0.160943369026997	SLC7A10	19	33717545
cg00910168	0.554381162541724	DHX37	12	125474021
cg00911351	0.603353081524803	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.89488090441292	PRPS1L1	7	18067463
cg00912191	0.0911470143746584	UBTD2	5	171709917
cg00912942	0.915421662686562	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0138054927191533	SHC1;CKS1B	1	154946946
cg00916199	0.0207879511720399	TMCO6	5	140019287
cg00916635	0.743663915618964	PTPN22	1	114414312
cg00917893	0.0161810460339265	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.024104178995188	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.103616040656609	XIAP	X	122993419
cg00922727	0.0347177811283421	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.308468422423658	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0230331837511747	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0252752209803372	FBXO28	1	224301953
cg00930194	0.586693038480986	PROP1	5	177423598
cg00930873	0.364634993962238	ALDH1A2	15	58357973
cg00931491	0.187839437875824	SULT1A2	16	28608288
cg00932276	0.389378452831111	EGFL6	X	13587976
