Hybridization REF	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05
cg00503458	0.0467331455622993	KIAA0907	1	155904439
cg00503840	0.354186683497639	DLX5	7	96650509
cg00504595	0.0490167932560244	TNFRSF19	13	24144985
cg00509616	0.0424395387356726	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.276034245261569	C6orf211;RMND1	6	151772946
cg00510956	0.930580595661144	KHDRBS1	1	32478440
cg00511475	0.203676568403455	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.344974145184704	SLC18A2	10	119000991
cg00512374	0.0167474798696349	IGFBP4	17	38599682
cg00513220	0.0115955528169399	MOSC2	1	220922123
cg00513467	0.025839689224729	KLHL9	9	21335551
cg00514407	0.0728837044916669	SERPINE2	2	224904626
cg00514895	0.0146567159538723	CPZ	4	8594413
cg00515905	0.953139590972169	EPS8L3	1	110306507
cg00516481	0.478189116404831	PDE9A	21	44073202
cg00518911	0.687848376836297	NA	NA	0
cg00518989	0.0144576311681307	LIMK2	22	31608519
cg00519208	0.390070621474074	EVI5	1	93258319
cg00519627	0.0106407131294974	CORO7	16	4466650
cg00520135	0.921713803468081	TPM1	15	63333846
cg00520708	0.0668038279887951	C5orf24	5	134181266
cg00521434	0.75391932701133	GPR61	1	110081965
cg00521598	0.032743465060815	MYCBP	1	39339413
cg00522034	0.00925455866324617	CBLB	3	105587721
cg00522316	0.0188899808521781	KHSRP	19	6425042
cg00524288	0.0398521329032862	UPP1	7	48128452
cg00528052	0.00681397163413541	KDM5B	1	202777295
cg00528967	0.0137263388163294	STK24	13	99228955
cg00532335	0.321072405356732	LGI1	10	95516861
cg00532890	0.017808309439653	PBX1	1	164528682
cg00534274	0.0394457279423905	SLC7A11	4	139163341
cg00534856	0.811061452947677	NA	NA	0
cg00536175	0.935308513654248	GATA1	X	48645024
cg00537910	0.854773593912787	ATG9A;ABCB6	2	220084611
cg00539322	0.662180790888864	SAG	2	234216360
cg00539716	0.0442714551819351	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0169923418310156	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.176996717432026	NA	NA	0
cg00544557	0.727958882398307	DSCR10	21	39578742
cg00545573	0.053059546158719	TAOK3	12	118810436
cg00546491	0.596931647255363	PDE1C	7	32111062
cg00546897	0.221513622898691	LOC284837	21	45232232
cg00547018	0.0794354072064414	ALG1	16	5121709
cg00547789	0.0215734658763131	RAB39B	X	154493750
cg00547829	0.0270596829831603	TUBD1;RPS6KB1	17	57970161
cg00548060	0.484471016576856	NPL	1	182761905
cg00548268	0.687381599732949	NPTX2	7	98245830
cg00550617	0.110780215068773	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.772083147632845	NR1H3	11	47281370
cg00554682	0.0304607420392127	ZNF804A	2	185463132
cg00554702	0.0914484446282146	CHEK1	11	125496645
cg00556408	0.831876694166259	TMPRSS6	22	37500588
cg00557354	0.11081290320318	ARHGEF7	13	111767899
cg00559473	0.0874337220271605	AAAS	12	53715592
cg00560119	0.0314940244374812	STXBP1	9	130374109
cg00563229	0.0117324818261641	XKR8	1	28286146
cg00563845	0.0508400792326168	PXK	3	58318305
cg00563926	0.108165003234498	TGFBR3	1	92352481
cg00563932	0.782837030400877	PTGDS	9	139871049
cg00564163	0.760838109111573	STEAP4	7	87935979
cg00565075	0.0384206999026952	MIR659;EIF3L	22	38244893
cg00565688	0.663888007392169	TP73	1	3568212
cg00566759	0.0171001460473537	DSC2	18	28682345
cg00567479	0.0282943294530423	FARP2	2	242295999
cg00567749	0.130560843791274	VCAN	5	82767908
cg00568128	0.0613294452144663	MIR2110;C10orf118	10	115934100
cg00568792	0.0621440603986729	STT3A	11	125462554
cg00569620	0.0425054027301503	ABHD10	3	111697653
cg00571634	0.204889014823651	WDR5B	3	122134820
cg00572797	0.990892154363846	NA	NA	0
cg00573606	0.588532645397249	COL6A3	2	238322680
cg00575744	0.0348547249590309	HLA-DMB	6	32908642
cg00576250	0.249456462338173		20	45087765
cg00577167	0.511652464348823	ALDOB	9	104197675
cg00577464	0.0134649520707056	SHH	7	155604780
cg00578575	0.0389974121516417	NA	NA	0
cg00579393	0.833513118307496	REG1B	2	79316004
cg00579402	0.560742954295984	FUT6	19	5838999
cg00581156	0.0155939491042969	DIMT1L	5	61699416
cg00582372	0.366603737633668	NA	NA	0
cg00582628	0.0381324468777968	RGS20	8	54764515
cg00584022	0.0145342378081404	KRAS	12	25403167
cg00585790	0.566526460166667	LIMS1	2	109204845
cg00585846	0.0118285242974872	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0570765589328743	CDKAL1	6	20534671
cg00587613	0.561808494283047	GPR152	11	67220223
cg00592315	0.913162707127473	C14orf86;FAM181A	14	94384611
cg00594118	0.11982112322349	COBRA1	9	140150000
cg00594952	0.867206712307785	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.43846451503115	MYO1C	17	1395880
cg00598858	0.0171202157742056	PRKCSH;CCDC151	19	11545966
cg00600110	0.870038860300981	FAM9A	X	8769528
cg00600684	0.923600366458998	WDR11	10	122610158
cg00601486	0.908915410200747	H1FNT	12	48723148
cg00602891	0.0403325047078831	C17orf62	17	80408864
cg00603172	0.202265804252352	NA	NA	0
cg00605270	0.0105458133431311	SMPDL3B	1	28261552
cg00609097	0.0131162610978875	TESK2	1	45956974
cg00611397	0.928072348218968	GTPBP5	20	60768026
cg00612467	0.0194863809160873	HADH	4	108911077
cg00613255	0.684635554004236	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.077471831330858	RBM9	22	36236649
cg00615915	0.087577135416075	SERPINB8	18	61637299
cg00616129	0.0256314139262832	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0104517835254643	NCL	2	232329096
cg00617305	0.0123743185708284	SHISA4	1	201857940
cg00618396	0.00995050083440829	VBP1	X	154444551
cg00619207	0.288078478978933	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0439428477727962	CENPF	1	214776904
cg00620629	0.022481639667942	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0360820537516416	ODF3L1	15	76016335
cg00622677	0.0956731194224813	TSPAN5	4	99579248
cg00623593	0.899392984441018	DOCK1	10	128767610
cg00625425	0.312873145757955	KANK4	1	62785512
cg00625653	0.470591636009035	WNT7A	3	13921227
cg00626119	0.586988867349947	SH2D2A;NTRK1	1	156785288
cg00626466	0.0938852527131283	GNS	12	65153982
cg00627233	0.297083806658594	NA	NA	0
cg00627286	0.0645304727931025	NA	NA	0
cg00629217	0.641327894554651	LNX1	4	54425349
cg00629585	0.201779554116789	GFI1B	9	135853992
cg00630164	0.0187853572227485	KCNQ4	1	41250062
cg00630249	0.0128557309038945	CYB561D1	1	110036889
cg00630583	0.0178420852104198	PXMP2;POLE	12	133264314
cg00631230	0.0199281164606969	VPS33A	12	122750916
cg00633969	0.955470845976604	PARP9;DTX3L	3	122284550
cg00634577	0.290516199812125	NA	NA	0
cg00635481	0.0113637812932352	ZNF76	6	35226917
cg00636639	0.015601861528488	RBM18;MRRF	9	125027249
cg00638514	0.0136950374073179	OTOP3	17	72932048
cg00642303	0.0104403086912611	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.646255002091878		7	100544704
cg00645224	0.0151345660606048	NA	NA	0
cg00645579	0.834286832221633	IRF7;MUPCDH	11	617140
cg00645922	0.0475731582447269	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0187497433570275	ARSD	X	2847561
cg00646492	0.0726801046626688	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.031679567181463	SLC17A5	6	74364149
cg00648883	0.142841964296413	EEF1DP3	13	32524761
cg00650762	0.00784776590636093	EPHB2	1	23037368
cg00650876	0.0129607440265804	YBX1	1	43148058
cg00651216	0.0198553489542911	HSP90AB1	6	44213720
cg00653387	0.180845287252769	PTN	7	137028535
cg00654814	0.155193980628674	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.015374724418078	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0279713579642681	PPARD	6	35310123
cg00657582	0.0184075995565508	CHD8	14	21904906
cg00658007	0.409143861110995	RD3	1	211666129
cg00658626	0.100511179876547	CCDC63	12	111284979
cg00659129	0.952836338156015	ASAP1	8	131414614
cg00659953	0.00686695836774276	FAM173A	16	770731
cg00660989	0.0424339543757502	KLHL28;FAM179B	14	45432516
cg00661202	NA	TMEM43;CHCHD4	3	14166502
cg00661485	0.669616909093247	FOXI1	5	169533372
cg00662556	0.645549305619479	GALR1	18	74963364
cg00662775	0.102235879596759	NA	NA	0
cg00665395	0.0658981943518383	TTLL4	2	219575490
cg00666446	0.0346818643628429	ZNF670	1	247242273
cg00666746	0.0501539015537153	SYDE1	19	15217781
cg00668685	0.853481562612712	SLC39A5	12	56624552
cg00669623	0.119159094394475	CDK11B;CDK11A	1	1655867
cg00669856	0.0495889456659646	SPRY1	4	124317779
cg00671161	0.00806754716233863	ALG11;ATP7B	13	52586367
cg00672638	0.0612517137512681	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.117467454266943	DOPEY2	21	37536923
cg00674922	0.15467352888076	NA	NA	0
cg00676660	0.0213427942878283	ADAMTS9	3	64672609
cg00677811	0.0155756471132798	CCM2	7	45040321
cg00678539	0.136591674617213	MNS1	15	56757625
cg00679556	0.331305941268674	TRIM31	6	30080782
cg00679738	0.222020451951278	FAM89A	1	231175246
cg00682653	0.0173931770836928	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0332066856083909	PPFIA2	12	82153256
cg00686022	0.910946304778589	C12orf40	12	40020078
cg00686623	0.0231060031766726	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0190631858351587	NDRG4	16	58497236
cg00688421	0.0682160452791659	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0601312906772759	RTKN	2	74668672
cg00690049	0.0784712664825598	MAGED2	X	54834244
cg00690280	0.804822815313415	WFDC10B;WFDC13	20	44332733
cg00690893	0.0298468165726535	NA	NA	0
cg00691625	0.889881993516213	NR5A1	9	127269807
cg00691822	0.309966605841119	NA	NA	0
cg00692549	0.0417155969081673	TARDBP	1	11072455
cg00693307	0.817610707409138	NA	NA	0
cg00695416	0.748497029997941	CBR1	21	37442476
cg00696900	0.0108890092971958	NA	NA	0
cg00698688	0.23124539681684	SULT2B1	19	49055432
cg00702231	0.883998735650962	PLAGL1;HYMAI	6	144329473
cg00702729	0.944828901027046	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0168197392609373	KCTD15	19	34288103
cg00704909	0.0305472412545013	COPB1	11	14521319
cg00705255	0.138794372457604	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0101154578908189	NMNAT2	1	183387564
cg00708598	0.32219166405864	LECT1	13	53313895
cg00708642	0.0254492519790177	EIF5	14	103800518
cg00711916	0.0374100640165514	CNNM4	2	97426274
cg00712898	0.00832832155721868	PRPF38B	1	109235208
cg00714377	0.281894411163459	SLA2	20	35274715
cg00717862	0.0206170200701573	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0909906313291239	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.13070128576102		2	89215272
cg00718748	0.0152897350438266	ZNF624	17	16556871
cg00720072	0.0199245144327897	MARCH5;CPEB3	10	94051159
cg00720137	0.00679053032871238	DYNLRB2	16	80575018
cg00720723	0.0191668918798581	NOP58	2	203130645
cg00722300	0.447583175952256	RLN3	19	14138639
cg00724662	0.0377614562377109	NXF1	11	62573193
cg00725143	0.00810815206192166	NA	NA	0
cg00725635	0.0265532224723377	B3GALT2;CDC73	1	193155806
cg00725777	0.942850181072926	NGFRAP1	X	102630411
cg00727590	0.431148467274813	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0578001445289051	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0203278687881666	C6orf27	6	31744927
cg00729275	0.296058152079854	AQP4;C18orf16	18	24445134
cg00729541	0.0192258159266068	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0224435219150863	PALMD	1	100111713
cg00730260	0.94359999550277	C12orf67	12	24736888
cg00731459	0.0143538576639394	HDAC4	2	240323091
cg00733682	0.0137151462431791	ZNF44	19	12405568
cg00734993	0.0167890484460308	MTCH1	6	36953694
cg00736326	0.017366853294338	ARPC1A	7	98923878
cg00737514	0.019704976635075	TBC1D1	4	37893313
cg00739120	0.0968227008086771	GAPDHS;TMEM147	19	36035875
cg00741717	0.837174347565858	TLR8;LOC349408	X	12924184
cg00743372	0.0120419258601696	ZNF192	6	28109648
cg00744433	0.457985644357521	CXADR	21	18884067
cg00745543	0.930826425551317	H1FNT	12	48722754
cg00745735	0.697366718903574	MYPN	10	69868860
cg00746083	0.0120462194867121	CHD8	14	21905454
cg00746130	0.0432516545537324	BAT5	6	31671271
cg00746981	0.0653953636724846	HDGF	1	156721141
cg00747849	0.0705577586261228	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00994080911484659	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.893325422444025	FAM83E;SPACA4	19	49109288
cg00755043	0.019480551537332	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0117445318200628	DZIP1	13	96296844
cg00756887	0.313062450030676	PVRL4	1	161059654
cg00757070	0.207488900166514	UPK2	11	118827082
cg00757952	0.751609896864262	CRYBB1	22	27014415
cg00761755	0.0158996852585019	SLC43A2	17	1531579
cg00762512	0.0148041842494894	RPL9;LIAS	4	39460606
cg00763679	0.0192211179481584	SEPT2;HDLBP	2	242254198
cg00763889	0.815098958675532	HRASLS2	11	63330544
cg00766729	0.0257951273806209	ZNF784	19	56136136
cg00766889	0.0227319075683602	SEPHS1	10	13390384
cg00767581	0.838769394355677	HOXD4;MIR10B	2	177015125
cg00768439	0.0872680609213362	FAM133A;NAP1L3	X	92928711
cg00769470	0.574839121465564	DEFB129	20	207338
cg00769520	0.0123715821751254	ST8SIA1	12	22488465
cg00770279	0.0098195117245863	CDKN2D	19	10679308
cg00770871	0.0139154804261338	TULP3	12	2999840
cg00772000	0.0827263078997466	NHLRC1	6	18123049
cg00775197	0.170118242735998	TCTE1	6	44265054
cg00777121	0.0453649277792783	RASSF1	3	50378191
cg00777555	0.0121935323168311	ARF4	3	57583074
cg00778920	0.0252374680956627	PRPF19	11	60674370
cg00779924	0.0899118449174119	FLJ45983	10	8094641
cg00782174	0.0290236154703844	SLC1A5	19	47291626
cg00782854	0.0145343463684134	BCL2L1	20	30310858
cg00783759	0.0139718411742741	LARP1B	4	128983441
cg00784357	0.0106082608782227	RAC1	7	6413877
cg00791249	0.0462996357325796	FDX1L	19	10426722
cg00792687	0.0169898805154963	C8orf41	8	33370099
cg00792740	0.023251344955596	UBE3A	15	25684488
cg00792849	0.0428993017137066	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0130001954998831	TRIM8	10	104403707
cg00795268	0.865071340677606	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0137578865465146	FUT4	11	94276898
cg00798206	0.0291270745807442	OXSR1	3	38207110
cg00799727	0.614621893202576	NA	NA	0
cg00800095	0.854287231906845	PNMA3	X	152224090
cg00804048	0.0370462867880967	EIF5A	17	7210539
cg00804392	0.132597583215463	RHOH	4	40198595
cg00806490	0.189574771417979	CDH13	16	82660873
cg00807586	0.0326417555719041	DLEC1	3	38080790
cg00808492	0.823056402036621	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.047781471572734	RPF1	1	84944867
cg00811081	0.0369220916311106	RPAP3	12	48099724
cg00812502	0.0093578027985474	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00569540393349647	UQCRFS1	19	29704028
cg00815583	0.0988859927471362	FBXO16	8	28348123
cg00815605	0.0218886100122496	NA	NA	0
cg00816620	0.063163370662478	C1orf25;C1orf26	1	185127501
cg00818693	0.0306144867226365	TTC14	3	180319964
cg00818872	0.0206102008539061	CHRNB2	1	154540271
cg00819310	0.822158978408789	VANGL1	1	116193783
cg00819362	0.480256754529731	CLIP3	19	36524208
cg00819696	0.0115826414798978	TIMELESS	12	56843016
cg00821764	0.0133724805641621	UMPS	3	124449680
cg00822607	0.0418304837471572	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0147305947862468	CHD4	12	6716566
cg00825031	0.010657441810604	VPS37A;CNOT7	8	17104503
cg00826384	0.0230045661258751	PTPRZ1	7	121513065
cg00827369	0.010111407976446	EIF4H	7	73588253
cg00828602	0.0319333697414796	WNT5A	3	55520834
cg00830029	0.219155705176394	NRIP2	12	2943902
cg00830393	0.0211792393660476	LRIG1	3	66552063
cg00831028	0.0180415826322479	C20orf43	20	55043745
cg00832517	0.0375542307514929	C14orf126	14	31926792
cg00832994	0.0154419305707312	NA	NA	0
cg00833393	0.00911290710317973	TLN1;CREB3	9	35731638
cg00833777	0.719475454296248	ITGAM	16	31271642
cg00834796	0.0311815087650299	JAKMIP2	5	147161924
cg00834958	0.0271053840283305	TSC22D4	7	100077147
cg00836605	0.00931027101435181	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0244542204426449	MITF	3	69788442
cg00839584	0.617028830306426	IL1A	2	113542091
cg00839802	0.0406287861475699	MAN1A1	6	119671238
cg00840403	0.199330821131813	CHST4	16	71560205
cg00840516	0.667787045290617	HYAL2	3	50360097
cg00841581	0.011969605500136	STAG1	3	136471162
cg00842351	0.123671780630551	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.286847196402301	DLG2	11	84634126
cg00848394	0.0261355357096001	WDR51A	3	52188768
cg00848397	0.012351256775716	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.478067463872548	DAB1	1	58716018
cg00849368	0.0248834345323862	ARSK;TTC37	5	94890411
cg00850538	0.536357372944015	CRIM1	2	36582038
cg00852964	0.477990148466991	VNN1	6	133035150
cg00853068	0.102889698746332	FMNL1	17	43298592
cg00854637	0.0468139528178359	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.074591655346185	SKP1	5	133512930
cg00856375	0.0192483699924177	PSMD14	2	162164676
cg00858899	0.0572591942357795	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.840423072259837	CYB5R2	11	7694524
cg00861635	0.0174107401687145	ZNF200	16	3285425
cg00862041	0.323697187728459	GPRASP2	X	101967017
cg00862290	0.927126662755975	KCNMB3	3	178984973
cg00862770	0.0148707813975711	FKBP5	6	35655764
cg00864867	0.142316522269609	PAWR	12	80085268
cg00870662	0.0166031851727127	PARD6G	18	78005665
cg00871453	0.0175508446563321	WDR67	8	124084640
cg00873037	0.0334902337160721	NEIL2	8	11626984
cg00873937	0.0255258234726598	ATOH7	10	69991564
cg00874863	0.728234873320146	LHFPL1	X	111924370
cg00875272	0.078519031671741	TAL1	1	47695321
cg00876704	0.0122114109996072	PKN1	19	14544684
cg00877887	0.0202633817472777	DUOXA2;DUOX2	15	45406654
cg00877964	0.0164146341263981	SLC1A4	2	65215638
cg00881086	0.02129136651557	NCRNA00119;NPHP3	3	132441942
cg00881370	0.929755667691514	LOC55908;DOCK6	19	11348439
cg00882451	0.938767861606929	ZP2	16	21222863
cg00882832	0.131025162568854	SPRY1	4	124317983
cg00884221	0.0267723823262635	IGFBP7	4	57976915
cg00884529	0.122773642275809	BZW2;ANKMY2	7	16685823
cg00885506	0.0482709389282532	WDR31	9	116102792
cg00886554	0.0176441575014273	NMU	4	56502598
cg00887101	0.0849327505840615	INTS5	11	62420578
cg00887547	0.0237445569476677	TAOK3	12	118811020
cg00887700	0.0147111718637947	EIF2B1;GTF2H3	12	124118360
cg00888007	0.613071527902055	CCND2	12	4382184
cg00888479	0.0195858992527259	SLC24A3	20	19193824
cg00888561	0.0258895141008545	WDFY2	13	52157910
cg00890257	0.0154962425909195	DEGS2	14	100625756
cg00891278	0.351426225373832	CCDC37	3	126113784
cg00891541	0.668414269740748	SMPD3	16	68481487
cg00892393	0.851542973025343	C16orf73	16	1911525
cg00892798	0.0134791454351911	NGFR	17	47572909
cg00893242	0.068756638055162	SND1	7	127291580
cg00893636	0.013102406640633	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0166561345360371	RPL7L1	6	42847415
cg00894577	0.675278620576035	NA	NA	0
cg00895324	0.359346180313645	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0284366193782053	LACE1	6	108616288
cg00899086	0.0267596032579294	SEPT11	4	77871294
cg00899641	0.0165929222630701	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0190853804766923	YBX2	17	7197375
cg00901652	0.0386148191320145	CTR9	11	10772434
cg00901683	0.0189932009639214	PTCD1;CPSF4	7	99036756
cg00901704	0.0322911794775451	SLC25A19	17	73285325
cg00901766	0.0271554621077076	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.398329798557118	CHL1	3	238161
cg00903375	0.0133458997955882	SBDS;TYW1	7	66460591
cg00904483	0.945150093848058	MGMT	10	131354873
cg00904574	0.0143822033651245	PLK3	1	45265678
cg00905170	0.0099806619979095	RRS1	8	67341306
cg00906183	0.0284087339864767	HGS;ARL16	17	79650926
cg00908551	0.0560642021347453	FANCF	11	22646931
cg00910067	0.301757648859849	SLC7A10	19	33717545
cg00910168	0.412056075626761	DHX37	12	125474021
cg00911351	0.475213694823447	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.786165937660326	PRPS1L1	7	18067463
cg00912191	0.0595111152408456	UBTD2	5	171709917
cg00912942	0.884624471187191	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0160116079737091	SHC1;CKS1B	1	154946946
cg00916199	0.0137614350270992	TMCO6	5	140019287
cg00916635	0.565418781842097	PTPN22	1	114414312
cg00917893	0.0184692438407637	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0350175660613467	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0855510327010133	XIAP	X	122993419
cg00922727	0.0313329477360675	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.163909254914379	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.210564221755849	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0303682090131536	FBXO28	1	224301953
cg00930194	0.28522687260195	PROP1	5	177423598
cg00930873	0.610431602209583	ALDH1A2	15	58357973
cg00931491	0.113118384176946	SULT1A2	16	28608288
