Hybridization REF	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05
cg00503458	0.0911450467006368	KIAA0907	1	155904439
cg00503840	0.634748821553756	DLX5	7	96650509
cg00504595	0.265133118261505	TNFRSF19	13	24144985
cg00509616	0.101978409250274	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.401007375229312	C6orf211;RMND1	6	151772946
cg00510956	0.875879923509126	KHDRBS1	1	32478440
cg00511475	0.427845771584449	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0141642510037651	SLC18A2	10	119000991
cg00512374	0.0192863735205471	IGFBP4	17	38599682
cg00513220	0.0343788246081406	MOSC2	1	220922123
cg00513467	0.0262544300416196	KLHL9	9	21335551
cg00514407	0.0695472169440685	SERPINE2	2	224904626
cg00514895	0.0413636915353957	CPZ	4	8594413
cg00515905	0.94635084304602	EPS8L3	1	110306507
cg00516481	0.535907879994537	PDE9A	21	44073202
cg00518911	0.811068857588796	NA	NA	0
cg00518989	0.0218995297574732	LIMK2	22	31608519
cg00519208	0.753693239061885	EVI5	1	93258319
cg00519627	0.0140141279270121	CORO7	16	4466650
cg00520135	0.872839227690555	TPM1	15	63333846
cg00520708	0.303104165774248	C5orf24	5	134181266
cg00521434	0.945926852113204	GPR61	1	110081965
cg00521598	0.0600139062422826	MYCBP	1	39339413
cg00522034	0.0076291621496279	CBLB	3	105587721
cg00522316	0.0328731668043207	KHSRP	19	6425042
cg00524288	0.0321368955261548	UPP1	7	48128452
cg00528052	0.00959957482207718	KDM5B	1	202777295
cg00528967	0.00804078407302276	STK24	13	99228955
cg00532335	0.424985788527824	LGI1	10	95516861
cg00532890	0.0174902002638709	PBX1	1	164528682
cg00534274	0.129183498887051	SLC7A11	4	139163341
cg00534856	0.91644721750313	NA	NA	0
cg00536175	0.821796159222237	GATA1	X	48645024
cg00537910	0.88765566397385	ATG9A;ABCB6	2	220084611
cg00539322	0.745385669197006	SAG	2	234216360
cg00539716	0.0264321140199733	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0121296990883392	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.204832176048451	NA	NA	0
cg00544557	0.594983069693074	DSCR10	21	39578742
cg00545573	0.0460870794598941	TAOK3	12	118810436
cg00546491	0.27385331973774	PDE1C	7	32111062
cg00546897	0.396292607995197	LOC284837	21	45232232
cg00547018	0.207517637850138	ALG1	16	5121709
cg00547789	0.0779321179454449	RAB39B	X	154493750
cg00547829	0.0638399696851297	TUBD1;RPS6KB1	17	57970161
cg00548060	0.880465213728449	NPL	1	182761905
cg00548268	0.587318637859786	NPTX2	7	98245830
cg00550617	0.702878218467355	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.556723600733057	NR1H3	11	47281370
cg00554682	0.0218222997549586	ZNF804A	2	185463132
cg00554702	0.124401672451278	CHEK1	11	125496645
cg00556408	0.8209592721893	TMPRSS6	22	37500588
cg00557354	0.117968998301821	ARHGEF7	13	111767899
cg00559473	0.0846919286245702	AAAS	12	53715592
cg00560119	0.0279445477025411	STXBP1	9	130374109
cg00563229	0.0178803130317245	XKR8	1	28286146
cg00563845	0.162287526984592	PXK	3	58318305
cg00563926	0.510169908529388	TGFBR3	1	92352481
cg00563932	0.757983549168644	PTGDS	9	139871049
cg00564163	0.0940069159831262	STEAP4	7	87935979
cg00565075	0.0742216259404656	MIR659;EIF3L	22	38244893
cg00565688	0.161610485989556	TP73	1	3568212
cg00566759	0.0377193658400334	DSC2	18	28682345
cg00567479	0.0476433640785299	FARP2	2	242295999
cg00567749	0.0609612448059195	VCAN	5	82767908
cg00568128	0.0440214078388157	MIR2110;C10orf118	10	115934100
cg00568792	0.0314013840962529	STT3A	11	125462554
cg00569620	0.0379001721109847	ABHD10	3	111697653
cg00571634	0.242935216487754	WDR5B	3	122134820
cg00572797	0.991559465938622	NA	NA	0
cg00573606	0.719584308086175	COL6A3	2	238322680
cg00575744	0.0299505261959079	HLA-DMB	6	32908642
cg00576250	0.0908416854955481		20	45087765
cg00577167	0.506948032758335	ALDOB	9	104197675
cg00577464	0.0315576932802603	SHH	7	155604780
cg00578575	0.0400098127001064	NA	NA	0
cg00579393	0.415773778304994	REG1B	2	79316004
cg00579402	0.722626455904576	FUT6	19	5838999
cg00581156	0.0208052872251615	DIMT1L	5	61699416
cg00582372	0.577342544751894	NA	NA	0
cg00582628	0.0674359151588387	RGS20	8	54764515
cg00584022	0.0160020475347531	KRAS	12	25403167
cg00585790	0.43334037151915	LIMS1	2	109204845
cg00585846	0.0209030220736154	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0869945874799734	CDKAL1	6	20534671
cg00587613	0.588554193628224	GPR152	11	67220223
cg00592315	0.6702902766813	C14orf86;FAM181A	14	94384611
cg00594118	0.0798727554878429	COBRA1	9	140150000
cg00594952	0.732480989888807	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.48015659081743	MYO1C	17	1395880
cg00598858	0.0207586335599767	PRKCSH;CCDC151	19	11545966
cg00600110	0.963362014615506	FAM9A	X	8769528
cg00600684	0.927352259460393	WDR11	10	122610158
cg00601486	0.939137339988003	H1FNT	12	48723148
cg00602891	0.0397240946219078	C17orf62	17	80408864
cg00603172	0.722018434360255	NA	NA	0
cg00605270	0.0276815495427402	SMPDL3B	1	28261552
cg00609097	0.0190146498301468	TESK2	1	45956974
cg00611397	0.904514471202125	GTPBP5	20	60768026
cg00612467	0.0237003638792588	HADH	4	108911077
cg00613255	0.820962033713113	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0787573583781428	RBM9	22	36236649
cg00615915	0.0902080595017797	SERPINB8	18	61637299
cg00616129	0.0337177370730936	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00974302990939412	NCL	2	232329096
cg00617305	0.0146902432111309	SHISA4	1	201857940
cg00618396	0.341358034736747	VBP1	X	154444551
cg00619207	0.592162888810349	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0605217954201401	CENPF	1	214776904
cg00620629	0.0171814599931985	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.174588418266707	ODF3L1	15	76016335
cg00622677	0.127109406526231	TSPAN5	4	99579248
cg00623593	0.893921499847016	DOCK1	10	128767610
cg00625425	0.664596433973524	KANK4	1	62785512
cg00625653	0.0260750596532155	WNT7A	3	13921227
cg00626119	0.659253790607349	SH2D2A;NTRK1	1	156785288
cg00626466	0.513758512312705	GNS	12	65153982
cg00627233	0.242692134485424	NA	NA	0
cg00627286	0.0767406497216096	NA	NA	0
cg00629217	0.851260241664315	LNX1	4	54425349
cg00629585	0.190416763433966	GFI1B	9	135853992
cg00630164	0.0301774462539938	KCNQ4	1	41250062
cg00630249	0.0134845311386745	CYB561D1	1	110036889
cg00630583	0.0167666468447844	PXMP2;POLE	12	133264314
cg00631230	0.0166003182216137	VPS33A	12	122750916
cg00633969	0.69068739641257	PARP9;DTX3L	3	122284550
cg00634577	0.0706863344116884	NA	NA	0
cg00635481	0.0166831505078472	ZNF76	6	35226917
cg00636639	0.0273037371031729	RBM18;MRRF	9	125027249
cg00638514	0.0252526173691542	OTOP3	17	72932048
cg00642303	0.010922749643591	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.926304536899852		7	100544704
cg00645224	0.0208258551518208	NA	NA	0
cg00645579	0.645344769751719	IRF7;MUPCDH	11	617140
cg00645922	0.0453994613069019	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0480193015372942	ARSD	X	2847561
cg00646492	0.107495644389912	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0630046504369967	SLC17A5	6	74364149
cg00648883	0.256535699348872	EEF1DP3	13	32524761
cg00650762	0.00842952085212316	EPHB2	1	23037368
cg00650876	0.00832797645197156	YBX1	1	43148058
cg00651216	0.0731842246110367	HSP90AB1	6	44213720
cg00653387	0.0348257919190479	PTN	7	137028535
cg00654814	0.119961369605081	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0593332884146958	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0379630475646326	PPARD	6	35310123
cg00657582	0.0207304649154869	CHD8	14	21904906
cg00658007	0.604514723230559	RD3	1	211666129
cg00658626	0.0545977399008062	CCDC63	12	111284979
cg00659129	0.907120367834721	ASAP1	8	131414614
cg00659953	0.00821612395629597	FAM173A	16	770731
cg00660989	0.245399619045284	KLHL28;FAM179B	14	45432516
cg00661202	0.0123624064342444	TMEM43;CHCHD4	3	14166502
cg00661485	0.609159975878608	FOXI1	5	169533372
cg00662556	0.212783168811507	GALR1	18	74963364
cg00662775	0.608861245052604	NA	NA	0
cg00665395	0.0356903649811581	TTLL4	2	219575490
cg00666446	0.0425055742472512	ZNF670	1	247242273
cg00666746	0.142631330241978	SYDE1	19	15217781
cg00668685	0.907846948879559	SLC39A5	12	56624552
cg00669623	0.0979454708450107	CDK11B;CDK11A	1	1655867
cg00669856	0.0956833399198408	SPRY1	4	124317779
cg00671161	0.00844008561742073	ALG11;ATP7B	13	52586367
cg00672638	0.0625565284539978	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.409424139599444	DOPEY2	21	37536923
cg00674922	0.0524456492457585	NA	NA	0
cg00676660	0.0259337264583707	ADAMTS9	3	64672609
cg00677811	0.0226051358626685	CCM2	7	45040321
cg00678539	0.338836731985561	MNS1	15	56757625
cg00679556	0.460176341000405	TRIM31	6	30080782
cg00679738	0.00910575160140432	FAM89A	1	231175246
cg00682653	0.0155088309002731	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0285906288470037	PPFIA2	12	82153256
cg00686022	0.917345261820939	C12orf40	12	40020078
cg00686623	0.0346518952595748	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0636672705856135	NDRG4	16	58497236
cg00688421	0.0541963419853095	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.173118305857997	RTKN	2	74668672
cg00690049	0.315638648974122	MAGED2	X	54834244
cg00690280	0.691100188167973	WFDC10B;WFDC13	20	44332733
cg00690893	0.102499275436859	NA	NA	0
cg00691625	0.819695213286291	NR5A1	9	127269807
cg00691822	0.204465081059473	NA	NA	0
cg00692549	0.0637117145965232	TARDBP	1	11072455
cg00693307	0.88866330704222	NA	NA	0
cg00695416	0.0188014089912302	CBR1	21	37442476
cg00696900	0.0149576674983869	NA	NA	0
cg00698688	0.401095803985633	SULT2B1	19	49055432
cg00702231	0.694433674125505	PLAGL1;HYMAI	6	144329473
cg00702729	0.901637530728006	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0228188097414753	KCTD15	19	34288103
cg00704909	0.0121043928004552	COPB1	11	14521319
cg00705255	0.170990720553485	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0134642087504373	NMNAT2	1	183387564
cg00708598	0.56132199444458	LECT1	13	53313895
cg00708642	0.0199393621624352	EIF5	14	103800518
cg00711916	0.047830475739234	CNNM4	2	97426274
cg00712898	0.00849746475396312	PRPF38B	1	109235208
cg00714377	0.362586369191794	SLA2	20	35274715
cg00717862	0.0348268652029803	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0780891859081248	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.208679192448839		2	89215272
cg00718748	0.0237577835502604	ZNF624	17	16556871
cg00720072	0.0224062476136838	MARCH5;CPEB3	10	94051159
cg00720137	0.00905190100751707	DYNLRB2	16	80575018
cg00720723	0.0242862440131879	NOP58	2	203130645
cg00722300	0.774560379527262	RLN3	19	14138639
cg00724662	0.037145348389647	NXF1	11	62573193
cg00725143	0.0193168330419636	NA	NA	0
cg00725635	0.0797422360392943	B3GALT2;CDC73	1	193155806
cg00725777	0.641354333539009	NGFRAP1	X	102630411
cg00727590	0.181332697944515	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.130404783880892	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0168409557217777	C6orf27	6	31744927
cg00729275	0.731281994380629	AQP4;C18orf16	18	24445134
cg00729541	0.016348975627447	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0574251094759246	PALMD	1	100111713
cg00730260	0.96619988188488	C12orf67	12	24736888
cg00731459	0.0078243532072227	HDAC4	2	240323091
cg00733682	0.010524377427376	ZNF44	19	12405568
cg00734993	0.0173077861129642	MTCH1	6	36953694
cg00736326	0.0276256443800426	ARPC1A	7	98923878
cg00737514	0.0284798965176568	TBC1D1	4	37893313
cg00739120	0.192650064580406	GAPDHS;TMEM147	19	36035875
cg00741717	0.71594327746571	TLR8;LOC349408	X	12924184
cg00743372	0.0330410470502547	ZNF192	6	28109648
cg00744433	0.341563624869004	CXADR	21	18884067
cg00745543	0.921998117250173	H1FNT	12	48722754
cg00745735	0.562474375087255	MYPN	10	69868860
cg00746083	0.0168205286041343	CHD8	14	21905454
cg00746130	0.0685625168890776	BAT5	6	31671271
cg00746981	0.0640609361021975	HDGF	1	156721141
cg00747849	0.154399863230466	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00941714253385552	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.697548578993969	FAM83E;SPACA4	19	49109288
cg00755043	0.0195434468340681	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0109834383899945	DZIP1	13	96296844
cg00756887	0.386853811697753	PVRL4	1	161059654
cg00757070	0.452281359323427	UPK2	11	118827082
cg00757952	0.605239024993113	CRYBB1	22	27014415
cg00761755	0.0147658801353495	SLC43A2	17	1531579
cg00762512	0.0254093220857031	RPL9;LIAS	4	39460606
cg00763679	0.0284818312428811	SEPT2;HDLBP	2	242254198
cg00763889	0.765468809464434	HRASLS2	11	63330544
cg00766729	0.0148740027304218	ZNF784	19	56136136
cg00766889	0.0243153178883669	SEPHS1	10	13390384
cg00767581	0.293597185659575	HOXD4;MIR10B	2	177015125
cg00768439	0.272111409721877	FAM133A;NAP1L3	X	92928711
cg00769470	0.863035237302813	DEFB129	20	207338
cg00769520	0.0176390646185579	ST8SIA1	12	22488465
cg00770279	0.0107375715183579	CDKN2D	19	10679308
cg00770871	0.0118213744888144	TULP3	12	2999840
cg00772000	0.131722702870829	NHLRC1	6	18123049
cg00775197	0.0386073022531009	TCTE1	6	44265054
cg00777121	0.358291375889248	RASSF1	3	50378191
cg00777555	0.00786511976047907	ARF4	3	57583074
cg00778920	0.046281489705027	PRPF19	11	60674370
cg00779924	0.242238579865552	FLJ45983	10	8094641
cg00782174	0.0322682173513169	SLC1A5	19	47291626
cg00782854	0.0205092648342886	BCL2L1	20	30310858
cg00783759	0.01338839031031	LARP1B	4	128983441
cg00784357	0.015374377433163	RAC1	7	6413877
cg00791249	0.0589530447951539	FDX1L	19	10426722
cg00792687	0.0180653661054813	C8orf41	8	33370099
cg00792740	0.0313501739186945	UBE3A	15	25684488
cg00792849	0.0613770819883023	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00877581258920961	TRIM8	10	104403707
cg00795268	0.921918462189672	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0317520843328691	FUT4	11	94276898
cg00798206	0.0577177454185182	OXSR1	3	38207110
cg00799727	0.665180518103604	NA	NA	0
cg00800095	0.662173645971694	PNMA3	X	152224090
cg00804048	0.0855694467035327	EIF5A	17	7210539
cg00804392	0.280762942095858	RHOH	4	40198595
cg00806490	0.183148444618052	CDH13	16	82660873
cg00807586	0.030927070427368	DLEC1	3	38080790
cg00808492	0.90948612286931	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.063271106245149	RPF1	1	84944867
cg00811081	0.0719732995836685	RPAP3	12	48099724
cg00812502	0.0115469256751274	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00623323416973053	UQCRFS1	19	29704028
cg00815583	0.0677931004471307	FBXO16	8	28348123
cg00815605	0.117409347555996	NA	NA	0
cg00816620	0.143365357777801	C1orf25;C1orf26	1	185127501
cg00818693	0.0211514454147401	TTC14	3	180319964
cg00818872	0.0243658945531535	CHRNB2	1	154540271
cg00819310	0.739342417931401	VANGL1	1	116193783
cg00819362	0.876147689905976	CLIP3	19	36524208
cg00819696	0.0147255975729672	TIMELESS	12	56843016
cg00821764	0.0119044005952267	UMPS	3	124449680
cg00822607	0.0382214542384822	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0156631472842771	CHD4	12	6716566
cg00825031	0.0133883303416183	VPS37A;CNOT7	8	17104503
cg00826384	0.0280171728947029	PTPRZ1	7	121513065
cg00827369	0.0167228735791745	EIF4H	7	73588253
cg00828602	0.0487091180130381	WNT5A	3	55520834
cg00830029	0.648235471324335	NRIP2	12	2943902
cg00830393	0.0325844774589571	LRIG1	3	66552063
cg00831028	0.0146673334600511	C20orf43	20	55043745
cg00832517	0.0497387955840589	C14orf126	14	31926792
cg00832994	0.0381717182745034	NA	NA	0
cg00833393	0.0201360864227166	TLN1;CREB3	9	35731638
cg00833777	0.741993030187288	ITGAM	16	31271642
cg00834796	0.0528460091818364	JAKMIP2	5	147161924
cg00834958	0.0474412236465997	TSC22D4	7	100077147
cg00836605	0.0107455878826531	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0401921905076974	MITF	3	69788442
cg00839584	0.157295674291775	IL1A	2	113542091
cg00839802	0.0344243740687908	MAN1A1	6	119671238
cg00840403	0.0884062192861512	CHST4	16	71560205
cg00840516	0.692818768377569	HYAL2	3	50360097
cg00841581	0.0156192324025108	STAG1	3	136471162
cg00842351	0.0415101643444268	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.268032791734865	DLG2	11	84634126
cg00848394	0.015189610851801	WDR51A	3	52188768
cg00848397	0.0154427203333092	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.00985293283272798	DAB1	1	58716018
cg00849368	0.172603544712204	ARSK;TTC37	5	94890411
cg00850538	0.370809482075165	CRIM1	2	36582038
cg00852964	0.590141481618133	VNN1	6	133035150
cg00853068	0.187893632745273	FMNL1	17	43298592
cg00854637	0.0419000608709336	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0348184128833868	SKP1	5	133512930
cg00856375	0.0223024208526999	PSMD14	2	162164676
cg00858899	0.0499985506580717	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.571397962578518	CYB5R2	11	7694524
cg00861635	0.0240263584002493	ZNF200	16	3285425
cg00862041	0.437326648012094	GPRASP2	X	101967017
cg00862290	0.923184002979735	KCNMB3	3	178984973
cg00862770	0.0237894994180951	FKBP5	6	35655764
cg00864867	0.102558252614198	PAWR	12	80085268
cg00870662	0.0239240444001475	PARD6G	18	78005665
cg00871453	0.0282848843485948	WDR67	8	124084640
cg00873037	0.0208273643650442	NEIL2	8	11626984
cg00873937	0.065083413245936	ATOH7	10	69991564
cg00874863	0.574389042566919	LHFPL1	X	111924370
cg00875272	0.298795689695793	TAL1	1	47695321
cg00876704	0.0201222411344636	PKN1	19	14544684
cg00877887	0.0208454471891265	DUOXA2;DUOX2	15	45406654
cg00877964	0.0181238374766473	SLC1A4	2	65215638
cg00881086	0.0275937772249736	NCRNA00119;NPHP3	3	132441942
cg00881370	0.956989574908378	LOC55908;DOCK6	19	11348439
cg00882451	0.856967491932166	ZP2	16	21222863
cg00882832	0.0271036876508185	SPRY1	4	124317983
cg00884221	0.0392879920998348	IGFBP7	4	57976915
cg00884529	0.068021813673677	BZW2;ANKMY2	7	16685823
cg00885506	0.0636081071429497	WDR31	9	116102792
cg00886554	0.0166408715499248	NMU	4	56502598
cg00887101	0.0310563374720768	INTS5	11	62420578
cg00887547	0.0307176338464039	TAOK3	12	118811020
cg00887700	0.0196177370687201	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0141982886087868	CCND2	12	4382184
cg00888479	0.12695966813517	SLC24A3	20	19193824
cg00888561	0.0187998679955779	WDFY2	13	52157910
cg00890257	0.0234432920294548	DEGS2	14	100625756
cg00891278	0.565312750343969	CCDC37	3	126113784
cg00891541	0.638899214524286	SMPD3	16	68481487
cg00892393	0.794368559339307	C16orf73	16	1911525
cg00892798	0.0137132587647413	NGFR	17	47572909
cg00893242	0.0240728937534899	SND1	7	127291580
cg00893636	0.0118495134892474	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0185597068470294	RPL7L1	6	42847415
cg00894577	0.224257784269238	NA	NA	0
cg00895324	0.663740551337989	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0198075558700163	LACE1	6	108616288
cg00899086	0.0608862650470602	SEPT11	4	77871294
cg00899641	0.0212468088456432	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0262113591842051	YBX2	17	7197375
cg00901652	0.0400752141338147	CTR9	11	10772434
cg00901683	0.0125001026746193	PTCD1;CPSF4	7	99036756
cg00901704	0.023620751378664	SLC25A19	17	73285325
cg00901766	0.0471850596822098	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0845759497411871	CHL1	3	238161
cg00903375	0.0175464024427585	SBDS;TYW1	7	66460591
cg00904483	0.950834898812361	MGMT	10	131354873
cg00904574	0.0151018729296918	PLK3	1	45265678
cg00905170	0.0116103790244347	RRS1	8	67341306
cg00906183	0.0146282595303333	HGS;ARL16	17	79650926
cg00908551	0.0318257585640044	FANCF	11	22646931
cg00910067	0.115332849949546	SLC7A10	19	33717545
cg00910168	0.660430425635777	DHX37	12	125474021
cg00911351	0.326802523029064	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.687439443897521	PRPS1L1	7	18067463
cg00912191	0.095407895353397	UBTD2	5	171709917
cg00912942	0.962274956692581	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.01191779661261	SHC1;CKS1B	1	154946946
cg00916199	0.0226761096578534	TMCO6	5	140019287
cg00916635	0.253052844061636	PTPN22	1	114414312
cg00917893	0.0163169194192849	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0395409113524671	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0773669145001388	XIAP	X	122993419
cg00922727	0.0330378250932551	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.128527319690579	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.298982599738917	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0149841222747354	FBXO28	1	224301953
cg00930194	0.484627709613427	PROP1	5	177423598
cg00930873	0.0387751209316833	ALDH1A2	15	58357973
cg00931491	0.277160540982436	SULT1A2	16	28608288
