Hybridization REF	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05
cg00503458	0.0303828095853193	KIAA0907	1	155904439
cg00503840	0.403131179687717	DLX5	7	96650509
cg00504595	0.11893415612273	TNFRSF19	13	24144985
cg00509616	0.319642591323451	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0337648700941914	C6orf211;RMND1	6	151772946
cg00510956	0.949992374036686	KHDRBS1	1	32478440
cg00511475	0.423212984208204	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.412208604970061	SLC18A2	10	119000991
cg00512374	0.0296268210971087	IGFBP4	17	38599682
cg00513220	0.0560407306605835	MOSC2	1	220922123
cg00513467	0.0230202208238555	KLHL9	9	21335551
cg00514407	0.380686232647181	SERPINE2	2	224904626
cg00514895	0.025208438479369	CPZ	4	8594413
cg00515905	0.860924056063083	EPS8L3	1	110306507
cg00516481	0.491993749619302	PDE9A	21	44073202
cg00518911	0.216628185044883	NA	NA	0
cg00518989	0.0167881962623401	LIMK2	22	31608519
cg00519208	0.717428798769639	EVI5	1	93258319
cg00519627	0.0126134036451145	CORO7	16	4466650
cg00520135	0.876119698918084	TPM1	15	63333846
cg00520708	0.0659029416603944	C5orf24	5	134181266
cg00521434	0.531788539671799	GPR61	1	110081965
cg00521598	0.0400535212280683	MYCBP	1	39339413
cg00522034	0.00931093114170372	CBLB	3	105587721
cg00522316	0.0258590853128701	KHSRP	19	6425042
cg00524288	0.0140880180778275	UPP1	7	48128452
cg00528052	0.0100227159272524	KDM5B	1	202777295
cg00528967	0.0109871343333941	STK24	13	99228955
cg00532335	0.254646797164811	LGI1	10	95516861
cg00532890	0.0161426378917958	PBX1	1	164528682
cg00534274	0.193385273721706	SLC7A11	4	139163341
cg00534856	0.770947435847158	NA	NA	0
cg00536175	0.66485235141093	GATA1	X	48645024
cg00537910	0.880453732797709	ATG9A;ABCB6	2	220084611
cg00539322	0.850818153228405	SAG	2	234216360
cg00539716	0.0473375404843968	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.018316892055206	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0286524097495986	NA	NA	0
cg00544557	0.436649118307587	DSCR10	21	39578742
cg00545573	0.0851250544865153	TAOK3	12	118810436
cg00546491	0.288307936513967	PDE1C	7	32111062
cg00546897	0.432789147886172	LOC284837	21	45232232
cg00547018	0.127777945565121	ALG1	16	5121709
cg00547789	0.385694133062652	RAB39B	X	154493750
cg00547829	0.0240192018718371	TUBD1;RPS6KB1	17	57970161
cg00548060	0.341746553112273	NPL	1	182761905
cg00548268	0.618390922455261	NPTX2	7	98245830
cg00550617	0.164742177115365	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.669982514771024	NR1H3	11	47281370
cg00554682	0.0617497965618201	ZNF804A	2	185463132
cg00554702	0.114165510118252	CHEK1	11	125496645
cg00556408	0.689204882113447	TMPRSS6	22	37500588
cg00557354	0.533333352540946	ARHGEF7	13	111767899
cg00559473	0.0296014705952504	AAAS	12	53715592
cg00560119	0.0209034618624876	STXBP1	9	130374109
cg00563229	0.0124157598995104	XKR8	1	28286146
cg00563845	0.211332879515347	PXK	3	58318305
cg00563926	0.532431135106312	TGFBR3	1	92352481
cg00563932	0.643654768649534	PTGDS	9	139871049
cg00564163	0.0947248017031251	STEAP4	7	87935979
cg00565075	0.223885805889045	MIR659;EIF3L	22	38244893
cg00565688	0.641252752788369	TP73	1	3568212
cg00566759	0.0311757384952928	DSC2	18	28682345
cg00567479	0.0255297543565847	FARP2	2	242295999
cg00567749	0.0278157659384637	VCAN	5	82767908
cg00568128	0.116429895966295	MIR2110;C10orf118	10	115934100
cg00568792	0.0325952765821668	STT3A	11	125462554
cg00569620	0.0334531742230141	ABHD10	3	111697653
cg00571634	0.198414443952518	WDR5B	3	122134820
cg00572797	0.863050994549824	NA	NA	0
cg00573606	0.398045964176436	COL6A3	2	238322680
cg00575744	0.055116707926539	HLA-DMB	6	32908642
cg00576250	0.0567943041240895		20	45087765
cg00577167	0.289451685218238	ALDOB	9	104197675
cg00577464	0.0228467476255124	SHH	7	155604780
cg00578575	0.0537856282447255	NA	NA	0
cg00579393	0.406001150974535	REG1B	2	79316004
cg00579402	0.568045411866047	FUT6	19	5838999
cg00581156	0.0114800820149441	DIMT1L	5	61699416
cg00582372	0.658273291898934	NA	NA	0
cg00582628	0.0602473910380739	RGS20	8	54764515
cg00584022	0.013905016763341	KRAS	12	25403167
cg00585790	0.63576954101469	LIMS1	2	109204845
cg00585846	0.02890370108958	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0474964267534901	CDKAL1	6	20534671
cg00587613	0.762557307741234	GPR152	11	67220223
cg00592315	0.842697850604904	C14orf86;FAM181A	14	94384611
cg00594118	0.155121520728905	COBRA1	9	140150000
cg00594952	0.90696656751125	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.527627409351174	MYO1C	17	1395880
cg00598858	0.0138251950605496	PRKCSH;CCDC151	19	11545966
cg00600110	0.955658337124523	FAM9A	X	8769528
cg00600684	0.950744800228641	WDR11	10	122610158
cg00601486	0.401287959977889	H1FNT	12	48723148
cg00602891	0.0266701165316509	C17orf62	17	80408864
cg00603172	0.567270317663187	NA	NA	0
cg00605270	0.0223495175394873	SMPDL3B	1	28261552
cg00609097	0.0126861370453614	TESK2	1	45956974
cg00611397	0.946305401580856	GTPBP5	20	60768026
cg00612467	0.0464308569717442	HADH	4	108911077
cg00613255	0.560984049157829	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0677364543918192	RBM9	22	36236649
cg00615915	0.143680501586414	SERPINB8	18	61637299
cg00616129	0.0335150754275448	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0134971830559345	NCL	2	232329096
cg00617305	0.0189832571566789	SHISA4	1	201857940
cg00618396	0.378854734400775	VBP1	X	154444551
cg00619207	0.35160097796465	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0359197142897384	CENPF	1	214776904
cg00620629	0.0152725059658196	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.189537260728486	ODF3L1	15	76016335
cg00622677	0.0481977221952918	TSPAN5	4	99579248
cg00623593	0.834910650355662	DOCK1	10	128767610
cg00625425	0.311607233607083	KANK4	1	62785512
cg00625653	0.0613213547756632	WNT7A	3	13921227
cg00626119	0.620079818759487	SH2D2A;NTRK1	1	156785288
cg00626466	0.554770639611012	GNS	12	65153982
cg00627233	0.251023003078594	NA	NA	0
cg00627286	0.0350825711701207	NA	NA	0
cg00629217	0.669167387880089	LNX1	4	54425349
cg00629585	0.142575120142773	GFI1B	9	135853992
cg00630164	0.19673286844998	KCNQ4	1	41250062
cg00630249	0.014067305350487	CYB561D1	1	110036889
cg00630583	0.026188884144214	PXMP2;POLE	12	133264314
cg00631230	0.0134620044181778	VPS33A	12	122750916
cg00633969	0.933578463957758	PARP9;DTX3L	3	122284550
cg00634577	0.327931932417688	NA	NA	0
cg00635481	0.0107958737952145	ZNF76	6	35226917
cg00636639	0.0184341941008484	RBM18;MRRF	9	125027249
cg00638514	0.0334619870904443	OTOP3	17	72932048
cg00642303	0.0135231026680982	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.659411019654863		7	100544704
cg00645224	0.0173975277668278	NA	NA	0
cg00645579	0.866501673289618	IRF7;MUPCDH	11	617140
cg00645922	0.010828670121206	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0750966793775226	ARSD	X	2847561
cg00646492	0.0627528477341188	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0254130394490207	SLC17A5	6	74364149
cg00648883	0.292229033153956	EEF1DP3	13	32524761
cg00650762	0.0098638970217126	EPHB2	1	23037368
cg00650876	0.0104437004835214	YBX1	1	43148058
cg00651216	0.0807504971638437	HSP90AB1	6	44213720
cg00653387	0.0468588069901392	PTN	7	137028535
cg00654814	0.453449796839057	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0269932379593621	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0236135564064873	PPARD	6	35310123
cg00657582	0.0420567277057617	CHD8	14	21904906
cg00658007	0.217173126831768	RD3	1	211666129
cg00658626	0.0597689652963877	CCDC63	12	111284979
cg00659129	0.905569743999066	ASAP1	8	131414614
cg00659953	0.00969445399511861	FAM173A	16	770731
cg00660989	0.0976784319708739	KLHL28;FAM179B	14	45432516
cg00661202	0.0114990216868931	TMEM43;CHCHD4	3	14166502
cg00661485	0.354657625183547	FOXI1	5	169533372
cg00662556	0.412285512661284	GALR1	18	74963364
cg00662775	0.479621812649372	NA	NA	0
cg00665395	0.0152287017993264	TTLL4	2	219575490
cg00666446	0.0398124968825462	ZNF670	1	247242273
cg00666746	0.367960751523755	SYDE1	19	15217781
cg00668685	0.827231423271143	SLC39A5	12	56624552
cg00669623	0.0350752426903681	CDK11B;CDK11A	1	1655867
cg00669856	0.0602129768488524	SPRY1	4	124317779
cg00671161	0.0142860622079262	ALG11;ATP7B	13	52586367
cg00672638	0.0929772501151539	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.222545334831194	DOPEY2	21	37536923
cg00674922	0.126330289019192	NA	NA	0
cg00676660	0.0221366321038454	ADAMTS9	3	64672609
cg00677811	0.0180192534474146	CCM2	7	45040321
cg00678539	0.261769236618745	MNS1	15	56757625
cg00679556	0.333917692855956	TRIM31	6	30080782
cg00679738	0.430914860881913	FAM89A	1	231175246
cg00682653	0.0175579728593661	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0302831913818784	PPFIA2	12	82153256
cg00686022	0.810599492633996	C12orf40	12	40020078
cg00686623	0.0231183351150405	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.357125996350647	NDRG4	16	58497236
cg00688421	0.0273372242726183	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.307898499149494	RTKN	2	74668672
cg00690049	0.296611615912377	MAGED2	X	54834244
cg00690280	0.393839177707178	WFDC10B;WFDC13	20	44332733
cg00690893	0.0514587295030255	NA	NA	0
cg00691625	0.542217936865549	NR5A1	9	127269807
cg00691822	0.296708670178659	NA	NA	0
cg00692549	0.0538459170887022	TARDBP	1	11072455
cg00693307	0.88562858677024	NA	NA	0
cg00695416	0.44019803077287	CBR1	21	37442476
cg00696900	0.0157899551827232	NA	NA	0
cg00698688	0.440611691702967	SULT2B1	19	49055432
cg00702231	0.629525328617678	PLAGL1;HYMAI	6	144329473
cg00702729	0.935586786547499	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0400853291047637	KCTD15	19	34288103
cg00704909	0.0148554769921534	COPB1	11	14521319
cg00705255	0.222764634127933	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0672431781412711	NMNAT2	1	183387564
cg00708598	0.25608092700938	LECT1	13	53313895
cg00708642	0.0234296940159076	EIF5	14	103800518
cg00711916	0.0338184721554423	CNNM4	2	97426274
cg00712898	0.0119236709725519	PRPF38B	1	109235208
cg00714377	0.0624302659405684	SLA2	20	35274715
cg00717862	0.0204361500282941	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0146031445944198	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.178653620140111		2	89215272
cg00718748	0.0152707022827785	ZNF624	17	16556871
cg00720072	0.0691190295873286	MARCH5;CPEB3	10	94051159
cg00720137	0.0132481965595119	DYNLRB2	16	80575018
cg00720723	0.0262922092389258	NOP58	2	203130645
cg00722300	0.514724766389165	RLN3	19	14138639
cg00724662	0.0467122681688718	NXF1	11	62573193
cg00725143	0.0158156730213518	NA	NA	0
cg00725635	0.0459032877928213	B3GALT2;CDC73	1	193155806
cg00725777	0.433108874793374	NGFRAP1	X	102630411
cg00727590	0.294173257191587	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0542973601884576	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0180703038417348	C6orf27	6	31744927
cg00729275	0.501053677774436	AQP4;C18orf16	18	24445134
cg00729541	0.0197966950602655	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0698852199263336	PALMD	1	100111713
cg00730260	0.915896195130412	C12orf67	12	24736888
cg00731459	0.0137625442791204	HDAC4	2	240323091
cg00733682	0.0143688960548277	ZNF44	19	12405568
cg00734993	0.0203828866425852	MTCH1	6	36953694
cg00736326	0.0196782809153251	ARPC1A	7	98923878
cg00737514	0.0175440664548196	TBC1D1	4	37893313
cg00739120	0.733751855653017	GAPDHS;TMEM147	19	36035875
cg00741717	0.667947921758885	TLR8;LOC349408	X	12924184
cg00743372	0.0157978797166832	ZNF192	6	28109648
cg00744433	0.822973341321957	CXADR	21	18884067
cg00745543	0.443091419247909	H1FNT	12	48722754
cg00745735	0.684185111820515	MYPN	10	69868860
cg00746083	0.0131344023279225	CHD8	14	21905454
cg00746130	0.029364468074623	BAT5	6	31671271
cg00746981	0.11406119664558	HDGF	1	156721141
cg00747849	0.23338347252726	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0117408716365933	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.647480583398531	FAM83E;SPACA4	19	49109288
cg00755043	0.0233896429959289	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.503205432111678	DZIP1	13	96296844
cg00756887	0.531116112095339	PVRL4	1	161059654
cg00757070	0.342700737618025	UPK2	11	118827082
cg00757952	0.457166597005385	CRYBB1	22	27014415
cg00761755	0.0357760945199754	SLC43A2	17	1531579
cg00762512	0.0177504769858888	RPL9;LIAS	4	39460606
cg00763679	0.0214791780523217	SEPT2;HDLBP	2	242254198
cg00763889	0.922478613817971	HRASLS2	11	63330544
cg00766729	0.0149285620836204	ZNF784	19	56136136
cg00766889	0.0233214604309036	SEPHS1	10	13390384
cg00767581	0.616269990449649	HOXD4;MIR10B	2	177015125
cg00768439	0.277094528868361	FAM133A;NAP1L3	X	92928711
cg00769470	0.391144744709926	DEFB129	20	207338
cg00769520	0.0140701210373819	ST8SIA1	12	22488465
cg00770279	0.0137066915876739	CDKN2D	19	10679308
cg00770871	0.01124675092914	TULP3	12	2999840
cg00772000	0.13658740115156	NHLRC1	6	18123049
cg00775197	0.216691928107143	TCTE1	6	44265054
cg00777121	0.18892964709142	RASSF1	3	50378191
cg00777555	0.0128928733491139	ARF4	3	57583074
cg00778920	0.0378734504419707	PRPF19	11	60674370
cg00779924	0.344241612196161	FLJ45983	10	8094641
cg00782174	0.0273778332161743	SLC1A5	19	47291626
cg00782854	0.0170013399685589	BCL2L1	20	30310858
cg00783759	0.0139912188409778	LARP1B	4	128983441
cg00784357	0.0110114042677844	RAC1	7	6413877
cg00791249	0.0440657699769047	FDX1L	19	10426722
cg00792687	0.0244497310215462	C8orf41	8	33370099
cg00792740	0.028066202089145	UBE3A	15	25684488
cg00792849	0.0476801585324177	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0117328967126917	TRIM8	10	104403707
cg00795268	0.777325844702729	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0226944884820545	FUT4	11	94276898
cg00798206	0.0535612851439279	OXSR1	3	38207110
cg00799727	0.768540200522899	NA	NA	0
cg00800095	0.643732308263837	PNMA3	X	152224090
cg00804048	0.0414821693307036	EIF5A	17	7210539
cg00804392	0.557419215834966	RHOH	4	40198595
cg00806490	0.187226883646115	CDH13	16	82660873
cg00807586	0.182244509306789	DLEC1	3	38080790
cg00808492	0.743555284582447	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.045895519825385	RPF1	1	84944867
cg00811081	0.0349832449106537	RPAP3	12	48099724
cg00812502	0.0103527575131985	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00957072939211228	UQCRFS1	19	29704028
cg00815583	0.0332463653638862	FBXO16	8	28348123
cg00815605	0.0385916319800096	NA	NA	0
cg00816620	0.0971065885834941	C1orf25;C1orf26	1	185127501
cg00818693	0.0116386012779644	TTC14	3	180319964
cg00818872	0.066834377306113	CHRNB2	1	154540271
cg00819310	0.870047006912628	VANGL1	1	116193783
cg00819362	0.749435360959421	CLIP3	19	36524208
cg00819696	0.0112449486616025	TIMELESS	12	56843016
cg00821764	0.0140868798932387	UMPS	3	124449680
cg00822607	0.0623318839193389	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0182137977200246	CHD4	12	6716566
cg00825031	0.0147088570262868	VPS37A;CNOT7	8	17104503
cg00826384	0.0500624208359995	PTPRZ1	7	121513065
cg00827369	0.0210701151344937	EIF4H	7	73588253
cg00828602	0.0346498288460448	WNT5A	3	55520834
cg00830029	0.71040688966288	NRIP2	12	2943902
cg00830393	0.0234427677627813	LRIG1	3	66552063
cg00831028	0.0341498118594127	C20orf43	20	55043745
cg00832517	0.0451516310536433	C14orf126	14	31926792
cg00832994	0.0215872972034784	NA	NA	0
cg00833393	0.0211116166688426	TLN1;CREB3	9	35731638
cg00833777	0.842039991888494	ITGAM	16	31271642
cg00834796	0.0240512347044637	JAKMIP2	5	147161924
cg00834958	0.0366369107154269	TSC22D4	7	100077147
cg00836605	0.0107796244709427	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0201484925745213	MITF	3	69788442
cg00839584	0.605430446875095	IL1A	2	113542091
cg00839802	0.0520967316136364	MAN1A1	6	119671238
cg00840403	0.128721134389398	CHST4	16	71560205
cg00840516	0.798494771157697	HYAL2	3	50360097
cg00841581	0.0209512366317585	STAG1	3	136471162
cg00842351	0.298140156946688	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.561289360448949	DLG2	11	84634126
cg00848394	0.0215110348743823	WDR51A	3	52188768
cg00848397	0.0174010464692128	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.580083598285907	DAB1	1	58716018
cg00849368	0.0426053821287255	ARSK;TTC37	5	94890411
cg00850538	0.837988028603307	CRIM1	2	36582038
cg00852964	0.131999690620429	VNN1	6	133035150
cg00853068	0.632792402668029	FMNL1	17	43298592
cg00854637	0.0610442471199303	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0257338279008108	SKP1	5	133512930
cg00856375	0.0205632368536316	PSMD14	2	162164676
cg00858899	0.0382511713732517	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.816497539161438	CYB5R2	11	7694524
cg00861635	0.0202702515979353	ZNF200	16	3285425
cg00862041	0.640856837388928	GPRASP2	X	101967017
cg00862290	0.864299739597825	KCNMB3	3	178984973
cg00862770	0.0155120294411107	FKBP5	6	35655764
cg00864867	0.0303153153048796	PAWR	12	80085268
cg00870662	0.0194195792380765	PARD6G	18	78005665
cg00871453	0.0311375089578501	WDR67	8	124084640
cg00873037	0.0332284426659629	NEIL2	8	11626984
cg00873937	0.0315856399472721	ATOH7	10	69991564
cg00874863	0.380666637649314	LHFPL1	X	111924370
cg00875272	0.0443681375708793	TAL1	1	47695321
cg00876704	0.0240269108245695	PKN1	19	14544684
cg00877887	0.019193030354836	DUOXA2;DUOX2	15	45406654
cg00877964	0.0162458742038157	SLC1A4	2	65215638
cg00881086	0.0308120698044806	NCRNA00119;NPHP3	3	132441942
cg00881370	0.876984613064361	LOC55908;DOCK6	19	11348439
cg00882451	0.43250365838191	ZP2	16	21222863
cg00882832	0.0248648172705685	SPRY1	4	124317983
cg00884221	0.0462638764027099	IGFBP7	4	57976915
cg00884529	0.0945137173351916	BZW2;ANKMY2	7	16685823
cg00885506	0.0400658176589001	WDR31	9	116102792
cg00886554	0.0220629981602716	NMU	4	56502598
cg00887101	0.0849095351441627	INTS5	11	62420578
cg00887547	0.0228090509257305	TAOK3	12	118811020
cg00887700	0.0256571187679862	EIF2B1;GTF2H3	12	124118360
cg00888007	0.349231928838046	CCND2	12	4382184
cg00888479	0.111165284279098	SLC24A3	20	19193824
cg00888561	0.03821685725539	WDFY2	13	52157910
cg00890257	0.0293813467127242	DEGS2	14	100625756
cg00891278	0.2304390208766	CCDC37	3	126113784
cg00891541	0.799803640351059	SMPD3	16	68481487
cg00892393	0.348728062435954	C16orf73	16	1911525
cg00892798	0.0488480315107324	NGFR	17	47572909
cg00893242	0.602247502927605	SND1	7	127291580
cg00893636	0.0160891219791954	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0163222449788147	RPL7L1	6	42847415
cg00894577	0.484476338326684	NA	NA	0
cg00895324	0.278264976430576	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0234720856283404	LACE1	6	108616288
cg00899086	0.032156927567817	SEPT11	4	77871294
cg00899641	0.0185988147705894	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0437430882178399	YBX2	17	7197375
cg00901652	0.0387581989331948	CTR9	11	10772434
cg00901683	0.0204912771950464	PTCD1;CPSF4	7	99036756
cg00901704	0.017563806823405	SLC25A19	17	73285325
cg00901766	0.0259945112503506	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.441025713529907	CHL1	3	238161
cg00903375	0.013617570033539	SBDS;TYW1	7	66460591
cg00904483	0.962367901102717	MGMT	10	131354873
cg00904574	0.0177623791791797	PLK3	1	45265678
cg00905170	0.00773588489680711	RRS1	8	67341306
cg00906183	0.0288067913591989	HGS;ARL16	17	79650926
cg00908551	0.0463794033279603	FANCF	11	22646931
cg00910067	0.124736337004495	SLC7A10	19	33717545
cg00910168	0.770433838195969	DHX37	12	125474021
cg00911351	0.463954478041162	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.881667998903836	PRPS1L1	7	18067463
cg00912191	0.0670124801093497	UBTD2	5	171709917
cg00912942	0.8537091587301	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0108800423561638	SHC1;CKS1B	1	154946946
cg00916199	0.0148321557895738	TMCO6	5	140019287
cg00916635	0.323794337004635	PTPN22	1	114414312
cg00917893	0.018950918814215	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0234450925477579	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0806452027070206	XIAP	X	122993419
cg00922727	0.0260169204495758	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.357013893783982	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0383198824984471	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0308106322727269	FBXO28	1	224301953
cg00930194	0.0661486841960815	PROP1	5	177423598
cg00930873	0.37661729618481	ALDH1A2	15	58357973
cg00931491	0.262995214613873	SULT1A2	16	28608288
cg00932276	0.289340262274974	EGFL6	X	13587976
