Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg00503458	0.056384152554399	KIAA0907	1	155904439
cg00503840	0.798153787369911	DLX5	7	96650509
cg00504595	0.0772614755430144	TNFRSF19	13	24144985
cg00509616	0.277235291559234	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.513307643342295	C6orf211;RMND1	6	151772946
cg00510956	0.937691477778751	KHDRBS1	1	32478440
cg00511475	0.263334292905184	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.00823197228970387	SLC18A2	10	119000991
cg00512374	0.0222127987946896	IGFBP4	17	38599682
cg00513220	0.0112941149779062	MOSC2	1	220922123
cg00513467	0.0244399548325988	KLHL9	9	21335551
cg00514407	0.114951532759322	SERPINE2	2	224904626
cg00514895	0.0361930232830037	CPZ	4	8594413
cg00515905	0.939927980038527	EPS8L3	1	110306507
cg00516481	0.631963846377801	PDE9A	21	44073202
cg00518911	0.868421282717773	NA	NA	0
cg00518989	0.0192749003848743	LIMK2	22	31608519
cg00519208	0.73368990816806	EVI5	1	93258319
cg00519627	0.00891267441374233	CORO7	16	4466650
cg00520135	0.935604884011685	TPM1	15	63333846
cg00520708	0.0812774452615924	C5orf24	5	134181266
cg00521434	0.956069795011977	GPR61	1	110081965
cg00521598	0.0491133809414095	MYCBP	1	39339413
cg00522034	0.00706393649895533	CBLB	3	105587721
cg00522316	0.0220963703200872	KHSRP	19	6425042
cg00524288	0.0249682980577037	UPP1	7	48128452
cg00528052	0.00635603212623789	KDM5B	1	202777295
cg00528967	0.00885261565948323	STK24	13	99228955
cg00532335	0.817018749355658	LGI1	10	95516861
cg00532890	0.024118927357843	PBX1	1	164528682
cg00534274	0.0585233236032205	SLC7A11	4	139163341
cg00534856	0.961714736270311	NA	NA	0
cg00536175	0.915636057923961	GATA1	X	48645024
cg00537910	0.91226439843831	ATG9A;ABCB6	2	220084611
cg00539322	0.861531736905134	SAG	2	234216360
cg00539716	0.0274766348760353	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0175244791070735	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.251816435657743	NA	NA	0
cg00544557	0.946567752637504	DSCR10	21	39578742
cg00545573	0.0485022913894925	TAOK3	12	118810436
cg00546491	0.250609697274252	PDE1C	7	32111062
cg00546897	0.360866155634253	LOC284837	21	45232232
cg00547018	0.12127584334786	ALG1	16	5121709
cg00547789	0.229695358378018	RAB39B	X	154493750
cg00547829	0.030370184501404	TUBD1;RPS6KB1	17	57970161
cg00548060	0.677032843853117	NPL	1	182761905
cg00548268	0.817860547004646	NPTX2	7	98245830
cg00550617	0.149733059525616	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.776427978657531	NR1H3	11	47281370
cg00554682	0.0218182521557154	ZNF804A	2	185463132
cg00554702	0.132273014195126	CHEK1	11	125496645
cg00556408	0.872519688528217	TMPRSS6	22	37500588
cg00557354	0.0466678746878724	ARHGEF7	13	111767899
cg00559473	0.11975240139882	AAAS	12	53715592
cg00560119	0.0293033262983905	STXBP1	9	130374109
cg00563229	0.0150769598234036	XKR8	1	28286146
cg00563845	0.0513478576382081	PXK	3	58318305
cg00563926	0.7752455089239	TGFBR3	1	92352481
cg00563932	0.835348584644803	PTGDS	9	139871049
cg00564163	0.439869667492158	STEAP4	7	87935979
cg00565075	0.0720558252550445	MIR659;EIF3L	22	38244893
cg00565688	0.0564627695558624	TP73	1	3568212
cg00566759	0.0195340226572814	DSC2	18	28682345
cg00567479	0.0308728110971438	FARP2	2	242295999
cg00567749	0.391579067056874	VCAN	5	82767908
cg00568128	0.058358519492144	MIR2110;C10orf118	10	115934100
cg00568792	0.0692813868830364	STT3A	11	125462554
cg00569620	0.0607720717170619	ABHD10	3	111697653
cg00571634	0.282956088197668	WDR5B	3	122134820
cg00572797	0.990909587820994	NA	NA	0
cg00573606	0.854471568710224	COL6A3	2	238322680
cg00575744	0.0230189676377332	HLA-DMB	6	32908642
cg00576250	0.0757910771798133		20	45087765
cg00577167	0.871989697230508	ALDOB	9	104197675
cg00577464	0.0220668773556211	SHH	7	155604780
cg00578575	0.0388027027120669	NA	NA	0
cg00579393	0.294143328270367	REG1B	2	79316004
cg00579402	0.878580772960733	FUT6	19	5838999
cg00581156	0.0178380053796299	DIMT1L	5	61699416
cg00582372	0.590773608238824	NA	NA	0
cg00582628	0.0373342492164104	RGS20	8	54764515
cg00584022	0.0144570358209394	KRAS	12	25403167
cg00585790	0.811616271306717	LIMS1	2	109204845
cg00585846	0.0164562675158398	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.105341309345152	CDKAL1	6	20534671
cg00587613	0.804594553456807	GPR152	11	67220223
cg00592315	0.881257346042411	C14orf86;FAM181A	14	94384611
cg00594118	0.120186720439299	COBRA1	9	140150000
cg00594952	0.928241549182962	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.669004770592962	MYO1C	17	1395880
cg00598858	0.0170333911461141	PRKCSH;CCDC151	19	11545966
cg00600110	0.797018484825293	FAM9A	X	8769528
cg00600684	0.928718875063647	WDR11	10	122610158
cg00601486	0.93357095252406	H1FNT	12	48723148
cg00602891	0.0525252665045451	C17orf62	17	80408864
cg00603172	0.610464600526278	NA	NA	0
cg00605270	0.0121604427165156	SMPDL3B	1	28261552
cg00609097	0.0112377803350522	TESK2	1	45956974
cg00611397	0.935728754999331	GTPBP5	20	60768026
cg00612467	0.0201289554928915	HADH	4	108911077
cg00613255	0.907545873375591	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0341533163958055	RBM9	22	36236649
cg00615915	0.0913374836188768	SERPINB8	18	61637299
cg00616129	0.0271587800081819	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00867794661054417	NCL	2	232329096
cg00617305	0.0147963681169993	SHISA4	1	201857940
cg00618396	0.291390052721258	VBP1	X	154444551
cg00619207	0.191726881587785	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0256922640995867	CENPF	1	214776904
cg00620629	0.0189063237322391	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0396181654145063	ODF3L1	15	76016335
cg00622677	0.106953758671222	TSPAN5	4	99579248
cg00623593	0.924807885825295	DOCK1	10	128767610
cg00625425	0.618755993813273	KANK4	1	62785512
cg00625653	0.0162780994956882	WNT7A	3	13921227
cg00626119	0.868006649863245	SH2D2A;NTRK1	1	156785288
cg00626466	0.229368168498855	GNS	12	65153982
cg00627233	0.118045689698616	NA	NA	0
cg00627286	0.0305597849869605	NA	NA	0
cg00629217	0.886385597816917	LNX1	4	54425349
cg00629585	0.114625735515418	GFI1B	9	135853992
cg00630164	0.1021832716901	KCNQ4	1	41250062
cg00630249	0.0141479550768237	CYB561D1	1	110036889
cg00630583	0.00937238345060472	PXMP2;POLE	12	133264314
cg00631230	0.0211937160303632	VPS33A	12	122750916
cg00633969	0.950361757618485	PARP9;DTX3L	3	122284550
cg00634577	0.122377525180035	NA	NA	0
cg00635481	0.0106381252704306	ZNF76	6	35226917
cg00636639	0.0129033888996885	RBM18;MRRF	9	125027249
cg00638514	0.0113215509214951	OTOP3	17	72932048
cg00642303	0.00741553382621213	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.778562745555816		7	100544704
cg00645224	0.0100477055743552	NA	NA	0
cg00645579	0.812396477318888	IRF7;MUPCDH	11	617140
cg00645922	0.0578718119295614	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0106691749089739	ARSD	X	2847561
cg00646492	0.0553929850852082	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0773911880403524	SLC17A5	6	74364149
cg00648883	0.230706642020396	EEF1DP3	13	32524761
cg00650762	0.00660940685538578	EPHB2	1	23037368
cg00650876	0.0129459829744527	YBX1	1	43148058
cg00651216	0.0259589177243423	HSP90AB1	6	44213720
cg00653387	0.0365143899140046	PTN	7	137028535
cg00654814	0.0874856446258649	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0527606503746223	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0259853436397109	PPARD	6	35310123
cg00657582	0.0332726554215525	CHD8	14	21904906
cg00658007	0.707511575684849	RD3	1	211666129
cg00658626	0.139463331037835	CCDC63	12	111284979
cg00659129	0.937853063923271	ASAP1	8	131414614
cg00659953	0.0108004848611432	FAM173A	16	770731
cg00660989	0.0532925923037941	KLHL28;FAM179B	14	45432516
cg00661202	0.0108653259091316	TMEM43;CHCHD4	3	14166502
cg00661485	0.127786585364373	FOXI1	5	169533372
cg00662556	0.121928056992715	GALR1	18	74963364
cg00662775	0.435101940532765	NA	NA	0
cg00665395	0.0531331410575107	TTLL4	2	219575490
cg00666446	0.0309595687509557	ZNF670	1	247242273
cg00666746	0.320065492530736	SYDE1	19	15217781
cg00668685	0.940873790949165	SLC39A5	12	56624552
cg00669623	0.112719509941756	CDK11B;CDK11A	1	1655867
cg00669856	0.0760822417302331	SPRY1	4	124317779
cg00671161	0.0073819161509781	ALG11;ATP7B	13	52586367
cg00672638	0.0735092140817282	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.105584754456399	DOPEY2	21	37536923
cg00674922	0.208143331244077	NA	NA	0
cg00676660	0.0249069234815486	ADAMTS9	3	64672609
cg00677811	0.0189959294897609	CCM2	7	45040321
cg00678539	0.326451346820236	MNS1	15	56757625
cg00679556	0.55627667228171	TRIM31	6	30080782
cg00679738	0.0180375521430535	FAM89A	1	231175246
cg00682653	0.0117927170697197	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0131639883787958	PPFIA2	12	82153256
cg00686022	0.934123118306239	C12orf40	12	40020078
cg00686623	0.0154526701153266	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.195520566388225	NDRG4	16	58497236
cg00688421	0.0373529430578528	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.174209896739421	RTKN	2	74668672
cg00690049	0.494323974351461	MAGED2	X	54834244
cg00690280	0.900870198774937	WFDC10B;WFDC13	20	44332733
cg00690893	0.0597724374664716	NA	NA	0
cg00691625	0.961079378685387	NR5A1	9	127269807
cg00691822	0.588312507274761	NA	NA	0
cg00692549	0.044555504947055	TARDBP	1	11072455
cg00693307	0.88963814092386	NA	NA	0
cg00695416	0.0154501067041145	CBR1	21	37442476
cg00696900	0.0106613693390611	NA	NA	0
cg00698688	0.208557554878093	SULT2B1	19	49055432
cg00702231	0.754080704767386	PLAGL1;HYMAI	6	144329473
cg00702729	0.960973602696291	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0185098456721427	KCTD15	19	34288103
cg00704909	0.0154891516928663	COPB1	11	14521319
cg00705255	0.101326093200051	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.016096531882308	NMNAT2	1	183387564
cg00708598	0.482541640388169	LECT1	13	53313895
cg00708642	0.0107793629259273	EIF5	14	103800518
cg00711916	0.0778685026325137	CNNM4	2	97426274
cg00712898	0.00686692616038583	PRPF38B	1	109235208
cg00714377	0.308673226985357	SLA2	20	35274715
cg00717862	0.0308612872163013	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0942950052278618	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.0780243281114104		2	89215272
cg00718748	0.0205613999137638	ZNF624	17	16556871
cg00720072	0.0196472161432942	MARCH5;CPEB3	10	94051159
cg00720137	0.00623121155279699	DYNLRB2	16	80575018
cg00720723	0.0193497532206039	NOP58	2	203130645
cg00722300	0.762398672667432	RLN3	19	14138639
cg00724662	0.0396176370333911	NXF1	11	62573193
cg00725143	0.010556372794612	NA	NA	0
cg00725635	0.0536781019585505	B3GALT2;CDC73	1	193155806
cg00725777	0.602803651784282	NGFRAP1	X	102630411
cg00727590	0.443458706642615	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0655755086182296	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0116375548970793	C6orf27	6	31744927
cg00729275	0.895735035726909	AQP4;C18orf16	18	24445134
cg00729541	0.0137495083015547	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0293242919259925	PALMD	1	100111713
cg00730260	0.949468822296362	C12orf67	12	24736888
cg00731459	0.0157132044309084	HDAC4	2	240323091
cg00733682	0.0155062044494197	ZNF44	19	12405568
cg00734993	0.0205577591372214	MTCH1	6	36953694
cg00736326	0.0213492156960186	ARPC1A	7	98923878
cg00737514	0.0191647677472434	TBC1D1	4	37893313
cg00739120	0.311001323030049	GAPDHS;TMEM147	19	36035875
cg00741717	0.600285037551933	TLR8;LOC349408	X	12924184
cg00743372	0.024404605173274	ZNF192	6	28109648
cg00744433	0.887156498309356	CXADR	21	18884067
cg00745543	0.961766746153411	H1FNT	12	48722754
cg00745735	0.717708070721463	MYPN	10	69868860
cg00746083	0.0133055198182229	CHD8	14	21905454
cg00746130	0.0512682689987988	BAT5	6	31671271
cg00746981	0.0476801227120068	HDGF	1	156721141
cg00747849	0.0682370550528019	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.012121252712867	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.908158159068779	FAM83E;SPACA4	19	49109288
cg00755043	0.0184032718282126	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00790689600347841	DZIP1	13	96296844
cg00756887	0.530876122512813	PVRL4	1	161059654
cg00757070	0.185330950934744	UPK2	11	118827082
cg00757952	0.881481760253892	CRYBB1	22	27014415
cg00761755	0.0541506740556198	SLC43A2	17	1531579
cg00762512	0.0225421042598932	RPL9;LIAS	4	39460606
cg00763679	0.0197051792870679	SEPT2;HDLBP	2	242254198
cg00763889	0.830198159172504	HRASLS2	11	63330544
cg00766729	0.0163423486225584	ZNF784	19	56136136
cg00766889	0.0192455006008223	SEPHS1	10	13390384
cg00767581	0.91804623138777	HOXD4;MIR10B	2	177015125
cg00768439	0.158894850570437	FAM133A;NAP1L3	X	92928711
cg00769470	0.94609606795978	DEFB129	20	207338
cg00769520	0.0517907536258413	ST8SIA1	12	22488465
cg00770279	0.0092242785492336	CDKN2D	19	10679308
cg00770871	0.00695467641340191	TULP3	12	2999840
cg00772000	0.097382879457746	NHLRC1	6	18123049
cg00775197	0.0228018371805621	TCTE1	6	44265054
cg00777121	0.279360392635005	RASSF1	3	50378191
cg00777555	0.0099014288420822	ARF4	3	57583074
cg00778920	0.0369553362556827	PRPF19	11	60674370
cg00779924	0.0802632141199445	FLJ45983	10	8094641
cg00782174	0.026835034705894	SLC1A5	19	47291626
cg00782854	0.0165921565397968	BCL2L1	20	30310858
cg00783759	0.00915025791932634	LARP1B	4	128983441
cg00784357	0.0114270388118891	RAC1	7	6413877
cg00791249	0.072649321334527	FDX1L	19	10426722
cg00792687	0.029750575386109	C8orf41	8	33370099
cg00792740	0.0203932185598245	UBE3A	15	25684488
cg00792849	0.367372044672711	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00738128688143413	TRIM8	10	104403707
cg00795268	0.949620287520433	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0181510020480368	FUT4	11	94276898
cg00798206	0.0219048509573753	OXSR1	3	38207110
cg00799727	0.549825987515831	NA	NA	0
cg00800095	0.954843045512479	PNMA3	X	152224090
cg00804048	0.0349070868915229	EIF5A	17	7210539
cg00804392	0.026504441676578	RHOH	4	40198595
cg00806490	0.161148359585601	CDH13	16	82660873
cg00807586	0.0989222028166995	DLEC1	3	38080790
cg00808492	0.92048845068276	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0641514845652637	RPF1	1	84944867
cg00811081	0.0518016473585486	RPAP3	12	48099724
cg00812502	0.0101011948428257	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00554564236802037	UQCRFS1	19	29704028
cg00815583	0.0585810271117094	FBXO16	8	28348123
cg00815605	0.0513553931105126	NA	NA	0
cg00816620	0.100143755773851	C1orf25;C1orf26	1	185127501
cg00818693	0.0447599070713107	TTC14	3	180319964
cg00818872	0.0279003836220525	CHRNB2	1	154540271
cg00819310	0.910173020888868	VANGL1	1	116193783
cg00819362	0.523362117465527	CLIP3	19	36524208
cg00819696	0.0116175574307878	TIMELESS	12	56843016
cg00821764	0.0106608562050607	UMPS	3	124449680
cg00822607	0.0503670558142625	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.016027719049483	CHD4	12	6716566
cg00825031	0.00628108687689808	VPS37A;CNOT7	8	17104503
cg00826384	0.0171779228406022	PTPRZ1	7	121513065
cg00827369	0.0101103774311372	EIF4H	7	73588253
cg00828602	0.0370480542404069	WNT5A	3	55520834
cg00830029	0.445279943222146	NRIP2	12	2943902
cg00830393	0.0218795126284897	LRIG1	3	66552063
cg00831028	0.0202033049054284	C20orf43	20	55043745
cg00832517	0.0465766529229164	C14orf126	14	31926792
cg00832994	0.0176704810765482	NA	NA	0
cg00833393	0.0100649774219377	TLN1;CREB3	9	35731638
cg00833777	0.905601936279029	ITGAM	16	31271642
cg00834796	0.0492807903950265	JAKMIP2	5	147161924
cg00834958	0.0266354232638631	TSC22D4	7	100077147
cg00836605	0.00789826232880707	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0250438174224715	MITF	3	69788442
cg00839584	0.732448296524177	IL1A	2	113542091
cg00839802	0.0354714892943438	MAN1A1	6	119671238
cg00840403	0.769299703592563	CHST4	16	71560205
cg00840516	0.78821161191198	HYAL2	3	50360097
cg00841581	0.0166872941180044	STAG1	3	136471162
cg00842351	0.184527232092277	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.552316694561348	DLG2	11	84634126
cg00848394	0.0184358001316442	WDR51A	3	52188768
cg00848397	0.0137450444934787	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.22558330708389	DAB1	1	58716018
cg00849368	0.0505087164664762	ARSK;TTC37	5	94890411
cg00850538	0.143893976770664	CRIM1	2	36582038
cg00852964	0.601648586765965	VNN1	6	133035150
cg00853068	0.0721528633010705	FMNL1	17	43298592
cg00854637	0.0447680632331685	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0376953167703232	SKP1	5	133512930
cg00856375	0.0175082907272104	PSMD14	2	162164676
cg00858899	0.0480502470996567	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.925557396917907	CYB5R2	11	7694524
cg00861635	0.0211025656337345	ZNF200	16	3285425
cg00862041	0.479699010359469	GPRASP2	X	101967017
cg00862290	0.916760078972919	KCNMB3	3	178984973
cg00862770	0.0215809788640595	FKBP5	6	35655764
cg00864867	0.203394540992453	PAWR	12	80085268
cg00870662	0.0170925878224517	PARD6G	18	78005665
cg00871453	0.0222390555660304	WDR67	8	124084640
cg00873037	0.0238409578251549	NEIL2	8	11626984
cg00873937	0.034211696565836	ATOH7	10	69991564
cg00874863	0.395166006761979	LHFPL1	X	111924370
cg00875272	0.363467355066905	TAL1	1	47695321
cg00876704	0.00958819365778373	PKN1	19	14544684
cg00877887	0.190619513890426	DUOXA2;DUOX2	15	45406654
cg00877964	0.0164169968119982	SLC1A4	2	65215638
cg00881086	0.0216874864190637	NCRNA00119;NPHP3	3	132441942
cg00881370	0.977377063952629	LOC55908;DOCK6	19	11348439
cg00882451	0.962513116340202	ZP2	16	21222863
cg00882832	0.0652651762724415	SPRY1	4	124317983
cg00884221	0.153411637430545	IGFBP7	4	57976915
cg00884529	0.0521658682452639	BZW2;ANKMY2	7	16685823
cg00885506	0.0426308667570076	WDR31	9	116102792
cg00886554	0.0218013634537611	NMU	4	56502598
cg00887101	0.0540724846391421	INTS5	11	62420578
cg00887547	0.0295316388095623	TAOK3	12	118811020
cg00887700	0.0200403250270274	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0174732253888007	CCND2	12	4382184
cg00888479	0.0327324356479634	SLC24A3	20	19193824
cg00888561	0.145531251046861	WDFY2	13	52157910
cg00890257	0.0238364013260536	DEGS2	14	100625756
cg00891278	0.342995199482767	CCDC37	3	126113784
cg00891541	0.716126316884765	SMPD3	16	68481487
cg00892393	0.881523117642642	C16orf73	16	1911525
cg00892798	0.0109556278795132	NGFR	17	47572909
cg00893242	0.21308413057475	SND1	7	127291580
cg00893636	0.0232965428346731	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0204071400910875	RPL7L1	6	42847415
cg00894577	0.53922240053167	NA	NA	0
cg00895324	0.909037340629896	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0238428750993545	LACE1	6	108616288
cg00899086	0.0301315344439239	SEPT11	4	77871294
cg00899641	0.0213074410172495	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0246882235723519	YBX2	17	7197375
cg00901652	0.0386007028536492	CTR9	11	10772434
cg00901683	0.0194438387773421	PTCD1;CPSF4	7	99036756
cg00901704	0.0151466633046224	SLC25A19	17	73285325
cg00901766	0.0348388113141638	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.505863742408116	CHL1	3	238161
cg00903375	0.0146935164199273	SBDS;TYW1	7	66460591
cg00904483	0.956894553441808	MGMT	10	131354873
cg00904574	0.014395248922053	PLK3	1	45265678
cg00905170	0.00830506498633432	RRS1	8	67341306
cg00906183	0.0290976036424672	HGS;ARL16	17	79650926
cg00908551	0.0468309114185529	FANCF	11	22646931
cg00910067	0.0379635826039348	SLC7A10	19	33717545
cg00910168	0.393930920614348	DHX37	12	125474021
cg00911351	0.191541626321197	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.801965955083238	PRPS1L1	7	18067463
cg00912191	0.0840144858152805	UBTD2	5	171709917
cg00912942	0.975044209028169	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0259485356104196	SHC1;CKS1B	1	154946946
cg00916199	0.0116965085903009	TMCO6	5	140019287
cg00916635	0.856445907991081	PTPN22	1	114414312
cg00917893	0.0167280456979256	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0370011326194673	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.113885139839531	XIAP	X	122993419
cg00922727	0.03234405963208	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.246088787757557	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.21976776579756	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0239376653698027	FBXO28	1	224301953
cg00930194	0.675505295685644	PROP1	5	177423598
cg00930873	0.0627938872151454	ALDH1A2	15	58357973
