Hybridization REF	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05
cg00503458	0.0346393681475076	KIAA0907	1	155904439
cg00503840	0.724257620040786	DLX5	7	96650509
cg00504595	0.051064030929917	TNFRSF19	13	24144985
cg00509616	0.0433958842047842	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.353816769469943	C6orf211;RMND1	6	151772946
cg00510956	0.933964794436832	KHDRBS1	1	32478440
cg00511475	0.340036331347003	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.094862582236704	SLC18A2	10	119000991
cg00512374	0.0183469858282338	IGFBP4	17	38599682
cg00513220	0.0192656395793712	MOSC2	1	220922123
cg00513467	0.0244777848760961	KLHL9	9	21335551
cg00514407	0.270703236344612	SERPINE2	2	224904626
cg00514895	0.322334734113508	CPZ	4	8594413
cg00515905	0.963393329331933	EPS8L3	1	110306507
cg00516481	0.354411455582659	PDE9A	21	44073202
cg00518911	0.456512858045295	NA	NA	0
cg00518989	0.0162257462616588	LIMK2	22	31608519
cg00519208	0.612251095325587	EVI5	1	93258319
cg00519627	0.0102944819660664	CORO7	16	4466650
cg00520135	0.439380960459401	TPM1	15	63333846
cg00520708	0.0625889079023797	C5orf24	5	134181266
cg00521434	0.859417084680375	GPR61	1	110081965
cg00521598	0.0334989650842148	MYCBP	1	39339413
cg00522034	0.00887850126732206	CBLB	3	105587721
cg00522316	0.017590080481405	KHSRP	19	6425042
cg00524288	0.0506361019231089	UPP1	7	48128452
cg00528052	0.0116272262751315	KDM5B	1	202777295
cg00528967	0.00800899494093145	STK24	13	99228955
cg00532335	0.344240690485272	LGI1	10	95516861
cg00532890	0.020579533636568	PBX1	1	164528682
cg00534274	0.0522590096374389	SLC7A11	4	139163341
cg00534856	0.889010973938792	NA	NA	0
cg00536175	0.913288831671324	GATA1	X	48645024
cg00537910	0.892908467363412	ATG9A;ABCB6	2	220084611
cg00539322	0.852382432013575	SAG	2	234216360
cg00539716	0.0265775588258382	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0758492843361478	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.204179042779689	NA	NA	0
cg00544557	0.886328067788561	DSCR10	21	39578742
cg00545573	0.0417048457321863	TAOK3	12	118810436
cg00546491	0.400653671550187	PDE1C	7	32111062
cg00546897	0.159924998492321	LOC284837	21	45232232
cg00547018	0.0587801761602428	ALG1	16	5121709
cg00547789	0.0892208710743741	RAB39B	X	154493750
cg00547829	0.0431392210381656	TUBD1;RPS6KB1	17	57970161
cg00548060	0.555145849445501	NPL	1	182761905
cg00548268	0.616430641651215	NPTX2	7	98245830
cg00550617	0.326843601141631	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.801086681012877	NR1H3	11	47281370
cg00554682	0.0220999686666779	ZNF804A	2	185463132
cg00554702	0.203488100306087	CHEK1	11	125496645
cg00556408	0.861435699532933	TMPRSS6	22	37500588
cg00557354	0.517708554457668	ARHGEF7	13	111767899
cg00559473	0.101887495401176	AAAS	12	53715592
cg00560119	0.038594617276305	STXBP1	9	130374109
cg00563229	0.0160264880863542	XKR8	1	28286146
cg00563845	0.0538693026065252	PXK	3	58318305
cg00563926	0.23773029306657	TGFBR3	1	92352481
cg00563932	0.848159636666319	PTGDS	9	139871049
cg00564163	0.392976711958955	STEAP4	7	87935979
cg00565075	0.509555117126138	MIR659;EIF3L	22	38244893
cg00565688	0.622406288051165	TP73	1	3568212
cg00566759	0.0328484255174914	DSC2	18	28682345
cg00567479	0.0252455848158455	FARP2	2	242295999
cg00567749	0.171225070357765	VCAN	5	82767908
cg00568128	0.0569372655265209	MIR2110;C10orf118	10	115934100
cg00568792	0.0445104963949898	STT3A	11	125462554
cg00569620	0.0388703943513749	ABHD10	3	111697653
cg00571634	0.175964497484076	WDR5B	3	122134820
cg00572797	0.990354665335967	NA	NA	0
cg00573606	0.520728339754645	COL6A3	2	238322680
cg00575744	0.0873844728802998	HLA-DMB	6	32908642
cg00576250	0.129146559789247		20	45087765
cg00577167	0.342986085193011	ALDOB	9	104197675
cg00577464	0.0493350623895381	SHH	7	155604780
cg00578575	0.0326235891108289	NA	NA	0
cg00579393	0.560127261485316	REG1B	2	79316004
cg00579402	0.657394031067635	FUT6	19	5838999
cg00581156	0.0183683280540062	DIMT1L	5	61699416
cg00582372	0.528615399699731	NA	NA	0
cg00582628	0.0466202924037953	RGS20	8	54764515
cg00584022	0.0181934429216891	KRAS	12	25403167
cg00585790	0.488994615623837	LIMS1	2	109204845
cg00585846	0.0166057219103535	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0636379411836365	CDKAL1	6	20534671
cg00587613	0.576696434364767	GPR152	11	67220223
cg00592315	0.938466498097178	C14orf86;FAM181A	14	94384611
cg00594118	0.168558641720739	COBRA1	9	140150000
cg00594952	0.685821670776321	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.622697793311995	MYO1C	17	1395880
cg00598858	0.0235249062196048	PRKCSH;CCDC151	19	11545966
cg00600110	0.889363343516804	FAM9A	X	8769528
cg00600684	0.903013918283557	WDR11	10	122610158
cg00601486	0.484586493806092	H1FNT	12	48723148
cg00602891	0.0368704543241008	C17orf62	17	80408864
cg00603172	0.799122083672436	NA	NA	0
cg00605270	0.0142909530267756	SMPDL3B	1	28261552
cg00609097	0.0164575286927997	TESK2	1	45956974
cg00611397	0.912556141723525	GTPBP5	20	60768026
cg00612467	0.0238925227738974	HADH	4	108911077
cg00613255	0.783539866143201	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0500799541710889	RBM9	22	36236649
cg00615915	0.100847775681254	SERPINB8	18	61637299
cg00616129	0.0278335312907291	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0185773124625126	NCL	2	232329096
cg00617305	0.0144156327699789	SHISA4	1	201857940
cg00618396	0.440907518941251	VBP1	X	154444551
cg00619207	0.424924248453825	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.055229097478502	CENPF	1	214776904
cg00620629	0.0196944539613421	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.08334173379168	ODF3L1	15	76016335
cg00622677	0.133976522441638	TSPAN5	4	99579248
cg00623593	0.939931150326388	DOCK1	10	128767610
cg00625425	0.857138276546903	KANK4	1	62785512
cg00625653	0.272427934367624	WNT7A	3	13921227
cg00626119	0.741204920272329	SH2D2A;NTRK1	1	156785288
cg00626466	0.253434727841082	GNS	12	65153982
cg00627233	0.491460242189732	NA	NA	0
cg00627286	0.0703592025860578	NA	NA	0
cg00629217	0.758696969542087	LNX1	4	54425349
cg00629585	0.176066682703307	GFI1B	9	135853992
cg00630164	0.0467798128684568	KCNQ4	1	41250062
cg00630249	0.0129826228709717	CYB561D1	1	110036889
cg00630583	0.0149700281171286	PXMP2;POLE	12	133264314
cg00631230	0.0195510294251069	VPS33A	12	122750916
cg00633969	0.965695753459442	PARP9;DTX3L	3	122284550
cg00634577	0.0561520383613892	NA	NA	0
cg00635481	0.0160937934471249	ZNF76	6	35226917
cg00636639	0.0117692286787517	RBM18;MRRF	9	125027249
cg00638514	0.0196826869489511	OTOP3	17	72932048
cg00642303	0.0142636169624651	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.632518337459945		7	100544704
cg00645224	0.0227981676141857	NA	NA	0
cg00645579	0.845321405015589	IRF7;MUPCDH	11	617140
cg00645922	0.0748149517036632	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0225525719359812	ARSD	X	2847561
cg00646492	0.0509399387615387	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0505986646741959	SLC17A5	6	74364149
cg00648883	0.188564921324189	EEF1DP3	13	32524761
cg00650762	0.0100742772933837	EPHB2	1	23037368
cg00650876	0.0157425473790476	YBX1	1	43148058
cg00651216	0.0516124327967766	HSP90AB1	6	44213720
cg00653387	0.105139496832527	PTN	7	137028535
cg00654814	0.209902852466897	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0156677049338423	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0309304671681183	PPARD	6	35310123
cg00657582	0.028351124375745	CHD8	14	21904906
cg00658007	0.55537514660564	RD3	1	211666129
cg00658626	0.126807085218028	CCDC63	12	111284979
cg00659129	0.886643877591621	ASAP1	8	131414614
cg00659953	0.0120171528570434	FAM173A	16	770731
cg00660989	0.0491266771097214	KLHL28;FAM179B	14	45432516
cg00661202	0.013885165369426	TMEM43;CHCHD4	3	14166502
cg00661485	0.436494270476895	FOXI1	5	169533372
cg00662556	0.440118187395416	GALR1	18	74963364
cg00662775	0.498128745515512	NA	NA	0
cg00665395	0.0732215536814252	TTLL4	2	219575490
cg00666446	0.0373760254344139	ZNF670	1	247242273
cg00666746	0.167138245478395	SYDE1	19	15217781
cg00668685	0.918695647455085	SLC39A5	12	56624552
cg00669623	0.0968647919125233	CDK11B;CDK11A	1	1655867
cg00669856	0.0645535401389379	SPRY1	4	124317779
cg00671161	0.00952726215915529	ALG11;ATP7B	13	52586367
cg00672638	0.0595870439902715	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.168904210129618	DOPEY2	21	37536923
cg00674922	0.292622005410896	NA	NA	0
cg00676660	0.016857530532026	ADAMTS9	3	64672609
cg00677811	0.0151361794680038	CCM2	7	45040321
cg00678539	0.282214767619811	MNS1	15	56757625
cg00679556	0.529661939857837	TRIM31	6	30080782
cg00679738	0.355400553297496	FAM89A	1	231175246
cg00682653	0.0179397452330689	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.176656315944303	PPFIA2	12	82153256
cg00686022	0.939911794425005	C12orf40	12	40020078
cg00686623	0.0239541352866096	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0241445926913757	NDRG4	16	58497236
cg00688421	0.0684682597877	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0361688912374343	RTKN	2	74668672
cg00690049	0.464140300965213	MAGED2	X	54834244
cg00690280	0.667249827899976	WFDC10B;WFDC13	20	44332733
cg00690893	0.0382507226020003	NA	NA	0
cg00691625	0.836717384093475	NR5A1	9	127269807
cg00691822	0.205197309320201	NA	NA	0
cg00692549	0.0460170355501731	TARDBP	1	11072455
cg00693307	0.844535909917457	NA	NA	0
cg00695416	0.44503728864385	CBR1	21	37442476
cg00696900	0.00965719778630222	NA	NA	0
cg00698688	0.210452586716285	SULT2B1	19	49055432
cg00702231	0.701838842947201	PLAGL1;HYMAI	6	144329473
cg00702729	0.943882214389722	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0256458084117796	KCTD15	19	34288103
cg00704909	0.020992084849461	COPB1	11	14521319
cg00705255	0.160822623671131	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0158717992876021	NMNAT2	1	183387564
cg00708598	0.536166203101426	LECT1	13	53313895
cg00708642	0.031775725319252	EIF5	14	103800518
cg00711916	0.0448935364397613	CNNM4	2	97426274
cg00712898	0.00961779902438662	PRPF38B	1	109235208
cg00714377	0.57902822146249	SLA2	20	35274715
cg00717862	0.0281190431955304	TBCCD1;DNAJB11	3	186288771
cg00718440	0.138871482051562	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.263203244309227		2	89215272
cg00718748	0.0251159988887994	ZNF624	17	16556871
cg00720072	0.0319587626629279	MARCH5;CPEB3	10	94051159
cg00720137	0.0115196448839508	DYNLRB2	16	80575018
cg00720723	0.023573814744633	NOP58	2	203130645
cg00722300	0.604318644772616	RLN3	19	14138639
cg00724662	0.0506497124764987	NXF1	11	62573193
cg00725143	0.0148149759025586	NA	NA	0
cg00725635	0.0451031964412201	B3GALT2;CDC73	1	193155806
cg00725777	0.761537790695401	NGFRAP1	X	102630411
cg00727590	0.19432841607514	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0594411053535817	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0156263947458223	C6orf27	6	31744927
cg00729275	0.782610845640747	AQP4;C18orf16	18	24445134
cg00729541	0.0410284343955913	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0268297542624761	PALMD	1	100111713
cg00730260	0.949077498539903	C12orf67	12	24736888
cg00731459	0.0132493069212471	HDAC4	2	240323091
cg00733682	0.0153781164270995	ZNF44	19	12405568
cg00734993	0.0362137800510132	MTCH1	6	36953694
cg00736326	0.0191655183497571	ARPC1A	7	98923878
cg00737514	0.0198260883524756	TBC1D1	4	37893313
cg00739120	0.266572153448831	GAPDHS;TMEM147	19	36035875
cg00741717	0.659028657644844	TLR8;LOC349408	X	12924184
cg00743372	0.0143389270372688	ZNF192	6	28109648
cg00744433	0.856204293217286	CXADR	21	18884067
cg00745543	0.805092612207822	H1FNT	12	48722754
cg00745735	0.712669019938561	MYPN	10	69868860
cg00746083	0.0186350002747465	CHD8	14	21905454
cg00746130	0.0618245578213937	BAT5	6	31671271
cg00746981	0.0733597345594424	HDGF	1	156721141
cg00747849	0.0937652921904023	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00941720871322915	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.913328325344731	FAM83E;SPACA4	19	49109288
cg00755043	0.0176048076283836	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.0138991432165938	DZIP1	13	96296844
cg00756887	0.336574765053151	PVRL4	1	161059654
cg00757070	0.2015084132562	UPK2	11	118827082
cg00757952	0.691557081669004	CRYBB1	22	27014415
cg00761755	0.0603483323343841	SLC43A2	17	1531579
cg00762512	0.0360414328019819	RPL9;LIAS	4	39460606
cg00763679	0.0273131860204529	SEPT2;HDLBP	2	242254198
cg00763889	0.838471936394342	HRASLS2	11	63330544
cg00766729	0.0226708172293329	ZNF784	19	56136136
cg00766889	0.0256877070719287	SEPHS1	10	13390384
cg00767581	0.823978372006871	HOXD4;MIR10B	2	177015125
cg00768439	0.324378400556232	FAM133A;NAP1L3	X	92928711
cg00769470	0.903970843826281	DEFB129	20	207338
cg00769520	0.019763906056159	ST8SIA1	12	22488465
cg00770279	0.0108862061299184	CDKN2D	19	10679308
cg00770871	0.0092687749274065	TULP3	12	2999840
cg00772000	0.143731924074395	NHLRC1	6	18123049
cg00775197	0.0382750413337857	TCTE1	6	44265054
cg00777121	0.349292045869928	RASSF1	3	50378191
cg00777555	0.011610928592613	ARF4	3	57583074
cg00778920	0.0297649272432285	PRPF19	11	60674370
cg00779924	0.142859738294904	FLJ45983	10	8094641
cg00782174	0.0297322370210944	SLC1A5	19	47291626
cg00782854	0.0174271604614861	BCL2L1	20	30310858
cg00783759	0.013124422794379	LARP1B	4	128983441
cg00784357	0.0201930594110817	RAC1	7	6413877
cg00791249	0.0582983562119781	FDX1L	19	10426722
cg00792687	0.0302022000071964	C8orf41	8	33370099
cg00792740	0.0353068069452894	UBE3A	15	25684488
cg00792849	0.281776568955269	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0105372972023489	TRIM8	10	104403707
cg00795268	0.956781897667467	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0185828883098029	FUT4	11	94276898
cg00798206	0.0350139609849774	OXSR1	3	38207110
cg00799727	0.27863970600912	NA	NA	0
cg00800095	0.617366384954303	PNMA3	X	152224090
cg00804048	0.0306080648124837	EIF5A	17	7210539
cg00804392	0.661995654251291	RHOH	4	40198595
cg00806490	0.376558282044933	CDH13	16	82660873
cg00807586	0.0821793999211409	DLEC1	3	38080790
cg00808492	0.93660825876588	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0647251326396492	RPF1	1	84944867
cg00811081	0.042698502321923	RPAP3	12	48099724
cg00812502	0.0121594631446947	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00763085209586364	UQCRFS1	19	29704028
cg00815583	0.11714084244164	FBXO16	8	28348123
cg00815605	0.0901438305986485	NA	NA	0
cg00816620	0.0586079155137038	C1orf25;C1orf26	1	185127501
cg00818693	0.0172300605924864	TTC14	3	180319964
cg00818872	0.0172381958021195	CHRNB2	1	154540271
cg00819310	0.946540624728757	VANGL1	1	116193783
cg00819362	0.651871688674224	CLIP3	19	36524208
cg00819696	0.0197152945256709	TIMELESS	12	56843016
cg00821764	0.0124049770729322	UMPS	3	124449680
cg00822607	0.0603594811381253	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0172281325040928	CHD4	12	6716566
cg00825031	0.0105784125765088	VPS37A;CNOT7	8	17104503
cg00826384	0.0308534696250071	PTPRZ1	7	121513065
cg00827369	0.0101368145678198	EIF4H	7	73588253
cg00828602	0.0324453145174196	WNT5A	3	55520834
cg00830029	0.179098428447808	NRIP2	12	2943902
cg00830393	0.0156543878152185	LRIG1	3	66552063
cg00831028	0.0151364194586456	C20orf43	20	55043745
cg00832517	0.0499135856468772	C14orf126	14	31926792
cg00832994	0.0184551474274713	NA	NA	0
cg00833393	0.0138531714411073	TLN1;CREB3	9	35731638
cg00833777	0.91491426930152	ITGAM	16	31271642
cg00834796	0.0356567338096132	JAKMIP2	5	147161924
cg00834958	0.0251443166308434	TSC22D4	7	100077147
cg00836605	0.0124333910545369	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0212810432908668	MITF	3	69788442
cg00839584	0.182535119158092	IL1A	2	113542091
cg00839802	0.0303090609937435	MAN1A1	6	119671238
cg00840403	0.10229617924163	CHST4	16	71560205
cg00840516	0.645760074003568	HYAL2	3	50360097
cg00841581	0.0129806886933188	STAG1	3	136471162
cg00842351	0.428039279327415	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.120542544677169	DLG2	11	84634126
cg00848394	0.022014933175393	WDR51A	3	52188768
cg00848397	0.0193350858231836	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0448429364326448	DAB1	1	58716018
cg00849368	0.0312727598338429	ARSK;TTC37	5	94890411
cg00850538	0.442921708413403	CRIM1	2	36582038
cg00852964	0.793767579301532	VNN1	6	133035150
cg00853068	0.26878391531829	FMNL1	17	43298592
cg00854637	0.0509763820046796	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0365787834595871	SKP1	5	133512930
cg00856375	0.0199337729463873	PSMD14	2	162164676
cg00858899	0.0493860169027313	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.9071798228126	CYB5R2	11	7694524
cg00861635	0.0248933350896942	ZNF200	16	3285425
cg00862041	0.44619970226758	GPRASP2	X	101967017
cg00862290	0.934421423835816	KCNMB3	3	178984973
cg00862770	0.0202510028763669	FKBP5	6	35655764
cg00864867	0.13483542079756	PAWR	12	80085268
cg00870662	0.0243391834356054	PARD6G	18	78005665
cg00871453	0.126359556254019	WDR67	8	124084640
cg00873037	0.0327055513732161	NEIL2	8	11626984
cg00873937	0.0620468682956087	ATOH7	10	69991564
cg00874863	0.497835861637356	LHFPL1	X	111924370
cg00875272	0.32487162933228	TAL1	1	47695321
cg00876704	0.0109228293394424	PKN1	19	14544684
cg00877887	0.0265850794974007	DUOXA2;DUOX2	15	45406654
cg00877964	0.0249754828085163	SLC1A4	2	65215638
cg00881086	0.0253334603074218	NCRNA00119;NPHP3	3	132441942
cg00881370	0.974656443265396	LOC55908;DOCK6	19	11348439
cg00882451	0.953101464025965	ZP2	16	21222863
cg00882832	0.0364730734581158	SPRY1	4	124317983
cg00884221	0.032788916255432	IGFBP7	4	57976915
cg00884529	0.109461757336437	BZW2;ANKMY2	7	16685823
cg00885506	0.0484285742382386	WDR31	9	116102792
cg00886554	0.0248127673065908	NMU	4	56502598
cg00887101	0.105876445512946	INTS5	11	62420578
cg00887547	0.0294974346673048	TAOK3	12	118811020
cg00887700	0.0252657682361213	EIF2B1;GTF2H3	12	124118360
cg00888007	0.18500533549753	CCND2	12	4382184
cg00888479	0.0596707471567694	SLC24A3	20	19193824
cg00888561	0.110955825615341	WDFY2	13	52157910
cg00890257	0.0171079494944081	DEGS2	14	100625756
cg00891278	0.516516958144277	CCDC37	3	126113784
cg00891541	0.518962995045821	SMPD3	16	68481487
cg00892393	0.757423362390045	C16orf73	16	1911525
cg00892798	0.0208273139821324	NGFR	17	47572909
cg00893242	0.242413683867981	SND1	7	127291580
cg00893636	0.027947600558468	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0232191152355483	RPL7L1	6	42847415
cg00894577	0.234310502770192	NA	NA	0
cg00895324	0.913693775430714	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0240627646464814	LACE1	6	108616288
cg00899086	0.0358657767914547	SEPT11	4	77871294
cg00899641	0.0161397808189118	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.141924993775295	YBX2	17	7197375
cg00901652	0.0457942825656259	CTR9	11	10772434
cg00901683	0.0202586825403443	PTCD1;CPSF4	7	99036756
cg00901704	0.0183340221761544	SLC25A19	17	73285325
cg00901766	0.0339044508291565	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.524812738187171	CHL1	3	238161
cg00903375	0.0238047218102116	SBDS;TYW1	7	66460591
cg00904483	0.959040342300032	MGMT	10	131354873
cg00904574	0.0162437440064728	PLK3	1	45265678
cg00905170	0.0114820801557248	RRS1	8	67341306
cg00906183	0.0221169176801484	HGS;ARL16	17	79650926
cg00908551	0.0535092468674834	FANCF	11	22646931
cg00910067	0.115961285074455	SLC7A10	19	33717545
cg00910168	0.732285327911002	DHX37	12	125474021
cg00911351	0.372156424553175	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.874153446185407	PRPS1L1	7	18067463
cg00912191	0.0661932755592293	UBTD2	5	171709917
cg00912942	0.97097174014327	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0180582186136253	SHC1;CKS1B	1	154946946
cg00916199	0.0196208409913684	TMCO6	5	140019287
cg00916635	0.823717767805861	PTPN22	1	114414312
cg00917893	0.0259101578637332	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0283652340978388	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0889101702066369	XIAP	X	122993419
cg00922727	0.0315730445368482	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.174081967340702	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.193146147117369	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0153263217432871	FBXO28	1	224301953
cg00930194	0.389388016060388	PROP1	5	177423598
cg00930873	0.443531441346992	ALDH1A2	15	58357973
cg00931491	0.146403837243792	SULT1A2	16	28608288
cg00932276	0.400703526508256	EGFL6	X	13587976
