Hybridization REF	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05
cg00503458	0.0393200747283044	KIAA0907	1	155904439
cg00503840	0.348674311990743	DLX5	7	96650509
cg00504595	0.32259870529922	TNFRSF19	13	24144985
cg00509616	0.287213336536541	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.023962146009103	C6orf211;RMND1	6	151772946
cg00510956	0.92475020797703	KHDRBS1	1	32478440
cg00511475	0.473110866626271	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0204426140557855	SLC18A2	10	119000991
cg00512374	0.0150296138819354	IGFBP4	17	38599682
cg00513220	0.149577929324944	MOSC2	1	220922123
cg00513467	0.0213625517640596	KLHL9	9	21335551
cg00514407	0.155190071029205	SERPINE2	2	224904626
cg00514895	0.181693011569399	CPZ	4	8594413
cg00515905	0.916177421571168	EPS8L3	1	110306507
cg00516481	0.489978618747179	PDE9A	21	44073202
cg00518911	0.659431464865479	NA	NA	0
cg00518989	0.0152174136922279	LIMK2	22	31608519
cg00519208	0.85585048857302	EVI5	1	93258319
cg00519627	0.0122599599995069	CORO7	16	4466650
cg00520135	0.894187435040421	TPM1	15	63333846
cg00520708	0.121080090764129	C5orf24	5	134181266
cg00521434	0.903731981800336	GPR61	1	110081965
cg00521598	0.0355743083002938	MYCBP	1	39339413
cg00522034	0.00882893813372456	CBLB	3	105587721
cg00522316	0.0215899951836822	KHSRP	19	6425042
cg00524288	0.0190024922665275	UPP1	7	48128452
cg00528052	0.00992677726735027	KDM5B	1	202777295
cg00528967	0.00950026195088558	STK24	13	99228955
cg00532335	0.370530568781127	LGI1	10	95516861
cg00532890	0.0249990972977421	PBX1	1	164528682
cg00534274	0.182650949629717	SLC7A11	4	139163341
cg00534856	0.863057710700677	NA	NA	0
cg00536175	0.879082727706437	GATA1	X	48645024
cg00537910	0.872015600818038	ATG9A;ABCB6	2	220084611
cg00539322	0.806507171325391	SAG	2	234216360
cg00539716	0.0358828906095053	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0140077825551248	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0278781266819977	NA	NA	0
cg00544557	0.795928987405752	DSCR10	21	39578742
cg00545573	0.0470644116702947	TAOK3	12	118810436
cg00546491	0.430756866183283	PDE1C	7	32111062
cg00546897	0.592263481863182	LOC284837	21	45232232
cg00547018	0.120706259321461	ALG1	16	5121709
cg00547789	0.273340203459932	RAB39B	X	154493750
cg00547829	0.0188417606592107	TUBD1;RPS6KB1	17	57970161
cg00548060	0.866080195858535	NPL	1	182761905
cg00548268	0.645806379210786	NPTX2	7	98245830
cg00550617	0.468212469386972	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.488910990453418	NR1H3	11	47281370
cg00554682	0.0289300020542655	ZNF804A	2	185463132
cg00554702	0.0858484691072929	CHEK1	11	125496645
cg00556408	0.768309034894181	TMPRSS6	22	37500588
cg00557354	0.055103897535806	ARHGEF7	13	111767899
cg00559473	0.0187625938427218	AAAS	12	53715592
cg00560119	0.0306816816372318	STXBP1	9	130374109
cg00563229	0.020163542234341	XKR8	1	28286146
cg00563845	0.263212603693793	PXK	3	58318305
cg00563926	0.42675726105419	TGFBR3	1	92352481
cg00563932	0.696961650716319	PTGDS	9	139871049
cg00564163	0.365521998066026	STEAP4	7	87935979
cg00565075	0.0860193456258326	MIR659;EIF3L	22	38244893
cg00565688	0.405940270675166	TP73	1	3568212
cg00566759	0.077818009537278	DSC2	18	28682345
cg00567479	0.0299392680374047	FARP2	2	242295999
cg00567749	0.11718036760827	VCAN	5	82767908
cg00568128	0.0563613288924707	MIR2110;C10orf118	10	115934100
cg00568792	0.0360419071765839	STT3A	11	125462554
cg00569620	0.0302325470865992	ABHD10	3	111697653
cg00571634	0.135028324884189	WDR5B	3	122134820
cg00572797	0.989419888176246	NA	NA	0
cg00573606	0.692732167515076	COL6A3	2	238322680
cg00575744	0.0339926852985125	HLA-DMB	6	32908642
cg00576250	0.181795221811332		20	45087765
cg00577167	0.679468070362919	ALDOB	9	104197675
cg00577464	0.0225218009145774	SHH	7	155604780
cg00578575	0.0395270447553217	NA	NA	0
cg00579393	0.758358513042384	REG1B	2	79316004
cg00579402	0.783266073336602	FUT6	19	5838999
cg00581156	0.0138713723727873	DIMT1L	5	61699416
cg00582372	0.739361866223947	NA	NA	0
cg00582628	0.0906482851182608	RGS20	8	54764515
cg00584022	0.0175138428557007	KRAS	12	25403167
cg00585790	0.55138297395352	LIMS1	2	109204845
cg00585846	0.0227092721037905	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0560646503255562	CDKAL1	6	20534671
cg00587613	0.752297807870651	GPR152	11	67220223
cg00592315	0.567442888565641	C14orf86;FAM181A	14	94384611
cg00594118	0.0322551518066024	COBRA1	9	140150000
cg00594952	0.809550452548341	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.68286340525109	MYO1C	17	1395880
cg00598858	0.0197923637576934	PRKCSH;CCDC151	19	11545966
cg00600110	0.946995618207448	FAM9A	X	8769528
cg00600684	0.912077745079016	WDR11	10	122610158
cg00601486	0.890790366203143	H1FNT	12	48723148
cg00602891	0.0328862909121807	C17orf62	17	80408864
cg00603172	0.782227200156342	NA	NA	0
cg00605270	0.0463804349803124	SMPDL3B	1	28261552
cg00609097	0.01161499164161	TESK2	1	45956974
cg00611397	0.910174008410714	GTPBP5	20	60768026
cg00612467	0.0233920381147023	HADH	4	108911077
cg00613255	0.773353433708713	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.237779976551741	RBM9	22	36236649
cg00615915	0.113287540586509	SERPINB8	18	61637299
cg00616129	0.0252819379523943	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0099266260612332	NCL	2	232329096
cg00617305	0.024238381375841	SHISA4	1	201857940
cg00618396	0.499371286865908	VBP1	X	154444551
cg00619207	0.376935184376214	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0189366312716889	CENPF	1	214776904
cg00620629	0.0191870405143182	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.314088739387566	ODF3L1	15	76016335
cg00622677	0.0238695167346501	TSPAN5	4	99579248
cg00623593	0.811156902720281	DOCK1	10	128767610
cg00625425	0.47681121295119	KANK4	1	62785512
cg00625653	0.0886251778856825	WNT7A	3	13921227
cg00626119	0.547202196607725	SH2D2A;NTRK1	1	156785288
cg00626466	0.563343627279131	GNS	12	65153982
cg00627233	0.553169024312141	NA	NA	0
cg00627286	0.0361273531960285	NA	NA	0
cg00629217	0.680695984495152	LNX1	4	54425349
cg00629585	0.164035349823493	GFI1B	9	135853992
cg00630164	0.0511571323193227	KCNQ4	1	41250062
cg00630249	0.0110837997025789	CYB561D1	1	110036889
cg00630583	0.0110944117640605	PXMP2;POLE	12	133264314
cg00631230	0.0183710258002558	VPS33A	12	122750916
cg00633969	0.923717289431538	PARP9;DTX3L	3	122284550
cg00634577	0.467087857608394	NA	NA	0
cg00635481	0.0100740313232189	ZNF76	6	35226917
cg00636639	0.0169620363331183	RBM18;MRRF	9	125027249
cg00638514	0.066148810200686	OTOP3	17	72932048
cg00642303	0.0132115557280467	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.947085253398922		7	100544704
cg00645224	0.0135646463662283	NA	NA	0
cg00645579	0.708453284117136	IRF7;MUPCDH	11	617140
cg00645922	0.0105601143875257	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.165994981969145	ARSD	X	2847561
cg00646492	0.0976759628730488	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0239197423705414	SLC17A5	6	74364149
cg00648883	0.347152002793346	EEF1DP3	13	32524761
cg00650762	0.0129295778037797	EPHB2	1	23037368
cg00650876	0.0106642818253077	YBX1	1	43148058
cg00651216	0.179872748881752	HSP90AB1	6	44213720
cg00653387	0.108154576021215	PTN	7	137028535
cg00654814	0.0848770774911345	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.041885371574869	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0457030146843513	PPARD	6	35310123
cg00657582	0.0362863743267757	CHD8	14	21904906
cg00658007	0.286976510672716	RD3	1	211666129
cg00658626	0.0444965719061344	CCDC63	12	111284979
cg00659129	0.79101951919884	ASAP1	8	131414614
cg00659953	0.0106812675151053	FAM173A	16	770731
cg00660989	0.168531050138081	KLHL28;FAM179B	14	45432516
cg00661202	0.0111172227621321	TMEM43;CHCHD4	3	14166502
cg00661485	0.513200587096826	FOXI1	5	169533372
cg00662556	0.290000145513245	GALR1	18	74963364
cg00662775	0.40616561214519	NA	NA	0
cg00665395	0.0167697462425752	TTLL4	2	219575490
cg00666446	0.0330562529196794	ZNF670	1	247242273
cg00666746	0.415589908513853	SYDE1	19	15217781
cg00668685	0.863412857061588	SLC39A5	12	56624552
cg00669623	0.0218486423294221	CDK11B;CDK11A	1	1655867
cg00669856	0.0675693519589375	SPRY1	4	124317779
cg00671161	0.00826102835393846	ALG11;ATP7B	13	52586367
cg00672638	0.0605698555988248	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.532302043511368	DOPEY2	21	37536923
cg00674922	0.0138739317772262	NA	NA	0
cg00676660	0.0247078091470365	ADAMTS9	3	64672609
cg00677811	0.0200427639293336	CCM2	7	45040321
cg00678539	0.321202819155722	MNS1	15	56757625
cg00679556	0.48571446823239	TRIM31	6	30080782
cg00679738	0.0153789911159836	FAM89A	1	231175246
cg00682653	0.0189307503916516	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0623501463685941	PPFIA2	12	82153256
cg00686022	0.883919848083567	C12orf40	12	40020078
cg00686623	0.012275932074155	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0127935105522585	NDRG4	16	58497236
cg00688421	0.0237028421728011	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.449193195172179	RTKN	2	74668672
cg00690049	0.427579069151097	MAGED2	X	54834244
cg00690280	0.499077602243845	WFDC10B;WFDC13	20	44332733
cg00690893	0.128711759346597	NA	NA	0
cg00691625	0.756813863263163	NR5A1	9	127269807
cg00691822	0.509691606678254	NA	NA	0
cg00692549	0.0519672976750012	TARDBP	1	11072455
cg00693307	0.862992845183862	NA	NA	0
cg00695416	0.0474611057832486	CBR1	21	37442476
cg00696900	0.0145150060203564	NA	NA	0
cg00698688	0.551509807247165	SULT2B1	19	49055432
cg00702231	0.766208057296374	PLAGL1;HYMAI	6	144329473
cg00702729	0.913329695858988	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0193756726921973	KCTD15	19	34288103
cg00704909	0.0157380982440164	COPB1	11	14521319
cg00705255	0.220454298177167	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0291133010969514	NMNAT2	1	183387564
cg00708598	0.375741701518576	LECT1	13	53313895
cg00708642	0.0153896820032192	EIF5	14	103800518
cg00711916	0.0246992259787305	CNNM4	2	97426274
cg00712898	0.00890998794048404	PRPF38B	1	109235208
cg00714377	0.138439653752689	SLA2	20	35274715
cg00717862	0.0196013350543768	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0114411717464966	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.201492312714288		2	89215272
cg00718748	0.0141761020896075	ZNF624	17	16556871
cg00720072	0.0127737208131912	MARCH5;CPEB3	10	94051159
cg00720137	0.00955329852969173	DYNLRB2	16	80575018
cg00720723	0.0231427080980393	NOP58	2	203130645
cg00722300	0.795470417912326	RLN3	19	14138639
cg00724662	0.0365162224162264	NXF1	11	62573193
cg00725143	0.0224518468652646	NA	NA	0
cg00725635	0.197872353001309	B3GALT2;CDC73	1	193155806
cg00725777	0.622379696902165	NGFRAP1	X	102630411
cg00727590	0.37408147064695	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0384838528099627	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0147699470389216	C6orf27	6	31744927
cg00729275	0.551903226527064	AQP4;C18orf16	18	24445134
cg00729541	0.0238000533640937	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.155503628219253	PALMD	1	100111713
cg00730260	0.823939528235678	C12orf67	12	24736888
cg00731459	0.0146713880827172	HDAC4	2	240323091
cg00733682	0.0100165758910605	ZNF44	19	12405568
cg00734993	0.0160993577195764	MTCH1	6	36953694
cg00736326	0.0189921770464227	ARPC1A	7	98923878
cg00737514	0.0188413793922103	TBC1D1	4	37893313
cg00739120	0.567014417498465	GAPDHS;TMEM147	19	36035875
cg00741717	0.707685033208529	TLR8;LOC349408	X	12924184
cg00743372	0.0186222322285695	ZNF192	6	28109648
cg00744433	0.707840506913029	CXADR	21	18884067
cg00745543	0.875874462551127	H1FNT	12	48722754
cg00745735	0.751863258460651	MYPN	10	69868860
cg00746083	0.011693672518716	CHD8	14	21905454
cg00746130	0.0328558339624925	BAT5	6	31671271
cg00746981	0.102666335143016	HDGF	1	156721141
cg00747849	0.336059127579063	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0130650814321458	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.681784748339894	FAM83E;SPACA4	19	49109288
cg00755043	0.0345460656653466	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.102373412764823	DZIP1	13	96296844
cg00756887	0.65412398740292	PVRL4	1	161059654
cg00757070	0.519388275262712	UPK2	11	118827082
cg00757952	0.680880770086192	CRYBB1	22	27014415
cg00761755	0.00789975023082306	SLC43A2	17	1531579
cg00762512	0.0220598332085436	RPL9;LIAS	4	39460606
cg00763679	0.0273696616649174	SEPT2;HDLBP	2	242254198
cg00763889	0.890008401566917	HRASLS2	11	63330544
cg00766729	0.0122903353015117	ZNF784	19	56136136
cg00766889	0.0156524994708875	SEPHS1	10	13390384
cg00767581	0.535696859731738	HOXD4;MIR10B	2	177015125
cg00768439	0.190579310412569	FAM133A;NAP1L3	X	92928711
cg00769470	0.803576734151772	DEFB129	20	207338
cg00769520	0.0182555562353066	ST8SIA1	12	22488465
cg00770279	0.0109471040222682	CDKN2D	19	10679308
cg00770871	0.00915354398362666	TULP3	12	2999840
cg00772000	0.236836787706743	NHLRC1	6	18123049
cg00775197	0.060486371254063	TCTE1	6	44265054
cg00777121	0.456739056487319	RASSF1	3	50378191
cg00777555	0.0122350610079159	ARF4	3	57583074
cg00778920	0.0272494537083412	PRPF19	11	60674370
cg00779924	0.140939264360381	FLJ45983	10	8094641
cg00782174	0.0307746872605029	SLC1A5	19	47291626
cg00782854	0.0182039047701068	BCL2L1	20	30310858
cg00783759	0.0113132391967702	LARP1B	4	128983441
cg00784357	0.0105131395901921	RAC1	7	6413877
cg00791249	0.0443518585851852	FDX1L	19	10426722
cg00792687	0.0278145632938143	C8orf41	8	33370099
cg00792740	0.0331668618076675	UBE3A	15	25684488
cg00792849	0.199700694598956	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00928452260766487	TRIM8	10	104403707
cg00795268	0.932387310000704	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.136228242195561	FUT4	11	94276898
cg00798206	0.0325493791690393	OXSR1	3	38207110
cg00799727	0.755451698453701	NA	NA	0
cg00800095	0.924059115369173	PNMA3	X	152224090
cg00804048	0.0428481004423778	EIF5A	17	7210539
cg00804392	0.227471014054627	RHOH	4	40198595
cg00806490	0.263653866271772	CDH13	16	82660873
cg00807586	0.126502973427959	DLEC1	3	38080790
cg00808492	0.88363295461197	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0474450508126022	RPF1	1	84944867
cg00811081	0.0410692391442219	RPAP3	12	48099724
cg00812502	0.0129672633299077	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00677963085228993	UQCRFS1	19	29704028
cg00815583	0.0381563572335377	FBXO16	8	28348123
cg00815605	0.216663358026131	NA	NA	0
cg00816620	0.192004821551841	C1orf25;C1orf26	1	185127501
cg00818693	0.0175043206204745	TTC14	3	180319964
cg00818872	0.0357911520207237	CHRNB2	1	154540271
cg00819310	0.80302267536907	VANGL1	1	116193783
cg00819362	0.83127439526324	CLIP3	19	36524208
cg00819696	0.0119269198730738	TIMELESS	12	56843016
cg00821764	0.0117896673249467	UMPS	3	124449680
cg00822607	0.0426951825594915	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0192537717593705	CHD4	12	6716566
cg00825031	0.00923183526905731	VPS37A;CNOT7	8	17104503
cg00826384	0.0498421096161347	PTPRZ1	7	121513065
cg00827369	0.014365614930519	EIF4H	7	73588253
cg00828602	0.0381255297338116	WNT5A	3	55520834
cg00830029	0.674850291547658	NRIP2	12	2943902
cg00830393	0.0294286370094104	LRIG1	3	66552063
cg00831028	0.0252517097259151	C20orf43	20	55043745
cg00832517	0.0454055497555528	C14orf126	14	31926792
cg00832994	0.0971828302894415	NA	NA	0
cg00833393	0.0126756378337181	TLN1;CREB3	9	35731638
cg00833777	0.627578859832376	ITGAM	16	31271642
cg00834796	0.0339506268905804	JAKMIP2	5	147161924
cg00834958	0.0321418050696054	TSC22D4	7	100077147
cg00836605	0.0127776171362789	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0210241112371631	MITF	3	69788442
cg00839584	0.496617280346012	IL1A	2	113542091
cg00839802	0.029575747513755	MAN1A1	6	119671238
cg00840403	0.0573558303046092	CHST4	16	71560205
cg00840516	0.744100459970635	HYAL2	3	50360097
cg00841581	0.0160772210277654	STAG1	3	136471162
cg00842351	0.0838044843596445	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.454244178815743	DLG2	11	84634126
cg00848394	0.0238912222545763	WDR51A	3	52188768
cg00848397	0.0159002973727165	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.371526671954146	DAB1	1	58716018
cg00849368	0.0375823051830064	ARSK;TTC37	5	94890411
cg00850538	0.848418183142943	CRIM1	2	36582038
cg00852964	0.369981005589133	VNN1	6	133035150
cg00853068	0.179994188106859	FMNL1	17	43298592
cg00854637	0.0288891210431677	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0215926247822512	SKP1	5	133512930
cg00856375	0.0195542275656874	PSMD14	2	162164676
cg00858899	0.0340366142105007	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.790762127412567	CYB5R2	11	7694524
cg00861635	0.0191263799876626	ZNF200	16	3285425
cg00862041	0.516432052724574	GPRASP2	X	101967017
cg00862290	0.851629016383631	KCNMB3	3	178984973
cg00862770	0.0148689799564581	FKBP5	6	35655764
cg00864867	0.0366897295758227	PAWR	12	80085268
cg00870662	0.0344525541662326	PARD6G	18	78005665
cg00871453	0.0259850026745584	WDR67	8	124084640
cg00873037	0.0264793788633142	NEIL2	8	11626984
cg00873937	0.0259581771199146	ATOH7	10	69991564
cg00874863	0.569163355898869	LHFPL1	X	111924370
cg00875272	0.0991897812630071	TAL1	1	47695321
cg00876704	0.016683129208139	PKN1	19	14544684
cg00877887	0.0221564130209184	DUOXA2;DUOX2	15	45406654
cg00877964	0.01753532409213	SLC1A4	2	65215638
cg00881086	0.0206036810774877	NCRNA00119;NPHP3	3	132441942
cg00881370	0.91890136631415	LOC55908;DOCK6	19	11348439
cg00882451	0.909581933797163	ZP2	16	21222863
cg00882832	0.0331788462994648	SPRY1	4	124317983
cg00884221	0.158155209093628	IGFBP7	4	57976915
cg00884529	0.0574168709951906	BZW2;ANKMY2	7	16685823
cg00885506	0.0330294448710746	WDR31	9	116102792
cg00886554	0.025167446336522	NMU	4	56502598
cg00887101	0.0401205624683998	INTS5	11	62420578
cg00887547	0.027094928554351	TAOK3	12	118811020
cg00887700	0.0199929163965783	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0124864270714408	CCND2	12	4382184
cg00888479	0.210786287821956	SLC24A3	20	19193824
cg00888561	0.0323783479700897	WDFY2	13	52157910
cg00890257	0.0304111164277906	DEGS2	14	100625756
cg00891278	0.438394713091498	CCDC37	3	126113784
cg00891541	0.755736054682557	SMPD3	16	68481487
cg00892393	0.614868678458612	C16orf73	16	1911525
cg00892798	0.0177463495942443	NGFR	17	47572909
cg00893242	0.0233348148497476	SND1	7	127291580
cg00893636	0.0184171726676322	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0153850295466445	RPL7L1	6	42847415
cg00894577	0.358441357890203	NA	NA	0
cg00895324	0.528826488222037	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0232465239753316	LACE1	6	108616288
cg00899086	0.019756085479223	SEPT11	4	77871294
cg00899641	0.0175418487572111	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0605171995513372	YBX2	17	7197375
cg00901652	0.035128695680899	CTR9	11	10772434
cg00901683	0.0103106149926429	PTCD1;CPSF4	7	99036756
cg00901704	0.0189629814640122	SLC25A19	17	73285325
cg00901766	0.0319431005623687	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0800478765803878	CHL1	3	238161
cg00903375	0.0123259613449285	SBDS;TYW1	7	66460591
cg00904483	0.970583070346988	MGMT	10	131354873
cg00904574	0.0236247822840729	PLK3	1	45265678
cg00905170	0.010331620299357	RRS1	8	67341306
cg00906183	0.0133978317206339	HGS;ARL16	17	79650926
cg00908551	0.0369571239334564	FANCF	11	22646931
cg00910067	0.229604597647328	SLC7A10	19	33717545
cg00910168	0.820288243989078	DHX37	12	125474021
cg00911351	0.242332918960279	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.838050811099301	PRPS1L1	7	18067463
cg00912191	0.11392395555562	UBTD2	5	171709917
cg00912942	0.958089977176335	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0102544929172851	SHC1;CKS1B	1	154946946
cg00916199	0.0163605783929919	TMCO6	5	140019287
cg00916635	0.243655385317427	PTPN22	1	114414312
cg00917893	0.0191291574176044	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0208001241212867	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.113381443206293	XIAP	X	122993419
cg00922727	0.0318755009265616	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.0951108721849852	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0230323363975261	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0252874400532049	FBXO28	1	224301953
cg00930194	0.195558101906653	PROP1	5	177423598
cg00930873	0.110752101781189	ALDH1A2	15	58357973
cg00931491	0.503836099462157	SULT1A2	16	28608288
