Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg00503458	0.0645857763613124	KIAA0907	1	155904439
cg00503840	0.427696617295755	DLX5	7	96650509
cg00504595	0.200691009262842	TNFRSF19	13	24144985
cg00509616	0.143720612182877	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0228817302925981	C6orf211;RMND1	6	151772946
cg00510956	0.613792403208948	KHDRBS1	1	32478440
cg00511475	0.293475684418071	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0359234085458755	SLC18A2	10	119000991
cg00512374	0.0236957930109643	IGFBP4	17	38599682
cg00513220	0.0190157952146963	MOSC2	1	220922123
cg00513467	0.105683961755657	KLHL9	9	21335551
cg00514407	0.028499193220983	SERPINE2	2	224904626
cg00514895	0.0218912221317664	CPZ	4	8594413
cg00515905	0.936542399887232	EPS8L3	1	110306507
cg00516481	0.525364647825565	PDE9A	21	44073202
cg00518911	0.818877921197641	NA	NA	0
cg00518989	0.0223271875480347	LIMK2	22	31608519
cg00519208	0.881288476481235	EVI5	1	93258319
cg00519627	0.0113435248610798	CORO7	16	4466650
cg00520135	0.968484165505731	TPM1	15	63333846
cg00520708	0.090697098424903	C5orf24	5	134181266
cg00521434	0.932742151327705	GPR61	1	110081965
cg00521598	0.0372918727895228	MYCBP	1	39339413
cg00522034	0.00870956692046248	CBLB	3	105587721
cg00522316	0.0262771507394529	KHSRP	19	6425042
cg00524288	0.0164736632161453	UPP1	7	48128452
cg00528052	0.00966684857831797	KDM5B	1	202777295
cg00528967	0.0100916540986979	STK24	13	99228955
cg00532335	0.776286035196463	LGI1	10	95516861
cg00532890	0.0212141153744696	PBX1	1	164528682
cg00534274	0.0510745711739268	SLC7A11	4	139163341
cg00534856	0.909233065205998	NA	NA	0
cg00536175	0.906797738656741	GATA1	X	48645024
cg00537910	0.847272947908004	ATG9A;ABCB6	2	220084611
cg00539322	0.733292181069933	SAG	2	234216360
cg00539716	0.0506151791026916	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0147836178266677	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0340455290266138	NA	NA	0
cg00544557	0.88837266878429	DSCR10	21	39578742
cg00545573	0.0879237630745649	TAOK3	12	118810436
cg00546491	0.400617215354739	PDE1C	7	32111062
cg00546897	0.283058920608327	LOC284837	21	45232232
cg00547018	0.13170564302048	ALG1	16	5121709
cg00547789	0.0586320255936557	RAB39B	X	154493750
cg00547829	0.0248148733944098	TUBD1;RPS6KB1	17	57970161
cg00548060	0.780060554103496	NPL	1	182761905
cg00548268	0.825303622699313	NPTX2	7	98245830
cg00550617	0.656383802543514	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.726650569922033	NR1H3	11	47281370
cg00554682	0.0233451776182177	ZNF804A	2	185463132
cg00554702	0.106863413454685	CHEK1	11	125496645
cg00556408	0.811707548930108	TMPRSS6	22	37500588
cg00557354	0.0334873069807267	ARHGEF7	13	111767899
cg00559473	0.0388885459183698	AAAS	12	53715592
cg00560119	0.0300668230009962	STXBP1	9	130374109
cg00563229	0.0120318881014558	XKR8	1	28286146
cg00563845	0.145812806259761	PXK	3	58318305
cg00563926	0.162199129435929	TGFBR3	1	92352481
cg00563932	0.756508589649712	PTGDS	9	139871049
cg00564163	0.80094696699604	STEAP4	7	87935979
cg00565075	0.044318158208304	MIR659;EIF3L	22	38244893
cg00565688	0.186593361748147	TP73	1	3568212
cg00566759	0.0241347284313173	DSC2	18	28682345
cg00567479	0.0384577890202829	FARP2	2	242295999
cg00567749	0.0505028130342386	VCAN	5	82767908
cg00568128	0.106052401136015	MIR2110;C10orf118	10	115934100
cg00568792	0.032503079114957	STT3A	11	125462554
cg00569620	0.0241894701431415	ABHD10	3	111697653
cg00571634	0.171902791228461	WDR5B	3	122134820
cg00572797	0.987951664117391	NA	NA	0
cg00573606	0.873139030407547	COL6A3	2	238322680
cg00575744	0.0206959693112613	HLA-DMB	6	32908642
cg00576250	0.329301602030091		20	45087765
cg00577167	0.797560588629983	ALDOB	9	104197675
cg00577464	0.0549313634258773	SHH	7	155604780
cg00578575	0.040958162216328	NA	NA	0
cg00579393	0.434441064518703	REG1B	2	79316004
cg00579402	0.629160928226687	FUT6	19	5838999
cg00581156	0.0129047993913308	DIMT1L	5	61699416
cg00582372	0.72205791001373	NA	NA	0
cg00582628	0.0417135599447533	RGS20	8	54764515
cg00584022	0.016497241869592	KRAS	12	25403167
cg00585790	0.726936671111461	LIMS1	2	109204845
cg00585846	0.0273038617174505	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.139008509315064	CDKAL1	6	20534671
cg00587613	0.752298530278685	GPR152	11	67220223
cg00592315	0.918773865157491	C14orf86;FAM181A	14	94384611
cg00594118	0.0450117100012096	COBRA1	9	140150000
cg00594952	0.764540526651912	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.487845231627512	MYO1C	17	1395880
cg00598858	0.0164079639811235	PRKCSH;CCDC151	19	11545966
cg00600110	0.969185076907349	FAM9A	X	8769528
cg00600684	0.921636605860833	WDR11	10	122610158
cg00601486	0.913785228862808	H1FNT	12	48723148
cg00602891	0.0380648325867988	C17orf62	17	80408864
cg00603172	0.38573539324597	NA	NA	0
cg00605270	0.0183055921279646	SMPDL3B	1	28261552
cg00609097	0.0117315341560032	TESK2	1	45956974
cg00611397	0.927892037522472	GTPBP5	20	60768026
cg00612467	0.0333522708816358	HADH	4	108911077
cg00613255	0.85738162831207	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.28939311158478	RBM9	22	36236649
cg00615915	0.18053490552116	SERPINB8	18	61637299
cg00616129	0.0205429545898332	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.012748793811399	NCL	2	232329096
cg00617305	0.0148900579515011	SHISA4	1	201857940
cg00618396	0.351069581551958	VBP1	X	154444551
cg00619207	0.221418896837379	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.03290944185769	CENPF	1	214776904
cg00620629	0.0308386189742686	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.159719294929524	ODF3L1	15	76016335
cg00622677	0.0364295993541262	TSPAN5	4	99579248
cg00623593	0.785563143406626	DOCK1	10	128767610
cg00625425	0.478779339359529	KANK4	1	62785512
cg00625653	0.0305255716565197	WNT7A	3	13921227
cg00626119	0.715484849419344	SH2D2A;NTRK1	1	156785288
cg00626466	0.425715288243964	GNS	12	65153982
cg00627233	0.147844987180022	NA	NA	0
cg00627286	0.0399570938406023	NA	NA	0
cg00629217	0.908661156911476	LNX1	4	54425349
cg00629585	0.188653442046814	GFI1B	9	135853992
cg00630164	0.0329381854757227	KCNQ4	1	41250062
cg00630249	0.0144761170033055	CYB561D1	1	110036889
cg00630583	0.012516829900849	PXMP2;POLE	12	133264314
cg00631230	0.01455720109933	VPS33A	12	122750916
cg00633969	0.789755206950584	PARP9;DTX3L	3	122284550
cg00634577	0.020736685835772	NA	NA	0
cg00635481	0.00953209396447984	ZNF76	6	35226917
cg00636639	0.019325278522643	RBM18;MRRF	9	125027249
cg00638514	0.0262765820042633	OTOP3	17	72932048
cg00642303	0.0143280714912145	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.955499644306687		7	100544704
cg00645224	0.0156532714440342	NA	NA	0
cg00645579	0.835122602212272	IRF7;MUPCDH	11	617140
cg00645922	0.012537509015744	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.080253675018679	ARSD	X	2847561
cg00646492	0.0921683980152202	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0254096022517164	SLC17A5	6	74364149
cg00648883	0.648215811251895	EEF1DP3	13	32524761
cg00650762	0.00922893039765864	EPHB2	1	23037368
cg00650876	0.00911919807289159	YBX1	1	43148058
cg00651216	0.0817878836715221	HSP90AB1	6	44213720
cg00653387	0.0371494541304596	PTN	7	137028535
cg00654814	0.105414132288882	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0567388872247156	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0315048429851745	PPARD	6	35310123
cg00657582	0.0334908713027247	CHD8	14	21904906
cg00658007	0.737119223556543	RD3	1	211666129
cg00658626	0.0381037589479791	CCDC63	12	111284979
cg00659129	0.9247081010828	ASAP1	8	131414614
cg00659953	0.0084207302036817	FAM173A	16	770731
cg00660989	0.0546575125772064	KLHL28;FAM179B	14	45432516
cg00661202	0.00944871826691146	TMEM43;CHCHD4	3	14166502
cg00661485	0.777214827764183	FOXI1	5	169533372
cg00662556	0.532255664505589	GALR1	18	74963364
cg00662775	0.229713257707484	NA	NA	0
cg00665395	0.0172803268565019	TTLL4	2	219575490
cg00666446	0.0431778349373939	ZNF670	1	247242273
cg00666746	0.395359962402882	SYDE1	19	15217781
cg00668685	0.884204144310463	SLC39A5	12	56624552
cg00669623	0.0181973374461995	CDK11B;CDK11A	1	1655867
cg00669856	0.113727210598297	SPRY1	4	124317779
cg00671161	0.00920214090827311	ALG11;ATP7B	13	52586367
cg00672638	0.0826342339250931	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.234679405813095	DOPEY2	21	37536923
cg00674922	0.375458772636101	NA	NA	0
cg00676660	0.0227567585910923	ADAMTS9	3	64672609
cg00677811	0.0185330932713663	CCM2	7	45040321
cg00678539	0.219787808393199	MNS1	15	56757625
cg00679556	0.449345234132682	TRIM31	6	30080782
cg00679738	0.0309942707318228	FAM89A	1	231175246
cg00682653	0.0155257766286145	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0310154415033981	PPFIA2	12	82153256
cg00686022	0.820538662517274	C12orf40	12	40020078
cg00686623	0.0170323244011556	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0150405666632529	NDRG4	16	58497236
cg00688421	0.0339007249184486	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.231066283333448	RTKN	2	74668672
cg00690049	0.518501798547985	MAGED2	X	54834244
cg00690280	0.873559524514394	WFDC10B;WFDC13	20	44332733
cg00690893	0.0399991107228715	NA	NA	0
cg00691625	0.889258979126268	NR5A1	9	127269807
cg00691822	0.257143999717248	NA	NA	0
cg00692549	0.0454529318660598	TARDBP	1	11072455
cg00693307	0.903783425387127	NA	NA	0
cg00695416	0.013381087610818	CBR1	21	37442476
cg00696900	0.0138550213492092	NA	NA	0
cg00698688	0.344062741396481	SULT2B1	19	49055432
cg00702231	0.786650196722501	PLAGL1;HYMAI	6	144329473
cg00702729	0.949399637700766	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0351097480186867	KCTD15	19	34288103
cg00704909	0.0178624751837814	COPB1	11	14521319
cg00705255	0.100964470241601	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0172918425146347	NMNAT2	1	183387564
cg00708598	0.389249799445991	LECT1	13	53313895
cg00708642	0.0178477685242678	EIF5	14	103800518
cg00711916	0.0261375835239433	CNNM4	2	97426274
cg00712898	0.0101102718467971	PRPF38B	1	109235208
cg00714377	0.549820217947169	SLA2	20	35274715
cg00717862	0.0204217212785452	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0163085749983889	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.120789706876663		2	89215272
cg00718748	0.0177441183706973	ZNF624	17	16556871
cg00720072	0.0194680177703346	MARCH5;CPEB3	10	94051159
cg00720137	0.00885692442771382	DYNLRB2	16	80575018
cg00720723	0.0277123380580303	NOP58	2	203130645
cg00722300	0.717347967818377	RLN3	19	14138639
cg00724662	0.0513848671330038	NXF1	11	62573193
cg00725143	0.0159675355274776	NA	NA	0
cg00725635	0.140128866308116	B3GALT2;CDC73	1	193155806
cg00725777	0.84025352834743	NGFRAP1	X	102630411
cg00727590	0.55599254194118	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0580432022053675	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0150503744547934	C6orf27	6	31744927
cg00729275	0.836047440269507	AQP4;C18orf16	18	24445134
cg00729541	0.0185656310647112	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.096395935971598	PALMD	1	100111713
cg00730260	0.915672918150339	C12orf67	12	24736888
cg00731459	0.0135631583558102	HDAC4	2	240323091
cg00733682	0.0125626741259885	ZNF44	19	12405568
cg00734993	0.0243145508609741	MTCH1	6	36953694
cg00736326	0.0209912665439513	ARPC1A	7	98923878
cg00737514	0.0223738554372334	TBC1D1	4	37893313
cg00739120	0.335843736164318	GAPDHS;TMEM147	19	36035875
cg00741717	0.50040273505138	TLR8;LOC349408	X	12924184
cg00743372	0.0238733093613368	ZNF192	6	28109648
cg00744433	0.539941582735049	CXADR	21	18884067
cg00745543	0.913064785893059	H1FNT	12	48722754
cg00745735	0.807288397748	MYPN	10	69868860
cg00746083	0.0168581415062382	CHD8	14	21905454
cg00746130	0.0358935064341088	BAT5	6	31671271
cg00746981	0.0973881256101699	HDGF	1	156721141
cg00747849	0.254227920994456	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0106049672598681	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.899335719186907	FAM83E;SPACA4	19	49109288
cg00755043	0.0214347728284277	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00771189578072201	DZIP1	13	96296844
cg00756887	0.441479244284996	PVRL4	1	161059654
cg00757070	0.442500187196774	UPK2	11	118827082
cg00757952	0.852220000522663	CRYBB1	22	27014415
cg00761755	0.0107276071498016	SLC43A2	17	1531579
cg00762512	0.0180527630187349	RPL9;LIAS	4	39460606
cg00763679	0.0275447722536236	SEPT2;HDLBP	2	242254198
cg00763889	0.930774790407892	HRASLS2	11	63330544
cg00766729	0.00935026556387729	ZNF784	19	56136136
cg00766889	0.0203103460115302	SEPHS1	10	13390384
cg00767581	0.79720541042328	HOXD4;MIR10B	2	177015125
cg00768439	0.0445386235926649	FAM133A;NAP1L3	X	92928711
cg00769470	0.905998149235989	DEFB129	20	207338
cg00769520	0.0124615787900706	ST8SIA1	12	22488465
cg00770279	0.0103697690400371	CDKN2D	19	10679308
cg00770871	0.0122194070357939	TULP3	12	2999840
cg00772000	0.0756462598864896	NHLRC1	6	18123049
cg00775197	0.0279265011775865	TCTE1	6	44265054
cg00777121	0.569332446546878	RASSF1	3	50378191
cg00777555	0.0129797995885433	ARF4	3	57583074
cg00778920	0.0229720471504181	PRPF19	11	60674370
cg00779924	0.447809723966454	FLJ45983	10	8094641
cg00782174	0.02648413324973	SLC1A5	19	47291626
cg00782854	0.0162017774871553	BCL2L1	20	30310858
cg00783759	0.0153734044458509	LARP1B	4	128983441
cg00784357	0.010156415749265	RAC1	7	6413877
cg00791249	0.0614884054982879	FDX1L	19	10426722
cg00792687	0.0178636790276787	C8orf41	8	33370099
cg00792740	0.0424008114879179	UBE3A	15	25684488
cg00792849	0.36362163578593	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0117461774485503	TRIM8	10	104403707
cg00795268	0.951519890883654	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0157980144053154	FUT4	11	94276898
cg00798206	0.0391677187146459	OXSR1	3	38207110
cg00799727	0.71220581961745	NA	NA	0
cg00800095	0.546757158621803	PNMA3	X	152224090
cg00804048	0.0345207032378438	EIF5A	17	7210539
cg00804392	0.0320954796478709	RHOH	4	40198595
cg00806490	0.270149264018282	CDH13	16	82660873
cg00807586	0.0191840614495492	DLEC1	3	38080790
cg00808492	0.934356678079628	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0634924680108132	RPF1	1	84944867
cg00811081	0.03699657646191	RPAP3	12	48099724
cg00812502	0.0106300328552419	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00795338573059764	UQCRFS1	19	29704028
cg00815583	0.0290312976532591	FBXO16	8	28348123
cg00815605	0.11801724204469	NA	NA	0
cg00816620	0.0861776994158594	C1orf25;C1orf26	1	185127501
cg00818693	0.0177008313456944	TTC14	3	180319964
cg00818872	0.0236873845400899	CHRNB2	1	154540271
cg00819310	0.925963477606144	VANGL1	1	116193783
cg00819362	0.604439957824367	CLIP3	19	36524208
cg00819696	0.0127278896185135	TIMELESS	12	56843016
cg00821764	0.0121820846229944	UMPS	3	124449680
cg00822607	0.0593267114523088	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0159730228790366	CHD4	12	6716566
cg00825031	0.00869330975216065	VPS37A;CNOT7	8	17104503
cg00826384	0.0206127264551649	PTPRZ1	7	121513065
cg00827369	0.0174619720618251	EIF4H	7	73588253
cg00828602	0.0317665089636462	WNT5A	3	55520834
cg00830029	0.928409353125044	NRIP2	12	2943902
cg00830393	0.0193192108914841	LRIG1	3	66552063
cg00831028	0.0652532271083419	C20orf43	20	55043745
cg00832517	0.0343864672388675	C14orf126	14	31926792
cg00832994	0.0357160044684359	NA	NA	0
cg00833393	0.0191211185542156	TLN1;CREB3	9	35731638
cg00833777	0.905623949221267	ITGAM	16	31271642
cg00834796	0.0374342640018756	JAKMIP2	5	147161924
cg00834958	0.0358710968289623	TSC22D4	7	100077147
cg00836605	0.0122978221283813	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0224613517899563	MITF	3	69788442
cg00839584	0.73198771617402	IL1A	2	113542091
cg00839802	0.0720335922991489	MAN1A1	6	119671238
cg00840403	0.68535434445446	CHST4	16	71560205
cg00840516	0.686208781474367	HYAL2	3	50360097
cg00841581	0.0126975934883523	STAG1	3	136471162
cg00842351	0.129276572803989	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.247676325366879	DLG2	11	84634126
cg00848394	0.0185267523117577	WDR51A	3	52188768
cg00848397	0.0193268194219602	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0266796325846553	DAB1	1	58716018
cg00849368	0.0726554807001753	ARSK;TTC37	5	94890411
cg00850538	0.667953063527802	CRIM1	2	36582038
cg00852964	0.844607438062518	VNN1	6	133035150
cg00853068	0.156160254602336	FMNL1	17	43298592
cg00854637	0.0500506774822167	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0275486509416783	SKP1	5	133512930
cg00856375	0.0228220635971962	PSMD14	2	162164676
cg00858899	0.0308347865253776	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.76915663062179	CYB5R2	11	7694524
cg00861635	0.0197939554569557	ZNF200	16	3285425
cg00862041	0.488565142755237	GPRASP2	X	101967017
cg00862290	0.92905147760749	KCNMB3	3	178984973
cg00862770	0.0165536490587089	FKBP5	6	35655764
cg00864867	0.0190613428704319	PAWR	12	80085268
cg00870662	0.0140720416014413	PARD6G	18	78005665
cg00871453	0.0346523585089546	WDR67	8	124084640
cg00873037	0.0259404603160756	NEIL2	8	11626984
cg00873937	0.0232532916169034	ATOH7	10	69991564
cg00874863	0.781444933338357	LHFPL1	X	111924370
cg00875272	0.441552988376434	TAL1	1	47695321
cg00876704	0.0183404934850488	PKN1	19	14544684
cg00877887	0.0239970658876974	DUOXA2;DUOX2	15	45406654
cg00877964	0.0207434376549577	SLC1A4	2	65215638
cg00881086	0.0203983364552809	NCRNA00119;NPHP3	3	132441942
cg00881370	0.966309339897998	LOC55908;DOCK6	19	11348439
cg00882451	0.96513645988925	ZP2	16	21222863
cg00882832	0.0458866345190827	SPRY1	4	124317983
cg00884221	0.0488920924620411	IGFBP7	4	57976915
cg00884529	0.0734025977872582	BZW2;ANKMY2	7	16685823
cg00885506	0.0461103221124979	WDR31	9	116102792
cg00886554	0.0231045123548799	NMU	4	56502598
cg00887101	0.0709285150342324	INTS5	11	62420578
cg00887547	0.0224769016971512	TAOK3	12	118811020
cg00887700	0.0191851313120743	EIF2B1;GTF2H3	12	124118360
cg00888007	0.294065497312295	CCND2	12	4382184
cg00888479	0.0899096865586065	SLC24A3	20	19193824
cg00888561	0.0381594293885229	WDFY2	13	52157910
cg00890257	0.0170101593471575	DEGS2	14	100625756
cg00891278	0.368810095208591	CCDC37	3	126113784
cg00891541	0.435722011825997	SMPD3	16	68481487
cg00892393	0.819614996335796	C16orf73	16	1911525
cg00892798	0.013015865105794	NGFR	17	47572909
cg00893242	0.023500039467479	SND1	7	127291580
cg00893636	0.0257243673950157	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0144830064864686	RPL7L1	6	42847415
cg00894577	0.483212667902662	NA	NA	0
cg00895324	0.790962951532097	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0258711203112793	LACE1	6	108616288
cg00899086	0.0266762459808457	SEPT11	4	77871294
cg00899641	0.0208714487454829	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0337587902495679	YBX2	17	7197375
cg00901652	0.0365659859317339	CTR9	11	10772434
cg00901683	0.0172316468875944	PTCD1;CPSF4	7	99036756
cg00901704	0.0252941261539204	SLC25A19	17	73285325
cg00901766	0.035141282588314	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0552065832762365	CHL1	3	238161
cg00903375	0.0163341456579176	SBDS;TYW1	7	66460591
cg00904483	0.963645757419406	MGMT	10	131354873
cg00904574	0.0160258641390859	PLK3	1	45265678
cg00905170	0.0113105057943478	RRS1	8	67341306
cg00906183	0.0164232777451849	HGS;ARL16	17	79650926
cg00908551	0.0512252630577112	FANCF	11	22646931
cg00910067	0.0962313741828942	SLC7A10	19	33717545
cg00910168	0.531631676741937	DHX37	12	125474021
cg00911351	0.451156644257521	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.637437555561078	PRPS1L1	7	18067463
cg00912191	0.0767419221207168	UBTD2	5	171709917
cg00912942	0.966233232093816	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0113806060900354	SHC1;CKS1B	1	154946946
cg00916199	0.0158734548667809	TMCO6	5	140019287
cg00916635	0.718427457377385	PTPN22	1	114414312
cg00917893	0.0176008192429729	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0327154918955569	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0851532346187315	XIAP	X	122993419
cg00922727	0.10404459442074	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.241264567391173	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0390177521419854	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0168561142295981	FBXO28	1	224301953
cg00930194	0.667470357817468	PROP1	5	177423598
cg00930873	0.587663668628886	ALDH1A2	15	58357973
cg00931491	0.296025504408743	SULT1A2	16	28608288
