Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg00503458	0.0381300393215436	KIAA0907	1	155904439
cg00503840	0.485553329989436	DLX5	7	96650509
cg00504595	0.569153774000323	TNFRSF19	13	24144985
cg00509616	0.120054644033003	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0342369802559569	C6orf211;RMND1	6	151772946
cg00510956	0.922842226899072	KHDRBS1	1	32478440
cg00511475	0.301851506310443	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.373836786356148	SLC18A2	10	119000991
cg00512374	0.0374136204618489	IGFBP4	17	38599682
cg00513220	0.0212141136418091	MOSC2	1	220922123
cg00513467	0.0245913343552858	KLHL9	9	21335551
cg00514407	0.271898469175356	SERPINE2	2	224904626
cg00514895	0.0257997610738193	CPZ	4	8594413
cg00515905	0.953433717409312	EPS8L3	1	110306507
cg00516481	0.705365247948559	PDE9A	21	44073202
cg00518911	0.807638421794461	NA	NA	0
cg00518989	0.0233338359432662	LIMK2	22	31608519
cg00519208	0.79011355401218	EVI5	1	93258319
cg00519627	0.0113309531788811	CORO7	16	4466650
cg00520135	0.933539844425542	TPM1	15	63333846
cg00520708	0.0455043037806724	C5orf24	5	134181266
cg00521434	0.942487319042924	GPR61	1	110081965
cg00521598	0.0351556404873963	MYCBP	1	39339413
cg00522034	0.00858346450483844	CBLB	3	105587721
cg00522316	0.0263350760989906	KHSRP	19	6425042
cg00524288	0.0253822396265535	UPP1	7	48128452
cg00528052	0.0132785994177501	KDM5B	1	202777295
cg00528967	0.0108466005078789	STK24	13	99228955
cg00532335	0.469524753991141	LGI1	10	95516861
cg00532890	0.0248814817496046	PBX1	1	164528682
cg00534274	0.183343631190022	SLC7A11	4	139163341
cg00534856	0.844554953636064	NA	NA	0
cg00536175	0.932971767581531	GATA1	X	48645024
cg00537910	0.858394429832468	ATG9A;ABCB6	2	220084611
cg00539322	0.824403604245615	SAG	2	234216360
cg00539716	0.0613551879160506	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0155694879848896	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0214867792980679	NA	NA	0
cg00544557	0.912877345820777	DSCR10	21	39578742
cg00545573	0.0758650205924375	TAOK3	12	118810436
cg00546491	0.638640894727272	PDE1C	7	32111062
cg00546897	0.485044968528061	LOC284837	21	45232232
cg00547018	0.301617115090961	ALG1	16	5121709
cg00547789	0.0811081025562643	RAB39B	X	154493750
cg00547829	0.0216047048200215	TUBD1;RPS6KB1	17	57970161
cg00548060	0.890403334818371	NPL	1	182761905
cg00548268	0.711202438638388	NPTX2	7	98245830
cg00550617	0.378774918439665	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.533243940002805	NR1H3	11	47281370
cg00554682	0.0343840939649169	ZNF804A	2	185463132
cg00554702	0.122679910856631	CHEK1	11	125496645
cg00556408	0.790228062232873	TMPRSS6	22	37500588
cg00557354	0.179778492130299	ARHGEF7	13	111767899
cg00559473	0.0311417374828602	AAAS	12	53715592
cg00560119	0.0209138526540425	STXBP1	9	130374109
cg00563229	0.0146950443842408	XKR8	1	28286146
cg00563845	0.0764260241243612	PXK	3	58318305
cg00563926	0.63676801533488	TGFBR3	1	92352481
cg00563932	0.575501684677294	PTGDS	9	139871049
cg00564163	0.058285019414557	STEAP4	7	87935979
cg00565075	0.0764994988094532	MIR659;EIF3L	22	38244893
cg00565688	0.692356890173861	TP73	1	3568212
cg00566759	0.0269139262978017	DSC2	18	28682345
cg00567479	0.028173521596222	FARP2	2	242295999
cg00567749	0.519741902396161	VCAN	5	82767908
cg00568128	0.114251918032435	MIR2110;C10orf118	10	115934100
cg00568792	0.0374020998329391	STT3A	11	125462554
cg00569620	0.0344910590191962	ABHD10	3	111697653
cg00571634	0.206831264915895	WDR5B	3	122134820
cg00572797	0.987470300581038	NA	NA	0
cg00573606	0.78408931282982	COL6A3	2	238322680
cg00575744	0.0241056955305926	HLA-DMB	6	32908642
cg00576250	0.392180154984288		20	45087765
cg00577167	0.764054094816671	ALDOB	9	104197675
cg00577464	0.0239036998733685	SHH	7	155604780
cg00578575	0.0576093582588846	NA	NA	0
cg00579393	0.865886023382433	REG1B	2	79316004
cg00579402	0.45165188808301	FUT6	19	5838999
cg00581156	0.0201620619250734	DIMT1L	5	61699416
cg00582372	0.636626777351326	NA	NA	0
cg00582628	0.0500238825383426	RGS20	8	54764515
cg00584022	0.0162711210902383	KRAS	12	25403167
cg00585790	0.736828763554519	LIMS1	2	109204845
cg00585846	0.0317146075470566	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0686213955773144	CDKAL1	6	20534671
cg00587613	0.763585654076288	GPR152	11	67220223
cg00592315	0.701766158620417	C14orf86;FAM181A	14	94384611
cg00594118	0.15118439177049	COBRA1	9	140150000
cg00594952	0.380613671827097	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.411705351420179	MYO1C	17	1395880
cg00598858	0.0218573514832691	PRKCSH;CCDC151	19	11545966
cg00600110	0.977418145170468	FAM9A	X	8769528
cg00600684	0.932761250821697	WDR11	10	122610158
cg00601486	0.937865799534152	H1FNT	12	48723148
cg00602891	0.0324193551056501	C17orf62	17	80408864
cg00603172	0.524553016714674	NA	NA	0
cg00605270	0.0146910290814918	SMPDL3B	1	28261552
cg00609097	0.0132720393857992	TESK2	1	45956974
cg00611397	0.936475424163753	GTPBP5	20	60768026
cg00612467	0.043296207012238	HADH	4	108911077
cg00613255	0.86061916897278	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0740563708474887	RBM9	22	36236649
cg00615915	0.147012118055524	SERPINB8	18	61637299
cg00616129	0.0236312303180405	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0169627904502669	NCL	2	232329096
cg00617305	0.0148128548830652	SHISA4	1	201857940
cg00618396	0.423342618624401	VBP1	X	154444551
cg00619207	0.347434969680422	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0329148378635932	CENPF	1	214776904
cg00620629	0.0215148344130789	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.143178633292588	ODF3L1	15	76016335
cg00622677	0.0261234052217849	TSPAN5	4	99579248
cg00623593	0.820203267681351	DOCK1	10	128767610
cg00625425	0.646862904693315	KANK4	1	62785512
cg00625653	0.605901052685952	WNT7A	3	13921227
cg00626119	0.635581374675069	SH2D2A;NTRK1	1	156785288
cg00626466	0.851494443306123	GNS	12	65153982
cg00627233	0.813112636166232	NA	NA	0
cg00627286	0.0716080161352592	NA	NA	0
cg00629217	0.875662782365406	LNX1	4	54425349
cg00629585	0.125432061385945	GFI1B	9	135853992
cg00630164	0.0305041295820669	KCNQ4	1	41250062
cg00630249	0.0126071111501698	CYB561D1	1	110036889
cg00630583	0.0212095700762176	PXMP2;POLE	12	133264314
cg00631230	0.0177070897943095	VPS33A	12	122750916
cg00633969	0.952872411816087	PARP9;DTX3L	3	122284550
cg00634577	0.0572124259017119	NA	NA	0
cg00635481	0.0120856556728164	ZNF76	6	35226917
cg00636639	0.0179644841142496	RBM18;MRRF	9	125027249
cg00638514	0.028046955817131	OTOP3	17	72932048
cg00642303	0.0156231753967689	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.892676552684519		7	100544704
cg00645224	0.013527763007396	NA	NA	0
cg00645579	0.783539811466501	IRF7;MUPCDH	11	617140
cg00645922	0.0140040557461031	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0523139573342902	ARSD	X	2847561
cg00646492	0.0705976757486625	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0335881609513948	SLC17A5	6	74364149
cg00648883	0.49943094396891	EEF1DP3	13	32524761
cg00650762	0.0106562506733575	EPHB2	1	23037368
cg00650876	0.0130514363910409	YBX1	1	43148058
cg00651216	0.049291229612144	HSP90AB1	6	44213720
cg00653387	0.459984011384061	PTN	7	137028535
cg00654814	0.158988934540112	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0419530577306799	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0254821627715433	PPARD	6	35310123
cg00657582	0.0319982933825219	CHD8	14	21904906
cg00658007	0.66244553330054	RD3	1	211666129
cg00658626	0.512992677894265	CCDC63	12	111284979
cg00659129	0.929075806671339	ASAP1	8	131414614
cg00659953	0.0132654216641173	FAM173A	16	770731
cg00660989	0.058433013943325	KLHL28;FAM179B	14	45432516
cg00661202	0.0158687277805674	TMEM43;CHCHD4	3	14166502
cg00661485	0.699697332182266	FOXI1	5	169533372
cg00662556	0.637408712480458	GALR1	18	74963364
cg00662775	0.448967580290839	NA	NA	0
cg00665395	0.0153762339858271	TTLL4	2	219575490
cg00666446	0.0547044155657299	ZNF670	1	247242273
cg00666746	0.533826361362644	SYDE1	19	15217781
cg00668685	0.831109013908984	SLC39A5	12	56624552
cg00669623	0.0301968291052686	CDK11B;CDK11A	1	1655867
cg00669856	0.0889618887187029	SPRY1	4	124317779
cg00671161	0.01114089120366	ALG11;ATP7B	13	52586367
cg00672638	0.0841064063000195	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.214023087966425	DOPEY2	21	37536923
cg00674922	0.0141403922738865	NA	NA	0
cg00676660	0.021324210520539	ADAMTS9	3	64672609
cg00677811	0.0167749165960683	CCM2	7	45040321
cg00678539	0.203817419949826	MNS1	15	56757625
cg00679556	0.676974195232618	TRIM31	6	30080782
cg00679738	0.73512487566518	FAM89A	1	231175246
cg00682653	0.0221377300442208	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0565001499841806	PPFIA2	12	82153256
cg00686022	0.895819609178927	C12orf40	12	40020078
cg00686623	0.0144591938542193	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.402157815115463	NDRG4	16	58497236
cg00688421	0.0275684593666607	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.216708131552589	RTKN	2	74668672
cg00690049	0.535316922483541	MAGED2	X	54834244
cg00690280	0.625606996377265	WFDC10B;WFDC13	20	44332733
cg00690893	0.0423485874655594	NA	NA	0
cg00691625	0.836086516247063	NR5A1	9	127269807
cg00691822	0.684117231148054	NA	NA	0
cg00692549	0.0589331696031776	TARDBP	1	11072455
cg00693307	0.915613918927654	NA	NA	0
cg00695416	0.728002035678761	CBR1	21	37442476
cg00696900	0.0155956792408025	NA	NA	0
cg00698688	0.340970097040611	SULT2B1	19	49055432
cg00702231	0.864305703820421	PLAGL1;HYMAI	6	144329473
cg00702729	0.944123495534051	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0391961588690862	KCTD15	19	34288103
cg00704909	0.0187098156857525	COPB1	11	14521319
cg00705255	0.236601698791364	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0656169433760777	NMNAT2	1	183387564
cg00708598	0.579811150130526	LECT1	13	53313895
cg00708642	0.0246652495911245	EIF5	14	103800518
cg00711916	0.0303369084502557	CNNM4	2	97426274
cg00712898	0.0124589234602087	PRPF38B	1	109235208
cg00714377	0.527147495167325	SLA2	20	35274715
cg00717862	0.0251698557661162	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0166217005509759	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.570266299534521		2	89215272
cg00718748	0.013761911361411	ZNF624	17	16556871
cg00720072	0.0144192973314431	MARCH5;CPEB3	10	94051159
cg00720137	0.0116869596659464	DYNLRB2	16	80575018
cg00720723	0.0266367613705337	NOP58	2	203130645
cg00722300	0.888340511709735	RLN3	19	14138639
cg00724662	0.0415752753145099	NXF1	11	62573193
cg00725143	0.0192753356839226	NA	NA	0
cg00725635	0.0689230111107914	B3GALT2;CDC73	1	193155806
cg00725777	0.756129272145683	NGFRAP1	X	102630411
cg00727590	0.449947022092522	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0827731373624039	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0170855655642855	C6orf27	6	31744927
cg00729275	0.747630706478844	AQP4;C18orf16	18	24445134
cg00729541	0.0216618604873982	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.042857500152334	PALMD	1	100111713
cg00730260	0.923229420206382	C12orf67	12	24736888
cg00731459	0.0175012464607279	HDAC4	2	240323091
cg00733682	0.0129506055993655	ZNF44	19	12405568
cg00734993	0.0147616198669277	MTCH1	6	36953694
cg00736326	0.0335499679372886	ARPC1A	7	98923878
cg00737514	0.0258856560454261	TBC1D1	4	37893313
cg00739120	0.170021876578778	GAPDHS;TMEM147	19	36035875
cg00741717	0.817486510193562	TLR8;LOC349408	X	12924184
cg00743372	0.0154534601722005	ZNF192	6	28109648
cg00744433	0.505526151468587	CXADR	21	18884067
cg00745543	0.943264825538217	H1FNT	12	48722754
cg00745735	0.762576245786325	MYPN	10	69868860
cg00746083	0.0206267558509115	CHD8	14	21905454
cg00746130	0.0305745881957878	BAT5	6	31671271
cg00746981	0.107670421219546	HDGF	1	156721141
cg00747849	0.237421403900348	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0150740708813031	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.870656393078581	FAM83E;SPACA4	19	49109288
cg00755043	0.0170974965035249	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.552637580220878	DZIP1	13	96296844
cg00756887	0.528144871381997	PVRL4	1	161059654
cg00757070	0.333577624930371	UPK2	11	118827082
cg00757952	0.829212405583232	CRYBB1	22	27014415
cg00761755	0.0117263473265389	SLC43A2	17	1531579
cg00762512	0.0197702102843641	RPL9;LIAS	4	39460606
cg00763679	0.0254144549434637	SEPT2;HDLBP	2	242254198
cg00763889	0.927604477016176	HRASLS2	11	63330544
cg00766729	0.011165475150343	ZNF784	19	56136136
cg00766889	0.0286370712614568	SEPHS1	10	13390384
cg00767581	0.873138362489351	HOXD4;MIR10B	2	177015125
cg00768439	0.0615573560355784	FAM133A;NAP1L3	X	92928711
cg00769470	0.879836159353331	DEFB129	20	207338
cg00769520	0.0145043131246761	ST8SIA1	12	22488465
cg00770279	0.0138162950281613	CDKN2D	19	10679308
cg00770871	0.0122783771124444	TULP3	12	2999840
cg00772000	0.0647727487961466	NHLRC1	6	18123049
cg00775197	0.0257397527235634	TCTE1	6	44265054
cg00777121	0.659371259243404	RASSF1	3	50378191
cg00777555	0.0165095368620238	ARF4	3	57583074
cg00778920	0.0326410939345414	PRPF19	11	60674370
cg00779924	0.0394576761013855	FLJ45983	10	8094641
cg00782174	0.0164453972898023	SLC1A5	19	47291626
cg00782854	0.0161115710763641	BCL2L1	20	30310858
cg00783759	0.010892761998768	LARP1B	4	128983441
cg00784357	0.00961892727524425	RAC1	7	6413877
cg00791249	0.0357655865026945	FDX1L	19	10426722
cg00792687	0.0154444993149671	C8orf41	8	33370099
cg00792740	0.0354456891737669	UBE3A	15	25684488
cg00792849	0.490079590744878	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0173525008970114	TRIM8	10	104403707
cg00795268	0.939163100768018	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0152821179972152	FUT4	11	94276898
cg00798206	0.0446581834600965	OXSR1	3	38207110
cg00799727	0.693762250118584	NA	NA	0
cg00800095	0.976966496498244	PNMA3	X	152224090
cg00804048	0.0785482684982506	EIF5A	17	7210539
cg00804392	0.0725778640954735	RHOH	4	40198595
cg00806490	0.548248817095832	CDH13	16	82660873
cg00807586	0.277895620178406	DLEC1	3	38080790
cg00808492	0.905062514412205	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0487547119263547	RPF1	1	84944867
cg00811081	0.0317797878822184	RPAP3	12	48099724
cg00812502	0.0110726298998586	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00768107989084459	UQCRFS1	19	29704028
cg00815583	0.0333413246500396	FBXO16	8	28348123
cg00815605	0.0664480187727191	NA	NA	0
cg00816620	0.0830983492380727	C1orf25;C1orf26	1	185127501
cg00818693	0.0141798540352223	TTC14	3	180319964
cg00818872	0.039366794672782	CHRNB2	1	154540271
cg00819310	0.738820410396995	VANGL1	1	116193783
cg00819362	0.736219430371596	CLIP3	19	36524208
cg00819696	0.0126622850336868	TIMELESS	12	56843016
cg00821764	0.0135395584373087	UMPS	3	124449680
cg00822607	0.0621418347300216	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0208691353131241	CHD4	12	6716566
cg00825031	0.0138330556578702	VPS37A;CNOT7	8	17104503
cg00826384	0.029324828319081	PTPRZ1	7	121513065
cg00827369	0.0217420262586665	EIF4H	7	73588253
cg00828602	0.024589775314896	WNT5A	3	55520834
cg00830029	0.518110203989191	NRIP2	12	2943902
cg00830393	0.0169758894823988	LRIG1	3	66552063
cg00831028	0.0323853145502375	C20orf43	20	55043745
cg00832517	0.0473580427175353	C14orf126	14	31926792
cg00832994	0.0252050517426986	NA	NA	0
cg00833393	0.0125137290482983	TLN1;CREB3	9	35731638
cg00833777	0.802025157523636	ITGAM	16	31271642
cg00834796	0.110523409894119	JAKMIP2	5	147161924
cg00834958	0.0303807441866629	TSC22D4	7	100077147
cg00836605	0.0136291745807315	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0171782857356803	MITF	3	69788442
cg00839584	0.747806229792537	IL1A	2	113542091
cg00839802	0.0384101633730975	MAN1A1	6	119671238
cg00840403	0.533057299888164	CHST4	16	71560205
cg00840516	0.696248874793421	HYAL2	3	50360097
cg00841581	0.0278922064143632	STAG1	3	136471162
cg00842351	0.0921042047746413	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.762561967351158	DLG2	11	84634126
cg00848394	0.0228980610622607	WDR51A	3	52188768
cg00848397	0.0217802744468022	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.590145184246801	DAB1	1	58716018
cg00849368	0.0559349754690884	ARSK;TTC37	5	94890411
cg00850538	0.390825144946087	CRIM1	2	36582038
cg00852964	0.788190678956189	VNN1	6	133035150
cg00853068	0.122996011026921	FMNL1	17	43298592
cg00854637	0.0442722010824645	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0283148428973484	SKP1	5	133512930
cg00856375	0.0291896522942128	PSMD14	2	162164676
cg00858899	0.0298743627662154	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.524215301483481	CYB5R2	11	7694524
cg00861635	0.0230450949139822	ZNF200	16	3285425
cg00862041	0.580911986332615	GPRASP2	X	101967017
cg00862290	0.891108554618271	KCNMB3	3	178984973
cg00862770	0.016833233111109	FKBP5	6	35655764
cg00864867	0.0171318851184662	PAWR	12	80085268
cg00870662	0.0188165296689203	PARD6G	18	78005665
cg00871453	0.0350572241109855	WDR67	8	124084640
cg00873037	0.0460551744566861	NEIL2	8	11626984
cg00873937	0.030744507714297	ATOH7	10	69991564
cg00874863	0.767711577910234	LHFPL1	X	111924370
cg00875272	0.425532606041097	TAL1	1	47695321
cg00876704	0.0156244921485106	PKN1	19	14544684
cg00877887	0.0921751840129962	DUOXA2;DUOX2	15	45406654
cg00877964	0.0229468222817843	SLC1A4	2	65215638
cg00881086	0.0284655092824089	NCRNA00119;NPHP3	3	132441942
cg00881370	0.948094615514586	LOC55908;DOCK6	19	11348439
cg00882451	0.924744928057753	ZP2	16	21222863
cg00882832	0.029010008311675	SPRY1	4	124317983
cg00884221	0.704893583943836	IGFBP7	4	57976915
cg00884529	0.0762748582013488	BZW2;ANKMY2	7	16685823
cg00885506	0.0432325411187578	WDR31	9	116102792
cg00886554	0.0269098608345304	NMU	4	56502598
cg00887101	0.11609440061254	INTS5	11	62420578
cg00887547	0.0308364760763313	TAOK3	12	118811020
cg00887700	0.0262240500738556	EIF2B1;GTF2H3	12	124118360
cg00888007	0.612765650362594	CCND2	12	4382184
cg00888479	0.113767846766582	SLC24A3	20	19193824
cg00888561	0.0167734989748738	WDFY2	13	52157910
cg00890257	0.0189005406631798	DEGS2	14	100625756
cg00891278	0.718752780634363	CCDC37	3	126113784
cg00891541	0.69194478871649	SMPD3	16	68481487
cg00892393	0.833565677127792	C16orf73	16	1911525
cg00892798	0.0133944496624194	NGFR	17	47572909
cg00893242	0.0390089820669025	SND1	7	127291580
cg00893636	0.020492872744657	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0222638549765975	RPL7L1	6	42847415
cg00894577	0.505097735351454	NA	NA	0
cg00895324	0.706050258019413	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0216408614202466	LACE1	6	108616288
cg00899086	0.02277048146279	SEPT11	4	77871294
cg00899641	0.0241204656864017	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0338725792817783	YBX2	17	7197375
cg00901652	0.0649188201724051	CTR9	11	10772434
cg00901683	0.0213133893276246	PTCD1;CPSF4	7	99036756
cg00901704	0.0272612636280329	SLC25A19	17	73285325
cg00901766	0.0345572330504406	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.473993848708052	CHL1	3	238161
cg00903375	0.014400322518985	SBDS;TYW1	7	66460591
cg00904483	0.958308680627366	MGMT	10	131354873
cg00904574	0.0162152654943205	PLK3	1	45265678
cg00905170	0.00852542898822382	RRS1	8	67341306
cg00906183	0.0253305767936353	HGS;ARL16	17	79650926
cg00908551	0.0455053952666048	FANCF	11	22646931
cg00910067	0.0985427457610852	SLC7A10	19	33717545
cg00910168	0.779642121094966	DHX37	12	125474021
cg00911351	0.665031028973587	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.927274369259235	PRPS1L1	7	18067463
cg00912191	0.0627035742509875	UBTD2	5	171709917
cg00912942	0.947404324745601	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0127519287661095	SHC1;CKS1B	1	154946946
cg00916199	0.0148314241277326	TMCO6	5	140019287
cg00916635	0.441686149544851	PTPN22	1	114414312
cg00917893	0.0224082412709998	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0315923972011814	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0935503125788495	XIAP	X	122993419
cg00922727	0.0355998200710877	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.247412157751634	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0402139205929006	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0213085385587949	FBXO28	1	224301953
cg00930194	0.565962350159616	PROP1	5	177423598
cg00930873	0.601752472437633	ALDH1A2	15	58357973
cg00931491	0.306851137959987	SULT1A2	16	28608288
cg00932276	0.660284546932944	EGFL6	X	13587976
