Hybridization REF	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05
cg00503840	0.795905501559782	DLX5	7	96650509
cg00504595	0.0521889919319209	TNFRSF19	13	24144985
cg00509616	0.0250051969539718	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.485979871172186	C6orf211;RMND1	6	151772946
cg00510956	0.946051988899372	KHDRBS1	1	32478440
cg00511475	0.686413550825458	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.332044791735912	SLC18A2	10	119000991
cg00512374	0.0239419461387173	IGFBP4	17	38599682
cg00513220	0.0113726553552357	MOSC2	1	220922123
cg00513467	0.0300237162412909	KLHL9	9	21335551
cg00514407	0.779331660446738	SERPINE2	2	224904626
cg00514895	0.616478312712652	CPZ	4	8594413
cg00515905	0.97402352234219	EPS8L3	1	110306507
cg00516481	0.733643319671043	PDE9A	21	44073202
cg00518911	0.917071374990894	NA	NA	0
cg00518989	0.0141341011424715	LIMK2	22	31608519
cg00519208	0.842852408331786	EVI5	1	93258319
cg00519627	0.00872259205404852	CORO7	16	4466650
cg00520135	0.937426524868725	TPM1	15	63333846
cg00520708	0.0809745728960254	C5orf24	5	134181266
cg00521434	0.944403478722933	GPR61	1	110081965
cg00521598	0.0277523382623081	MYCBP	1	39339413
cg00522034	0.00665657855691479	CBLB	3	105587721
cg00522316	0.0269425366728442	KHSRP	19	6425042
cg00524288	0.0255950185537192	UPP1	7	48128452
cg00528052	0.0105675643119445	KDM5B	1	202777295
cg00528967	0.00772423411691916	STK24	13	99228955
cg00532335	0.697202784213074	LGI1	10	95516861
cg00532890	0.0211406919980088	PBX1	1	164528682
cg00534274	0.810244634438556	SLC7A11	4	139163341
cg00534856	0.975627095853268	NA	NA	0
cg00536175	0.957601042542428	GATA1	X	48645024
cg00537910	0.898728900499328	ATG9A;ABCB6	2	220084611
cg00539322	0.795805116468771	SAG	2	234216360
cg00539716	0.0360131697749644	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.00816248181601799	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.213324759381735	NA	NA	0
cg00544557	0.950583167558628	DSCR10	21	39578742
cg00545573	0.0531761599193541	TAOK3	12	118810436
cg00546491	0.71380949077697	PDE1C	7	32111062
cg00546897	0.11500813617182	LOC284837	21	45232232
cg00547018	0.112730290048869	ALG1	16	5121709
cg00547789	0.285357697885836	RAB39B	X	154493750
cg00547829	0.0283376562324219	TUBD1;RPS6KB1	17	57970161
cg00548060	0.767849381372183	NPL	1	182761905
cg00548268	0.875769489643312	NPTX2	7	98245830
cg00550617	0.351798681595468	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.868373306713463	NR1H3	11	47281370
cg00554682	0.0181751098825822	ZNF804A	2	185463132
cg00554702	0.12185152502357	CHEK1	11	125496645
cg00556408	0.855152172692853	TMPRSS6	22	37500588
cg00557354	0.766438995645016	ARHGEF7	13	111767899
cg00559473	0.104669168313201	AAAS	12	53715592
cg00560119	0.022214478133278	STXBP1	9	130374109
cg00563229	0.0182335330820336	XKR8	1	28286146
cg00563845	0.0717191883517434	PXK	3	58318305
cg00563926	0.729925837419306	TGFBR3	1	92352481
cg00563932	0.934017748067422	PTGDS	9	139871049
cg00564163	0.0273331881982022	STEAP4	7	87935979
cg00565075	0.444350162148727	MIR659;EIF3L	22	38244893
cg00565688	0.755640818532797	TP73	1	3568212
cg00566759	0.022510900243546	DSC2	18	28682345
cg00567479	0.04112602856793	FARP2	2	242295999
cg00567749	0.770291392972283	VCAN	5	82767908
cg00568128	0.0335916406532488	MIR2110;C10orf118	10	115934100
cg00568792	0.0516959420965721	STT3A	11	125462554
cg00569620	0.0299484872078532	ABHD10	3	111697653
cg00571634	0.262249840324437	WDR5B	3	122134820
cg00572797	0.992050647777937	NA	NA	0
cg00573606	0.778837409045932	COL6A3	2	238322680
cg00575744	0.0281592452609932	HLA-DMB	6	32908642
cg00576250	0.0628749696142842		20	45087765
cg00577167	0.905057045823658	ALDOB	9	104197675
cg00577464	0.737618124062712	SHH	7	155604780
cg00578575	0.085976525488882	NA	NA	0
cg00579393	0.812089880610666	REG1B	2	79316004
cg00579402	0.925657512903632	FUT6	19	5838999
cg00581156	0.0137834910802191	DIMT1L	5	61699416
cg00582372	0.51217456479507	NA	NA	0
cg00582628	0.031320010118527	RGS20	8	54764515
cg00584022	0.0199393792870993	KRAS	12	25403167
cg00585790	0.722410384426736	LIMS1	2	109204845
cg00585846	0.0260617910575147	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.135154141170613	CDKAL1	6	20534671
cg00587613	0.838799353752979	GPR152	11	67220223
cg00592315	0.921606253933861	C14orf86;FAM181A	14	94384611
cg00594118	0.101692781128777	COBRA1	9	140150000
cg00594952	0.904197592889331	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.874563544100735	MYO1C	17	1395880
cg00598858	0.0184831792337263	PRKCSH;CCDC151	19	11545966
cg00600110	0.977083512147381	FAM9A	X	8769528
cg00600684	0.912337272108455	WDR11	10	122610158
cg00601486	0.963359899404382	H1FNT	12	48723148
cg00602891	0.0425054975534413	C17orf62	17	80408864
cg00603172	0.21945479994552	NA	NA	0
cg00605270	0.0275622048976457	SMPDL3B	1	28261552
cg00609097	0.0143742135432574	TESK2	1	45956974
cg00611397	0.949351814769845	GTPBP5	20	60768026
cg00612467	0.0316315494869124	HADH	4	108911077
cg00613255	0.947725485296224	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0430455864982203	RBM9	22	36236649
cg00615915	0.0877763046460938	SERPINB8	18	61637299
cg00616129	0.0323509602800976	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.009774079066683	NCL	2	232329096
cg00617305	0.0137665979014923	SHISA4	1	201857940
cg00618396	0.402780794222413	VBP1	X	154444551
cg00619207	0.678764411246612	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.108029642981086	CENPF	1	214776904
cg00620629	0.0295622167382551	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.46743507664755	ODF3L1	15	76016335
cg00622677	0.141544114440346	TSPAN5	4	99579248
cg00623593	0.946583948380896	DOCK1	10	128767610
cg00625425	0.920369054915292	KANK4	1	62785512
cg00625653	0.652689224682112	WNT7A	3	13921227
cg00626119	0.803976875430503	SH2D2A;NTRK1	1	156785288
cg00626466	0.525133566741462	GNS	12	65153982
cg00627233	0.697050272502117	NA	NA	0
cg00627286	0.0744272907515212	NA	NA	0
cg00629217	0.914636858991462	LNX1	4	54425349
cg00629585	0.097706234049886	GFI1B	9	135853992
cg00630164	0.899533887312069	KCNQ4	1	41250062
cg00630249	0.0114358294125934	CYB561D1	1	110036889
cg00630583	0.00881934108865026	PXMP2;POLE	12	133264314
cg00631230	0.025947067089077	VPS33A	12	122750916
cg00633969	0.981840564532262	PARP9;DTX3L	3	122284550
cg00634577	0.210390722457308	NA	NA	0
cg00635481	0.0123546761463659	ZNF76	6	35226917
cg00636639	0.0189147713545187	RBM18;MRRF	9	125027249
cg00638514	0.672767047490996	OTOP3	17	72932048
cg00642303	0.0428425877025411	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.956683147026439		7	100544704
cg00645224	0.0103187184842913	NA	NA	0
cg00645579	0.883775166490825	IRF7;MUPCDH	11	617140
cg00645922	0.0373327109882249	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.016286808964976	ARSD	X	2847561
cg00646492	0.116730643892377	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.067173917069817	SLC17A5	6	74364149
cg00648883	0.734936150718259	EEF1DP3	13	32524761
cg00650762	0.00699974808361684	EPHB2	1	23037368
cg00650876	0.00865608718007439	YBX1	1	43148058
cg00651216	0.0531657877016503	HSP90AB1	6	44213720
cg00653387	0.632765743147567	PTN	7	137028535
cg00654814	0.83298526494094	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0389171569391714	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0303884636502114	PPARD	6	35310123
cg00657582	0.11423397300013	CHD8	14	21904906
cg00658007	0.797806912845865	RD3	1	211666129
cg00658626	0.356034144459877	CCDC63	12	111284979
cg00659129	0.932804238304761	ASAP1	8	131414614
cg00659953	0.00797858869547838	FAM173A	16	770731
cg00660989	0.0503376239086876	KLHL28;FAM179B	14	45432516
cg00661202	0.0209753232896603	TMEM43;CHCHD4	3	14166502
cg00661485	0.840349611871881	FOXI1	5	169533372
cg00662556	0.588133674530125	GALR1	18	74963364
cg00662775	0.565404601171245	NA	NA	0
cg00665395	0.0415167499218436	TTLL4	2	219575490
cg00666446	0.0372439370041029	ZNF670	1	247242273
cg00666746	0.283424877157871	SYDE1	19	15217781
cg00668685	0.944865521825418	SLC39A5	12	56624552
cg00669623	0.0564579962983474	CDK11B;CDK11A	1	1655867
cg00669856	0.061029589303996	SPRY1	4	124317779
cg00671161	0.00778761232316845	ALG11;ATP7B	13	52586367
cg00672638	0.0506577154320927	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.0826090972602471	DOPEY2	21	37536923
cg00674922	0.172254468315544	NA	NA	0
cg00676660	0.0974670767591876	ADAMTS9	3	64672609
cg00677811	0.0206964184717625	CCM2	7	45040321
cg00678539	0.816752318335445	MNS1	15	56757625
cg00679556	0.728232296204983	TRIM31	6	30080782
cg00679738	0.746522541187184	FAM89A	1	231175246
cg00682653	0.0129537590688927	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0789327846129014	PPFIA2	12	82153256
cg00686022	0.933863576254915	C12orf40	12	40020078
cg00686623	0.021161120113724	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.739829947184528	NDRG4	16	58497236
cg00688421	0.0726308602919052	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0257640202796571	RTKN	2	74668672
cg00690049	0.386573701885563	MAGED2	X	54834244
cg00690280	0.845340979970928	WFDC10B;WFDC13	20	44332733
cg00690893	0.406286031986683	NA	NA	0
cg00691625	0.932831895852775	NR5A1	9	127269807
cg00691822	0.589256804845732	NA	NA	0
cg00692549	0.070744298452255	TARDBP	1	11072455
cg00693307	0.801934768503249	NA	NA	0
cg00695416	0.799652625761933	CBR1	21	37442476
cg00696900	0.00962570505257923	NA	NA	0
cg00698688	0.109835037491308	SULT2B1	19	49055432
cg00702231	0.742684646137748	PLAGL1;HYMAI	6	144329473
cg00702729	0.95901383364481	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0182603526518413	KCTD15	19	34288103
cg00704909	0.0128224015249037	COPB1	11	14521319
cg00705255	0.489951079718716	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0136516507768443	NMNAT2	1	183387564
cg00708598	0.617032796431547	LECT1	13	53313895
cg00708642	0.0479196642453545	EIF5	14	103800518
cg00711916	0.0404602913751778	CNNM4	2	97426274
cg00712898	0.00896295123524376	PRPF38B	1	109235208
cg00714377	0.642506631920177	SLA2	20	35274715
cg00717862	0.0238516745365901	TBCCD1;DNAJB11	3	186288771
cg00718440	0.08143263084707	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.340757538057591		2	89215272
cg00718748	0.0104647767928279	ZNF624	17	16556871
cg00720072	0.0202827286350835	MARCH5;CPEB3	10	94051159
cg00720137	0.00646013621265191	DYNLRB2	16	80575018
cg00720723	0.028680807450052	NOP58	2	203130645
cg00722300	0.839544727384952	RLN3	19	14138639
cg00724662	0.0383335977028974	NXF1	11	62573193
cg00725143	0.00912224820769929	NA	NA	0
cg00725635	0.0383266403007306	B3GALT2;CDC73	1	193155806
cg00725777	0.80852046033728	NGFRAP1	X	102630411
cg00727590	0.416336135973026	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.683605486677748	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0123866983560113	C6orf27	6	31744927
cg00729275	0.614638599979748	AQP4;C18orf16	18	24445134
cg00729541	0.0190282994288809	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.032432797625825	PALMD	1	100111713
cg00730260	0.94861765896801	C12orf67	12	24736888
cg00731459	0.00907892735888348	HDAC4	2	240323091
cg00733682	0.0100692936429266	ZNF44	19	12405568
cg00734993	0.0234421196372833	MTCH1	6	36953694
cg00736326	0.0297812296649002	ARPC1A	7	98923878
cg00737514	0.0295720616653996	TBC1D1	4	37893313
cg00739120	0.848467266155497	GAPDHS;TMEM147	19	36035875
cg00741717	0.926329078979879	TLR8;LOC349408	X	12924184
cg00743372	0.0234327510559046	ZNF192	6	28109648
cg00744433	0.865580855745724	CXADR	21	18884067
cg00745543	0.97062821991738	H1FNT	12	48722754
cg00745735	0.66571306820186	MYPN	10	69868860
cg00746083	0.0144853208954272	CHD8	14	21905454
cg00746130	0.0656083680141154	BAT5	6	31671271
cg00746981	0.0483922930530767	HDGF	1	156721141
cg00747849	0.060154445506013	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00979450890241522	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.945345346999962	FAM83E;SPACA4	19	49109288
cg00755043	0.019078387615024	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.569484280149484	DZIP1	13	96296844
cg00756887	0.373171304763847	PVRL4	1	161059654
cg00757070	0.253506111791739	UPK2	11	118827082
cg00757952	0.910770484764352	CRYBB1	22	27014415
cg00761755	0.00716596058247343	SLC43A2	17	1531579
cg00762512	0.021583772748859	RPL9;LIAS	4	39460606
cg00763679	0.0369823355267638	SEPT2;HDLBP	2	242254198
cg00763889	0.852846872458287	HRASLS2	11	63330544
cg00766729	0.0716903414678275	ZNF784	19	56136136
cg00766889	0.0199763370227261	SEPHS1	10	13390384
cg00767581	0.903300292701941	HOXD4;MIR10B	2	177015125
cg00768439	0.430837851234584	FAM133A;NAP1L3	X	92928711
cg00769470	0.934178693378208	DEFB129	20	207338
cg00769520	0.0153961411298374	ST8SIA1	12	22488465
cg00770279	0.00749461523176716	CDKN2D	19	10679308
cg00770871	0.00788724671828273	TULP3	12	2999840
cg00772000	0.416662045761403	NHLRC1	6	18123049
cg00775197	0.424771199805925	TCTE1	6	44265054
cg00777121	0.622306670893431	RASSF1	3	50378191
cg00777555	0.0095624037646232	ARF4	3	57583074
cg00778920	0.0570737868332281	PRPF19	11	60674370
cg00779924	0.324643996518005	FLJ45983	10	8094641
cg00782174	0.019340508167186	SLC1A5	19	47291626
cg00782854	0.0159892554327225	BCL2L1	20	30310858
cg00783759	0.00711367378096815	LARP1B	4	128983441
cg00784357	0.0149231625965837	RAC1	7	6413877
cg00791249	0.0714150482170465	FDX1L	19	10426722
cg00792687	0.0311609325331399	C8orf41	8	33370099
cg00792740	0.0265521881399964	UBE3A	15	25684488
cg00792849	0.488335660056074	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00975649503359186	TRIM8	10	104403707
cg00795268	0.949501124677539	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.019037860975152	FUT4	11	94276898
cg00798206	0.035103269904524	OXSR1	3	38207110
cg00799727	0.474294259791245	NA	NA	0
cg00800095	0.928316671003164	PNMA3	X	152224090
cg00804048	0.0491108470738967	EIF5A	17	7210539
cg00804392	0.458323803565017	RHOH	4	40198595
cg00806490	0.751174393776442	CDH13	16	82660873
cg00807586	0.485587330526908	DLEC1	3	38080790
cg00808492	0.898181846667054	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0705368946269503	RPF1	1	84944867
cg00811081	0.0721914639985378	RPAP3	12	48099724
cg00812502	0.00889406030898573	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00460560293673771	UQCRFS1	19	29704028
cg00815583	0.112433361041004	FBXO16	8	28348123
cg00815605	0.10220332233002	NA	NA	0
cg00816620	0.0664990158412142	C1orf25;C1orf26	1	185127501
cg00818693	0.370698256332311	TTC14	3	180319964
cg00818872	0.572408475548689	CHRNB2	1	154540271
cg00819310	0.840075683060491	VANGL1	1	116193783
cg00819362	0.837010856203865	CLIP3	19	36524208
cg00819696	0.0125049344184585	TIMELESS	12	56843016
cg00821764	0.008835695917409	UMPS	3	124449680
cg00822607	0.0482369963172996	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0159994783720204	CHD4	12	6716566
cg00825031	0.00903031200416001	VPS37A;CNOT7	8	17104503
cg00826384	0.457902821396981	PTPRZ1	7	121513065
cg00827369	0.00893884343773215	EIF4H	7	73588253
cg00828602	0.0416811609947548	WNT5A	3	55520834
cg00830029	0.804047712078424	NRIP2	12	2943902
cg00830393	0.0274821630403523	LRIG1	3	66552063
cg00831028	0.0427895962809143	C20orf43	20	55043745
cg00832517	0.040897232663077	C14orf126	14	31926792
cg00832994	0.0168141192849922	NA	NA	0
cg00833393	0.0166387436996692	TLN1;CREB3	9	35731638
cg00833777	0.955653635890922	ITGAM	16	31271642
cg00834796	0.0304765079073142	JAKMIP2	5	147161924
cg00834958	0.0275449675149095	TSC22D4	7	100077147
cg00836605	0.00925635623513788	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0205024075726437	MITF	3	69788442
cg00839584	0.758347193061313	IL1A	2	113542091
cg00839802	0.0415227696127382	MAN1A1	6	119671238
cg00840403	0.637408559461586	CHST4	16	71560205
cg00840516	0.768704899060415	HYAL2	3	50360097
cg00841581	0.0148101269204777	STAG1	3	136471162
cg00842351	0.108924128814368	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.759733333530868	DLG2	11	84634126
cg00848394	0.0151567591730478	WDR51A	3	52188768
cg00848397	0.0117220070123446	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.602346145665538	DAB1	1	58716018
cg00849368	0.501545983503833	ARSK;TTC37	5	94890411
cg00850538	0.881065824714638	CRIM1	2	36582038
cg00852964	0.756546466794404	VNN1	6	133035150
cg00853068	0.703058070530691	FMNL1	17	43298592
cg00854637	0.0437912760658475	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0227954325322769	SKP1	5	133512930
cg00856375	0.0209405143462099	PSMD14	2	162164676
cg00858899	0.0420848611212395	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.94696838064524	CYB5R2	11	7694524
cg00861635	0.0246059795348693	ZNF200	16	3285425
cg00862041	0.660451085748406	GPRASP2	X	101967017
cg00862290	0.926122667080669	KCNMB3	3	178984973
cg00862770	0.0353104881343932	FKBP5	6	35655764
cg00864867	0.104135431193087	PAWR	12	80085268
cg00870662	0.0188927531220056	PARD6G	18	78005665
cg00871453	0.0193881139413733	WDR67	8	124084640
cg00873037	0.0353873180238612	NEIL2	8	11626984
cg00873937	0.0498007574420772	ATOH7	10	69991564
cg00874863	0.584968552555086	LHFPL1	X	111924370
cg00875272	0.632814112186094	TAL1	1	47695321
cg00876704	0.0135751539280987	PKN1	19	14544684
cg00877887	0.558711705363485	DUOXA2;DUOX2	15	45406654
cg00877964	0.0186330458311734	SLC1A4	2	65215638
cg00881086	0.0226401861634651	NCRNA00119;NPHP3	3	132441942
cg00881370	0.986030283596401	LOC55908;DOCK6	19	11348439
cg00882451	0.974440507986025	ZP2	16	21222863
cg00882832	0.0251979936131385	SPRY1	4	124317983
cg00884221	0.795364479111878	IGFBP7	4	57976915
cg00884529	0.048325956002487	BZW2;ANKMY2	7	16685823
cg00885506	0.0416167995530453	WDR31	9	116102792
cg00886554	0.226183380247404	NMU	4	56502598
cg00887101	0.076608926115782	INTS5	11	62420578
cg00887547	0.022103599060504	TAOK3	12	118811020
cg00887700	0.0351968147742864	EIF2B1;GTF2H3	12	124118360
cg00888007	0.678995516116673	CCND2	12	4382184
cg00888479	0.519204660642141	SLC24A3	20	19193824
cg00888561	0.0259331799490189	WDFY2	13	52157910
cg00890257	0.0131466069679741	DEGS2	14	100625756
cg00891278	0.805997528825271	CCDC37	3	126113784
cg00891541	0.782623655781717	SMPD3	16	68481487
cg00892393	0.885209055321645	C16orf73	16	1911525
cg00892798	0.0252113203293193	NGFR	17	47572909
cg00893242	0.333010683666434	SND1	7	127291580
cg00893636	0.0187240279233433	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0329346149680822	RPL7L1	6	42847415
cg00894577	0.47730288544373	NA	NA	0
cg00895324	0.905598758098481	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0262796563577621	LACE1	6	108616288
cg00899086	0.040057405504965	SEPT11	4	77871294
cg00899641	0.0229240270963463	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0291161581705259	YBX2	17	7197375
cg00901652	0.0349455171966657	CTR9	11	10772434
cg00901683	0.00866243767656425	PTCD1;CPSF4	7	99036756
cg00901704	0.0201452957091012	SLC25A19	17	73285325
cg00901766	0.0280983791032909	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.806481441964032	CHL1	3	238161
cg00903375	0.0133280267739004	SBDS;TYW1	7	66460591
cg00904483	0.935363951494192	MGMT	10	131354873
cg00904574	0.020236565356183	PLK3	1	45265678
cg00905170	0.0130028251155739	RRS1	8	67341306
cg00906183	0.0235192528698236	HGS;ARL16	17	79650926
cg00908551	0.0554503858474947	FANCF	11	22646931
cg00910067	0.675632893347825	SLC7A10	19	33717545
cg00910168	0.467158515708337	DHX37	12	125474021
cg00911351	0.60231652910718	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.673543409527701	PRPS1L1	7	18067463
cg00912191	0.0660708496824832	UBTD2	5	171709917
cg00912942	0.960292901004908	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0138402691949524	SHC1;CKS1B	1	154946946
cg00916199	0.013595240869073	TMCO6	5	140019287
cg00916635	0.875909664943614	PTPN22	1	114414312
cg00917893	0.0212914312398401	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0277272332103319	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.163870425136146	XIAP	X	122993419
cg00922727	0.0452948939924172	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.612094344533979	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.192693171710028	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0202434145860171	FBXO28	1	224301953
cg00930194	0.746022486639404	PROP1	5	177423598
cg00930873	0.542171272989892	ALDH1A2	15	58357973
cg00931491	0.124325265263293	SULT1A2	16	28608288
cg00932276	0.706860323807501	EGFL6	X	13587976
