Hybridization REF	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05
cg00503458	0.0518492956546899	KIAA0907	1	155904439
cg00503840	0.772544517562187	DLX5	7	96650509
cg00504595	0.0675048144413343	TNFRSF19	13	24144985
cg00509616	0.0809852875162145	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.0383474016402245	C6orf211;RMND1	6	151772946
cg00510956	0.953963728287229	KHDRBS1	1	32478440
cg00511475	0.578783544302894	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.546938860401385	SLC18A2	10	119000991
cg00512374	0.0930248931840694	IGFBP4	17	38599682
cg00513220	0.0286283537504718	MOSC2	1	220922123
cg00513467	0.0202806306477899	KLHL9	9	21335551
cg00514407	0.20998074811968	SERPINE2	2	224904626
cg00514895	0.0281844487460224	CPZ	4	8594413
cg00515905	0.963357333331655	EPS8L3	1	110306507
cg00516481	0.675584052872555	PDE9A	21	44073202
cg00518911	0.868497843777552	NA	NA	0
cg00518989	0.0150434994792468	LIMK2	22	31608519
cg00519208	0.895940818842874	EVI5	1	93258319
cg00519627	0.0129918596576403	CORO7	16	4466650
cg00520135	0.921055072727315	TPM1	15	63333846
cg00520708	0.0755074523443906	C5orf24	5	134181266
cg00521434	0.929018201560493	GPR61	1	110081965
cg00521598	0.0417352970849181	MYCBP	1	39339413
cg00522034	0.00927715005592933	CBLB	3	105587721
cg00522316	0.022434851129497	KHSRP	19	6425042
cg00524288	0.0177410114662624	UPP1	7	48128452
cg00528052	0.0148349541699009	KDM5B	1	202777295
cg00528967	0.00920805869111324	STK24	13	99228955
cg00532335	0.696650022760322	LGI1	10	95516861
cg00532890	0.0222368060399785	PBX1	1	164528682
cg00534274	0.055119924029197	SLC7A11	4	139163341
cg00534856	0.856333060030994	NA	NA	0
cg00536175	0.927253715091213	GATA1	X	48645024
cg00537910	0.868334497578268	ATG9A;ABCB6	2	220084611
cg00539322	0.841550334238786	SAG	2	234216360
cg00539716	0.0571614094012947	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0129334211745363	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0375383020683049	NA	NA	0
cg00544557	0.908471334608732	DSCR10	21	39578742
cg00545573	0.054634789172308	TAOK3	12	118810436
cg00546491	0.644390215599008	PDE1C	7	32111062
cg00546897	0.25108796039987	LOC284837	21	45232232
cg00547018	0.142159840945157	ALG1	16	5121709
cg00547789	0.613558684987257	RAB39B	X	154493750
cg00547829	0.0156519105694899	TUBD1;RPS6KB1	17	57970161
cg00548060	0.522577221131361	NPL	1	182761905
cg00548268	0.79453789125574	NPTX2	7	98245830
cg00550617	0.106080501214664	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.803988228750778	NR1H3	11	47281370
cg00554682	0.0271967949214147	ZNF804A	2	185463132
cg00554702	0.0963609841505876	CHEK1	11	125496645
cg00556408	0.827031567111413	TMPRSS6	22	37500588
cg00557354	0.0790197379001223	ARHGEF7	13	111767899
cg00559473	0.0440180526605353	AAAS	12	53715592
cg00560119	0.0184143270284911	STXBP1	9	130374109
cg00563229	0.0128621982092384	XKR8	1	28286146
cg00563845	0.104677673795031	PXK	3	58318305
cg00563926	0.630138109034098	TGFBR3	1	92352481
cg00563932	0.844778404490277	PTGDS	9	139871049
cg00564163	0.0887810647661568	STEAP4	7	87935979
cg00565075	0.0529206715665471	MIR659;EIF3L	22	38244893
cg00565688	0.690036327096911	TP73	1	3568212
cg00566759	0.0167108958537811	DSC2	18	28682345
cg00567479	0.0215319101896019	FARP2	2	242295999
cg00567749	0.619893209731411	VCAN	5	82767908
cg00568128	0.125063472471866	MIR2110;C10orf118	10	115934100
cg00568792	0.0361794379506923	STT3A	11	125462554
cg00569620	0.0209468954424204	ABHD10	3	111697653
cg00571634	0.204843599300548	WDR5B	3	122134820
cg00572797	0.991410744497315	NA	NA	0
cg00573606	0.510582697290141	COL6A3	2	238322680
cg00575744	0.0298566034986102	HLA-DMB	6	32908642
cg00576250	0.474372558841323		20	45087765
cg00577167	0.784441396888617	ALDOB	9	104197675
cg00577464	0.398924768518273	SHH	7	155604780
cg00578575	0.130622665610939	NA	NA	0
cg00579393	0.923907611708752	REG1B	2	79316004
cg00579402	0.387450281054921	FUT6	19	5838999
cg00581156	0.0163985822139738	DIMT1L	5	61699416
cg00582372	0.619905614790143	NA	NA	0
cg00582628	0.0462820282004121	RGS20	8	54764515
cg00584022	0.0166821197878659	KRAS	12	25403167
cg00585790	0.552637436656519	LIMS1	2	109204845
cg00585846	0.0361836954060699	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0552866496703332	CDKAL1	6	20534671
cg00587613	0.822579935384721	GPR152	11	67220223
cg00592315	0.917685788252342	C14orf86;FAM181A	14	94384611
cg00594118	0.0983820136807189	COBRA1	9	140150000
cg00594952	0.823022155351497	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.558169313790909	MYO1C	17	1395880
cg00598858	0.0164642761763536	PRKCSH;CCDC151	19	11545966
cg00600110	0.986522179628913	FAM9A	X	8769528
cg00600684	0.957048684903196	WDR11	10	122610158
cg00601486	0.967469322307276	H1FNT	12	48723148
cg00602891	0.0450028941100768	C17orf62	17	80408864
cg00603172	0.293286325103419	NA	NA	0
cg00605270	0.0159368162489853	SMPDL3B	1	28261552
cg00609097	0.0153258827976007	TESK2	1	45956974
cg00611397	0.945182468243713	GTPBP5	20	60768026
cg00612467	0.0360543902797572	HADH	4	108911077
cg00613255	0.905875749420585	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.161769606417767	RBM9	22	36236649
cg00615915	0.154914550712467	SERPINB8	18	61637299
cg00616129	0.0378049535209877	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.015194906493203	NCL	2	232329096
cg00617305	0.0169038160195319	SHISA4	1	201857940
cg00618396	0.599428256540542	VBP1	X	154444551
cg00619207	0.369751760160985	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0386818035030311	CENPF	1	214776904
cg00620629	0.015239085869595	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.548387955293064	ODF3L1	15	76016335
cg00622677	0.0189830755184467	TSPAN5	4	99579248
cg00623593	0.798705203289369	DOCK1	10	128767610
cg00625425	0.780819733719858	KANK4	1	62785512
cg00625653	0.0302737046733429	WNT7A	3	13921227
cg00626119	0.707658217960164	SH2D2A;NTRK1	1	156785288
cg00626466	0.214408620394224	GNS	12	65153982
cg00627233	0.158210054218375	NA	NA	0
cg00627286	0.060505146142935	NA	NA	0
cg00629217	0.307610255214463	LNX1	4	54425349
cg00629585	0.0926655574017718	GFI1B	9	135853992
cg00630164	0.11538282535235	KCNQ4	1	41250062
cg00630249	0.015231586561717	CYB561D1	1	110036889
cg00630583	0.025754643355278	PXMP2;POLE	12	133264314
cg00631230	0.0152684272608256	VPS33A	12	122750916
cg00633969	0.923546268112718	PARP9;DTX3L	3	122284550
cg00634577	0.337893578345572	NA	NA	0
cg00635481	0.00907629481366798	ZNF76	6	35226917
cg00636639	0.0130782602717018	RBM18;MRRF	9	125027249
cg00638514	0.0247819140781865	OTOP3	17	72932048
cg00642303	0.0139348739377928	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.975476894265302		7	100544704
cg00645224	0.0112361780480422	NA	NA	0
cg00645579	0.881966617024082	IRF7;MUPCDH	11	617140
cg00645922	0.0134082052210811	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.035810923537488	ARSD	X	2847561
cg00646492	0.0448035189886955	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0220724967999798	SLC17A5	6	74364149
cg00648883	0.202745469650857	EEF1DP3	13	32524761
cg00650762	0.0100501347747734	EPHB2	1	23037368
cg00650876	0.0130599520054986	YBX1	1	43148058
cg00651216	0.0385266894054858	HSP90AB1	6	44213720
cg00653387	0.445046995126258	PTN	7	137028535
cg00654814	0.102190320755146	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0185036646700513	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0275130187792853	PPARD	6	35310123
cg00657582	0.033718384435574	CHD8	14	21904906
cg00658007	0.632273259367609	RD3	1	211666129
cg00658626	0.0376503345507114	CCDC63	12	111284979
cg00659129	0.905375561456857	ASAP1	8	131414614
cg00659953	0.010468052041884	FAM173A	16	770731
cg00660989	0.0623990035439532	KLHL28;FAM179B	14	45432516
cg00661202	0.00951587926594637	TMEM43;CHCHD4	3	14166502
cg00661485	0.890894750769995	FOXI1	5	169533372
cg00662556	0.574555185064685	GALR1	18	74963364
cg00662775	0.755049976215655	NA	NA	0
cg00665395	0.0176146577791937	TTLL4	2	219575490
cg00666446	0.0387250129704151	ZNF670	1	247242273
cg00666746	0.455886120834557	SYDE1	19	15217781
cg00668685	0.910378514209828	SLC39A5	12	56624552
cg00669623	0.0314423133718429	CDK11B;CDK11A	1	1655867
cg00669856	0.0553782032092239	SPRY1	4	124317779
cg00671161	0.0111699569331718	ALG11;ATP7B	13	52586367
cg00672638	0.118613678038704	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.156162716383725	DOPEY2	21	37536923
cg00674922	0.0203425403670931	NA	NA	0
cg00676660	0.0200018199501755	ADAMTS9	3	64672609
cg00677811	0.0214234143493572	CCM2	7	45040321
cg00678539	0.37505081064485	MNS1	15	56757625
cg00679556	0.579969685759617	TRIM31	6	30080782
cg00679738	0.709648581185859	FAM89A	1	231175246
cg00682653	0.017694835961859	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0595231701957385	PPFIA2	12	82153256
cg00686022	0.890907786241543	C12orf40	12	40020078
cg00686623	0.0149613053916645	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.167114756645502	NDRG4	16	58497236
cg00688421	0.0379752784165355	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.0913612649137937	RTKN	2	74668672
cg00690049	0.521718343185144	MAGED2	X	54834244
cg00690280	0.827602974342462	WFDC10B;WFDC13	20	44332733
cg00690893	0.432478207766523	NA	NA	0
cg00691625	0.883701434225122	NR5A1	9	127269807
cg00691822	0.228977585684835	NA	NA	0
cg00692549	0.0640498125424857	TARDBP	1	11072455
cg00693307	0.927289107896971	NA	NA	0
cg00695416	0.0398426131912699	CBR1	21	37442476
cg00696900	0.0132402282578408	NA	NA	0
cg00698688	0.32496236476046	SULT2B1	19	49055432
cg00702231	0.703578886278254	PLAGL1;HYMAI	6	144329473
cg00702729	0.940728109316861	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0400161952512939	KCTD15	19	34288103
cg00704909	0.0146975388237233	COPB1	11	14521319
cg00705255	0.323002413824987	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.256693421750988	NMNAT2	1	183387564
cg00708598	0.660871384892258	LECT1	13	53313895
cg00708642	0.0252840715698376	EIF5	14	103800518
cg00711916	0.0228135815148287	CNNM4	2	97426274
cg00712898	0.0148307962006013	PRPF38B	1	109235208
cg00714377	0.431092206547308	SLA2	20	35274715
cg00717862	0.0276930642840624	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0152582698600252	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.15399815139237		2	89215272
cg00718748	0.0132660565263381	ZNF624	17	16556871
cg00720072	0.0239889037222486	MARCH5;CPEB3	10	94051159
cg00720137	0.0101501366002247	DYNLRB2	16	80575018
cg00720723	0.0227544286449093	NOP58	2	203130645
cg00722300	0.814470681475727	RLN3	19	14138639
cg00724662	0.0625437181610418	NXF1	11	62573193
cg00725143	0.0141351858688284	NA	NA	0
cg00725635	0.040707660499009	B3GALT2;CDC73	1	193155806
cg00725777	0.703584768374061	NGFRAP1	X	102630411
cg00727590	0.546438046594441	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0505280064054058	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0166560769697726	C6orf27	6	31744927
cg00729275	0.26119756215657	AQP4;C18orf16	18	24445134
cg00729541	0.0139245903839946	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0485740267023342	PALMD	1	100111713
cg00730260	0.931200749543129	C12orf67	12	24736888
cg00731459	0.0134593561909951	HDAC4	2	240323091
cg00733682	0.0127085726949574	ZNF44	19	12405568
cg00734993	0.0162937495446147	MTCH1	6	36953694
cg00736326	0.0246320401885481	ARPC1A	7	98923878
cg00737514	0.0201155511857336	TBC1D1	4	37893313
cg00739120	0.23563900072036	GAPDHS;TMEM147	19	36035875
cg00741717	0.621928302814123	TLR8;LOC349408	X	12924184
cg00743372	0.0166847147632326	ZNF192	6	28109648
cg00744433	0.844663899118435	CXADR	21	18884067
cg00745543	0.964542549423941	H1FNT	12	48722754
cg00745735	0.871843490949974	MYPN	10	69868860
cg00746083	0.0145330500072891	CHD8	14	21905454
cg00746130	0.0382404280216591	BAT5	6	31671271
cg00746981	0.104112617695333	HDGF	1	156721141
cg00747849	0.194428749563836	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.014144078686658	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.910176669093528	FAM83E;SPACA4	19	49109288
cg00755043	0.0175919880300063	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.383883049969623	DZIP1	13	96296844
cg00756887	0.392162823944361	PVRL4	1	161059654
cg00757070	0.361724951424735	UPK2	11	118827082
cg00757952	0.899990613569576	CRYBB1	22	27014415
cg00761755	0.0108603760173778	SLC43A2	17	1531579
cg00762512	0.0221575312019221	RPL9;LIAS	4	39460606
cg00763679	0.0169624808077531	SEPT2;HDLBP	2	242254198
cg00763889	0.96345158515001	HRASLS2	11	63330544
cg00766729	0.014947275677077	ZNF784	19	56136136
cg00766889	0.0212204392449199	SEPHS1	10	13390384
cg00767581	0.914529737775705	HOXD4;MIR10B	2	177015125
cg00768439	0.38692668533829	FAM133A;NAP1L3	X	92928711
cg00769470	0.904475240805024	DEFB129	20	207338
cg00769520	0.0146003027092742	ST8SIA1	12	22488465
cg00770279	0.0146115606582663	CDKN2D	19	10679308
cg00770871	0.0118053405333358	TULP3	12	2999840
cg00772000	0.0524070941937204	NHLRC1	6	18123049
cg00775197	0.032472445851334	TCTE1	6	44265054
cg00777121	0.670135110960637	RASSF1	3	50378191
cg00777555	0.0124190571341276	ARF4	3	57583074
cg00778920	0.0330064556433822	PRPF19	11	60674370
cg00779924	0.823986580384559	FLJ45983	10	8094641
cg00782174	0.0275236229899458	SLC1A5	19	47291626
cg00782854	0.0171333595573511	BCL2L1	20	30310858
cg00783759	0.0113498761858203	LARP1B	4	128983441
cg00784357	0.0120987488670504	RAC1	7	6413877
cg00791249	0.0515121691680795	FDX1L	19	10426722
cg00792687	0.017085088998179	C8orf41	8	33370099
cg00792740	0.0381404307085968	UBE3A	15	25684488
cg00792849	0.465514369457315	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.0134693371610332	TRIM8	10	104403707
cg00795268	0.938563480309906	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0226396361378387	FUT4	11	94276898
cg00798206	0.035854712711967	OXSR1	3	38207110
cg00799727	0.799760120349612	NA	NA	0
cg00800095	0.939029663811612	PNMA3	X	152224090
cg00804048	0.0706662488485876	EIF5A	17	7210539
cg00804392	0.211253865033651	RHOH	4	40198595
cg00806490	0.669350239247864	CDH13	16	82660873
cg00807586	0.56971092786928	DLEC1	3	38080790
cg00808492	0.630195739158556	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0661919785562798	RPF1	1	84944867
cg00811081	0.0306151895352232	RPAP3	12	48099724
cg00812502	0.0114701191507025	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00701760858778883	UQCRFS1	19	29704028
cg00815583	0.0308113281160763	FBXO16	8	28348123
cg00815605	0.0686118072213468	NA	NA	0
cg00816620	0.084179488725391	C1orf25;C1orf26	1	185127501
cg00818693	0.0159617221918461	TTC14	3	180319964
cg00818872	0.0271973835197874	CHRNB2	1	154540271
cg00819310	0.827907980662486	VANGL1	1	116193783
cg00819362	0.631650394393388	CLIP3	19	36524208
cg00819696	0.0133475416699572	TIMELESS	12	56843016
cg00821764	0.0116269235207462	UMPS	3	124449680
cg00822607	0.0583317698554085	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0199969212222038	CHD4	12	6716566
cg00825031	0.00962562116638274	VPS37A;CNOT7	8	17104503
cg00826384	0.0279200778848796	PTPRZ1	7	121513065
cg00827369	0.0145647490774843	EIF4H	7	73588253
cg00828602	0.0460919787871299	WNT5A	3	55520834
cg00830029	0.673653997893283	NRIP2	12	2943902
cg00830393	0.0292734917484934	LRIG1	3	66552063
cg00831028	0.024409591298439	C20orf43	20	55043745
cg00832517	0.0316533562734901	C14orf126	14	31926792
cg00832994	0.0187126693409353	NA	NA	0
cg00833393	0.0164177524808196	TLN1;CREB3	9	35731638
cg00833777	0.909792526175026	ITGAM	16	31271642
cg00834796	0.0329798022840984	JAKMIP2	5	147161924
cg00834958	0.0300467132754096	TSC22D4	7	100077147
cg00836605	0.0120570978377814	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0166697468963211	MITF	3	69788442
cg00839584	0.784281292035649	IL1A	2	113542091
cg00839802	0.0449462750254501	MAN1A1	6	119671238
cg00840403	0.388873340479932	CHST4	16	71560205
cg00840516	0.756655822843036	HYAL2	3	50360097
cg00841581	0.0164874338480083	STAG1	3	136471162
cg00842351	0.118251243091982	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.192453653603636	DLG2	11	84634126
cg00848394	0.0236614424561147	WDR51A	3	52188768
cg00848397	0.0258621964069792	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0164433507102666	DAB1	1	58716018
cg00849368	0.0286996583946493	ARSK;TTC37	5	94890411
cg00850538	0.882482856770326	CRIM1	2	36582038
cg00852964	0.478213496454556	VNN1	6	133035150
cg00853068	0.252105435894274	FMNL1	17	43298592
cg00854637	0.0538610980537516	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0208808649692654	SKP1	5	133512930
cg00856375	0.018725855157165	PSMD14	2	162164676
cg00858899	0.0208315606072355	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.647652502836402	CYB5R2	11	7694524
cg00861635	0.0235251180849951	ZNF200	16	3285425
cg00862041	0.713959419155964	GPRASP2	X	101967017
cg00862290	0.897767408697717	KCNMB3	3	178984973
cg00862770	0.0156641632461474	FKBP5	6	35655764
cg00864867	0.0159580690497527	PAWR	12	80085268
cg00870662	0.0132925781806482	PARD6G	18	78005665
cg00871453	0.0216278847115978	WDR67	8	124084640
cg00873037	0.0302654783152654	NEIL2	8	11626984
cg00873937	0.0213729024752153	ATOH7	10	69991564
cg00874863	0.87365930827113	LHFPL1	X	111924370
cg00875272	0.109554595668038	TAL1	1	47695321
cg00876704	0.0134201306630714	PKN1	19	14544684
cg00877887	0.395927329325285	DUOXA2;DUOX2	15	45406654
cg00877964	0.017996248176515	SLC1A4	2	65215638
cg00881086	0.0256830891509014	NCRNA00119;NPHP3	3	132441942
cg00881370	0.968382912560609	LOC55908;DOCK6	19	11348439
cg00882451	0.96575981220255	ZP2	16	21222863
cg00882832	0.0204826042570981	SPRY1	4	124317983
cg00884221	0.816237293901972	IGFBP7	4	57976915
cg00884529	0.0832349817114006	BZW2;ANKMY2	7	16685823
cg00885506	0.0281030981001342	WDR31	9	116102792
cg00886554	0.033690805498849	NMU	4	56502598
cg00887101	0.12834623167243	INTS5	11	62420578
cg00887547	0.0275169003482975	TAOK3	12	118811020
cg00887700	0.018537757608826	EIF2B1;GTF2H3	12	124118360
cg00888007	0.644215677355818	CCND2	12	4382184
cg00888479	0.141906716895494	SLC24A3	20	19193824
cg00888561	0.0415694961587323	WDFY2	13	52157910
cg00890257	0.0211311547090808	DEGS2	14	100625756
cg00891278	0.747449219054311	CCDC37	3	126113784
cg00891541	0.865297520056943	SMPD3	16	68481487
cg00892393	0.929840483494953	C16orf73	16	1911525
cg00892798	0.329794097811853	NGFR	17	47572909
cg00893242	0.194239945698778	SND1	7	127291580
cg00893636	0.017426131407482	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0142659386898867	RPL7L1	6	42847415
cg00894577	0.452260370318116	NA	NA	0
cg00895324	0.833654402008667	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0279652579378216	LACE1	6	108616288
cg00899086	0.0209411945378603	SEPT11	4	77871294
cg00899641	0.017597261569934	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0347091371846458	YBX2	17	7197375
cg00901652	0.039101554159719	CTR9	11	10772434
cg00901683	0.0185543040815321	PTCD1;CPSF4	7	99036756
cg00901704	0.025859200770607	SLC25A19	17	73285325
cg00901766	0.0242359799361615	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.120575910205083	CHL1	3	238161
cg00903375	0.0166484874640091	SBDS;TYW1	7	66460591
cg00904483	0.973484381294238	MGMT	10	131354873
cg00904574	0.016552470323565	PLK3	1	45265678
cg00905170	0.00999061795784149	RRS1	8	67341306
cg00906183	0.0160423209400906	HGS;ARL16	17	79650926
cg00908551	0.0497713954408134	FANCF	11	22646931
cg00910067	0.206296403098079	SLC7A10	19	33717545
cg00910168	0.778151440593298	DHX37	12	125474021
cg00911351	0.720684487744851	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.943591295004319	PRPS1L1	7	18067463
cg00912191	0.0782956492128953	UBTD2	5	171709917
cg00912942	0.968549224585157	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0105446824841777	SHC1;CKS1B	1	154946946
cg00916199	0.0137734425462745	TMCO6	5	140019287
cg00916635	0.640811128101638	PTPN22	1	114414312
cg00917893	0.0232328537347987	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0231855014449886	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.0794991074794743	XIAP	X	122993419
cg00922727	0.0341432912141059	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.40199053596429	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.0376236218976357	HSPA1A;HSPA1L	6	31783364
cg00930078	0.0210977917079808	FBXO28	1	224301953
cg00930194	0.816928090709785	PROP1	5	177423598
cg00930873	0.518304936633195	ALDH1A2	15	58357973
cg00931491	0.170100591433433	SULT1A2	16	28608288
cg00932276	0.637127193538801	EGFL6	X	13587976
