Hybridization REF	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05
cg00503840	0.33409295763291	DLX5	7	96650509
cg00504595	0.0890911027112055	TNFRSF19	13	24144985
cg00509616	0.226554110185482	GCOM1	15	57884415
cg00509670	NA	PAX9	14	37130313
cg00510787	0.521894460877057	C6orf211;RMND1	6	151772946
cg00510956	0.91505633225436	KHDRBS1	1	32478440
cg00511475	0.303780056633322	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0132475143361332	SLC18A2	10	119000991
cg00512374	0.0147453270917964	IGFBP4	17	38599682
cg00513220	0.0166736129216427	MOSC2	1	220922123
cg00513467	0.0250155288659958	KLHL9	9	21335551
cg00514407	0.119970875479739	SERPINE2	2	224904626
cg00514895	0.0317574801199667	CPZ	4	8594413
cg00515905	0.932274551807549	EPS8L3	1	110306507
cg00516481	0.627984497255863	PDE9A	21	44073202
cg00518911	0.866811389544076	NA	NA	0
cg00518989	0.0131626254025038	LIMK2	22	31608519
cg00519208	0.89661142490485	EVI5	1	93258319
cg00519627	0.00956377002478227	CORO7	16	4466650
cg00520135	0.846830558404147	TPM1	15	63333846
cg00520708	0.161443595885527	C5orf24	5	134181266
cg00521434	0.948781581918556	GPR61	1	110081965
cg00521598	0.0439731866699549	MYCBP	1	39339413
cg00522034	0.00679097768978309	CBLB	3	105587721
cg00522316	0.0317030672694539	KHSRP	19	6425042
cg00524288	0.0234086169783585	UPP1	7	48128452
cg00528052	0.00699244424469334	KDM5B	1	202777295
cg00528967	0.00690949702085073	STK24	13	99228955
cg00532335	0.627730500639379	LGI1	10	95516861
cg00532890	0.0181203507924076	PBX1	1	164528682
cg00534274	0.224889200648849	SLC7A11	4	139163341
cg00534856	0.816526508874946	NA	NA	0
cg00536175	0.926915808030523	GATA1	X	48645024
cg00537910	0.906246999066592	ATG9A;ABCB6	2	220084611
cg00539322	0.82472087521556	SAG	2	234216360
cg00539716	0.019995286489205	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.0262515110093342	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.326645298117723	NA	NA	0
cg00544557	0.875594589367677	DSCR10	21	39578742
cg00545573	0.0730082212284242	TAOK3	12	118810436
cg00546491	0.50192891613263	PDE1C	7	32111062
cg00546897	0.35347975607963	LOC284837	21	45232232
cg00547018	0.128098437769319	ALG1	16	5121709
cg00547789	0.29784674182722	RAB39B	X	154493750
cg00547829	0.0339290064335256	TUBD1;RPS6KB1	17	57970161
cg00548060	0.842437206650842	NPL	1	182761905
cg00548268	0.444934215384827	NPTX2	7	98245830
cg00550617	0.426972254200454	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.682038276562414	NR1H3	11	47281370
cg00554682	0.0199598379887558	ZNF804A	2	185463132
cg00554702	0.106144823264957	CHEK1	11	125496645
cg00556408	0.802958639100534	TMPRSS6	22	37500588
cg00557354	0.101342074681798	ARHGEF7	13	111767899
cg00559473	0.0600247847484425	AAAS	12	53715592
cg00560119	0.0344947727179811	STXBP1	9	130374109
cg00563229	0.0149867542816121	XKR8	1	28286146
cg00563845	0.200513573091205	PXK	3	58318305
cg00563926	0.580358544390913	TGFBR3	1	92352481
cg00563932	0.662297504054831	PTGDS	9	139871049
cg00564163	0.0579738980998823	STEAP4	7	87935979
cg00565075	0.150841787307636	MIR659;EIF3L	22	38244893
cg00565688	0.0858732831079284	TP73	1	3568212
cg00566759	0.0452930064761492	DSC2	18	28682345
cg00567479	0.0293210678685214	FARP2	2	242295999
cg00567749	0.422683303158467	VCAN	5	82767908
cg00568128	0.0492290790582614	MIR2110;C10orf118	10	115934100
cg00568792	0.0816542046651506	STT3A	11	125462554
cg00569620	0.137583729103485	ABHD10	3	111697653
cg00571634	0.28648382509865	WDR5B	3	122134820
cg00572797	0.992402263877707	NA	NA	0
cg00573606	0.703921537446122	COL6A3	2	238322680
cg00575744	0.0294295491056705	HLA-DMB	6	32908642
cg00576250	0.135299481810855		20	45087765
cg00577167	0.803827765015501	ALDOB	9	104197675
cg00577464	0.016283791291298	SHH	7	155604780
cg00578575	0.0440070465577942	NA	NA	0
cg00579393	0.784888560154518	REG1B	2	79316004
cg00579402	0.826553962175597	FUT6	19	5838999
cg00581156	0.0149181735594152	DIMT1L	5	61699416
cg00582372	0.505005162791132	NA	NA	0
cg00582628	0.0400184727182881	RGS20	8	54764515
cg00584022	0.0222736736806439	KRAS	12	25403167
cg00585790	0.769349240255213	LIMS1	2	109204845
cg00585846	0.02185568756761	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.0653141669553884	CDKAL1	6	20534671
cg00587613	0.596917502039468	GPR152	11	67220223
cg00592315	0.904100284566878	C14orf86;FAM181A	14	94384611
cg00594118	0.0933153711186847	COBRA1	9	140150000
cg00594952	0.913967444832197	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.736536520920528	MYO1C	17	1395880
cg00598858	0.0191413664802704	PRKCSH;CCDC151	19	11545966
cg00600110	0.966550142012843	FAM9A	X	8769528
cg00600684	0.943524608004656	WDR11	10	122610158
cg00601486	0.943330095836634	H1FNT	12	48723148
cg00602891	0.0464899611560455	C17orf62	17	80408864
cg00603172	0.898986018398268	NA	NA	0
cg00605270	0.0178481495217458	SMPDL3B	1	28261552
cg00609097	0.0564751133716163	TESK2	1	45956974
cg00611397	0.935390625957143	GTPBP5	20	60768026
cg00612467	0.0248992702727699	HADH	4	108911077
cg00613255	0.814714935615477	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.200129972388178	RBM9	22	36236649
cg00615915	0.102042605607589	SERPINB8	18	61637299
cg00616129	0.023411600726079	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.00909989972942181	NCL	2	232329096
cg00617305	0.0139692654799859	SHISA4	1	201857940
cg00618396	0.296482375612451	VBP1	X	154444551
cg00619207	0.291081139834853	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.054137500715319	CENPF	1	214776904
cg00620629	0.0189828609397806	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.251395999882387	ODF3L1	15	76016335
cg00622677	0.163860795169517	TSPAN5	4	99579248
cg00623593	0.909060938504088	DOCK1	10	128767610
cg00625425	0.712328817472125	KANK4	1	62785512
cg00625653	0.0189280730931709	WNT7A	3	13921227
cg00626119	0.7290245241726	SH2D2A;NTRK1	1	156785288
cg00626466	0.398318409160029	GNS	12	65153982
cg00627233	0.403569737816402	NA	NA	0
cg00627286	0.0352240691897708	NA	NA	0
cg00629217	0.507964488165175	LNX1	4	54425349
cg00629585	0.143223024198428	GFI1B	9	135853992
cg00630164	0.0287553041872769	KCNQ4	1	41250062
cg00630249	0.0103524075791682	CYB561D1	1	110036889
cg00630583	0.0078357680559217	PXMP2;POLE	12	133264314
cg00631230	0.0172126215111863	VPS33A	12	122750916
cg00633969	0.931033328700684	PARP9;DTX3L	3	122284550
cg00634577	0.228395816220279	NA	NA	0
cg00635481	0.00924227124728384	ZNF76	6	35226917
cg00636639	0.0161231265322215	RBM18;MRRF	9	125027249
cg00638514	0.0144813404874821	OTOP3	17	72932048
cg00642303	0.20432781475075	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.962661071703053		7	100544704
cg00645224	0.0115302070222701	NA	NA	0
cg00645579	0.630193221267107	IRF7;MUPCDH	11	617140
cg00645922	0.0736498376111426	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0358271717042678	ARSD	X	2847561
cg00646492	0.105821905963797	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.0943245819141668	SLC17A5	6	74364149
cg00648883	0.407985005936484	EEF1DP3	13	32524761
cg00650762	0.0070672291011057	EPHB2	1	23037368
cg00650876	0.00860618526099875	YBX1	1	43148058
cg00651216	0.0612040813910534	HSP90AB1	6	44213720
cg00653387	0.247983554880074	PTN	7	137028535
cg00654814	0.101338962108153	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0411221933381955	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0328431718332756	PPARD	6	35310123
cg00657582	0.0582182922813682	CHD8	14	21904906
cg00658007	0.622452332282683	RD3	1	211666129
cg00658626	0.0422275366171638	CCDC63	12	111284979
cg00659129	0.808777457828042	ASAP1	8	131414614
cg00659953	0.0062406785946174	FAM173A	16	770731
cg00660989	0.224878852223116	KLHL28;FAM179B	14	45432516
cg00661202	0.00932286769024886	TMEM43;CHCHD4	3	14166502
cg00661485	0.292229951875324	FOXI1	5	169533372
cg00662556	0.106523738705423	GALR1	18	74963364
cg00662775	0.30282135507707	NA	NA	0
cg00665395	0.0442556896419078	TTLL4	2	219575490
cg00666446	0.0406754623053217	ZNF670	1	247242273
cg00666746	0.277579921394027	SYDE1	19	15217781
cg00668685	0.919614074206503	SLC39A5	12	56624552
cg00669623	0.0735678565941112	CDK11B;CDK11A	1	1655867
cg00669856	0.119284218031485	SPRY1	4	124317779
cg00671161	0.00662479600372944	ALG11;ATP7B	13	52586367
cg00672638	0.0702120858426324	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.178909954193299	DOPEY2	21	37536923
cg00674922	0.153714818738152	NA	NA	0
cg00676660	0.0248130012778442	ADAMTS9	3	64672609
cg00677811	0.0235427479117727	CCM2	7	45040321
cg00678539	0.345153102803558	MNS1	15	56757625
cg00679556	0.710825061291208	TRIM31	6	30080782
cg00679738	0.0147422340547636	FAM89A	1	231175246
cg00682653	0.0182138988968181	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0211391808849921	PPFIA2	12	82153256
cg00686022	0.934910407379431	C12orf40	12	40020078
cg00686623	0.0174885668097822	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0430658376954054	NDRG4	16	58497236
cg00688421	0.0562019610732819	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.137554058234217	RTKN	2	74668672
cg00690049	0.569205014926142	MAGED2	X	54834244
cg00690280	0.696580277126995	WFDC10B;WFDC13	20	44332733
cg00690893	0.0555298637345445	NA	NA	0
cg00691625	0.869704101642439	NR5A1	9	127269807
cg00691822	0.307260538574695	NA	NA	0
cg00692549	0.0481527043466595	TARDBP	1	11072455
cg00693307	0.896289286532901	NA	NA	0
cg00695416	0.287813253633867	CBR1	21	37442476
cg00696900	0.0096501412535696	NA	NA	0
cg00698688	0.373451068081862	SULT2B1	19	49055432
cg00702231	0.802710874110541	PLAGL1;HYMAI	6	144329473
cg00702729	0.962422125687059	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0436292889121752	KCTD15	19	34288103
cg00704909	0.0141007307632838	COPB1	11	14521319
cg00705255	0.165088125509755	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.0419275220379411	NMNAT2	1	183387564
cg00708598	0.55609683555491	LECT1	13	53313895
cg00708642	0.0511371256688554	EIF5	14	103800518
cg00711916	0.104304963599052	CNNM4	2	97426274
cg00712898	0.00966553983440749	PRPF38B	1	109235208
cg00714377	0.302549563022859	SLA2	20	35274715
cg00717862	0.0261682685284299	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0697701042212179	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.215959084657087		2	89215272
cg00718748	0.0196342387775437	ZNF624	17	16556871
cg00720072	0.0164688217929309	MARCH5;CPEB3	10	94051159
cg00720137	0.00853277768883005	DYNLRB2	16	80575018
cg00720723	0.0218874743074944	NOP58	2	203130645
cg00722300	0.828049330718106	RLN3	19	14138639
cg00724662	0.0267818950707654	NXF1	11	62573193
cg00725143	0.0153870429930183	NA	NA	0
cg00725635	0.0943379258104228	B3GALT2;CDC73	1	193155806
cg00725777	0.851023395969317	NGFRAP1	X	102630411
cg00727590	0.432918432903221	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.120707282702507	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0136943528740403	C6orf27	6	31744927
cg00729275	0.662862898859899	AQP4;C18orf16	18	24445134
cg00729541	0.0267493432358458	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.055409287087097	PALMD	1	100111713
cg00730260	0.967055116520582	C12orf67	12	24736888
cg00731459	0.00758558614104316	HDAC4	2	240323091
cg00733682	0.00852159680247391	ZNF44	19	12405568
cg00734993	0.013405717073113	MTCH1	6	36953694
cg00736326	0.0223188587981726	ARPC1A	7	98923878
cg00737514	0.0250861111698118	TBC1D1	4	37893313
cg00739120	0.451152284430081	GAPDHS;TMEM147	19	36035875
cg00741717	0.815904895509714	TLR8;LOC349408	X	12924184
cg00743372	0.0158640384030003	ZNF192	6	28109648
cg00744433	0.256483718548303	CXADR	21	18884067
cg00745543	0.937575767269471	H1FNT	12	48722754
cg00745735	0.549175545843043	MYPN	10	69868860
cg00746083	0.0155031667286135	CHD8	14	21905454
cg00746130	0.049097189379854	BAT5	6	31671271
cg00746981	0.0469261598638027	HDGF	1	156721141
cg00747849	0.29668135661588	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.0103377464713893	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.718505234646448	FAM83E;SPACA4	19	49109288
cg00755043	0.0243601235413157	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00760978295039526	DZIP1	13	96296844
cg00756887	0.359996429840968	PVRL4	1	161059654
cg00757070	0.488999718870412	UPK2	11	118827082
cg00757952	0.839199014619934	CRYBB1	22	27014415
cg00761755	0.0123143348875626	SLC43A2	17	1531579
cg00762512	0.0437042340163223	RPL9;LIAS	4	39460606
cg00763679	0.032944166584541	SEPT2;HDLBP	2	242254198
cg00763889	0.859349523110156	HRASLS2	11	63330544
cg00766729	0.0702579965448861	ZNF784	19	56136136
cg00766889	0.0147064675561347	SEPHS1	10	13390384
cg00767581	0.590922330635775	HOXD4;MIR10B	2	177015125
cg00768439	0.15996132523783	FAM133A;NAP1L3	X	92928711
cg00769470	0.914362223971501	DEFB129	20	207338
cg00769520	0.0125759883310616	ST8SIA1	12	22488465
cg00770279	0.013255577912475	CDKN2D	19	10679308
cg00770871	0.00824099179291063	TULP3	12	2999840
cg00772000	0.139747716393774	NHLRC1	6	18123049
cg00775197	0.033851153512993	TCTE1	6	44265054
cg00777121	0.0210199944486337	RASSF1	3	50378191
cg00777555	0.0103340308464691	ARF4	3	57583074
cg00778920	0.0405101609789724	PRPF19	11	60674370
cg00779924	0.306510294561287	FLJ45983	10	8094641
cg00782174	0.0286211128644533	SLC1A5	19	47291626
cg00782854	0.0183644667157368	BCL2L1	20	30310858
cg00783759	0.0109155558050924	LARP1B	4	128983441
cg00784357	0.01144851417642	RAC1	7	6413877
cg00791249	0.0691633319887248	FDX1L	19	10426722
cg00792687	0.0248212592662855	C8orf41	8	33370099
cg00792740	0.0208546872518973	UBE3A	15	25684488
cg00792849	0.1189895949928	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.00782298521551274	TRIM8	10	104403707
cg00795268	0.924522179213154	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.222076031290316	FUT4	11	94276898
cg00798206	0.0314065974531074	OXSR1	3	38207110
cg00799727	0.768028380942507	NA	NA	0
cg00800095	0.660769927359243	PNMA3	X	152224090
cg00804048	0.0488453574389592	EIF5A	17	7210539
cg00804392	0.248279368367773	RHOH	4	40198595
cg00806490	0.18895822603431	CDH13	16	82660873
cg00807586	0.0831656856804473	DLEC1	3	38080790
cg00808492	0.916644958772472	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0503827798233414	RPF1	1	84944867
cg00811081	0.0609159883440501	RPAP3	12	48099724
cg00812502	0.00964447692102595	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00540111363699121	UQCRFS1	19	29704028
cg00815583	0.171023846154264	FBXO16	8	28348123
cg00815605	0.0370200995352411	NA	NA	0
cg00816620	0.11974491380051	C1orf25;C1orf26	1	185127501
cg00818693	0.0231365611165788	TTC14	3	180319964
cg00818872	0.0199219911750343	CHRNB2	1	154540271
cg00819310	0.821287075471917	VANGL1	1	116193783
cg00819362	0.927911393925203	CLIP3	19	36524208
cg00819696	0.0122703484480217	TIMELESS	12	56843016
cg00821764	0.105390102012678	UMPS	3	124449680
cg00822607	0.0389906183014992	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0191214481480458	CHD4	12	6716566
cg00825031	0.00662097116947607	VPS37A;CNOT7	8	17104503
cg00826384	0.0282599846575314	PTPRZ1	7	121513065
cg00827369	0.0118770147660917	EIF4H	7	73588253
cg00828602	0.0298718202600833	WNT5A	3	55520834
cg00830029	0.654533907167845	NRIP2	12	2943902
cg00830393	0.0185383870561368	LRIG1	3	66552063
cg00831028	0.0210617778830648	C20orf43	20	55043745
cg00832517	0.0387015326676461	C14orf126	14	31926792
cg00832994	0.0285291593755886	NA	NA	0
cg00833393	0.0294812550662924	TLN1;CREB3	9	35731638
cg00833777	0.791448438775968	ITGAM	16	31271642
cg00834796	0.199590745155155	JAKMIP2	5	147161924
cg00834958	0.0275592528074137	TSC22D4	7	100077147
cg00836605	0.0102439839673986	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0210025386768437	MITF	3	69788442
cg00839584	0.500897182209632	IL1A	2	113542091
cg00839802	0.0392205166720334	MAN1A1	6	119671238
cg00840403	0.342872348667704	CHST4	16	71560205
cg00840516	0.744870876785329	HYAL2	3	50360097
cg00841581	0.00997007256144416	STAG1	3	136471162
cg00842351	0.088980016504521	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.651901058583179	DLG2	11	84634126
cg00848394	0.0180869123783902	WDR51A	3	52188768
cg00848397	0.013723978325544	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.1859916023632	DAB1	1	58716018
cg00849368	0.0615339652161639	ARSK;TTC37	5	94890411
cg00850538	0.720231763481235	CRIM1	2	36582038
cg00852964	0.568812495517706	VNN1	6	133035150
cg00853068	0.224755382563653	FMNL1	17	43298592
cg00854637	0.0370430991437238	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0350489376309812	SKP1	5	133512930
cg00856375	0.0219724431047244	PSMD14	2	162164676
cg00858899	0.0455911072661423	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.818748824318068	CYB5R2	11	7694524
cg00861635	0.0253080719106177	ZNF200	16	3285425
cg00862041	0.512676875724724	GPRASP2	X	101967017
cg00862290	0.916824330201392	KCNMB3	3	178984973
cg00862770	0.0161124869916872	FKBP5	6	35655764
cg00864867	0.176572431304066	PAWR	12	80085268
cg00870662	0.057491010111843	PARD6G	18	78005665
cg00871453	0.020440402387132	WDR67	8	124084640
cg00873037	0.0299704240106909	NEIL2	8	11626984
cg00873937	0.0835347783639723	ATOH7	10	69991564
cg00874863	0.760326415900884	LHFPL1	X	111924370
cg00875272	0.116665632014179	TAL1	1	47695321
cg00876704	0.0147922837796574	PKN1	19	14544684
cg00877887	0.0336118838520801	DUOXA2;DUOX2	15	45406654
cg00877964	0.0177529350721212	SLC1A4	2	65215638
cg00881086	0.194264298293147	NCRNA00119;NPHP3	3	132441942
cg00881370	0.97508096205716	LOC55908;DOCK6	19	11348439
cg00882451	0.871450305026226	ZP2	16	21222863
cg00882832	0.0386752399622265	SPRY1	4	124317983
cg00884221	0.462653582488558	IGFBP7	4	57976915
cg00884529	0.058896573685214	BZW2;ANKMY2	7	16685823
cg00885506	0.0654110320946542	WDR31	9	116102792
cg00886554	0.0250991182024602	NMU	4	56502598
cg00887101	0.0467151424860757	INTS5	11	62420578
cg00887547	0.024728710567118	TAOK3	12	118811020
cg00887700	0.016477097945158	EIF2B1;GTF2H3	12	124118360
cg00888007	0.0117775275901003	CCND2	12	4382184
cg00888479	0.0859651465733065	SLC24A3	20	19193824
cg00888561	0.0194436662590537	WDFY2	13	52157910
cg00890257	0.0143476317943292	DEGS2	14	100625756
cg00891278	0.596064592763319	CCDC37	3	126113784
cg00891541	0.521399392166229	SMPD3	16	68481487
cg00892393	0.736687541482727	C16orf73	16	1911525
cg00892798	0.081718727810482	NGFR	17	47572909
cg00893242	0.0380397545984818	SND1	7	127291580
cg00893636	0.0315557420995605	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0180298071094402	RPL7L1	6	42847415
cg00894577	0.490687820377989	NA	NA	0
cg00895324	0.732668097478915	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0194857420720075	LACE1	6	108616288
cg00899086	0.0308936333470061	SEPT11	4	77871294
cg00899641	0.0252538284240875	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0928304068559253	YBX2	17	7197375
cg00901652	0.0507914955958515	CTR9	11	10772434
cg00901683	0.0151220404254033	PTCD1;CPSF4	7	99036756
cg00901704	0.0169225921631974	SLC25A19	17	73285325
cg00901766	0.0240695690170463	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.413896001912163	CHL1	3	238161
cg00903375	0.0145566965390978	SBDS;TYW1	7	66460591
cg00904483	0.939425904334114	MGMT	10	131354873
cg00904574	0.0160410829760289	PLK3	1	45265678
cg00905170	0.0135818162271817	RRS1	8	67341306
cg00906183	0.0153903408287811	HGS;ARL16	17	79650926
cg00908551	0.0441225655647895	FANCF	11	22646931
cg00910067	0.0701491504345201	SLC7A10	19	33717545
cg00910168	0.755666299615732	DHX37	12	125474021
cg00911351	0.24394899903269	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.765687241013432	PRPS1L1	7	18067463
cg00912191	0.1114997156861	UBTD2	5	171709917
cg00912942	0.955210677066781	C1orf127	1	11024484
cg00915206	NA	GAD1	2	171673199
cg00915289	0.0204076080785038	SHC1;CKS1B	1	154946946
cg00916199	0.0163836534805202	TMCO6	5	140019287
cg00916635	0.0779155796505653	PTPN22	1	114414312
cg00917893	0.0165987221449614	PDHB	3	58419781
cg00918005	NA	REG3G	2	79253210
cg00918794	0.0301718641010382	PPIB	15	64454941
cg00919857	NA	TMOD2;LYSMD2	15	52043258
cg00920960	0.105323439549249	XIAP	X	122993419
cg00922727	0.0308511847263085	C6orf182;SESN1	6	109415123
cg00925229	NA	BAD;GPR137	11	64052547
cg00925717	0.125245175573355	SCNN1B	16	23313148
cg00929606	NA	ZNF3	7	99680280
cg00929855	0.238054739500953	HSPA1A;HSPA1L	6	31783364
cg00930078	0.00930523241552586	FBXO28	1	224301953
cg00930194	0.427899625519341	PROP1	5	177423598
cg00930873	0.0631399578689777	ALDH1A2	15	58357973
cg00931491	0.302935518335343	SULT1A2	16	28608288
cg00932276	0.257259603577124	EGFL6	X	13587976
